,compOrig,baseOrig,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compStr,baseStr,bRange,cRange,compOrder,baseOrder,dam-lev,jac,compWork,canonCite,refRange
3180,ref-bible.0104.11.31.9-ref-bible.0104.11.31.20,ref-mek.4.4.2.128-ref-mek.4.4.2.145,281903,281968,47488,47499,ref-bible.0104.11.31.9,ref-bible.0104.11.31.20,190656,190752,31112,31129,ref-mek.4.4.2.128,ref-mek.4.4.2.145,ויטש על המחנה כדרך יום כה וכדרך יום כה סביבות המחנה וכאמתים ,ויטוש על המחנה כדרך יום דרך בינונית עשרה פרסאות כה הרי עשרים כדרך יום כה הרי ארבעים וכאמתים ,12,18,573,704,0.5,0.5384615384615384,ref-bible,ref-mek.4.4.2,ref-mek.4.4.2.128-ref-mek.4.4.2.146
3181,ref-sifre-n.97.1.36-ref-sifre-n.97.1.49,ref-mek.4.4.2.140-ref-mek.4.4.2.146,134453,134538,20890,20901,ref-sifre-n.97.1.36,ref-sifre-n.97.1.49,190720,190768,31124,31130,ref-mek.4.4.2.140,ref-mek.4.4.2.146,דרום ר' שמעון אומר כדרך יום כה מלמעלן וכדרך יום כה מלמטן וכאמתים על פני כל הארץ ,כדרך יום כה הרי ארבעים וכאמתים על פני כל הארץ ו,11,17,397,337,0.5125,0.5625,ref-sifre-n,ref-mek.4.4.2,ref-mek.4.4.2.128-ref-mek.4.4.2.146
3182,ref-t.3.5.4.3.184-ref-t.3.5.4.3.192,ref-mek.4.4.2.183-ref-mek.4.4.2.193,634313,634363,99774,99781,ref-t.3.5.4.3.184,ref-t.3.5.4.3.192,190959,191014,31154,31161,ref-mek.4.4.2.183,ref-mek.4.4.2.193,וכאמתים על פני הארץ שתי אמות היתה נטולה מן הארץ ,וכאמתים על פני כל הארץ שתי אמות היה המן גבוה מן הארץ ,10,12,217,234,0.18867924528301888,0.4166666666666666,ref-t,ref-mek.4.4.2,ref-mek.4.4.2.183-ref-mek.4.4.2.193
3183,ref-bible.0104.11.33.7-ref-bible.0104.11.35.7,ref-mek.4.4.2.265-ref-mek.4.4.2.282,282138,282294,47528,47553,ref-bible.0104.11.33.7,ref-bible.0104.11.35.7,191409,191501,31228,31245,ref-mek.4.4.2.265,ref-mek.4.4.2.282,ואף יהוה חרה בעם ויך יהוה בעם מכה רבה מאד ויקרא את שם המקום ההוא קברות התאוה כי שם קברו את העם המתאוים מקברות התאוה נסעו העם חצרות ויהיו בחצרות ,ואף ה' חרה בעם וגו' ויך ה' בהם מכה רבה מאד מקברות התאוה נסעו העם מחצרות וכי מחצרות ,30,18,574,705,0.5208333333333334,0.4117647058823529,ref-bible,ref-mek.4.4.2,ref-mek.4.4.2.265-ref-mek.4.4.2.289
3184,ref-sifre-n.98.1.148-ref-sifre-n.98.1.152,ref-mek.4.4.2.276-ref-mek.4.4.2.280,135422,135453,21050,21054,ref-sifre-n.98.1.148,ref-sifre-n.98.1.152,191456,191488,31239,31243,ref-mek.4.4.2.276,ref-mek.4.4.2.280,מקברות התאוה נסעו העם חצירות ,מקברות התאוה נסעו העם מחצרות ,5,5,398,338,0.06896551724137931,0.0,ref-sifre-n,ref-mek.4.4.2,ref-mek.4.4.2.265-ref-mek.4.4.2.289
3185,ref-bible.0104.33.16.5-ref-bible.0104.33.18.3,ref-mek.4.4.2.276-ref-mek.4.4.2.285,330799,330866,55436,55445,ref-bible.0104.33.16.5,ref-bible.0104.33.18.3,191456,191519,31239,31248,ref-mek.4.4.2.276,ref-mek.4.4.2.285,בקברת התאוה ויסעו מקברת התאוה ויחנו בחצרת ויסעו מחצרת ויחנו ,מקברות התאוה נסעו העם מחצרות וכי מחצרות נסעו ובחצרות חנו ,10,10,620,706,0.45,0.7,ref-bible,ref-mek.4.4.2,ref-mek.4.4.2.265-ref-mek.4.4.2.289
3186,ref-sifre-n.106.1.250-ref-sifre-n.106.1.263,ref-mek.4.4.2.278-ref-mek.4.4.2.289,146130,146204,22872,22885,ref-sifre-n.106.1.250,ref-sifre-n.106.1.263,191471,191539,31241,31252,ref-mek.4.4.2.278,ref-mek.4.4.2.289,נסעו העם מחצרות וכי ב' חצרות היו שנסעו מזו וחנו בזו אלא כיון שנסעו ,נסעו העם מחצרות וכי מחצרות נסעו ובחצרות חנו אלא מלמד שחזר מסען ,12,14,430,339,0.4029850746268657,0.5714285714285714,ref-sifre-n,ref-mek.4.4.2,ref-mek.4.4.2.265-ref-mek.4.4.2.289
3187,ref-bible.0102.16.13.8-ref-bible.0102.16.14.3,ref-mek.4.4.2.295-ref-mek.4.4.2.303,138093,138142,24275,24283,ref-bible.0102.16.13.8,ref-bible.0102.16.14.3,191571,191623,31258,31266,ref-mek.4.4.2.295,ref-mek.4.4.2.303,ובבקר היתה שכבת הטל סביב למחנה ותעל שכבת הטל ,ובבקר היתה שכבת הטל לענין שאמרנו ותעל שכבת הטל ,9,9,249,707,0.1702127659574468,0.4444444444444444,ref-bible,ref-mek.4.4.2,ref-mek.4.4.2.295-ref-mek.4.4.2.303
3188,ref-b.2.06.21b.14-ref-b.2.06.21b.24,ref-mek.4.4.2.323-ref-mek.4.4.2.330,1683014,1683080,244178,244188,ref-b.2.06.21b.14,ref-b.2.06.21b.24,191732,191776,31286,31293,ref-mek.4.4.2.323,ref-mek.4.4.2.330,מיני מגדים של זהב והיו מוציאין פירותיהן בזמנן וכשהרוח מנשבת בהן ,והרוח מנשבת בו ועושהו כמין שולחנות של זהב ,8,11,495,1154,0.71875,0.7692307692307692,ref-b,ref-mek.4.4.2,ref-mek.4.4.2.323-ref-mek.4.4.2.330
3189,ref-b.2.06.39b.170-ref-b.2.06.39b.181,ref-mek.4.4.2.323-ref-mek.4.4.2.330,1739172,1739242,252603,252614,ref-b.2.06.39b.170,ref-b.2.06.39b.181,191732,191776,31286,31293,ref-mek.4.4.2.323,ref-mek.4.4.2.330,מיני מגדים של זהב והיו מוציאין פירות בזמניהן וכיון שהרוח מנשבת בהן ,והרוח מנשבת בו ועושהו כמין שולחנות של זהב ,8,12,528,1155,0.7164179104477612,0.7857142857142857,ref-b,ref-mek.4.4.2,ref-mek.4.4.2.323-ref-mek.4.4.2.330
3190,ref-bible.0102.16.14.1-ref-bible.0102.16.14.9,ref-mek.4.4.3.15-ref-mek.4.4.3.33,138127,138172,24281,24288,ref-bible.0102.16.14.1,ref-bible.0102.16.14.9,191856,191955,31308,31319,ref-mek.4.4.3.15,ref-mek.4.4.3.33,ותעל שכבת הטל והנה על פני המדבר דק מחספס ,שהוא דק מחוספס מלמד שהיה יורד כגליד על הארץ דברי ר' יהושע ר' אליעזר המודעי אומר ותעל שכבת הטל ,9,19,250,708,0.7872340425531915,0.7,ref-bible,ref-mek.4.4.3,ref-mek.4.4.3.15-ref-mek.4.4.3.33
3191,ref-sifre-n.89.1.350-ref-sifre-n.89.1.358,ref-mek.4.4.3.44-ref-mek.4.4.3.57,126072,126117,19460,19467,ref-sifre-n.89.1.350,ref-sifre-n.89.1.358,192010,192073,31329,31339,ref-mek.4.4.3.44,ref-mek.4.4.3.57,והנה על פני המדבר דק מחוספס כגליד היה יורד ,והנה על פני המדבר לא על המדבר כלו אלא על מקצתו דק שהיה יורד ,14,9,381,340,0.45,0.4545454545454546,ref-sifre-n,ref-mek.4.4.3,ref-mek.4.4.3.44-ref-mek.4.4.3.57
3192,ref-b.2.02.32a.292-ref-b.2.02.32a.296,ref-mek.4.4.3.126-ref-mek.4.4.3.130,441603,441633,65576,65580,ref-b.2.02.32a.292,ref-b.2.02.32a.296,192448,192478,31401,31405,ref-mek.4.4.3.126,ref-mek.4.4.3.130,ויחננו ויאמר פדעהו מרדת שחת ,ויחננו ויאמר פדעהו מרדת שחת ,5,5,198,1158,0.0,0.0,ref-b,ref-mek.4.4.3,ref-mek.4.4.3.126-ref-mek.4.4.3.132
3193,ref-bible.0303.33.24.1-ref-bible.0303.33.24.7,ref-mek.4.4.3.126-ref-mek.4.4.3.132,1324894,1324934,227157,227163,ref-bible.0303.33.24.1,ref-bible.0303.33.24.7,192448,192488,31401,31407,ref-mek.4.4.3.126,ref-mek.4.4.3.132,ויחננו ויאמר פדעהו מרדת שחת מצאתי כפר ,ויחננו ויאמר פדעהו מרדת שחת מצאתי כפר ,7,7,1233,709,0.0,0.0,ref-bible,ref-mek.4.4.3,ref-mek.4.4.3.126-ref-mek.4.4.3.132
3194,ref-y.03.07.1.00.11937-ref-y.03.07.1.00.11943,ref-mek.4.4.3.126-ref-mek.4.4.3.132,2816164,2816206,427432,427438,ref-y.03.07.1.00.11937,ref-y.03.07.1.00.11943,192448,192488,31401,31407,ref-mek.4.4.3.126,ref-mek.4.4.3.132,ויחוננו ויאמר פדעהו מרדת שחת מצאתי כופר ,ויחננו ויאמר פדעהו מרדת שחת מצאתי כפר ,7,7,1033,557,0.05,0.0,ref-y,ref-mek.4.4.3,ref-mek.4.4.3.126-ref-mek.4.4.3.132
3195,ref-y.03.07.1.00.12040-ref-y.03.07.1.00.12046,ref-mek.4.4.3.126-ref-mek.4.4.3.132,2816704,2816746,427518,427524,ref-y.03.07.1.00.12040,ref-y.03.07.1.00.12046,192448,192488,31401,31407,ref-mek.4.4.3.126,ref-mek.4.4.3.132,ויחוננו ויאמר פדעהו מרדת שחת מצאתי כופר ,ויחננו ויאמר פדעהו מרדת שחת מצאתי כפר ,7,7,1035,558,0.05,0.0,ref-y,ref-mek.4.4.3,ref-mek.4.4.3.126-ref-mek.4.4.3.132
3196,ref-sifra.2.02-00.1.13-ref-sifra.2.02-00.1.22,ref-mek.4.4.3.169-ref-mek.4.4.3.182,10865,10913,1717,1726,ref-sifra.2.2-00.1.13,ref-sifra.2.2-00.1.22,192661,192723,31435,31448,ref-mek.4.4.3.169,ref-mek.4.4.3.182,וכי איזה מדה מרובה מדת תנופה או מדת סמיכה מרובה ,וכי אי זו מדה מרובה טובה או רעה הוי אומר מדה טובה מרובה ממדת ,14,10,43,209,0.4426229508196721,0.6363636363636364,ref-sifra,ref-mek.4.4.3,ref-mek.4.4.3.169-ref-mek.4.4.3.201
3197,ref-sifra.2.03-04.1.26-ref-sifra.2.03-04.1.35,ref-mek.4.4.3.169-ref-mek.4.4.3.182,21083,21130,3129,3138,ref-sifra.2.3-04.1.26,ref-sifra.2.3-04.1.35,192661,192723,31435,31448,ref-mek.4.4.3.169,ref-mek.4.4.3.182,וכי איזה מדה מרובה מדת צפון או מדת סמיכה מרובה ,וכי אי זו מדה מרובה טובה או רעה הוי אומר מדה טובה מרובה ממדת ,14,10,45,210,0.4426229508196721,0.6363636363636364,ref-sifra,ref-mek.4.4.3,ref-mek.4.4.3.169-ref-mek.4.4.3.201
3198,ref-sifra.4.11-00.1.7-ref-sifra.4.11-00.1.17,ref-mek.4.4.3.169-ref-mek.4.4.3.182,214986,215040,31177,31187,ref-sifra.4.11-00.1.7,ref-sifra.4.11-00.1.17,192661,192723,31435,31448,ref-mek.4.4.3.169,ref-mek.4.4.3.182,וכי איזה מדה מרובה מדת סמיכה מרובה או מדת תנופה מרובה ,וכי אי זו מדה מרובה טובה או רעה הוי אומר מדה טובה מרובה ממדת ,14,11,205,211,0.4262295081967213,0.6363636363636364,ref-sifra,ref-mek.4.4.3,ref-mek.4.4.3.169-ref-mek.4.4.3.201
3199,ref-sifra.5.07-00.7.25-ref-sifra.5.07-00.7.34,ref-mek.4.4.3.169-ref-mek.4.4.3.182,287893,287940,42568,42577,ref-sifra.5.7-00.7.25,ref-sifra.5.7-00.7.34,192661,192723,31435,31448,ref-mek.4.4.3.169,ref-mek.4.4.3.182,וכי איזה מדה מרובה מדת לטמא או מדת ליטמא מרובה ,וכי אי זו מדה מרובה טובה או רעה הוי אומר מדה טובה מרובה ממדת ,14,10,259,212,0.4754098360655738,0.6,ref-sifra,ref-mek.4.4.3,ref-mek.4.4.3.169-ref-mek.4.4.3.201
3200,ref-sifra.5.07-00.8.24-ref-sifra.5.07-00.8.33,ref-mek.4.4.3.169-ref-mek.4.4.3.182,288427,288474,42655,42664,ref-sifra.5.7-00.8.24,ref-sifra.5.7-00.8.33,192661,192723,31435,31448,ref-mek.4.4.3.169,ref-mek.4.4.3.182,וכי איזה מדה מרובה מדת לטמא או מדת ליטמא מרובה ,וכי אי זו מדה מרובה טובה או רעה הוי אומר מדה טובה מרובה ממדת ,14,10,260,213,0.4754098360655738,0.6,ref-sifra,ref-mek.4.4.3,ref-mek.4.4.3.169-ref-mek.4.4.3.201
3201,ref-sifra.3.12-00.10.37-ref-sifra.3.12-00.10.51,ref-mek.4.4.3.169-ref-mek.4.4.3.183,150180,150254,21657,21671,ref-sifra.3.12-00.10.37,ref-sifra.3.12-00.10.51,192661,192731,31435,31449,ref-mek.4.4.3.169,ref-mek.4.4.3.183,וכי אי זו מידה מרובה מרובה מדת הטובה או מדת פורענות הוי אומר מידת הטובה ,וכי אי זו מדה מרובה טובה או רעה הוי אומר מדה טובה מרובה ממדת פורענות ,15,15,149,214,0.5,0.30000000000000004,ref-sifra,ref-mek.4.4.3,ref-mek.4.4.3.169-ref-mek.4.4.3.201
3202,ref-sifre-n.8.1.385-ref-sifre-n.8.1.408,ref-mek.4.4.3.169-ref-mek.4.4.3.183,19448,19562,2897,2917,ref-sifre-n.8.1.385,ref-sifre-n.8.1.408,192661,192731,31435,31449,ref-mek.4.4.3.169,ref-mek.4.4.3.183,וכי איזה מדה מרובה מדת טובה או מדת פורענות הוי אומר מדת טובה אם מדת פורענות מעטה הרי היא מזכרת עון מדה טובה מרובה ,וכי אי זו מדה מרובה טובה או רעה הוי אומר מדה טובה מרובה ממדת פורענות ,15,24,20,341,0.5,0.5333333333333333,ref-sifre-n,ref-mek.4.4.3,ref-mek.4.4.3.169-ref-mek.4.4.3.201
3203,ref-b.2.06.76a.189-ref-b.2.06.76a.221,ref-mek.4.4.3.169-ref-mek.4.4.3.201,1849981,1850155,268624,268654,ref-b.2.06.76a.189,ref-b.2.06.76a.221,192661,192819,31435,31463,ref-mek.4.4.3.169,ref-mek.4.4.3.201,וכי אי זה מדה מרובה מדה טובה או מדת פורענות הוי אומר מדה טובה ממדת פורענות במדת פורענות הוא אומר וארובות השמים נפתחו במדה טובה הוא אומר ויצו שחקים ממעל ודלתי שמים פתח ,וכי אי זו מדה מרובה טובה או רעה הוי אומר מדה טובה מרובה ממדת פורענות הרי הוא אומר חמש עשרה אמה גבהו ובמדה טובה מה הוא אומר ויצו שחקים ממעל ודלתי שמים פתח ,33,33,574,1160,0.2874251497005988,0.3913043478260869,ref-b,ref-mek.4.4.3,ref-mek.4.4.3.169-ref-mek.4.4.3.201
3204,ref-b.4.04.100a.521-ref-b.4.04.100a.544,ref-mek.4.4.3.175-ref-mek.4.4.3.201,6199928,6200054,902992,903015,ref-b.4.04.100a.521,ref-b.4.04.100a.544,192687,192819,31441,31463,ref-mek.4.4.3.175,ref-mek.4.4.3.201,מדה מרובה מדת טובה מרובה או מדת פורענות הוי אומר מדה טובה מרובה ממדת פורענות במדה טובה כתיב ויצו שחקים ממעל ודלתי שמים פתח ,או רעה הוי אומר מדה טובה מרובה ממדת פורענות הרי הוא אומר חמש עשרה אמה גבהו ובמדה טובה מה הוא אומר ויצו שחקים ממעל ודלתי שמים פתח ,27,24,2055,1162,0.3875968992248062,0.4545454545454546,ref-b,ref-mek.4.4.3,ref-mek.4.4.3.169-ref-mek.4.4.3.201
3205,ref-t.3.5.4.1.46-ref-t.3.5.4.1.55,ref-mek.4.4.3.177-ref-mek.4.4.3.187,632216,632267,99421,99430,ref-t.3.5.4.1.46,ref-t.3.5.4.1.55,192694,192748,31443,31451,ref-mek.4.4.3.177,ref-mek.4.4.3.187,הוי אומ' מרובה מדת הטוב ממדת פורענות על אחד מחמש ,הוי אומר מדה טובה מרובה ממדת פורענות הרי הוא אומר חמש ,10,11,206,235,0.3888888888888889,0.5833333333333333,ref-t,ref-mek.4.4.3,ref-mek.4.4.3.169-ref-mek.4.4.3.201
3206,ref-t.3.5.4.1.15-ref-t.3.5.4.1.23,ref-mek.4.4.3.178-ref-mek.4.4.3.187,632052,632101,99390,99398,ref-t.3.5.4.1.15,ref-t.3.5.4.1.23,192698,192748,31444,31451,ref-mek.4.4.3.178,ref-mek.4.4.3.187,אמרת מרובה מדת הטוב ממדת הפורענות על אחת מחמש ,אומר מדה טובה מרובה ממדת פורענות הרי הוא אומר חמש ,9,10,204,237,0.46,0.5833333333333333,ref-t,ref-mek.4.4.3,ref-mek.4.4.3.169-ref-mek.4.4.3.201
3207,ref-b.2.06.76a.203-ref-b.2.06.76a.221,ref-mek.4.4.3.179-ref-mek.4.4.3.201,1850044,1850155,268638,268654,ref-b.2.06.76a.203,ref-b.2.06.76a.221,192703,192819,31445,31463,ref-mek.4.4.3.179,ref-mek.4.4.3.201,ממדת פורענות במדת פורענות הוא אומר וארובות השמים נפתחו במדה טובה הוא אומר ויצו שחקים ממעל ודלתי שמים פתח ,מדה טובה מרובה ממדת פורענות הרי הוא אומר חמש עשרה אמה גבהו ובמדה טובה מה הוא אומר ויצו שחקים ממעל ודלתי שמים פתח ,23,19,575,1163,0.3008849557522124,0.42105263157894735,ref-b,ref-mek.4.4.3,ref-mek.4.4.3.169-ref-mek.4.4.3.201
3208,ref-bible.0301.78.23.1-ref-bible.0301.78.23.6,ref-mek.4.4.3.196-ref-mek.4.4.3.201,1207282,1207314,205112,205117,ref-bible.0301.78.23.1,ref-bible.0301.78.23.6,192787,192819,31458,31463,ref-mek.4.4.3.196,ref-mek.4.4.3.201,ויצו שחקים ממעל ודלתי שמים פתח ,ויצו שחקים ממעל ודלתי שמים פתח ,6,6,1132,710,0.0,0.0,ref-bible,ref-mek.4.4.3,ref-mek.4.4.3.169-ref-mek.4.4.3.201
3209,ref-b.2.13.12b.208-ref-b.2.13.12b.213,ref-mek.4.4.3.196-ref-mek.4.4.3.201,2710804,2710836,395204,395209,ref-b.2.13.12b.208,ref-b.2.13.12b.213,192787,192819,31458,31463,ref-mek.4.4.3.196,ref-mek.4.4.3.201,ויצו שחקים ממעל ודלתי שמים פתח ,ויצו שחקים ממעל ודלתי שמים פתח ,6,6,863,1164,0.0,0.0,ref-b,ref-mek.4.4.3,ref-mek.4.4.3.169-ref-mek.4.4.3.201
3210,ref-b.2.06.76a.260-ref-b.2.06.76a.269,ref-mek.4.4.3.242-ref-mek.4.4.3.248,1850346,1850400,268686,268693,ref-b.2.06.76a.260,ref-b.2.06.76a.269,193009,193048,31503,31509,ref-mek.4.4.3.242,ref-mek.4.4.3.248,שרואין אותו כל מלכי מזרח ומערב שנאמר תערוך לפני שלחן ,ראוהו כל האומות שנאמר תערוך לפני שלחן ,7,10,576,1165,0.37735849056603776,0.5833333333333333,ref-b,ref-mek.4.4.3,ref-mek.4.4.3.242-ref-mek.4.4.3.248
3211,ref-y.03.05.3.00.362-ref-y.03.05.3.00.371,ref-mek.4.4.4.50-ref-mek.4.4.4.57,2566443,2566500,390018,390027,ref-y.03.05.3.00.362,ref-y.03.05.3.00.371,193316,193357,31548,31555,ref-mek.4.4.4.50,ref-mek.4.4.4.57,שנאמר להלן שיריה נאכלין אף אזכרה שנאמר כאן שיריה נאכלין ,נאמר כאן לאכלה ונאמר להלן לחם אבירים אכל ,8,10,886,559,0.5892857142857143,0.7272727272727273,ref-y,ref-mek.4.4.4,ref-mek.4.4.4.50-ref-mek.4.4.4.58
3212,ref-sifre-n.88.1.50-ref-sifre-n.88.1.56,ref-mek.4.4.4.53-ref-mek.4.4.4.58,121893,121927,18711,18717,ref-sifre-n.88.1.50,ref-sifre-n.88.1.56,193331,193361,31551,31556,ref-mek.4.4.4.53,ref-mek.4.4.4.58,שנאמר תהלים עח לחם אבירים אכל איש ,ונאמר להלן לחם אבירים אכל איש ,6,7,379,342,0.2058823529411765,0.5555555555555556,ref-sifre-n,ref-mek.4.4.4,ref-mek.4.4.4.50-ref-mek.4.4.4.58
3213,ref-b.2.06.75b.454-ref-b.2.06.75b.466,ref-mek.4.4.4.75-ref-mek.4.4.4.93,1848839,1848900,268445,268456,ref-b.2.06.75b.454,ref-b.2.06.75b.466,193456,193543,31572,31588,ref-mek.4.4.4.75,ref-mek.4.4.4.93,דבר אחר לחם אבירים אכל איש זה יהושע שירד לו מן כנגד כל ישראל ,דבר אחר לחם אבירים אכל איש צדה שלח להם לשובע זה יהושע בן נון שירד לו מן כנגד כל ישראל ,20,14,572,1166,0.2906976744186047,0.2352941176470589,ref-b,ref-mek.4.4.4,ref-mek.4.4.4.75-ref-mek.4.4.4.84
3214,ref-bible.0301.78.25.1-ref-bible.0301.78.25.8,ref-mek.4.4.4.77-ref-mek.4.4.4.84,1207355,1207392,205126,205133,ref-bible.0301.78.25.1,ref-bible.0301.78.25.8,193464,193501,31573,31580,ref-mek.4.4.4.77,ref-mek.4.4.4.84,לחם אבירים אכל איש צידה שלח להם לשבע ,לחם אבירים אכל איש צדה שלח להם לשובע ,8,8,1133,711,0.054054054054054064,0.0,ref-bible,ref-mek.4.4.4,ref-mek.4.4.4.75-ref-mek.4.4.4.84
3215,ref-b.2.03.83b.2-ref-b.2.03.83b.16,ref-mek.4.5.1.29-ref-mek.4.5.1.40,1160881,1160958,169445,169457,ref-b.2.03.83b.2,ref-b.2.03.83b.16,193782,193847,31632,31642,ref-mek.4.5.1.29,ref-mek.4.5.1.40,"אמרו האוכל כמדה זו ה""ז בריא ומבורך יתר על כן רעבתן פחות מכאן מקולקל במעיו ",אמרו אוכל כשיעור הזה הרי הוא ברוך ומבורך פחות מכאן קללה במעיו ,12,15,307,1167,0.4459459459459459,0.5555555555555556,ref-b,ref-mek.4.5.1,ref-mek.4.5.1.29-ref-mek.4.5.1.40
3216,ref-bible.0102.16.17.5-ref-bible.0102.16.20.4,ref-mek.4.5.3.4-ref-mek.4.5.3.26,138412,138559,24323,24346,ref-bible.0102.16.17.5,ref-bible.0102.16.20.4,193928,194056,31659,31679,ref-mek.4.5.3.4,ref-mek.4.5.3.26,וילקטו המרבה והממעיט וימדו בעמר ולא העדיף המרבה והממעיט לא החסיר איש לפי אכלו לקטו ויאמר משה אלהם איש אל יותר ממנו עד בקר ולא שמעו אל משה ,וילקטו המרבה וההמעיט וימודו בעומר ולא העדיף המרבה והממעיט לא החסיר וגו' ויאמר איש אל יותר ממנו עד בקר ולא שמעו אל משה ,28,23,251,712,0.2028985507246377,0.2857142857142857,ref-bible,ref-mek.4.5.3,ref-mek.4.5.3.4-ref-mek.4.5.3.26
3217,ref-bible.0102.16.20.4-ref-bible.0102.16.20.12,ref-mek.4.5.3.35-ref-mek.4.5.3.45,138556,138605,24346,24352,ref-bible.0102.16.20.4,ref-bible.0102.16.20.12,194107,194174,31688,31698,ref-mek.4.5.3.35,ref-mek.4.5.3.45,משה ויותרו אנשים ממנו עד בקר וירם תולעים ויבאש ,אנשים טובים לא הותירו אנשים שאינן טובים הותירו וירם תולעים ויבאש ,9,11,252,713,0.4153846153846154,0.5454545454545454,ref-bible,ref-mek.4.5.3,ref-mek.4.5.3.35-ref-mek.4.5.3.45
3218,ref-bible.0102.16.20.12-ref-bible.0102.16.21.4,ref-mek.4.5.3.61-ref-mek.4.5.4.4,138599,138645,24352,24359,ref-bible.0102.16.20.12,ref-bible.0102.16.21.4,194260,194351,31714,31729,ref-mek.4.5.3.61,ref-mek.4.5.4.4,ויבאש ויקצף עלהם משה וילקטו אתו בבקר בבקר ,הבאיש וגו' ויקצוף עליהם משה כעס עליהם ואמר להם מפני מה עשיתם כן וילקטו אותו בבקר בבקר ,8,17,253,714,0.5465116279069767,0.5,ref-bible,ref-mek.4.5.3,ref-mek.4.5.3.61-ref-mek.4.5.4.4
