ref-Sifra.1.1,רבי ישמעאל אומ׳ 
ref-Sifra.10.01-01.1,בזאת יבא אהרן אל הקדש מה תלמוד לומר לפי שנאמר אל הקדש אל פני הכפרת אשר על הארון יכול אין לי אלא קדש שיש בו ארון וכפורת שאין בו ארון וכפורת מנין תל ל ״בזאת יבא אהרן אל הקדש יבא אהרן אל הקדש לעשות קדש שאין בו ארון וכפורת כקדש שיש בו ארון וכפורת 
ref-Sifra.10.01-01.2,אתה אומר לכך נאמר אל הקדש לעשות קדש שאינו כזה בפר זה או אינו אומר אלא לעשות פר שאינו כזה בקדש זה ואיזה זה פרק הבא על כל המצות 
ref-Sifra.10.01-01.3,הלא דין הוא ומא פרו הבא על לא הודע דמו נכנס לפני ולפנים פר הבא על כל המצות אינו דין שיכנס לפני ולפנים תל ל ״בזאת יבא אהרן אל הקדש יבא אהרן אל הקדש למעט פר הבא על כל המצות שלא יכנס בו לפני ולפנים 
ref-Sifra.10.01-01.4,בפר בן בקר לחטאת ואיל לעולה יכול מקום מתן דמו של פר שם מתן דמו של איל אמר ר׳ יוסי מה תלמוד לומר לא תעלו עליו קטרת זרה עולה ומנחה איזהו עולה שצריך הכתוב למעטה זו איל העולה לכך נאמר בפר בן בקר לחטאת ואיל לעולה 
ref-Sifra.10.01-01.5,בד שיהיו של בוץ בד שיהיו חדשים בד שיהיו כפולים בד שלא ילבש עמהם בגדים אחרים יכול לא ילבש עמהם בגדי פשתן אבל ילבש עמהם בגדי צמר תל ל ״בד יכול לא ילבש עמהם בגדי חול אבל ילבש עמהם בגדי קדש תל ל ״בד ומה תלמוד לומר בד ״בד בד״ ארבעה פעמים למעט ארבעה כלים שנאמר בהם ״לפני ה׳״ ארבעה פעמים למעט ארבעה כלים שנאמר בהם בד״ ארבעה פעמים למעט ארבעה כלים שנאמר בהם ״לפני ה׳״ ה׳ בד״ ארבעה פעמים למעט ארבעה כלים שנאמר בהם ״לפני ה׳״ 
ref-Sifra.10.01-01.6,מתוך שנאמר בחשן ונשא אהרן את חשן המשפט על לבו בבואו אל הקדש לזכרון לפני ה׳ תמיד יכול יכנס בו לפני ולפנים תל ל ״בד ולא בחשן 
ref-Sifra.10.01-01.7,מתוך שנאמר באפוד ונשא אהרן את שמותם לפני ה׳ על שתי כתפיו לזכרון יכול יכנס בו לפני ולפנים תל ל ״בד ולא באפוד 
ref-Sifra.10.01-01.8,מתוך שנאמר במעיל והיה על אהרן לשרת ונשמע קולו בבואו אל הקדש לפני ה׳ והיה על אהרן לשרת ונשמע קולו בבואו אל הקדש לפני ה׳״ יכול יכנס בו לפני ולפנים ת יכול יכנס בו לפני ולפנים תל בד ולא במעיל 
ref-Sifra.10.01-01.9,מתוך שנאמר בציץ והיה על מצחו תמיד לרצון לפני ה׳ והיה על מצחו תמיד לרצון לפני ה׳״ יכול יכנס בו לפני ולפנים ת יכול יכנס בו לפני ולפנים תל בד ולא בציץ 
ref-Sifra.10.01-01.10,קדש ילבש שיהיו משל קדש אין לי אלא אלו בלבד מנין לרבות שאר בגדי כהונה גדולה ובגדי אחיו הכהנים תל ל ״בגדי קדש קדש בנין אב לכל הבגדים שיהיו משל קדש 
ref-Sifra.10.01-01.11,מנין שהוא טעון טבילה שנאמר ורחץ במים את בשרו ולבשם 
ref-Sifra.10.01-01.12,ומנין המשנה מבגדי לבן לבגדי זהב מבגדי זהב לבגדי לבן שהוא טעון טבילה תל ל ״בגדי קדש הם ורחץ במים את בשרו ולבשם קדש הם ורחץ במים את בשרו ולבשם 
ref-Sifra.10.01-01.13,יכול המשנה מבגדי זהב לבגדי זהב מבגדי לבן לבגדי לבן יטעון טבילה תל ל ״הם יכול יטעון טבילה בין מכנסים לכתונת בין כתונת לאבנט ובין אבנט למצנפת תל ל ״ולבשם כולם כאחת 
ref-Sifra.10.01-01.14,ומה תל ל ״ילבש יחגור יצנוף יחגור יצנוף לפי שסופנו לרבות לו כלים אחרים בין הערבים אין לו יכול לא ילבש של שחרית ת״ל ילבש יחגור ויצנוף 
ref-Sifra.10.02-00.1,ומאת עדת בני ישראל שיהיו משל ציבור יקח שעירי מיעוט שעירים שנים אם כן למה נאמר שני שיהיו שווים ומנין שאף על פי שאינם שוים כשרים תלמוד לומר שעיר שעיר ריבה 
ref-Sifra.10.02-00.2,ואיל אחד לעולה רבי אומר איל אחד הוא האמור כאן והוא האמור בחומש הפקודים ר׳ אלעזר ברבי שמעון אומר שני אילים הם אחד אמור כאן ואחד אמור בחומש הפקודים והקריב אהרן את פר החטאת אשר לו שלא יביא משל ציבור יכול לא יביא משל ציבור שאין ציבור מתכפרים בו אבל יביא משל אחיו הכהנים שהרי אחיו הכהנים מתכפרים בו תלמוד לומר אשר לו יכול לא יביא ואם הביא כשר תלמוד לומר שוב אשר לו ״וכפר בעדו ובעד ביתו וכפר בעדו ובעד ביתו״ זה וידוי דברים יכול כפרה בדמים הריני דן נאמר כפרה בפר ונאמר כפרה בשעיר מה כפרה האמור בשעיר וידוי דברים חוץ מדמים אף כפרה האמור בפר וידוי דברים חוץ מדמים זה וידוי דברים יכול כפרה בדמים הריני דן נאמר כפרה בפר ונאמר כפרה בשעיר מה כפרה האמור בשעיר וידוי דברים חוץ מדמים אף כפרה האמור בפר וידוי דברים חוץ מדמים 
ref-Sifra.10.02-00.3,אם נפשך לומר והקריב אהרן את פר החטאת אשר לו וכפר בעדו ובעד ביתו ועדיין לא נשחט הפר 
ref-Sifra.10.02-00.4,כיצד היה מתודה אנא השם עויתי פשעתי חטאתי לפניך אני וביתי אנא השם כפר נא לעונות ולפשעים ולחטאים שעויתי ושפשעתי ושחטאתי לפניך אני וביתי ככתוב בתורת משה עבדך כי ביום הזה יכפר עליהם לטהר אתכם מכל חטאתכם לפני ה׳ תטהרו ואומר והתודה עליו את כל עונות בני ישראל ואת כל פשעיהם לכל חטאתם דברי ר׳ מאיר וחכמים אומרים עונות אלו הזדונות פשעיהם אלו המרדים חטאתם אלו השגגות מאחר שהוא מתודה על הזדונות ועל המרדים חוזר ומתודה על השגגות אלא כך היה מתודה אנא השם חטאתי עויתי פשעתי לפניך אני וביתי אנא השם כפר נא לחטאים ולעונות ולפשעים שחטאתי ושעויתי ושפשעתי לפניך אני וביתי ככתוב בתורת משה כי ביום הזה יכפר עליכם לטהר אתכם 
ref-Sifra.10.02-00.5,וכן מצינו דרך כל המתודים מתודים דוד אמר חטאנו עם אבותינו העוינו הרשענו שלמה בנו אמר חטאנו והעוינו רשענו מ״א ח דניאל אמר חטאנו ועוינו והרשענו ומרדנו אף הוא כך היה מתודה חטאתי עויתי ופשעתי לפניך 
ref-Sifra.10.02-00.6,מהו שמשה אמר נושא עון ופשע וחטאה ונקה ואומר והתודה עליו את כל עונות בני ישראל ואת כל פשעיהם לכל חטאתם אלא כיון שהיה מתודה על הזדונות ועל המרדים כאילו הם שגגות לפניו 
ref-Sifra.10.02-02.1,ולקח את שני השעירים מלמד שהם מעכבים זה את זה לפני ה׳ פתח אהל מועד מעמידם בשער נקנור אחוריהם למזרח ופניהם למערב 
ref-Sifra.10.02-02.2,ונתן אהרן על שני השעירים גורלות גורלות של כל דבר יכול שנים על זה ושנים על זה תל ל ״גורל לה׳ וגורל לעזאזל לה׳ וגורל לעזאזל יכול של שם ושל עזאזל על זה ושל שם ושל עזאזל על זה תל ל ״גורל אחד לה׳ וגורל אחד לעזאזל אחד לה׳ וגורל אחד לעזאזל אין כאן לשם אלא אחד ואין כאן לעזאזל אלא אחד 
ref-Sifra.10.02-02.3,אם כן למה נאמר גורלות שיהיו שוים שלא יעשה גורל אחד גדול וגורל אחד קטן אחד של כסף ואחד של זהב אחד של שיש ואחד של אשכרוע 
ref-Sifra.10.02-02.4,והקריב אהרן את השעיר אשר עלה עליו הגורל לה׳ והקריב אהרן את השעיר אשר עלה עליו הגורל לה׳״ יכול יהא נותנו על גביו ת יכול יהא נותנו על גביו תל אשר עלה עליו הגורל שעלה לשמו מתוך קלפי 
ref-Sifra.10.02-02.5,ועשהו שאם מת אחד מהם משהגריל יביא שנים ויגריל עליהם כתחלה ואומר אם של שם מת זה שעלה עליו הגורל לשם יתקיים תחתיו ואם של עזאזל מת זה שעלה עליו לעזאזל יתקיים תחתיו והשני ימות דברי ר׳ יהודה וחכמים אומרים ירעה עד שיסתאב וימכר ויפלו דמיו לנדבה ועשהו חטאת שיאמר לה׳ חטאת ר׳ ישמעאל אומר לא היה צריך לומר חטאת אינו אומר אלא לשם 
ref-Sifra.10.02-02.6,והשעיר אשר עלה עליו הגורל יכול יהא נותנו על גביו תל ל ״אשר עלה עליו הגורל עלה עליו הגורל שעלה לשמו מתוך קלפי יעמד חי לפני ה׳ יעמד חי לפני ה׳״ מה תלמוד לומר לפי שנאמר ״ושלח אותו מה תלמוד לומר לפי שנאמר יעמד חי לפני ה׳״ מה תלמוד לומר לפי שנאמר ״ושלח אותו אותו פסוק כב שילוחו למיתה יכול שילוחו לחיים תלמוד לומר יעמד חי לפני ה׳ לכפר עליו הא כיצד עמידתו חי ומיתתו בצוק 
ref-Sifra.10.02-02.7,עד מתי הוא זקוק להיות חי עד מתן דמו של חבירו דברי ר׳ יהודה ר׳ שמעון אומר עד עת וידויו לכפר עד שיכפר שנאמר וכלה מכפר את הקדש ואת אהל מועד ואת המזבח דברי ר׳ יהודה ר׳ שמעון אומר לכפר עליו כפרה שהוא בגופו לשלח אותו שאם נשפך הדם ימות המשתלח מת המשתלח ישפך הדם 
ref-Sifra.10.02-02.8,לעזאזל למקום הקשה בהרים יכול ביישוב תלמור לומר המדברה ומנין שיהיה בצוק תלמור לומר אל ארץ גזירה 
ref-Sifra.10.02-02.9,והקריב אהרן את פר החטאת אשר לו זהו שאמרו שלא יביא משל ציבור וכפר בעדו ובעד ביתו זה וידוי דברים כיצד היה מתודה אנא השם חטאתי עויתי ופשעתי לפניך אני וביתי ובני אהרן עם קדשך ככתוב בתורת משה עבדך לאמר כי ביום הזה והם עונים אחריו ברוך שם כבוד מלכותו לעולם ועד 
ref-Sifra.10.02-03.1,ושחט את פר החטאת אשר לו ולקח מלא המחתה ומביא אותו שם נותנו לאחר למרס את דמו על הרובד הרביעי שבהיכל כדי שלא יקרוש 
ref-Sifra.10.02-03.2,ולקח מלא המחתה והביא בכל יום היה חותה בשל כסף ומערה לתוך של זהב והיום חותה בשל זהב ובה היה מכניס בכל יום היה חותה בשל ארבעת קבים ומערה בתוך שלשת קבים היום חותה בשל שלשת קבים ובה היה מכניס 
ref-Sifra.10.02-03.3,ר׳ יוסי אומר בכל יום היה חותה בשל סאה ומערה לתוך של שלשת קבים והיום חותה בשל ג׳ קבים ובה היה מכניס 
