baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-m,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-m.4.3.10.7.118-ref-m.4.3.10.7.146,ref-y.4.3.10.8.1.20-ref-y.4.3.10.8.1.38,507456,507587,ref-m.4.3.10.7.118,ref-m.4.3.10.7.146,3130486,3130585,ref-y.4.3.10.8.1.20,ref-y.4.3.10.8.1.38,יפרע מן הערב ואם אמר על מנת שאפרע ממי שארצה יפרע מן הערב ואפילו יש נכסים ללווה,נכסי' ללווה יפרע מן הערב ואם אמר על מנת שאפרע ממי שארצה יפרע מן הערב ואם אמר על מנת שאפרע ממי שארצה יפרע מן הערב ואפילו יש נכסים ללווה,17,29,6826,6826.0,5117,5117.0,0.417910447761194,0.0714285714285714,17,יפרע מן הערב ואם אמר על מנת שאפרע ממי שארצה יפרע מן הערב ואפילו יש נכסים ללווה,1070003838,17,29
ref-m.4.4.1.1.21-ref-m.4.4.1.1.36,ref-y.3.2.4.4.7.97-ref-y.3.2.4.4.7.111,508473,508558,ref-m.4.4.1.1.21,ref-m.4.4.1.1.36,2419776,2419854,ref-y.3.2.4.4.7.97,ref-y.3.2.4.4.7.111,בשלשה דברי רבי מאיר וחכמים אומרים מוציא שם רע בעשרים ושלשה מפני שיש בו דיני נפשות ,בשלשה דברי רבי מאיר וחכמים אומרים מוציא שם דע בשלשה ועשרים שיש בו דיני נפש ,12,11,5143,5143.0,5119,5119.0,0.1829268292682926,0.4166666666666666,7,בשלשה דברי_רבי_מאיר_וחכמים_אומרים מוציא שם שיש בו דיני,1070003839,12,11
ref-m.4.4.1.2.32-ref-m.4.4.1.3.12,ref-y.3.5.9.1.8.3-ref-y.3.5.9.1.8.37,508747,508831,ref-m.4.4.1.2.32,ref-m.4.4.1.3.12,2343287,2343472,ref-y.3.5.9.1.8.3,ref-y.3.5.9.1.8.37,סמיכת זקנים ועריפת העגלה בשלשה דברי רבי שמעון רבי יהודה אומר בחמשה מה טעמא דרבי שמעון וסמכו שנים אין בית דין שקול מוסיפין עליהן עוד אחד הרי שלשה מה טעמא דרבי יהודה וסמכו שנים זקני,סמיכת זקנים ועריפת העגלה בשלשה דברי רבי שמעון רבי יהודה אומר בחמשה מה טעמא דרבי שמעון וסמכו שנים אין בית דין שקול מוסיפין עליהן עוד אחד הרי שלשה מה טעמא דרבי יהודה וסמכו שנים זקני,16,16,4981,4981.0,5120,5120.0,0.0,0.0,16,סמיכת זקנים ועריפת העגלה בשלשה דברי_רבי_שמעון רבי_יהודה_אומר בחמשה מה_טעמא_דרבי_שמעון וסמכו שנים_אין_בית_דין_שקול_מוסיפין_עליהן_עוד_אחד_הרי שלשה מה_טעמא_דרבי_יהודה וסמכו שנים זקני,1070003840,16,16
ref-m.4.4.1.3.1-ref-m.4.4.1.3.12,ref-y.4.4.1.2.34.73-ref-y.4.4.1.2.34.84,508761,508831,ref-m.4.4.1.3.1,ref-m.4.4.1.3.12,3150568,3150640,ref-y.4.4.1.2.34.73,ref-y.4.4.1.2.34.84,סמיכת זקנים ועריפת עגלה בשלשה דברי רבי שמעון ורבי יהודה אומר בחמשה ,סמיכת הזקנים ועריפת העגלה בשלשה דברי רבי שמעון רבי יהודה אומר בחמשה ,8,8,6846,6846.0,5122,5120.0,0.0441176470588235,0.0,5,סמיכת ועריפת בשלשה דברי_רבי_שמעון בחמשה,1070003841,8,8
ref-m.4.4.1.3.35-ref-m.4.4.1.3.40,ref-y.2.10.4.4.7.50-ref-y.2.10.4.4.7.55,508971,509008,ref-m.4.4.1.3.35,ref-m.4.4.1.3.40,1914042,1914079,ref-y.2.10.4.4.7.50,ref-y.2.10.4.4.7.55,והקרקעות תשעה וכהן ואדם כיוצא בהן ,ובקרקעות תשעה וכהן ואדם כיוצא בהן ,6,6,3725,3724.0,5123,5123.0,0.0294117647058823,0.2857142857142857,5,תשעה וכהן ואדם כיוצא בהן,1070003842,6,6
ref-m.4.4.1.3.35-ref-m.4.4.1.3.40,ref-y.3.2.11.6.3.32-ref-y.3.2.11.6.3.37,508971,509008,ref-m.4.4.1.3.35,ref-m.4.4.1.3.40,2501016,2501053,ref-y.3.2.11.6.3.32,ref-y.3.2.11.6.3.37,והקרקעות תשעה וכהן ואדם כיוצא בהן ,ובקרקעות תשעה וכהן ואדם ביוצא בהן ,6,6,5337,5336.0,5124,5123.0,0.0588235294117647,0.2857142857142857,4,תשעה וכהן ואדם בהן,1070003843,6,6
ref-m.4.4.1.3.35-ref-m.4.4.1.3.40,ref-y.4.4.1.2.44.44-ref-y.4.4.1.2.44.49,508971,509008,ref-m.4.4.1.3.35,ref-m.4.4.1.3.40,3153660,3153696,ref-y.4.4.1.2.44.44,ref-y.4.4.1.2.44.49,והקרקעות תשעה וכהן ואדם כיוצא בהן ,בקרקעות תשעה וכהן ואדם כיוצא בהן ,6,6,6855,6854.0,5125,5123.0,0.0588235294117647,0.0,5,תשעה וכהן ואדם כיוצא בהן,1070003844,6,6
ref-m.4.4.1.4.19-ref-m.4.4.1.4.33,ref-y.4.4.1.2.46.30-ref-y.4.4.1.2.46.61,509126,509212,ref-m.4.4.1.4.19,ref-m.4.4.1.4.33,3154244,3154430,ref-y.4.4.1.2.46.30,ref-y.4.4.1.2.46.61,הבעלים כן מיתת חשור הקיש מיתת בעלים למיתת השור מה מיתת בעלים בדרישה וחקירה בעשרים ושלשה אף מיתת השור בדרישה וחקירה בעשרים ושלשה,אמר להן כתיב השור יסקל וגם בעליו יומת כמיתת הבעלים כן מיתת חשור הקיש מיתת בעלים למיתת השור מה מיתת בעלים בדרישה וחקירה בעשרים ושלשה אף מיתת השור בדרישה וחקירה בעשרים ושלשה,23,32,6857,6856.0,5126,5126.0,0.2573099415204678,0.3157894736842105,23,הבעלים כן מיתת חשור הקיש מיתת בעלים למיתת השור מה מיתת בעלים בדרישה וחקירה בעשרים ושלשה אף מיתת השור בדרישה וחקירה בעשרים ושלשה,1070003845,23,32
ref-m.4.4.1.5.48-ref-m.4.4.1.5.63,ref-y.4.4.1.3.8.1-ref-y.4.4.1.3.8.14,509565,509644,ref-m.4.4.1.5.48,ref-m.4.4.1.5.63,3157210,3157293,ref-y.4.4.1.3.8.1,ref-y.4.4.1.3.8.14,אין עושין סנהדריות לשבטים אלא על פי בית דין של שבעים ואחד אין עושין עיר הנדחת ,ואין עושין סנהדריות לשבטים תלמוד לומר לשבטיך ושפטו את העם אין עושין עיר הנדחת ,11,14,6864,6864.0,5129,5129.0,0.3717948717948718,0.6,7,עושין סנהדריות לשבטים אין עושין עיר הנדחת,1070003846,11,14
ref-m.4.4.1.6.18-ref-m.4.4.1.6.23,ref-y.4.4.1.3.4.35-ref-y.4.4.1.3.4.40,509835,509865,ref-m.4.4.1.6.18,ref-m.4.4.1.6.23,3155487,3155517,ref-y.4.4.1.3.4.35,ref-y.4.4.1.3.4.40,אספה לי שבעים איש מזקני ישראל ,אספה לי שבעים איש מזקני ישראל ,1,1,6861,6861.0,5131,5130.0,0.0,0.0,6,אספה לי שבעים איש מזקני ישראל,1070003847,6,6
ref-m.4.4.1.6.17-ref-m.4.4.1.6.23,ref-y.4.4.10.1.22.8-ref-y.4.4.10.1.22.14,509828,509865,ref-m.4.4.1.6.17,ref-m.4.4.1.6.23,3280937,3280974,ref-y.4.4.10.1.22.8,ref-y.4.4.10.1.22.14,שנאמר אספה לי שבעים איש מזקני ישראל ,דתימר אספה לי שבעים איש מזקני ישראל ,1,2,7088,7088.0,5130,5130.0,0.0833333333333333,0.2857142857142857,6,אספה לי שבעים איש מזקני ישראל,1070003848,7,7
ref-m.4.4.1.6.34-ref-m.4.4.1.6.57,ref-y.1.1.7.3.5.1-ref-y.1.1.7.3.5.27,509918,510056,ref-m.4.4.1.6.34,ref-m.4.4.1.6.57,151732,151860,ref-y.1.1.7.3.5.1,ref-y.1.1.7.3.5.27,מניין לעדה שהיא עשרה רבי בא ורבי יסא בשם רבי יוחנן נאמר כאן עדה ונאמר להלן עדה מה עדה שנאמר להלן עשרה אף עדה שנאמר כאן עשרה,מניין לעדה שהיא עשרה רבי בא ורבי יסא בשם רבי יוחנן נאמר כאן עדה ונאמר להלן עדה מה עדה שנאמר להלן עשרה אף עדה שנאמר כאן עשרה,19,19,209,209.0,5132,5132.0,0.0,0.0,19,מניין לעדה שהיא עשרה רבי_בא_ורבי_יסא_בשם_רבי_יוחנן נאמר כאן עדה ונאמר להלן עדה מה עדה שנאמר להלן_עשרה_אף עדה שנאמר כאן עשרה,1070003849,19,19
ref-m.4.4.1.6.38-ref-m.4.4.1.6.61,ref-y.2.10.4.4.5.7-ref-y.2.10.4.4.5.32,509941,510078,ref-m.4.4.1.6.38,ref-m.4.4.1.6.61,1912948,1913070,ref-y.2.10.4.4.5.7,ref-y.2.10.4.4.5.32,בעשרה רבי בא רבי יסא בשם רבי יוחנן נאמר כאן עדה ונאמר להלן עד מתי לעדה הרעה הזאת מה עדה האמורה להלן עשרה אף כאן עשרה,בעשרה רבי בא רבי יסא בשם רבי יוחנן נאמר כאן עדה ונאמר להלן עד מתי לעדה הרעה הזאת,18,12,3721,3720.0,5133,5133.0,0.3103448275862069,0.0909090909090909,12,בעשרה רבי_בא_רבי_יסא_בשם_רבי_יוחנן נאמר כאן עדה ונאמר להלן עד מתי לעדה הרעה הזאת,1070003850,18,12
ref-m.4.4.1.6.53-ref-m.4.4.1.6.60,ref-y.4.4.1.3.8.81-ref-y.4.4.1.3.8.87,510030,510072,ref-m.4.4.1.6.53,ref-m.4.4.1.6.60,3157640,3157674,ref-y.4.4.1.3.8.81,ref-y.4.4.1.3.8.87,לעדה שהיא עשרה שנאמר עד מתי לעדה הרעה ,עדה ונאמר להלן עד מתי לעדה הרעה ,8,7,6868,6867.0,5137,5132.0,0.3421052631578947,0.625,4,עד מתי לעדה הרעה,1070003851,8,7
ref-m.4.4.1.6.41-ref-m.4.4.1.6.45,ref-y.4.4.3.9.13.7-ref-y.4.4.3.9.13.13,509961,509991,ref-m.4.4.1.6.41,ref-m.4.4.1.6.45,3188915,3188956,ref-y.4.4.3.9.13.7,ref-y.4.4.3.9.13.13,ושפטו העדה והצילו העדה עדה ,ושפטו העדה והצילו העדה שלא יהא העדה ,5,7,6912,6912.0,5135,5132.0,0.25,0.25,4,ושפטו העדה והצילו העדה,1070003852,5,7
ref-m.4.4.2.1.28-ref-m.4.4.2.1.57,ref-y.4.4.2.1.3.198-ref-y.4.4.2.1.3.228,510593,510746,ref-m.4.4.2.1.28,ref-m.4.4.2.1.57,3165285,3165441,ref-y.4.4.2.1.3.198,ref-y.4.4.2.1.3.228,לא יצא עמהן אין יוצא יוצא הוא אחריהן הן ניכסין והוא נגלה ויוצא עמהן עד פתח העיר דברי רבי מאיר רבי יודן אומר אינו יוצא מן המקדש שנאמר ומן המקדש לא יצא,לא יצא עמהן אין יוצא יוצא הוא אחריהן הן ניכסין והוא נגלה ויוצא עמהן עד פתח העיר דברי רבי מאיר רבי יודן אומר אינו יוצא מן המקדש שנאמר ומן המקדש לא יצא,27,27,6875,6875.0,5141,5141.0,0.0,0.0,27,לא יצא עמהן אין יוצא יוצא הוא אחריהן הן ניכסין והוא נגלה ויוצא עמהן עד פתח העיר דברי_רבי_מאיר_רבי_יודן_אומר אינו יוצא מן המקדש שנאמר ומן המקדש לא יצא,1070003853,27,27
ref-m.4.4.2.1.26-ref-m.4.4.2.1.57,ref-y.4.10.3.3.2.101-ref-y.4.10.3.3.2.136,510583,510746,ref-m.4.4.2.1.26,ref-m.4.4.2.1.57,3542183,3542364,ref-y.4.10.3.3.2.101,ref-y.4.10.3.3.2.136,לא יצא עמהן אינו יוצא יוצא הוא אחריהן אלא הן נכנסין והוא יוצא הן נכסין והוא נגלה ויוצא אחריהן עד פתח העיר דברי רבי מאיר רבי יודה אומר אינו יוצא מן המקדש כתיב ומן המקדש לא יצא,לא יצא עמהן אינו יוצא יוצא הוא אחריהן אלא הן נכנסין והוא יוצא הן נכסין והוא נגלה ויוצא אחריהן עד פתח העיר דברי רבי מאיר רבי יודה אומר אינו יוצא מן המקדש כתיב ומן המקדש לא יצא,32,32,7580,7580.0,5139,5139.0,0.0,0.0,32,לא יצא עמהן אינו יוצא יוצא הוא אחריהן אלא הן נכנסין והוא יוצא הן נכסין והוא נגלה ויוצא אחריהן עד פתח העיר דברי_רבי_מאיר_רבי_יודה_אומר אינו יוצא מן המקדש כתיב ומן המקדש לא יצא,1070003854,32,32
ref-m.4.4.2.1.59-ref-m.4.4.2.1.73,ref-y.1.1.3.2.4.50-ref-y.1.1.3.2.4.65,510747,510826,ref-m.4.4.2.1.59,ref-m.4.4.2.1.73,69551,69631,ref-y.1.1.3.2.4.50,ref-y.1.1.3.2.4.65,וכשהוא מנחם אחרים דרך כל העם עוברין בזה אחר זה והממונה ממצעו בינו לבין העם ,וכשהוא מנחם את אחרים דרך כל העם עוברין זה אחר זה והממונה ממצעו בינו לבין העם ,15,14,55,55.0,5143,5143.0,0.0779220779220779,0.2666666666666667,12,וכשהוא מנחם אחרים דרך כל העם עוברין והממונה ממצעו בינו לבין העם,1070003855,15,14
ref-m.4.4.2.1.61-ref-m.4.4.2.1.73,ref-y.4.4.2.2.5.27-ref-y.4.4.2.2.5.38,510760,510826,ref-m.4.4.2.1.61,ref-m.4.4.2.1.73,3167076,3167136,ref-y.4.4.2.2.5.27,ref-y.4.4.2.2.5.38,אחרים דרך כל העם עוברין בזה אחר זה והממונה ממצעו בינו לבין העם ,אחרי' כל העם עוברין זה אחר זה והממונה ממצעו בינו לבין העם ,13,10,6877,6877.0,5144,5143.0,0.1269841269841269,0.4615384615384615,8,כל העם עוברין והממונה ממצעו בינו לבין העם,1070003856,13,10
ref-m.4.4.2.1.85-ref-m.4.4.2.1.99,ref-y.2.11.3.5.24.30-ref-y.2.11.3.5.24.46,510888,510968,ref-m.4.4.2.1.85,ref-m.4.4.2.1.99,2034076,2034160,ref-y.2.11.3.5.24.30,ref-y.2.11.3.5.24.46,להן תתברכו מן השמים וכשמברין אותו כל העם מסובין על הארץ והוא מיסב על הספסל ,לו מתניתא לא אמרה כן אלא וכשמברין אותו כל העם מסובין על הארץ והוא מיסב על הספסל ,15,13,4007,4007.0,5145,5145.0,0.25,0.3076923076923077,11,וכשמברין אותו כל העם מסובין על הארץ והוא מיסב על הספסל,1070003857,15,13
ref-m.4.4.2.2.9-ref-m.4.4.2.2.21,ref-y.3.1.8.5.3.24-ref-y.3.1.8.5.3.34,511004,511074,ref-m.4.4.2.2.9,ref-m.4.4.2.2.21,2159594,2159650,ref-y.3.1.8.5.3.24,ref-y.3.1.8.5.3.34,לא חולץ ולא חולצין לאשתו לא מייבם ולא מייבמין את אשתו,לא חולץ ולא חולצין לאשתו לא מייבם ולא מייבמין את אשתו,11,11,4379,4379.0,5146,5146.0,0.0,0.0,11,לא חולץ ולא חולצין לאשתו לא מייבם ולא מייבמין את אשתו,1070003858,11,11
ref-m.4.4.2.2.56-ref-m.4.4.2.2.64,ref-y.3.1.2.4.8.22-ref-y.3.1.2.4.8.30,511249,511295,ref-m.4.4.2.2.56,ref-m.4.4.2.2.64,2074115,2074161,ref-y.3.1.2.4.8.22,ref-y.3.1.2.4.8.30,ואתנה לך את בית אדוניך ואת נשי אדוניך בחיקך ,ואתנה לך את בית אדוניך ואת נשי אדוניך בחקיך ,9,9,4127,4127.0,5150,5148.0,0.0227272727272727,0.0,8,ואתנה לך את בית אדוניך ואת נשי אדוניך,1070003859,9,9
ref-m.4.4.2.2.38-ref-m.4.4.2.2.64,ref-y.4.4.2.3.5.4-ref-y.4.4.2.3.5.22,511151,511295,ref-m.4.4.2.2.38,ref-m.4.4.2.2.64,3168345,3168447,ref-y.4.4.2.3.5.4,ref-y.4.4.2.3.5.22,נושא המלך אלמנת המלך שמצינו בדוד שנשא אלמנת שאול שב' ואתנה לך את בית אדניך ואת נשי אדניך בחיקך,נושא המלך אלמנת המלך שמצינו בדוד שנשא אלמנת שאול שב' ואתנה לך את בית אדניך ואת נשי אדניך בחיקך,19,19,6880,6880.0,5148,5148.0,0.0,0.0,19,נושא המלך אלמנת המלך שמצינו בדוד שנשא אלמנת שאול שב' ואתנה לך את בית אדניך ואת נשי אדניך בחיקך,1070003860,19,19
ref-m.4.4.2.3.20-ref-m.4.4.2.3.38,ref-y.4.4.2.4.2.37-ref-y.4.4.2.4.2.47,511384,511476,ref-m.4.4.2.3.20,ref-m.4.4.2.3.38,3170808,3170861,ref-y.4.4.2.4.2.37,ref-y.4.4.2.4.2.47,והמלך דוד הולך אחרי המיטה אמרו לא היה דבר אלא לפייס,והמלך דוד הולך אחרי המיטה אמרו לא היה דבר אלא לפייס,11,11,6882,6882.0,5151,5151.0,0.0,0.0,11,והמלך דוד הולך אחרי המיטה אמרו לא היה דבר אלא לפייס,1070003861,11,11
ref-m.4.4.2.3.41-ref-m.4.4.2.3.50,ref-y.2.11.3.5.24.36-ref-y.2.11.3.5.24.45,511485,511537,ref-m.4.4.2.3.41,ref-m.4.4.2.3.50,2034101,2034153,ref-y.2.11.3.5.24.36,ref-y.2.11.3.5.24.45,וכשמברין אותו כל העם מסובין על הארץ והוא מיסב על ,וכשמברין אותו כל העם מסובין על הארץ והוא מיסב על ,10,10,4008,4007.0,5153,5153.0,0.0,0.0,10,וכשמברין אותו כל העם מסובין על הארץ והוא מיסב על,1070003862,10,10
ref-m.4.4.2.3.50-ref-m.4.4.2.4.14,ref-y.4.4.2.4.4.105-ref-y.4.4.2.5.1.16,511535,511615,ref-m.4.4.2.3.50,ref-m.4.4.2.4.14,3172138,3172226,ref-y.4.4.2.4.4.105,ref-y.4.4.2.5.1.16,על הדרגש ומוציא למלחמת הרשות על פי בית דין של שבעים ואחד ופורץ לעשות לו דרך ,עלי חלכה ה' ומוציא למלחמת חרשות כו' דכתי' על פיויצאו ועל פיו יבאו ופורץ לעשות לו דרך ,11,17,6884,6884.0,5155,5153.0,0.4470588235294118,0.6470588235294117,6,ומוציא למלחמת ופורץ לעשות לו דרך,1070003863,11,17
ref-m.4.4.2.3.48-ref-m.4.4.2.4.17,ref-y.4.4.8.9.1.75-ref-y.4.4.8.9.1.85,511524,511633,ref-m.4.4.2.3.48,ref-m.4.4.2.4.17,3260433,3260485,ref-y.4.4.8.9.1.75,ref-y.4.4.8.9.1.85,והוא מיסב על הדרגש ומוציא למלחמת הרשות על פי בית דין של שבעים ואחד ופורץ לעשות לו דרך ואין ממחין בידו ,לו אין מצילין אותו בנפשו שאם ממחין הן על ידיו נמצאו ,16,9,7049,7049.0,5154,5153.0,0.7549019607843137,0.6875,2,לו ממחין,1070003864,16,9
ref-m.4.4.2.4.76-ref-m.4.4.2.4.81,ref-y.4.4.2.6.2.4-ref-y.4.4.2.6.2.17,511910,511942,ref-m.4.4.2.4.76,ref-m.4.4.2.4.81,3173898,3173962,ref-y.4.4.2.6.2.4,ref-y.4.4.2.6.2.17,סוסים אלא כדי מרכבתו וכסף וזהב ,סוסים אלא כדי מרכבתו על שם ויעקר דוד את כל הרכב וגו' וכסף זהב ,6,14,6885,6885.0,5156,5156.0,0.532258064516129,0.5384615384615384,5,סוסים אלא כדי מרכבתו וכסף,1070003865,6,14
ref-m.4.4.2.4.95-ref-m.4.4.2.4.114,ref-y.4.4.2.6.9.1-ref-y.4.4.2.6.9.10,512003,512115,ref-m.4.4.2.4.95,ref-m.4.4.2.4.114,3175886,3175947,ref-y.4.4.2.6.9.1,ref-y.4.4.2.6.9.10,יוצא למלחמה מוציאה עמו נכנס מכניסה עמו יושב בדין היא עמו מיסב היא כנגדו שנאמר והיתה עמו וקרא בו כל ימי חייו ,יוצא למלחמה והיא עמו שנאמר והיתה עמו וקרא בו כל ימי חייו ,22,12,6886,6886.0,5157,5157.0,0.4722222222222222,0.3571428571428571,11,יוצא למלחמה עמו שנאמר והיתה עמו וקרא בו כל ימי חייו,1070003866,22,12
ref-m.4.4.2.5.1-ref-m.4.4.2.5.10,ref-y.4.4.2.6.10.3-ref-y.4.4.2.6.10.12,512116,512169,ref-m.4.4.2.5.1,ref-m.4.4.2.5.10,3176214,3176268,ref-y.4.4.2.6.10.3,ref-y.4.4.2.6.10.12,אין רוכבין על סוסו ואין יושבין על כסאו ואין משתמשין ,אין רוכבי' על סוסו ואין יושבין על ניסלו ואין משתמשין ,10,10,6887,6887.0,5158,5158.0,0.0754716981132075,0.4444444444444444,8,אין על סוסו ואין יושבין על ואין משתמשין,1070003867,10,10
ref-m.4.4.2.5.12-ref-m.4.4.2.5.22,ref-y.4.4.2.6.10.32-ref-y.4.4.2.6.10.40,512179,512243,ref-m.4.4.2.5.12,ref-m.4.4.2.5.22,3176385,3176438,ref-y.4.4.2.6.10.32,ref-y.4.4.2.6.10.40,ואין רואין אותו כשהוא מסתפר ולא כשהוא ערום ולא בבית המרחץ ,ואין רואין אותו ערום ולא כשמסתפר ולא בבית המרחץ ,11,9,6888,6888.0,5159,5159.0,0.293103448275862,0.3,7,ואין רואין אותו ערום ולא בבית המרחץ,1070003868,11,9
ref-m.4.4.3.1.28-ref-m.4.4.3.1.48,ref-y.1.2.1.1.40.29-ref-y.1.2.1.1.40.46,512422,512526,ref-m.4.4.3.1.28,ref-m.4.4.3.1.48,216988,217070,ref-y.1.2.1.1.40.29,ref-y.1.2.1.1.40.46,זה פוסל דיינו של זה וזה פוסל דיינו של זה דברי רבי מאיר וחכמים אומרים אימתי בזמן שמביא עליהן ראיה שהן ,הזה מטעין דבריו של זה לזה ודבריו של זה לזה אמר רבי חנינא בוא וראה כמה קשה הוא ,17,16,268,268.0,5162,5160.0,0.6039603960396039,0.8125,4,של זה של זה,1070003869,17,16
