baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-sifre-n,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-n.116.1.515-ref-sifre-n.116.1.525,ref-bible.0104.3.27.10-ref-bible.104.3.29.3,180395,180444,ref-sifre-n.116.1.515,ref-sifre-n.116.1.525,258833,258930,ref-bible.0104.3.27.10,ref-bible.0104.3.29.3,אל תכריתו את שבט משפחות הקהתי אין לי אלא בני קהת ,אלה הם משפחת הקהתי במספר כל זכר מבן חדש ומעלה שמנת אלפים ושש מאות שמרי משמרת הקדש משפחת בני קהת ,9,14,253,253.0,736,735.0,0.7291666666666666,0.75,3,הקהתי בני קהת,5090000608,9,14
ref-sifre-n.116.1.515-ref-sifre-n.116.1.520,ref-bible.0104.4.18.1-ref-bible.104.4.18.6,180395,180425,ref-sifre-n.116.1.515,ref-sifre-n.116.1.520,261789,261818,ref-bible.0104.4.18.1,ref-bible.0104.4.18.6,אל תכריתו את שבט משפחות הקהתי ,אל תכריתו את שבט משפחת הקהתי ,6,6,254,254.0,735,735.0,0.0333333333333333,0.0,5,אל תכריתו את שבט הקהתי,5090000609,6,6
ref-sifre-n.116.1.537-ref-sifre-n.116.1.547,ref-bible.0104.4.19.11-ref-bible.104.4.19.21,180496,180552,ref-sifre-n.116.1.537,ref-sifre-n.116.1.547,261883,261937,ref-bible.0104.4.19.11,ref-bible.0104.4.19.21,אהרן ובניו יבואו ושמו אותם איש איש על עבודתו ואל משאו ,אהרן ובניו יבאו ושמו אותם איש איש על עבדתו ואל משאו ,11,11,255,255.0,744,735.0,0.037037037037037,0.0,9,אהרן ובניו ושמו אותם איש איש על ואל משאו,5090000610,11,11
ref-sifre-n.116.1.541-ref-sifre-n.116.1.558,ref-bible.0104.4.49.5-ref-bible.0104.4.49.13,180520,180611,ref-sifre-n.116.1.541,ref-sifre-n.116.1.558,263857,263897,ref-bible.0104.4.49.5,ref-bible.0104.4.49.13,אותם ביד משה איש איש על עבדתו ועל משאו,אותם ביד משה איש איש על עבדתו ועל משאו,9,9,257,257.0,745,745.0,0.0,0.0,9,אותם ביד משה איש איש על עבדתו ועל משאו,5090000611,9,9
ref-sifre-n.116.1.519-ref-sifre-n.116.1.527,ref-bible.0201.21.26.5-ref-bible.201.21.27.2,180412,180454,ref-sifre-n.116.1.519,ref-sifre-n.116.1.527,454834,454872,ref-bible.0201.21.26.5,ref-bible.0201.21.27.2,משפחות הקהתי אין לי אלא בני קהת בני גרשון ,למשפחות בני קהת הנותרים ולבני גרשון ,7,6,958,958.0,737,735.0,0.5476190476190477,0.625,3,בני קהת גרשון,5090000612,7,6
ref-sifre-n.116.1.525-ref-sifre-n.116.1.529,ref-bible.0312.6.1.1-ref-bible.312.6.2.5,180441,180465,ref-sifre-n.116.1.525,ref-sifre-n.116.1.529,1467181,1467231,ref-bible.0312.6.1.1,ref-bible.0312.6.2.5,קהת בני גרשון ובני מררי ,בני לוי גרשם קהת ומררי ואלה שמות בני גרשום לבני ,5,8,1245,1245.0,743,735.0,0.6666666666666666,0.625,1,בני,5090000613,5,8
ref-sifre-n.116.1.524-ref-sifre-n.116.1.539,ref-bible.0312.6.5.5-ref-bible.312.6.7.6,180437,180513,ref-sifre-n.116.1.524,ref-sifre-n.116.1.539,1467348,1467421,ref-bible.0312.6.5.5,ref-bible.0312.6.7.6,"בני קהת בני גרשון ובני מררי מנין ת""ל צו את אהרן ואת בניו אהרן ובניו יבואו ",בנו זמה בנו יואח בנו עדו בנו זרח בנו יאתרי בנו בני קהת עמינדב בנו קרח בנו ,16,17,1246,1246.0,741,735.0,0.6756756756756757,0.8888888888888888,2,בני קהת,5090000614,16,17
ref-sifre-n.116.1.524-ref-sifre-n.116.1.538,ref-bible.0312.6.24.7-ref-bible.0312.6.29.9,180437,180507,ref-sifre-n.116.1.524,ref-sifre-n.116.1.538,1468109,1468266,ref-bible.0312.6.24.7,ref-bible.0312.6.29.9,בן ברכיהו בן שמעא בן מיכאל בן בעשיה בן מלכיה בן אתני בן זרח בן עדיה בן איתן בן זמה בן שמעי בן יחת בן גרשם בן לוי ובני מררי אחיהם על השמאול איתן בן קישי בן,בן ברכיהו בן שמעא בן מיכאל בן בעשיה בן מלכיה בן אתני בן זרח בן עדיה בן איתן בן זמה בן שמעי בן יחת בן גרשם בן לוי ובני מררי אחיהם על השמאול איתן בן קישי בן,37,37,1247,1247.0,739,739.0,0.0,0.0,37,בן ברכיהו בן שמעא בן מיכאל בן בעשיה בן מלכיה בן אתני בן זרח בן עדיה בן איתן בן זמה בן שמעי בן יחת בן גרשם בן לוי ובני מררי אחיהם על השמאול איתן בן קישי בן,5090000615,37,37
ref-sifre-n.116.1.563-ref-sifre-n.116.1.567,ref-bible.0104.1.51.1-ref-bible.104.1.51.5,180632,180664,ref-sifre-n.116.1.563,ref-sifre-n.116.1.567,255044,255075,ref-bible.0104.1.51.1,ref-bible.0104.1.51.5,ובנסע המשכן יורידו אותו הלוים ,ובנסע המשכן יורידו אתו הלוים ,5,5,244,244.0,747,747.0,0.0333333333333333,0.0,4,ובנסע המשכן יורידו הלוים,5090000616,5,5
ref-sifre-n.116.1.631-ref-sifre-n.116.1.641,ref-bible.0104.18.4.11-ref-bible.104.18.5.7,181003,181061,ref-sifre-n.116.1.631,ref-sifre-n.116.1.641,295595,295654,ref-bible.0104.18.4.11,ref-bible.0104.18.5.7,וזר לא יקרב אליכם ושמרתם את משמרת הקודש ואת משמרת מזבח ,וזר לא יקרב אליכם ושמרתם את משמרת הקדש ואת משמרת המזבח ,11,11,529,529.0,748,748.0,0.0363636363636363,0.2222222222222222,9,וזר לא יקרב אליכם ושמרתם את משמרת ואת משמרת,5090000617,11,11
ref-sifre-n.116.2.1-ref-sifre-n.116.2.25,ref-bible.0104.3.9.6-ref-bible.0104.3.12.5,181526,181661,ref-sifre-n.116.2.1,ref-sifre-n.116.2.25,257788,257928,ref-bible.0104.3.9.6,ref-bible.0104.3.12.5,נתונם נתונם המה לו מאת בני ישראל ואת אהרן ואת בניו תפקד ושמרו את כהנתם והזר הקרב יומת וידבר יהוה אל משה לאמר ואני הנה לקחתי את הלוים,נתונם נתונם המה לו מאת בני ישראל ואת אהרן ואת בניו תפקד ושמרו את כהנתם והזר הקרב יומת וידבר יהוה אל משה לאמר ואני הנה לקחתי את הלוים,20,20,249,248.0,751,751.0,0.0,0.0,20,נתונם נתונם המה לו מאת_בני_ישראל ואת אהרן_ואת_בניו תפקד ושמרו את כהנתם והזר הקרב יומת וידבר_יהוה_אל_משה_לאמר ואני הנה לקחתי את הלוים,5090000618,20,20
ref-sifre-n.116.1.734-ref-sifre-n.116.2.12,ref-bible.0104.18.5.11-ref-bible.0104.18.6.12,181520,181588,ref-sifre-n.116.1.734,ref-sifre-n.116.2.12,295669,295747,ref-bible.0104.18.5.11,ref-bible.0104.18.6.12,קצף על בני ישראל ואני הנה לקחתי את אחיכם הלוים מתוך בני ישראל לכם מתנה נתנים,קצף על בני ישראל ואני הנה לקחתי את אחיכם הלוים מתוך בני ישראל לכם מתנה נתנים,12,12,530,530.0,749,749.0,0.0,0.0,12,קצף על_בני_ישראל ואני הנה לקחתי את אחיכם הלוים מתוך_בני_ישראל לכם מתנה נתנים,5090000619,12,12
ref-sifre-n.116.2.21-ref-sifre-n.116.2.28,ref-bible.0104.18.7.2-ref-bible.104.18.7.9,181634,181677,ref-sifre-n.116.2.21,ref-sifre-n.116.2.28,295783,295825,ref-bible.0104.18.7.2,ref-bible.0104.18.7.9,ובניך אתך תשמרו את כהונתכם לכל דבר המזבח ,ובניך אתך תשמרו את כהנתכם לכל דבר המזבח ,8,8,535,534.0,754,749.0,0.024390243902439,0.0,7,ובניך אתך תשמרו את לכל דבר המזבח,5090000620,8,8
ref-sifre-n.116.2.7-ref-sifre-n.116.2.22,ref-bible.0208.43.3.6-ref-bible.208.43.3.16,181558,181644,ref-sifre-n.116.2.7,ref-sifre-n.116.2.22,955339,955397,ref-bible.0208.43.3.6,ref-bible.0208.43.3.16,מתוך בני ישראל לכם מתנה נתונים לה' לה' הם מסורים ואין מסורים לכהנים ואתה ובניך אתך ,אתך בנו למען תת אתנו ביד הכשדים להמית אתנו ולהגלות אתנו ,16,11,1096,1096.0,752,749.0,0.6626506024096386,0.8333333333333334,1,אתך,5090000621,16,11
ref-sifre-n.116.2.62-ref-sifre-n.116.2.74,ref-bible.0104.18.7.12-ref-bible.0104.18.7.17,181858,181924,ref-sifre-n.116.2.62,ref-sifre-n.116.2.74,295841,295872,ref-bible.0104.18.7.12,ref-bible.0104.18.7.17,ועבדתם עבדת מתנה אתן את כהנתכם,ועבדתם עבדת מתנה אתן את כהנתכם,6,6,536,536.0,755,755.0,0.0,0.0,6,ועבדתם עבדת מתנה אתן את כהנתכם,5090000622,6,6
ref-sifre-n.117.1.11-ref-sifre-n.117.1.17,ref-bible.0104.17.5.1-ref-bible.104.17.5.7,183307,183341,ref-sifre-n.117.1.11,ref-sifre-n.117.1.17,293570,293604,ref-bible.0104.17.5.1,ref-bible.0104.17.5.7,זכרון לבני ישראל למען אשר לא יקרב ,זכרון לבני ישראל למען אשר לא יקרב ,7,7,511,511.0,757,757.0,0.0,0.0,7,זכרון לבני ישראל למען אשר לא יקרב,5090000623,7,7
ref-sifre-n.117.1.64-ref-sifre-n.117.1.70,ref-bible.0302.11.10.1-ref-bible.302.11.10.7,183587,183628,ref-sifre-n.117.1.64,ref-sifre-n.117.1.70,1267076,1267115,ref-bible.0302.11.10.1,ref-bible.0302.11.10.7,בטוב צדיקים תעלוץ קריה ובאבוד רשעים רנה ,בטוב צדיקים תעלץ קריה ובאבד רשעים רנה ,7,7,1203,1203.0,758,758.0,0.05,0.0,5,בטוב צדיקים קריה רשעים רנה,5090000624,7,7
ref-sifre-n.117.1.72-ref-sifre-n.117.1.81,ref-bible.0301.3.8.11-ref-bible.301.3.9.6,183636,183686,ref-sifre-n.117.1.72,ref-sifre-n.117.1.81,1153437,1153483,ref-bible.0301.3.8.11,ref-bible.0301.3.9.6,שני רשעים שברת ואומר לה' הישועה על עמך ברכתך סלה ,שני רשעים שברת ליהוה הישועה על עמך ברכתך סלה ,10,9,1152,1152.0,759,759.0,0.1632653061224489,0.1999999999999999,8,שני רשעים שברת הישועה על עמך ברכתך סלה,5090000625,10,9
ref-sifre-n.117.1.84-ref-sifre-n.117.1.89,ref-bible.0301.10.16.2-ref-bible.301.10.16.7,183697,183726,ref-sifre-n.117.1.84,ref-sifre-n.117.1.89,1157640,1157669,ref-bible.0301.10.16.2,ref-bible.0301.10.16.7,מלך עולם ועד אבדו גוים מארצו ,מלך עולם ועד אבדו גוים מארצו ,6,6,1154,1154.0,760,760.0,0.0,0.0,6,מלך עולם ועד אבדו גוים מארצו,5090000626,6,6
ref-sifre-n.117.1.91-ref-sifre-n.117.1.98,ref-bible.0301.104.35.1-ref-bible.301.104.35.8,183734,183775,ref-sifre-n.117.1.91,ref-sifre-n.117.1.98,1225431,1225472,ref-bible.0301.104.35.1,ref-bible.0301.104.35.8,יתמו חטאים מן הארץ ורשעים עוד אינם ברכי ,יתמו חטאים מן הארץ ורשעים עוד אינם ברכי ,8,8,1183,1183.0,761,761.0,0.0,0.0,8,יתמו חטאים מן הארץ ורשעים עוד אינם ברכי,5090000627,8,8
ref-sifre-n.117.1.115-ref-sifre-n.117.1.126,ref-bible.0102.4.14.14-ref-bible.102.4.14.22,183852,183914,ref-sifre-n.117.1.115,ref-sifre-n.117.1.126,111840,111885,ref-bible.0102.4.14.14,ref-bible.0102.4.14.22,הנה בשמחה וכן הוא אומר הנה הוא יוצא לקראתך וראך ושמח בלבו ,הוא וגם הנה הוא יצא לקראתך וראך ושמח בלבו ,10,9,43,43.0,762,762.0,0.3275862068965517,0.25,6,הנה הוא לקראתך וראך ושמח בלבו,5090000628,10,9
ref-sifre-n.117.2.136-ref-sifre-n.117.2.140,ref-bible.0103.7.35.1-ref-bible.103.7.35.5,184598,184624,ref-sifre-n.117.2.136,ref-sifre-n.117.2.140,203709,203735,ref-bible.0103.7.35.1,ref-bible.0103.7.35.5,זאת משחת אהרן ומשחת בניו ,זאת משחת אהרן ומשחת בניו ,5,5,169,169.0,763,763.0,0.0,0.0,5,זאת משחת אהרן ומשחת בניו,5090000629,5,5
ref-sifre-n.117.2.150-ref-sifre-n.117.2.158,ref-bible.0301.133.2.1-ref-bible.301.133.2.9,184670,184713,ref-sifre-n.117.2.150,ref-sifre-n.117.2.158,1246125,1246167,ref-bible.0301.133.2.1,ref-bible.0301.133.2.9,כשמן הטוב על הראש יורד על הזקן זקן אהרן ,כשמן הטוב על הראש ירד על הזקן זקן אהרן ,9,9,1194,1194.0,764,764.0,0.025,0.0,8,כשמן הטוב על הראש על הזקן זקן אהרן,5090000630,9,9
ref-sifre-n.117.2.162-ref-sifre-n.117.2.187,ref-bible.0104.18.8.20-ref-bible.0104.18.9.18,184733,184865,ref-sifre-n.117.2.162,ref-sifre-n.117.2.187,295988,296085,ref-bible.0104.18.8.20,ref-bible.0104.18.9.18,לחק עולם זה יהיה לך מקדש הקדשים מן האש כל קרבנם לכל מנחתם ולכל חטאתם ולכל אשמם אשר ישיבו לי,לחק עולם זה יהיה לך מקדש הקדשים מן האש כל קרבנם לכל מנחתם ולכל חטאתם ולכל אשמם אשר ישיבו לי,20,20,540,540.0,765,765.0,0.0,0.0,20,לחק עולם זה יהיה לך מקדש הקדשים מן האש כל קרבנם לכל מנחתם ולכל חטאתם ולכל אשמם אשר ישיבו לי,5090000631,20,20
ref-sifre-n.117.2.244-ref-sifre-n.117.2.252,ref-bible.0104.18.9.21-ref-bible.104.18.10.3,185145,185202,ref-sifre-n.117.2.244,ref-sifre-n.117.2.252,296096,296131,ref-bible.0104.18.9.21,ref-bible.0104.18.10.3,לך הוא ולבניך בזכותך ובזכות בניך בקודש הקדשים תאכלנו ,לך הוא ולבניך בקדש הקדשים תאכלנו ,9,6,542,542.0,767,767.0,0.3773584905660377,0.375,5,לך הוא ולבניך הקדשים תאכלנו,5090000632,9,6
ref-sifre-n.117.2.280-ref-sifre-n.117.2.309,ref-bible.0104.18.10.1-ref-bible.0104.18.10.10,185345,185509,ref-sifre-n.117.2.280,ref-sifre-n.117.2.309,296111,296159,ref-bible.0104.18.10.1,ref-bible.0104.18.10.10,בקדש הקדשים תאכלנו כל זכר יאכל אתו,בקדש הקדשים תאכלנו כל זכר יאכל אתו,7,7,543,543.0,768,768.0,0.0,0.0,7,בקדש הקדשים תאכלנו כל זכר יאכל אתו,5090000633,7,7
ref-sifre-n.117.2.323-ref-sifre-n.117.2.338,ref-bible.0104.18.10.6-ref-bible.104.18.11.5,185581,185663,ref-sifre-n.117.2.323,ref-sifre-n.117.2.338,296139,296183,ref-bible.0104.18.10.6,ref-bible.0104.18.11.5,לאכילה מנין תלמוד לומר קודש יהיה לך מכל מקום וזה לך תרומת מגיד הכתוב שכשם שכלל ,יאכל אתו קדש יהיה לך וזה לך תרומת מתנם לכל ,12,10,546,542.0,771,771.0,0.5063291139240507,0.5454545454545454,5,יהיה לך וזה לך תרומת,5090000634,12,10
ref-sifre-n.117.2.362-ref-sifre-n.117.2.373,ref-bible.0103.10.15.8-ref-bible.103.10.15.18,185780,185849,ref-sifre-n.117.2.362,ref-sifre-n.117.2.373,209758,209816,ref-bible.0103.10.15.8,ref-bible.0103.10.15.18,להביא את הדבר שיטעון תנופה לך נתתים ולבניך ולבנותיך אתך לחק עולם ,יביאו להניף תנופה לפני יהוה והיה לך ולבניך אתך לחק עולם ,12,9,181,181.0,773,772.0,0.4615384615384615,0.5714285714285714,5,לך ולבניך אתך לחק עולם,5090000635,12,9
ref-sifre-n.117.2.367-ref-sifre-n.117.2.373,ref-bible.0104.18.8.16-ref-bible.104.18.8.21,185809,185849,ref-sifre-n.117.2.367,ref-sifre-n.117.2.373,295964,295997,ref-bible.0104.18.8.16,ref-bible.0104.18.8.21,לך נתתים ולבניך ולבנותיך אתך לחק עולם ,לך נתתים למשחה ולבניך לחק עולם ,7,6,538,538.0,774,772.0,0.2894736842105263,0.375,5,לך נתתים ולבניך לחק עולם,5090000636,7,6
ref-sifre-n.117.2.358-ref-sifre-n.117.2.373,ref-bible.0104.18.11.5-ref-bible.104.18.11.15,185758,185849,ref-sifre-n.117.2.358,ref-sifre-n.117.2.373,296179,296239,ref-bible.0104.18.11.5,ref-bible.0104.18.11.15,לכל תנופות בני ישראל להביא את הדבר שיטעון תנופה לך נתתים ולבניך ולבנותיך אתך לחק עולם ,לכל תנופת בני ישראל לך נתתים ולבניך ולבנתיך אתך לחק עולם ,16,11,547,542.0,772,772.0,0.3372093023255814,0.3125,9,לכל בני ישראל לך נתתים ולבניך אתך לחק עולם,5090000637,16,11
ref-sifre-n.117.2.367-ref-sifre-n.117.2.373,ref-bible.0104.18.19.9-ref-bible.104.18.19.15,185809,185849,ref-sifre-n.117.2.367,ref-sifre-n.117.2.373,296807,296845,ref-bible.0104.18.19.9,ref-bible.0104.18.19.15,לך נתתים ולבניך ולבנותיך אתך לחק עולם ,נתתי לך ולבניך ולבנתיך אתך לחק עולם ,7,7,566,566.0,775,772.0,0.1842105263157894,0.25,5,לך ולבניך אתך לחק עולם,5090000638,7,7
ref-sifre-n.117.2.367-ref-sifre-n.117.2.373,ref-bible.0209.4.1.5-ref-bible.209.4.1.11,185809,185849,ref-sifre-n.117.2.367,ref-sifre-n.117.2.373,984998,985035,ref-bible.0209.4.1.5,ref-bible.0209.4.1.11,לך נתתים ולבניך ולבנותיך אתך לחק עולם ,לך לבנה ונתתה אותה לפניך וחקות עליה ,7,7,1102,1102.0,776,772.0,0.6842105263157895,0.9230769230769232,1,לך,5090000639,7,7
ref-sifre-n.117.2.393-ref-sifre-n.117.2.402,ref-bible.0104.18.11.19-ref-bible.104.18.12.7,185944,185994,ref-sifre-n.117.2.393,ref-sifre-n.117.2.402,296255,296296,ref-bible.0104.18.11.19,ref-bible.0104.18.12.7,נאכלים אלא לטהורים כל חלב יצהר כל חלב תירוש ודגן ,יאכל אתו כל חלב יצהר וכל חלב תירוש ודגן ,10,9,550,550.0,777,777.0,0.2653061224489796,0.4444444444444444,6,כל חלב יצהר חלב תירוש ודגן,5090000640,10,9
ref-sifre-n.117.2.457-ref-sifre-n.117.2.468,ref-bible.0103.10.15.8-ref-bible.103.10.15.18,186269,186337,ref-sifre-n.117.2.457,ref-sifre-n.117.2.468,209758,209816,ref-bible.0103.10.15.8,ref-bible.0103.10.15.18,להביא את הדבר שיטעין תנופה לך נתתים לבניך ולבנותיך אתך לחק עולם ,יביאו להניף תנופה לפני יהוה והיה לך ולבניך אתך לחק עולם ,12,9,182,181.0,779,778.0,0.484375,0.6666666666666667,4,לך אתך לחק עולם,5090000641,12,9
ref-sifre-n.117.2.453-ref-sifre-n.117.2.468,ref-bible.0104.18.11.5-ref-bible.104.18.11.15,186247,186337,ref-sifre-n.117.2.453,ref-sifre-n.117.2.468,296179,296239,ref-bible.0104.18.11.5,ref-bible.0104.18.11.15,לכל תנופות בני ישראל להביא את הדבר שיטעין תנופה לך נתתים לבניך ולבנותיך אתך לחק עולם ,לכל תנופת בני ישראל לך נתתים ולבניך ולבנתיך אתך לחק עולם ,16,11,548,542.0,778,778.0,0.3529411764705882,0.4117647058823529,8,לכל בני ישראל לך נתתים אתך לחק עולם,5090000642,16,11
