,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-b,grp-ref-mek,dam-lev,jac,id
1182,1481,ref-b.3.7.1.38a.3.66-ref-b.3.7.1.38a.4.8,ref-mek.4.6.6.24-ref-mek.4.6.6.35,4519294,4519350,623673,623682,ref-b.3.7.1.38a.3.66,ref-b.3.7.1.38a.4.8,199392,199454,32703,32713,ref-mek.4.6.6.24,ref-mek.4.6.6.35,ששה עשר בניסן תניא אידך ובני ישראל אכלו את המן ארבעים ,ואכלו ממנו ארבעה ועשרים יום של אדר הראשון וששה עשר של ניסן ,9,10,1765.0,1481.0,0.7966101694915254,0.6875,3050001183
1183,1482,ref-b.3.7.1.38a.4.3-ref-b.3.7.1.38a.4.13,ref-mek.4.6.6.139-ref-mek.4.6.6.157,4519319,4519375,623475,623687,ref-b.3.7.1.38a.4.3,ref-b.3.7.1.38a.4.13,200004,200105,32787,32819,ref-mek.4.6.6.139,ref-mek.4.6.6.157,ובני ישראל אכלו את המן ארבעים שנה וכי ארבעים שנה אכלו והלא ארבעים ובני ישראל אכלו את המן ארבעים שנה וכי ארבעים שנה,וארבע שנה אכלו ישראל את המן ארבעים שנה בחיי משה וארבע עשרה שנה אחר מיתתו שנאמר ובני ישראל אכלו את המן ארבעים שנה בחיי משה וארבע עשרה שנה אחר מיתתו שנאמר ובני ישראל,114,163,1765.0,1482.0,0.49693251533742333,0.5333333333333333,3050001184
1184,1484,ref-b.2.5.1.9a.5.8-ref-b.2.5.1.9a.5.20,ref-mek.4.6.6.144-ref-mek.4.6.6.151,1699355,1699422,232102,233684,ref-b.2.5.1.9a.5.8,ref-b.2.5.1.9a.5.20,200029,200069,32791,32848,ref-mek.4.6.6.144,ref-mek.4.6.6.151,ארבע מאות ועשרים שנה ושמשו בו יותר משלש מאות כהנים צא מהם ארבעים שנה שני שעמד ארבע מאות ועשרים שנה ושמשו בו יותר משלש מאות כהנים צא מהם ארבעים,המן ארבעים שנה בחיי משה וארבע עשרה שנה המן ארבעים שנה בחיי משה וארבע עשרה שנה,142,77,608.0,1482.0,0.647887323943662,0.7692307692307692,3050001185
1185,1486,ref-b.2.8.1.2b.10.13-ref-b.2.8.1.2b.11.15,ref-mek.4.6.6.145-ref-mek.4.6.6.151,2246763,2246844,309584,309596,ref-b.2.8.1.2b.10.13,ref-b.2.8.1.2b.11.15,200033,200069,32842,32848,ref-mek.4.6.6.145,ref-mek.4.6.6.151,המשכן כדאמר רב פפא שנת עשרים שנת עשרים לגזרה שוה הכא נמי שנת ארבעים שנת ארבעים ,ארבעים שנה בחיי משה וארבע עשרה שנה ,12,6,828.0,1482.0,0.7215189873417721,0.7692307692307692,3050001186
1186,1487,ref-b.3.7.1.38a.3.2-ref-b.3.7.1.38a.3.22,ref-mek.4.6.6.155-ref-mek.4.6.6.171,4518998,4519090,623618,623635,ref-b.3.7.1.38a.3.2,ref-b.3.7.1.38a.3.22,200087,200163,32817,32829,ref-mek.4.6.6.155,ref-mek.4.6.6.171,ובני ישראל אכלו את המן ארבעים שנה עד באם אל ארץ נושבת את המן אכלו עד באם אל קצה ארץ כנען ,ובני ישראל אכלו את המן שאין תלמוד לומר את המן אכלו עד בואם אל קצה ארץ כנען ,17,12,1764.0,1482.0,0.2808988764044944,0.3529411764705882,3050001187
1187,1488,ref-b.5.5.2.12b.6.1-ref-b.5.5.2.12b.6.7,ref-mek.4.6.6.180-ref-mek.4.6.6.185,8152422,8152458,1146631,1146637,ref-b.5.5.2.12b.6.1,ref-b.5.5.2.12b.6.7,200203,200235,32833,32838,ref-mek.4.6.6.180,ref-mek.4.6.6.185,אלא צא מהם שבע שכיבשו ושבע שחילקו ,ואלו הן שבע שכבשו ושבע שחלקו ,6,5,3181.0,1488.0,0.2647058823529412,0.4285714285714286,3050001188
1188,1489,ref-b.2.9.1.9a.12.1-ref-b.2.9.1.9a.12.7,ref-mek.4.6.6.195-ref-mek.4.6.6.221,2393108,2393142,328198,330439,ref-b.2.9.1.9a.12.1,ref-b.2.9.1.9a.12.7,200282,200420,32837,32911,ref-mek.4.6.6.195,ref-mek.4.6.6.221,חזרו שניהם בזכות משה מת משה נסתלקו חזרו שניהם בזכות משה מת משה נסתלקו,מת משה נסתלק המן ר' יהושע אומר מתה מרים נסתלקה הבאר וחזרה בזכות משה ואהרן מת אהרן נסתלק עמוד הענן וחזרו שניהם מת משה נסתלק המן ר' יהושע אומר מתה מרים נסתלקה הבאר וחזרה בזכות משה אהרן נסתלק עמוד הענן וחזרו שניהם בזכות משה מת משה נסתלקו,69,234,930.0,1489.0,0.7222222222222222,0.6,3050001189
1189,1491,ref-b.2.9.1.9a.9.31-ref-b.2.9.1.9a.9.41,ref-mek.4.6.6.202-ref-mek.4.6.6.217,2392693,2392746,328128,330373,ref-b.2.9.1.9a.9.31,ref-b.2.9.1.9a.9.41,200313,200402,32842,32907,ref-mek.4.6.6.202,ref-mek.4.6.6.217,עמוד ענן בזכות אהרן מן בזכות משה מתה מרים נסתלק הבאר עמוד ענן בזכות אהרן מן בזכות משה מתה מרים נסתלק הבאר,מתה מרים נסתלקה הבאר וחזרה בזכות משה ואהרן מת אהרן נסתלק עמוד הענן וחזרו שניהם בזכות מרים נסתלקה הבאר וחזרה בזכות משה ואהרן מת אהרן נסתלק עמוד הענן וחזרו שניהם בזכות,105,165,926.0,1489.0,0.6181818181818182,0.25,3050001190
1190,1493,ref-b.2.9.1.9a.9.52-ref-b.2.9.1.9a.10.4,ref-mek.4.6.6.206-ref-mek.4.6.6.214,2392800,2392838,328148,330389,ref-b.2.9.1.9a.9.52,ref-b.2.9.1.9a.10.4,200335,200383,32846,32904,ref-mek.4.6.6.206,ref-mek.4.6.6.214,וחזרה בזכות שניהן מת אהרן נסתלקו ענני וחזרה בזכות שניהן מת אהרן נסתלקו ענני,וחזרה בזכות משה ואהרן מת אהרן נסתלק עמוד הענן וחזרו שניהם וחזרה בזכות משה ואהרן מת אהרן נסתלק עמוד הענן,75,103,928.0,1489.0,0.33980582524271846,0.4,3050001191
1191,1496,ref-b.5.2.11.97b.5.2-ref-b.5.2.11.97b.5.11,ref-mek.4.6.6.234-ref-mek.4.6.6.255,7442350,7442405,1045472,1045481,ref-b.5.2.11.97b.5.2,ref-b.5.2.11.97b.5.11,200487,200607,32883,32902,ref-mek.4.6.6.234,ref-mek.4.6.6.255,כמה הוי חמשין וארבעה פלגיה דמזבח כמה הוי עשרים ושבעה ,כמה הוא תלמוד לומר עשירית האיפה וכמה הוא עשירית האיפה אחד משבעה רביעים ועומר זה איני יודע כמה הוא אחד מחמשה ברביע ,9,19,3025.0,1496.0,0.7105263157894737,0.7647058823529411,3050001192
1192,1497,ref-b.4.4.11.99b.13.16-ref-b.4.4.11.99b.13.21,ref-mek.4.7.5.44-ref-mek.4.7.5.49,6342482,6342508,885379,885383,ref-b.4.4.11.99b.13.16,ref-b.4.4.11.99b.13.21,201938,201965,33136,33140,ref-mek.4.7.5.44,ref-mek.4.7.5.49,ומטך אשר הכית בו את היאר ,ומטך אשר הכית בו את היאור ,4,4,2557.0,1497.0,0.038461538461538464,0.0,3050001193
1193,1498,ref-b.2.5.4.44a.5.10-ref-b.2.5.4.44a.5.17,ref-mek.4.7.5.83-ref-mek.4.7.5.90,1808334,1808380,247731,247737,ref-b.2.5.4.44a.5.10,ref-b.2.5.4.44a.5.17,202160,202203,33159,33165,ref-mek.4.7.5.83,ref-mek.4.7.5.90,שמכפרת שנאמר ויתן את הקטורת ויכפר על העם ,כפרה שנאמר ויתן את הקטורת ויכפר על העם ,6,6,652.0,1498.0,0.07317073170731707,0.2222222222222222,3050001194
1194,1499,ref-b.5.1.9.88b.10.13-ref-b.5.1.9.88b.10.20,ref-mek.4.7.5.83-ref-mek.4.7.5.90,7041581,7041626,987509,987515,ref-b.5.1.9.88b.10.13,ref-b.5.1.9.88b.10.20,202160,202203,33159,33165,ref-mek.4.7.5.83,ref-mek.4.7.5.90,שמכפרת שנאמר ויתן את הקטרת ויכפר על העם ,כפרה שנאמר ויתן את הקטורת ויכפר על העם ,6,6,2843.0,1498.0,0.1,0.2222222222222222,3050001195
1195,1500,ref-b.5.5.3.16a.19.9-ref-b.5.5.3.16a.19.28,ref-mek.4.7.5.83-ref-mek.4.7.5.91,8167972,8168071,1148737,1148901,ref-b.5.5.3.16a.19.9,ref-b.5.5.3.16a.19.28,202160,202208,33159,33177,ref-mek.4.7.5.83,ref-mek.4.7.5.91,שמכפרת דכתיב ויתן את הקטרת ויכפר על העם שמכפרת דכתיב ויתן את הקטרת ויכפר על העם ותנא דבי רבי ישמעאל על,כפרה שנאמר ויתן את הקטורת ויכפר על העם כפרה שנאמר ויתן את הקטורת ויכפר על העם,102,77,3191.0,1498.0,0.4019607843137255,0.5384615384615384,3050001196
1196,1502,ref-b.2.1.9.89a.2.30-ref-b.2.1.9.89a.2.37,ref-mek.4.7.5.84-ref-mek.4.7.5.91,654876,654920,91565,91571,ref-b.2.1.9.89a.2.30,ref-b.2.1.9.89a.2.37,202165,202208,33210,33216,ref-mek.4.7.5.84,ref-mek.4.7.5.91,שנאמר ויתן את הקטרת ויכפר על העם ואומר ,שנאמר ויתן את הקטורת ויכפר על העם אמרו ,6,6,311.0,1498.0,0.10256410256410256,0.0,3050001197
1197,1503,ref-b.4.2.7.86b.14.5-ref-b.4.2.7.86b.14.11,ref-mek.4.7.6.38-ref-mek.4.7.6.44,5389213,5389252,748013,748019,ref-b.4.2.7.86b.14.5,ref-b.4.2.7.86b.14.11,202787,202826,33293,33299,ref-mek.4.7.6.38,ref-mek.4.7.6.44,והכית בצור ויצאו ממנו מים ושתה העם ,והכית בצור ויצאו ממנו מים ושתה העם ,6,6,2064.0,1503.0,0.0,0.0,3050001198
1198,1504,ref-b.2.5.1.9b.9.22-ref-b.2.5.1.9b.9.30,ref-mek.4.7.7.81-ref-mek.5.1.1.1,1701407,1701449,233994,234002,ref-b.2.5.1.9b.9.22,ref-b.2.5.1.9b.9.30,203238,203288,33399,33407,ref-mek.4.7.7.81,ref-mek.5.1.1.1,ועל ה' ישענו לאמר הלא ה' בקרבנו לא תבוא ,ועל נסותם את ה' לאמר היש ה' בקרבנו אם אין ויבא ,8,8,610.0,1504.0,0.425531914893617,0.6666666666666667,3050001199
1199,1505,ref-b.5.4.1.5b.3.33-ref-b.5.4.1.5b.3.42,ref-mek.5.1.1.416-ref-mek.5.1.1.424,7937822,7937882,1116070,1116078,ref-b.5.4.1.5b.3.33,ref-b.5.4.1.5b.3.42,205446,205498,33736,33744,ref-mek.5.1.1.416,ref-mek.5.1.1.424,מישראל שלא היו עמו תשעים חמורים לובים טעונים מכספה וזהבה ,מישראל שלא העלה עמו תשעים חמורים טעונין כסף וזהב ,8,8,3122.0,1505.0,0.24561403508771928,0.36363636363636365,3050001200
1200,1506,ref-b.2.4.8.87b.22.26-ref-b.2.4.8.87b.22.32,ref-mek.5.1.1.463-ref-mek.5.1.1.467,1572764,1572798,215747,215753,ref-b.2.4.8.87b.22.26,ref-b.2.4.8.87b.22.32,205698,205721,33819,33823,ref-mek.5.1.1.463,ref-mek.5.1.1.467,עלה שישק מלך מצרים על ירושלים וגו' ,עלה שישק מלך מצרים וגו' ,6,4,528.0,1506.0,0.3142857142857143,0.16666666666666663,3050001201
1201,1507,ref-b.2.3.6.63a.26.13-ref-b.2.3.6.63a.26.24,ref-mek.5.1.2.60-ref-mek.5.1.2.70,1141669,1141734,157713,157722,ref-b.2.3.6.63a.26.13,ref-b.2.3.6.63a.26.24,206191,206248,33905,33913,ref-mek.5.1.2.60,ref-mek.5.1.2.70,שנאמר ויען יהושע בן נון משרת משה מבחוריו ויאמר אדוני משה כלאם ,שנאמר ויען יהושע בן נון משרת משה מבחוריו אדני משה כלאם ,9,8,391.0,1507.0,0.11290322580645161,0.09999999999999998,3050001202
1202,1508,ref-b.3.3.4.42a.6.19-ref-b.3.3.4.42b.1.11,ref-mek.5.1.2.101-ref-mek.5.1.2.114,3694011,3694078,509043,509054,ref-b.3.3.4.42a.6.19,ref-b.3.3.4.42b.1.11,206404,206467,33903,33913,ref-mek.5.1.2.101,ref-mek.5.1.2.114,בחייו ובמותו אם מת לא יירשנו שאני הכא דקא אמר ליה בחייו ובמותו ,אמר להם להחיות מת אמרו לו וכי אתה יכול להחיות מת והלא ה' ממית ,11,10,1325.0,1508.0,0.7777777777777778,0.6153846153846154,3050001203
1203,1509,ref-b.1.1.9.61b.10.12-ref-b.1.1.9.61b.10.20,ref-mek.5.1.2.110-ref-mek.5.1.2.116,338783,338828,47611,47618,ref-b.1.1.9.61b.10.12,ref-b.1.1.9.61b.10.20,206444,206482,33945,33951,ref-mek.5.1.2.110,ref-mek.5.1.2.116,ממתים ידך ה' ממתים וגו' אמר להם חלקם בחיים ,להחיות מת והלא ה' ממית ומחיה אמר להם ,7,6,203.0,1508.0,0.6744186046511628,0.5454545454545454,3050001204
1204,1510,ref-b.6.7.10.71a.18.10-ref-b.6.7.10.71a.18.24,ref-mek.5.1.2.110-ref-mek.5.1.2.120,8745335,8745428,1232746,1232760,ref-b.6.7.10.71a.18.10,ref-b.6.7.10.71a.18.24,206444,206494,33906,33915,ref-mek.5.1.2.110,ref-mek.5.1.2.120,בחייו ובמותו ועדיין לא פסק ספק רובו בחייו ומיעוטו במותו ספק מיעוטו בחייו ורובו במותו ,להחיות מת והלא ה' ממית ומחיה אמר להם אף רבי ממית ,14,9,3300.0,1508.0,0.7058823529411765,0.8125,3050001205
1205,1511,ref-b.3.1.6.63b.12.19-ref-b.3.1.6.63b.12.27,ref-mek.5.1.2.111-ref-mek.5.1.2.122,3049951,3049996,420626,420633,ref-b.3.1.6.63b.12.19,ref-b.3.1.6.63b.12.27,206451,206505,33895,33905,ref-mek.5.1.2.111,ref-mek.5.1.2.122,מות מחיים אמר ליה נבחר מות לרשעים שלא יחיו ,מת והלא ה' ממית ומחיה אמר להם אף רבי ממית ומחיה בחר ,7,10,1155.0,1508.0,0.6923076923076923,0.9285714285714286,3050001206
1206,1512,ref-b.5.9.4.32a.8.6-ref-b.5.9.4.32a.8.19,ref-mek.5.1.2.115-ref-mek.5.1.2.123,8504740,8504808,1197531,1197542,ref-b.5.9.4.32a.8.6,ref-b.5.9.4.32a.8.19,206468,206509,33911,33918,ref-mek.5.1.2.115,ref-mek.5.1.2.123,ויחיה אמרו ליה ימית עצמו מה יעביד איניש וימות יחיה את עצמו אמר להן ,ומחיה אמר להם אף רבי ממית ומחיה בחר לנו ,11,7,3280.0,1508.0,0.582089552238806,0.6923076923076923,3050001207
1207,1513,ref-b.2.10.1.9a.15.1-ref-b.2.10.1.9a.15.6,ref-mek.5.1.2.276-ref-mek.5.1.2.281,2527447,2527478,349848,349853,ref-b.2.10.1.9a.15.1,ref-b.2.10.1.9a.15.6,207283,207314,34078,34083,ref-mek.5.1.2.276,ref-mek.5.1.2.281,כי באפם הרגו שור וברצונם עקרו ,כי באפם הרגו איש וברצונם עקרו ,5,5,969.0,1513.0,0.1,0.33333333333333337,3050001208
1208,1514,ref-b.5.2.3.28b.17.6-ref-b.5.2.3.28b.17.17,ref-mek.5.1.2.295-ref-mek.5.1.2.301,7226595,7226672,1014564,1014611,ref-b.5.2.3.28b.17.6,ref-b.5.2.3.28b.17.17,207375,207422,34046,34064,ref-mek.5.1.2.295,ref-mek.5.1.2.301,ובמנורה ארבעה גביעים וגו' וכתיב שלשה גביעים משוקדים בקנה האחד כפתור ופרח וגו' ארבעה ובמנורה ארבעה גביעים וגו' וכתיב שלשה גביעים משוקדים בקנה האחד כפתור ופרח,משוקדים כפתוריה ופרחיה או במנורה ארבעה גביעים משוקדים כפתוריה ופרחיה או במנורה ארבעה גביעים,156,91,2906.0,1514.0,0.6730769230769231,0.5833333333333333,3050001209
1209,1516,ref-b.4.4.11.90b.14.27-ref-b.4.4.11.90b.15.2,ref-mek.5.1.2.303-ref-mek.5.1.2.312,6284374,6284426,875737,876116,ref-b.4.4.11.90b.14.27,ref-b.4.4.11.90b.15.2,207431,207477,34054,34078,ref-mek.5.1.2.303,ref-mek.5.1.2.312,הנך שוכב עם אבותיך וקם העם הזה וזנה הזה שנאמר ויאמר ה' אל משה הנך שוכב עם אבותיך וקם העם הזה,וקם העם הזה וזנה או הנך שוכב עם אבתיך וקם העם הזה וזנה או הנך שוכב עם אבתיך וקם,92,79,2495.0,1516.0,0.5760869565217391,0.41666666666666663,3050001210
1210,1517,ref-b.4.4.11.90b.9.8-ref-b.4.4.11.90b.9.19,ref-mek.5.1.2.303-ref-mek.5.1.2.312,6283606,6283666,875989,875999,ref-b.4.4.11.90b.9.8,ref-b.4.4.11.90b.9.19,207431,207477,34069,34078,ref-mek.5.1.2.303,ref-mek.5.1.2.312,הנך שוכב עם אבותיך וקם אמרו לו ודילמא וקם העם הזה וזנה ,וקם העם הזה וזנה או הנך שוכב עם אבתיך וקם ,10,9,2494.0,1516.0,0.7272727272727273,0.2222222222222222,3050001211
1211,1519,ref-b.2.9.1.11a.8.18-ref-b.2.9.1.11a.8.33,ref-mek.5.1.5.33-ref-mek.5.1.5.46,2401086,2401160,331632,331645,ref-b.2.9.1.11a.8.18,ref-b.2.9.1.11a.8.33,208615,208678,34314,34326,ref-mek.5.1.5.33,ref-mek.5.1.5.46,ויקחו אבן וישימו תחתיו וישב עליה וכי לא היה לו למשה כר אחד או כסת אחת ,ויקחו אבן וישימו תחתיו וכי לא היה לו למשה כר אחד או כסת אחת ,13,12,937.0,1519.0,0.14285714285714285,0.16666666666666663,3050001212
1212,1520,ref-b.1.1.9.54b.7.1-ref-b.1.1.9.54b.7.12,ref-mek.5.1.5.99-ref-mek.5.1.5.107,284952,285020,39476,39487,ref-b.1.1.9.54b.7.1,ref-b.1.1.9.54b.7.12,208939,208988,34371,34379,ref-mek.5.1.5.99,ref-mek.5.1.5.107,ואבן שישב עליה משה דכתיב וידי משה כבדים ויקחו אבן וישימו תחתיו ,ויקחו אבן וישימו תחתיו אלו מעשה אבות וישב עליה ,11,8,178.0,1520.0,0.6666666666666666,0.6428571428571428,3050001213
1213,1521,ref-b.2.9.1.11a.8.18-ref-b.2.9.1.11a.8.23,ref-mek.5.1.5.99-ref-mek.5.1.5.107,2401086,2401121,329385,329390,ref-b.2.9.1.11a.8.18,ref-b.2.9.1.11a.8.23,208939,208988,34320,34328,ref-mek.5.1.5.99,ref-mek.5.1.5.107,ויקחו אבן וישימו תחתיו וישב עליה ,ויקחו אבן וישימו תחתיו אלו מעשה אבות וישב עליה ,5,8,937.0,1520.0,0.2978723404255319,0.33333333333333337,3050001214
1214,1522,ref-b.2.8.4.32b.1.3-ref-b.2.8.4.32b.1.7,ref-mek.5.1.6.78-ref-mek.5.1.6.82,2350269,2350288,324378,324382,ref-b.2.8.4.32b.1.3,ref-b.2.8.4.32b.1.7,209939,209958,34529,34533,ref-mek.5.1.6.78,ref-mek.5.1.6.82,חי אני נאם ה' אלהים ,חי אני נאם ה' אלהים ,4,4,895.0,1522.0,0.0,0.0,3050001215
1215,1523,ref-b.4.4.11.105a.5.17-ref-b.4.4.11.105a.5.21,ref-mek.5.1.6.78-ref-mek.5.1.6.82,6374526,6374545,890426,890430,ref-b.4.4.11.105a.5.17,ref-b.4.4.11.105a.5.21,209939,209958,34493,34497,ref-mek.5.1.6.78,ref-mek.5.1.6.82,חי אני נאם ה' אלהים ,חי אני נאם ה' אלהים ,4,4,2577.0,1522.0,0.0,0.0,3050001216
1216,1524,ref-b.3.5.1.8b.15.4-ref-b.3.5.1.8b.15.12,ref-mek.5.2.1.82-ref-mek.5.2.1.89,3926262,3926309,541539,541547,ref-b.3.5.1.8b.15.4,ref-b.3.5.1.8b.15.12,210432,210473,34573,34580,ref-mek.5.2.1.82,ref-mek.5.2.1.89,אומר מנין שבמדה שאדם מודד בה מודדין לו שנאמר ,אמרו במדה שאדם מודד בה מודדין לו שנאמר ,8,7,1361.0,1524.0,0.15555555555555556,0.4285714285714286,3050001217
1217,1525,ref-b.2.10.1.7a.5.21-ref-b.2.10.1.7a.6.22,ref-mek.5.2.1.95-ref-mek.5.2.1.113,2518389,2518539,346284,348625,ref-b.2.10.1.7a.5.21,ref-b.2.10.1.7a.6.22,210497,210600,34571,34637,ref-mek.5.2.1.95,ref-mek.5.2.1.113,בנביאים בספר מה שכתוב במגלה כתנאי כתב זאת מה שכתוב כאן זכרון מה שכתוב במשנה תורה בספר מה שכתוב בנביאים דברי רבי יהושע רבי אלעזר המודעי אומר כתב זאת מה שכתוב כאן ובמשנה תורה זכרון מה שכתוב בנביאים בספר מה שכתוב כתוב בתורה כתב זאת זכרון בספר כתב זאת מה שכתוב כאן ובמשנה תורה זכרון מה שכתוב בנביאים בספר מה שכתוב במגלה כתנאי כתב זאת מה שכתוב כאן זכרון מה שכתוב במשנה תורה בספר,ונאמר כתוב זאת זכרון בספר וגו' זאת מה שכתוב בספר זה זכרון מה שכתוב בנביאים בספר מה שכתוב במגלה ונאמר כתוב זאת זכרון בספר וגו' זאת מה שכתוב בספר זה זכרון מה שכתוב בנביאים בספר,373,174,967.0,1525.0,0.613941018766756,0.6666666666666667,3050001218
