,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-y,grp-ref-mek,dam-lev,jac,id
603,751,ref-y.2.5.8.7.1.2-ref-y.2.5.8.7.1.10,ref-mek.6.7.1.320-ref-mek.6.7.1.333,1488901,1488944,221745,221753,ref-y.2.5.8.7.1.2,ref-y.2.5.8.7.1.10,263204,263277,43354,43367,ref-mek.6.7.1.320,ref-mek.6.7.1.333,אין עולה מכפרת אין עולה מכפרת עלי מכפרת היא ,אם יתכפר עון בית עלי בזבח ובמנחה בזבח ובמנחה אינו מתכפר אבל מתכפר הוא ,8,13,490.0,737.0,0.6714285714285714,0.9,4050000604
604,752,ref-y.3.3.3.2.4.3-ref-y.3.3.3.2.4.21,ref-mek.6.7.1.402-ref-mek.6.7.2.38,2542436,2542539,380561,380579,ref-y.3.3.3.2.4.3,ref-y.3.3.3.2.4.21,263644,263865,43429,43467,ref-mek.6.7.1.402,ref-mek.6.7.2.38,שניה' נאמרו בדיבו' אחד מה שאי איפשר לפה לומר ולא לאוזן לשמוע זכור ושמור שניה' בדבור אחד נאמרו מה,ולא תשא עימהם זכור ושמור שניהם נאמרו בדבור אחד מחלליה מות יומת וביום השבת שני כבשים שניהם בדבור אחד נאמרו ערות אשת אחיך ויבמה יבא עליה שניהם נאמרו בדבור אחד לא תלבש שעטנז וגדילים תעשה לך שניהם נאמרו בדבור,19,39,936.0,752.0,0.7009803921568627,0.8125,4050000605
605,754,ref-y.4.6.3.8.5.22-ref-y.4.6.3.8.5.60,ref-mek.6.7.2.3-ref-mek.6.7.2.38,3363915,3364116,506818,506856,ref-y.4.6.3.8.5.22,ref-y.4.6.3.8.5.60,263671,263865,43434,43467,ref-mek.6.7.2.3,ref-mek.6.7.2.38,יומת וביום השבת שני כבשים בדיבור אחד נאמר לא תלבש שעטט גדילים תעשה לך שניהן בדיבור אחד נאמרו ערו' אשת אחיך יכמה יבא עליה בדיבור אחד נאמרו לא תסוב נחלה וכל בת יורשת נחלה שניהן בדיבור אחד נאמרו מה,שניהם נאמרו בדבור אחד מחלליה מות יומת וביום השבת שני כבשים שניהם בדבור אחד נאמרו ערות אשת אחיך ויבמה יבא עליה שניהם נאמרו בדבור אחד לא תלבש שעטנז וגדילים תעשה לך שניהם נאמרו בדבור,39,34,1448.0,752.0,0.5618556701030928,0.4482758620689655,4050000606
606,755,ref-y.3.3.3.2.4.48-ref-y.3.3.3.2.4.60,ref-mek.6.7.2.3-ref-mek.6.7.2.28,2542680,2542745,380605,380615,ref-y.3.3.3.2.4.48,ref-y.3.3.3.2.4.60,263671,263811,43434,43457,ref-mek.6.7.2.3,ref-mek.6.7.2.28,ערות אשת אחיך לא תגלה יבמה יבא עליה שניהן כאמרו בדיבור,שניהם נאמרו בדבור אחד מחלליה מות יומת וביום השבת שני כבשים שניהם בדבור אחד נאמרו ערות אשת אחיך ויבמה יבא עליה שניהם נאמרו בדבור,11,24,940.0,752.0,0.6771653543307087,0.5294117647058824,4050000607
607,757,ref-y.3.3.3.2.4.31-ref-y.3.3.3.2.4.40,ref-mek.6.7.2.3-ref-mek.6.7.2.38,2542588,2542641,380588,380597,ref-y.3.3.3.2.4.31,ref-y.3.3.3.2.4.40,263671,263865,43434,43467,ref-mek.6.7.2.3,ref-mek.6.7.2.38,יומת ושני בבשים בני שנה תמימים נאמרו בדיבור אחד מה ,שניהם נאמרו בדבור אחד מחלליה מות יומת וביום השבת שני כבשים שניהם בדבור אחד נאמרו ערות אשת אחיך ויבמה יבא עליה שניהם נאמרו בדבור אחד לא תלבש שעטנז וגדילים תעשה לך שניהם נאמרו בדבור אחד מה ,9,33,939.0,752.0,0.7540106951871658,0.7272727272727273,4050000608
608,759,ref-y.3.3.3.2.4.72-ref-y.3.3.3.2.4.100,ref-mek.6.7.2.3-ref-mek.6.7.2.55,2542802,2542951,380627,380652,ref-y.3.3.3.2.4.72,ref-y.3.3.3.2.4.100,263671,263947,43434,43481,ref-mek.6.7.2.3,ref-mek.6.7.2.55,שניהן בדיבור אחד גדילים תעשה לך לא תלבש שעטנ שניהן בדיבור אחד נאמרו וכן הוא אומר אחת דיבר אלהים בדיבור שתים זו שמענו וכתיב הלא כה,שניהם נאמרו בדבור אחד מחלליה מות יומת וביום השבת שני כבשים שניהם בדבור אחד נאמרו ערות אשת אחיך ויבמה יבא עליה שניהם נאמרו בדבור אחד לא תלבש שעטנז וגדילים תעשה לך שניהם נאמרו בדבור אחד מה שאי אפשר לאדם לומר כן שנאמר אחת דבר אלוהים שתים זו שמענו,26,48,942.0,752.0,0.6625514403292181,0.6363636363636364,4050000609
609,764,ref-y.4.6.3.8.5.71-ref-y.4.6.3.8.5.82,ref-mek.6.7.2.45-ref-mek.6.7.2.55,3364167,3364222,506865,506875,ref-y.4.6.3.8.5.71,ref-y.4.6.3.8.5.82,263897,263947,43472,43481,ref-mek.6.7.2.45,ref-mek.6.7.2.55,אחת דבר אלהי' שתים זו שמענו ואומ' הלא כה דברי כאש נאם ,אחת דבר אלוהים שתים זו שמענו הלא כה דברי כאש נאם ,10,9,1452.0,752.0,0.14814814814814814,0.19999999999999996,4050000610
610,765,ref-y.2.1.7.2.1.58-ref-y.2.1.7.2.1.74,ref-mek.6.7.4.1-ref-mek.6.7.4.26,992102,992192,148568,148581,ref-y.2.1.7.2.1.58,ref-y.2.1.7.2.1.74,264600,264737,43594,43609,ref-mek.6.7.4.1,ref-mek.6.7.4.26,ביום השביעי מלאכתו אשר עשה מנהין תנא רבי שמעון בן יוחי ששת ימים תאכל מצות וביום השביעי ,ויום השביעי למה נאמר לפי שהוא אומר כל העושה מלאכה ביום השבת מות יומת עונש שמענו אזהרה מנין תלמוד לומר ויום השביעי לא תעשה כל מלאכה ,13,15,310.0,765.0,0.6183206106870229,0.8,4050000611
611,766,ref-y.3.7.1.7.10.17-ref-y.3.7.1.7.10.26,ref-mek.6.8.1.25-ref-mek.6.8.1.31,2874797,2874846,430959,430968,ref-y.3.7.1.7.10.17,ref-y.3.7.1.7.10.26,266181,266214,43826,43832,ref-mek.6.8.1.25,ref-mek.6.8.1.31,ומקלל אביו ואמו מות יומת ונאמר איש איש בי יקלל,שנאמר איש איש כי יקלל אביו ואמו,10,7,1055.0,766.0,0.7391304347826086,0.5,4050000612
612,768,ref-y.1.2.1.1.26.36-ref-y.1.2.1.1.26.44,ref-mek.6.8.1.26-ref-mek.6.8.1.31,211171,211212,33167,33175,ref-y.1.2.1.1.26.36,ref-y.1.2.1.1.26.44,266188,266214,43827,43832,ref-mek.6.8.1.26,ref-mek.6.8.1.31,אביו ואמו מות יומת ונאמ' איש איש כי יקלל ,איש איש כי יקלל אביו ואמו ,8,5,158.0,766.0,0.7073170731707317,0.33333333333333337,4050000613
613,769,ref-y.1.2.1.1.29.33-ref-y.1.2.1.1.29.46,ref-mek.6.8.1.121-ref-mek.6.8.1.133,211945,212005,33289,33295,ref-y.1.2.1.1.29.33,ref-y.1.2.1.1.29.46,266669,266728,43893,43900,ref-mek.6.8.1.121,ref-mek.6.8.1.133,כבד את אביך ואת אמך ונאמר כבד את את ה' מהונך ממה את מכבדו ,כבד את אביך ואת אמך וכנגדו כתיב כבד את ה' מהונך הקיש כבוד ,6,7,161.0,769.0,0.29310344827586204,0.5,4050000614
614,770,ref-y.1.2.1.1.26.12-ref-y.1.2.1.1.26.32,ref-mek.6.8.1.121-ref-mek.6.8.1.136,211051,211152,33148,33163,ref-y.1.2.1.1.26.12,ref-y.1.2.1.1.26.32,266669,266743,43893,43903,ref-mek.6.8.1.121,ref-mek.6.8.1.136,הקיש מורא אב ואם למורא שמים נאמר כבד את אביך ואת אמך ונאמר כבד את ה',כבד את אביך ואת אמך וכנגדו כתיב כבד את ה' מהונך,16,11,156.0,769.0,0.7058823529411765,0.6666666666666667,4050000615
615,772,ref-y.1.2.1.1.26.41-ref-y.1.2.1.1.26.52,ref-mek.6.8.1.160-ref-mek.6.8.1.167,211197,211255,33172,33183,ref-y.1.2.1.1.26.41,ref-y.1.2.1.1.26.52,266870,266907,43920,43927,ref-mek.6.8.1.160,ref-mek.6.8.1.167,איש איש כי יקלל אלהיו ונשא חטאו הקיש קללות אב ואם לקללת ,איש כי יקלל אלהיו הקיש קללת אב לקללת ,11,7,158.0,772.0,0.3392857142857143,0.33333333333333337,4050000616
616,773,ref-y.3.7.1.7.10.23-ref-y.3.7.1.7.10.35,ref-mek.6.8.1.160-ref-mek.6.8.1.168,2874831,2874897,430965,430977,ref-y.3.7.1.7.10.23,ref-y.3.7.1.7.10.35,266870,266914,43920,43928,ref-mek.6.8.1.160,ref-mek.6.8.1.168,איש איש בי יקלל אלהיו ונשא חטאו הקיש קיללת אב ואם לקיללת המקום ,איש כי יקלל אלהיו הקיש קללת אב לקללת המקום ,12,8,1055.0,772.0,0.3333333333333333,0.30000000000000004,4050000617
617,774,ref-y.1.6.7.1.7.116-ref-y.1.6.7.1.7.128,ref-mek.6.8.2.152-ref-mek.6.8.2.166,591823,591883,89961,89971,ref-y.1.6.7.1.7.116,ref-y.1.6.7.1.7.128,268516,268590,44142,44152,ref-mek.6.8.2.152,ref-mek.6.8.2.166,לא תענ' ברעך עד שקר יצא זה ועשיתם לו כאשר זמם לעשו' לאחיו ,לא תענה ברעך וגו' למה נאמר לפי שהוא אומר ועשיתם לו כאשר זמם לעשות לאחיו ,10,10,225.0,774.0,0.3194444444444444,0.7222222222222222,4050000618
618,775,ref-y.3.2.3.1.11.107-ref-y.3.2.3.1.11.118,ref-mek.6.8.2.152-ref-mek.6.8.2.166,2402272,2402329,359647,359656,ref-y.3.2.3.1.11.107,ref-y.3.2.3.1.11.118,268516,268590,44142,44152,ref-mek.6.8.2.152,ref-mek.6.8.2.166,לא תענה ברעך עד שקר יצא ועשיתם לו כאשר זמם לעשות לאחיו ,לא תענה ברעך וגו' למה נאמר לפי שהוא אומר ועשיתם לו כאשר זמם לעשות לאחיו ,9,10,886.0,774.0,0.3055555555555556,0.5333333333333333,4050000619
619,776,ref-y.4.5.1.1.1.52-ref-y.4.5.1.1.1.64,ref-mek.6.8.2.152-ref-mek.6.8.2.166,3316731,3316793,499716,499726,ref-y.4.5.1.1.1.52,ref-y.4.5.1.1.1.64,268516,268590,44142,44152,ref-mek.6.8.2.152,ref-mek.6.8.2.166,זמם לעשות לאחיו אין את מקיים בו לא תענה ברעך דבר אחר ועשיתם ,לא תענה ברעך וגו' למה נאמר לפי שהוא אומר ועשיתם לו כאשר זמם לעשות לאחיו ,10,10,1413.0,774.0,0.75,0.625,4050000620
620,777,ref-y.2.4.6.1.13.41-ref-y.2.4.6.1.13.78,ref-mek.6.8.2.180-ref-mek.6.8.2.190,1553590,1553760,231522,231545,ref-y.2.4.6.1.13.41,ref-y.2.4.6.1.13.78,268657,268701,44159,44165,ref-mek.6.8.2.180,ref-mek.6.8.2.190,על לוח זה הדא הו' דכתיב ויגד לכם את בריתו אשר צוה אתכם לעשות עשרת הדברים עשרה על לוח זה זה רבי שמעון בן,עשרת הדברות ה' על לוח זה וה',24,7,506.0,777.0,0.7864077669902912,0.7,4050000621
621,779,ref-y.3.5.8.3.9.109-ref-y.3.5.8.3.9.132,ref-mek.6.8.2.180-ref-mek.6.8.2.190,2334865,2334974,349554,349566,ref-y.3.5.8.3.9.109,ref-y.3.5.8.3.9.132,268657,268701,44159,44165,ref-mek.6.8.2.180,ref-mek.6.8.2.190,עשרת הדברים עשרה על לוח זה ועשרה על לוח זה רבי שמעון בן יוחי' אומר עשרים על לוח זה ועשרים על לוח זה דכתיב ,עשרת הדברות ה' על לוח זה וה' על לוח זה כתיב ,12,6,861.0,777.0,0.6132075471698113,0.6428571428571428,4050000622
622,780,ref-y.1.1.1.5.2.45-ref-y.1.1.1.5.2.51,ref-mek.6.8.2.297-ref-mek.6.8.2.303,21415,21442,3352,3356,ref-y.1.1.1.5.2.45,ref-y.1.1.1.5.2.51,269255,269282,44254,44258,ref-mek.6.8.2.297,ref-mek.6.8.2.303,לא תשא את שם ה' אלהיך לשוא ,לא תשא את שם ה' אלהיך לשוא ,4,4,27.0,780.0,0.0,0.0,4050000623
623,781,ref-y.3.5.8.3.9.109-ref-y.3.5.8.3.9.123,ref-mek.6.8.2.412-ref-mek.6.8.2.437,2334865,2334933,349554,349561,ref-y.3.5.8.3.9.109,ref-y.3.5.8.3.9.123,269838,269960,44346,44360,ref-mek.6.8.2.412,ref-mek.6.8.2.437,עשרת הדברים עשרה על לוח זה ועשרה על לוח זה רבי שמעון בן יוחי' אומר ,עשרת הדברות חמשה על לוח זה וחמשה על לוח זה דברי ר' חנינא בן גמליאל וחכמים אומרים עשרה על לוח זה ועשרה על לוח זה שנאמר ,7,14,861.0,781.0,0.559322033898305,0.5294117647058824,4050000624
624,782,ref-y.3.5.8.3.9.141-ref-y.3.5.8.3.9.153,ref-mek.6.8.2.412-ref-mek.6.8.2.437,2335013,2335074,349574,349582,ref-y.3.5.8.3.9.141,ref-y.3.5.8.3.9.153,269838,269960,44346,44360,ref-mek.6.8.2.412,ref-mek.6.8.2.437,עשרת הדברים עשרים על לוח זה ועשרים על לוח זה רבי סימאי אומר ,עשרת הדברות חמשה על לוח זה וחמשה על לוח זה דברי ר' חנינא בן גמליאל וחכמים אומרים עשרה על לוח זה ועשרה על לוח זה שנאמר ,8,14,863.0,781.0,0.6271186440677966,0.5625,4050000625
625,783,ref-y.2.4.6.1.13.55-ref-y.2.4.6.1.13.94,ref-mek.6.8.2.412-ref-mek.6.8.2.447,1553653,1553835,231533,231557,ref-y.2.4.6.1.13.55,ref-y.2.4.6.1.13.94,269838,270011,44346,44369,ref-mek.6.8.2.412,ref-mek.6.8.2.447,עשרת הדברים עשרה על לוח זה ועשרה על לוח זה רבי שמעון בן יוחי אמר עשרים על לוח זה ועשרים על לוח זה דכתיב ויכתבם,עשרת הדברות חמשה על לוח זה וחמשה על לוח זה דברי ר' חנינא בן גמליאל וחכמים אומרים עשרה על לוח זה ועשרה על לוח,25,24,506.0,781.0,0.45454545454545453,0.5294117647058824,4050000626
626,785,ref-y.3.5.8.3.9.81-ref-y.3.5.8.3.9.95,ref-mek.6.8.2.414-ref-mek.6.8.2.434,2334741,2334808,349535,349543,ref-y.3.5.8.3.9.81,ref-y.3.5.8.3.9.95,269851,269953,44348,44359,ref-mek.6.8.2.414,ref-mek.6.8.2.434,חמשה על לוח זה וחמשה על לוח זה ורבנין,חמשה על לוח זה וחמשה על לוח זה דברי ר' חנינא בן,9,12,859.0,781.0,0.2553191489361702,0.5555555555555556,4050000627
627,786,ref-y.2.4.6.1.13.10-ref-y.2.4.6.1.13.40,ref-mek.6.8.2.414-ref-mek.6.8.2.447,1553450,1553589,231503,231521,ref-y.2.4.6.1.13.10,ref-y.2.4.6.1.13.40,269851,270011,44348,44369,ref-mek.6.8.2.414,ref-mek.6.8.2.447,חמשה על לוח זה וחמשה על לוח זה הדא הוא דכתיב ויכתבם על שני לוחות אבנים חמשה על לוח,חמשה על לוח זה וחמשה על לוח זה דברי ר' חנינא בן גמליאל וחכמים אומרים עשרה על לוח זה ועשרה על לוח,19,22,504.0,781.0,0.4479166666666667,0.7647058823529411,4050000628
628,790,ref-y.4.6.3.5.2.34-ref-y.4.6.3.5.2.45,ref-mek.6.8.3.35-ref-mek.6.8.3.54,3360233,3360290,506258,506269,ref-y.4.6.3.5.2.34,ref-y.4.6.3.5.2.45,270257,270357,44404,44421,ref-mek.6.8.3.35,ref-mek.6.8.3.54,להרע או להיטיב פרט לכל אשר יבטא כלל פרט וכלל והכל בכלל,ושורו וחמורו פרט כלל ופרט אין בכלל אלא מה שבפרט וכשהוא אומר וכל אשר לרעך חזר וכלל או,12,18,1446.0,790.0,0.6547619047619048,0.6666666666666667,4050000629
629,791,ref-y.1.6.11.2.5.21-ref-y.1.6.11.2.5.34,ref-mek.6.8.3.37-ref-mek.6.8.3.53,633026,633102,95961,95972,ref-y.1.6.11.2.5.21,ref-y.1.6.11.2.5.34,270272,270353,44406,44420,ref-mek.6.8.3.37,ref-mek.6.8.3.53,ופרט הכל בכלל ורובה מדרבי ישמעאל דו אמר אפילו כלל ופרט וחזר וכלל הכל ,פרט כלל ופרט אין בכלל אלא מה שבפרט וכשהוא אומר וכל אשר לרעך חזר וכלל או כלל ,11,14,227.0,790.0,0.5921052631578947,0.625,4050000630
630,793,ref-y.4.8.3.3.5.261-ref-y.4.8.3.3.5.268,ref-mek.6.8.3.160-ref-mek.6.8.3.166,3468718,3468752,522617,522623,ref-y.4.8.3.3.5.261,ref-y.4.8.3.3.5.268,270895,270929,44499,44504,ref-mek.6.8.3.160,ref-mek.6.8.3.166,לא תחמוד כסף וזהב עליהם ו לקחת לך ,לא תחמוד כסף וזהב עליהם ולקחת לך ,6,5,1514.0,793.0,0.029411764705882353,0.2857142857142857,4050000631
631,794,ref-y.3.7.4.1.5.437-ref-y.3.7.4.1.5.443,ref-mek.6.9.3.40-ref-mek.6.9.3.49,2935809,2935844,440268,440274,ref-y.3.7.4.1.5.437,ref-y.3.7.4.1.5.443,274358,274408,45058,45067,ref-mek.6.9.3.40,ref-mek.6.9.3.49,ובעבור תהיה יראתו על פניכם זה סימן,ובעבור תהיה יראתו על פניכם יראתו זה בשת פנים סימן,7,10,1087.0,794.0,0.30612244897959184,0.2222222222222222,4050000632
632,796,ref-y.3.6.1.2.5.89-ref-y.3.6.1.2.5.105,ref-mek.6.9.3.84-ref-mek.6.9.3.102,2617849,2617943,392201,392215,ref-y.3.6.1.2.5.89,ref-y.3.6.1.2.5.105,274587,274689,45099,45113,ref-mek.6.9.3.84,ref-mek.6.9.3.102,ויחנו על הירדן לבית הישימות עד אכל השיטים בערבות מואב וכמה הן שנים עשר מיל במחנה ישראל ,שנים עשר מיל ומנין שהיה מחנה ישראל שנים עשר מיל שנאמר ויחנו על הירדן מבית הישימות עד אבל השטים ,14,14,958.0,796.0,0.6947368421052632,0.47619047619047616,4050000633
633,797,ref-y.1.5.6.1.6.79-ref-y.1.5.6.1.6.97,ref-mek.6.9.3.84-ref-mek.6.9.3.103,480310,480418,73745,73761,ref-y.1.5.6.1.6.79,ref-y.1.5.6.1.6.97,274587,274702,45099,45114,ref-mek.6.9.3.84,ref-mek.6.9.3.103,ממנו שנים עשר מיל כמחנה ישראל ומה טעם ויחנו על הירדן מבית הישימות עד אבל השיטים וכמה הן שנים עשר מיל ,שנים עשר מיל ומנין שהיה מחנה ישראל שנים עשר מיל שנאמר ויחנו על הירדן מבית הישימות עד אבל השטים שנים עשר מיל ,16,15,211.0,796.0,0.37962962962962965,0.35,4050000634
634,798,ref-y.2.4.3.3.3.161-ref-y.2.4.3.3.3.167,ref-mek.6.9.4.25-ref-mek.6.9.4.34,1521461,1521492,226602,226608,ref-y.2.4.3.3.3.161,ref-y.2.4.3.3.3.167,274829,274873,45138,45145,ref-mek.6.9.4.25,ref-mek.6.9.4.34,אמר רם ונשא שוכן עד וקדוש שמו ,שנאמר כה אמר ה' רם ונשא שוכן עד וקדוש שמו ,6,7,499.0,798.0,0.2857142857142857,0.2222222222222222,4050000635
635,799,ref-y.2.1.1.3.10.68-ref-y.2.1.1.3.10.75,ref-mek.6.9.4.25-ref-mek.6.9.4.36,905580,905617,135869,135876,ref-y.2.1.1.3.10.68,ref-y.2.1.1.3.10.75,274829,274885,45138,45147,ref-mek.6.9.4.25,ref-mek.6.9.4.36,אמר רם ונישא שוכן עד וקדוש שמו מרום ,שנאמר כה אמר ה' רם ונשא שוכן עד וקדוש שמו וגו' ואומר ,7,9,285.0,798.0,0.41509433962264153,0.30000000000000004,4050000636
636,800,ref-y.2.1.9.1.1.22-ref-y.2.1.9.1.1.29,ref-mek.6.9.4.85-ref-mek.6.9.4.91,1027080,1027121,153623,153629,ref-y.2.1.9.1.1.22,ref-y.2.1.9.1.1.29,275121,275157,45192,45198,ref-mek.6.9.4.85,ref-mek.6.9.4.91,תועבה בעבודה זרה ולא תביא תועבה אל ביתך ,תועבה שנאמר ולא תביא תועבה אל ביתך ,6,6,323.0,800.0,0.225,0.4285714285714286,4050000637
637,801,ref-y.4.8.3.6.1.32-ref-y.4.8.3.6.1.39,ref-mek.6.9.4.85-ref-mek.6.9.4.91,3471933,3471974,523091,523097,ref-y.4.8.3.6.1.32,ref-y.4.8.3.6.1.39,275121,275157,45192,45198,ref-mek.6.9.4.85,ref-mek.6.9.4.91,תועבה בעבודה זרה ולא תביא תועבה אל ביתך ,תועבה שנאמר ולא תביא תועבה אל ביתך ,6,6,1515.0,800.0,0.225,0.4285714285714286,4050000638
638,802,ref-y.3.5.8.1.1.85-ref-y.3.5.8.1.1.96,ref-mek.6.9.4.128-ref-mek.6.9.5.16,2327716,2327782,348448,348459,ref-y.3.5.8.1.1.85,ref-y.3.5.8.1.1.96,275348,275450,45232,45246,ref-mek.6.9.4.128,ref-mek.6.9.5.16,ונאמר להלן ונגש משה אל הערפל מה נגישה שנאמר להלן בלשון הקודש ,שנאמר ומשה נגש אל הערפל ויאמר ה' אל משה כה תאמר בלשון שאני אומר כה תאמר אל בני ישראל בלשון הקדש ,11,14,846.0,802.0,0.5833333333333334,0.5882352941176471,4050000639
639,803,ref-y.1.1.9.5.4.2-ref-y.1.1.9.5.4.37,ref-mek.6.10.1.99-ref-mek.6.10.1.116,195483,195643,30676,30706,ref-y.1.1.9.5.4.2,ref-y.1.1.9.5.4.37,276723,276802,45441,45458,ref-mek.6.10.1.99,ref-mek.6.10.1.116,אמרין כוס ישועו' אשא ובש' ה' אקרא צרה ויגון אמצא ובשם ה' אקרא בין כך ובין כך ובשם ה' אקרא אמר רבי יודן בן פילה הוא שאיוב אמר ה' נתן וה',אומר כוס ישועות אשא ובשם ה' אקרא וכן איוב אומר ה' נתן וה' לקח יהי שם ה' מבורך,31,18,145.0,803.0,0.5851851851851851,0.6666666666666667,4050000640
