baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-b,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-mek.7.3.2.336-ref-mek.7.3.2.345,ref-b.2.1.18.129a.10.17-ref-b.2.1.18.129a.10.39,296920,296979,ref-mek.7.3.2.336,ref-mek.7.3.2.345,812792,812907,ref-b.2.1.18.129a.10.17,ref-b.2.1.18.129a.10.39,ימות החמה בימות הגשמים ולא של ימות הגשמים בימות החמה ,לא בימות הגשמים אין בימות החמה לא ולא היא לא שנא חיה ולא שנא חולה לא שנא בימות הגשמים ולא שנא בימות החמה ,10,23,349,349.0,2175,2168.0,0.5428571428571428,0.6,6,בימות הגשמים ולא הגשמים בימות החמה,3080001744,10,23
ref-mek.7.3.2.336-ref-mek.7.3.2.345,ref-b.2.3.10.100b.4.10-ref-b.2.3.10.100b.5.2,296920,296979,ref-mek.7.3.2.336,ref-mek.7.3.2.345,1250807,1250851,ref-b.2.3.10.100b.4.10,ref-b.2.3.10.100b.5.2,ימות החמה בימות הגשמים ולא של ימות הגשמים בימות החמה ,בימות החמה כאן בימות הגשמים בימות החמה ,10,7,401,401.0,2176,2168.0,0.3773584905660377,0.5,5,החמה בימות הגשמים בימות החמה,3080001745,10,7
ref-mek.7.3.2.334-ref-mek.7.3.2.342,ref-b.2.7.5.36b.2.5-ref-b.2.7.5.36b.2.17,296913,296958,ref-mek.7.3.2.334,ref-mek.7.3.2.342,2233692,2233775,ref-b.2.7.5.36b.2.5,ref-b.2.7.5.36b.2.17,יתן של ימות החמה בימות הגשמים ולא של ימות ,קתני בימות החמה ובימות הגשמים בחמה מפני החמה ובגשמים מפני הגשמים קתני ביומי ,9,8,825,825.0,2171,2168.0,0.618421052631579,0.7,2,בימות הגשמים,3080001746,9,13
ref-mek.7.3.2.281-ref-mek.7.3.2.302,ref-b.3.2.4.47b.10.9-ref-b.3.2.4.47b.10.24,296644,296764,ref-mek.7.3.2.281,ref-mek.7.3.2.302,3394072,3394156,ref-b.3.2.4.47b.10.9,ref-b.3.2.4.47b.10.24,שארה אלו מזונותיה וכן הוא אומר ואשר אכלו שאר עמי וכתיב וימטר עליהם כעפר שאר כסותה כמשמעו ועונתה זו דרך ארץ שנאמר ,שארה אלו מזונות וכן הוא אומר ואשר אכלו שאר עמי כסותה כמשמעו עונתה זו עונה האמורה ,22,16,1268,1268.0,2168,2168.0,0.3628318584070796,0.4736842105263158,10,שארה אלו וכן_הוא_אומר ואשר אכלו שאר עמי כסותה כמשמעו זו,3080001747,22,16
ref-mek.7.3.2.282-ref-mek.7.3.2.334,ref-b.3.2.4.47b.11.13-ref-b.3.2.4.48a.1.30,296649,296916,ref-mek.7.3.2.282,ref-mek.7.3.2.334,3394248,3394491,ref-b.3.2.4.47b.11.13,ref-b.3.2.4.48a.1.30,אלו מזונותיה וכן הוא אומר ואשר אכלו שאר עמי וכתיב וימטר עליהם כעפר שאר כסותה כמשמעו ועונתה זו דרך ארץ שנאמר וישכב אותה ויענה דברי ר' יאשיה ר' יונתן אומר שארה כסותה כסות שהוא נופל לשארה אם היתה ילדה לא יתן לה של זקנה זקנה לא יתן לה של ילדה ועונתה שלא יתן ,כל שאר בשרו לא תקרבו לגלות ערוה כסותה כמשמעו עונתה אלו מזונות וכן הוא אומר ויענך וירעיבך רבי אליעזר בן יעקב אומר שארה כסותה לפום שארה תן כסותה שלא יתן לה לא של ילדה לזקינה ולא של זקינה לילדה כסותה ועונתה לפום עונתה תן כסותה שלא יתן ,53,47,1271,1270.0,2169,2168.0,0.6062992125984252,0.6857142857142857,13,שאר כסותה כמשמעו שארה כסותה יתן לה לא של ילדה ועונתה שלא יתן,3080001748,53,47
ref-mek.7.3.2.335-ref-mek.7.3.2.345,ref-b.3.6.7.70b.19.8-ref-b.3.6.7.70b.19.17,296917,296979,ref-mek.7.3.2.335,ref-mek.7.3.2.345,4317883,4317942,ref-b.3.6.7.70b.19.8,ref-b.3.6.7.70b.19.17,של ימות החמה בימות הגשמים ולא של ימות הגשמים בימות החמה ,של ימות החמה בימות הגשמים ושל ימות הגשמים בימות החמה ,11,10,1620,1620.0,2172,2168.0,0.0535714285714285,0.1999999999999999,9,של ימות החמה בימות הגשמים ימות הגשמים בימות החמה,3080001749,11,10
ref-mek.7.3.2.336-ref-mek.7.3.2.346,ref-b.4.2.8.101b.4.8-ref-b.4.2.8.101b.4.27,296920,296983,ref-mek.7.3.2.336,ref-mek.7.3.2.346,5440761,5440877,ref-b.4.2.8.101b.4.8,ref-b.4.2.8.101b.4.27,הגשמים ימות החמה נמי דכי אגר איניש ביתא לכולהו ימות החמה אגר אלא בימות הגשמים אגר לכולהו ימות הגשמים ימות החמה נמי דכי אגר איניש ביתא לכולהו ימות החמה אגר אלא,בימות הגשמים אגר לכולהו ימות הגשמים ימות החמה נמי דכי אגר איניש ביתא לכולהו ימות החמה אגר אלא בימות הגשמים,31,20,2089,2089.0,2177,2177.0,0.4936708860759494,0.0,18,בימות הגשמים אגר לכולהו ימות הגשמים ימות החמה נמי דכי אגר איניש ביתא לכולהו ימות החמה אגר אלא,3080001750,31,20
ref-mek.7.3.2.417-ref-mek.7.3.2.426,ref-b.3.2.4.47b.10.15-ref-b.3.2.4.47b.10.24,297332,297386,ref-mek.7.3.2.417,ref-mek.7.3.2.426,3394102,3394156,ref-b.3.2.4.47b.10.15,ref-b.3.2.4.47b.10.24,שאר אביך שאר אמך כסותה כמשמעו עונתה אלו מזונות שנאמר ,ואשר אכלו שאר עמי כסותה כמשמעו עונתה זו עונה האמורה ,10,10,1269,1268.0,2182,2179.0,0.320754716981132,0.7142857142857143,4,שאר כסותה כמשמעו עונתה,3080001751,10,10
ref-mek.7.3.2.407-ref-mek.7.3.2.428,ref-b.3.2.4.47b.11.4-ref-b.3.2.4.47b.11.29,297287,297402,ref-mek.7.3.2.407,ref-mek.7.3.2.428,3394210,3394340,ref-b.3.2.4.47b.11.4,ref-b.3.2.4.47b.11.29,שארה זו דרך ארץ שנאמר אל כל שאר בשרו וכתיב שאר אביך שאר אמך כסותה כמשמעו עונתה אלו מזונות שנאמר ויענך וירעיבך ,שארה זו עונה וכן הוא אומר איש איש אל כל שאר בשרו לא תקרבו לגלות ערוה כסותה כמשמעו עונתה אלו מזונות וכן הוא אומר ויענך וירעיבך ,22,26,1270,1270.0,2181,2179.0,0.3888888888888889,0.5714285714285714,13,שארה זו אל כל שאר בשרו כסותה כמשמעו עונתה אלו מזונות ויענך וירעיבך,3080001752,22,26
ref-mek.7.3.2.406-ref-mek.7.3.2.420,ref-b.4.3.8.109b.4.2-ref-b.4.3.8.109b.4.11,297282,297348,ref-mek.7.3.2.406,ref-mek.7.3.2.420,5775255,5775302,ref-b.4.3.8.109b.4.2,ref-b.4.3.8.109b.4.11,דשארו זה האב דכתיב שאר אביך הוא אימא שארו זו,דשארו זה האב דכתיב שאר אביך הוא אימא שארו זו,10,10,2133,2133.0,2179,2179.0,0.0,0.0,10,דשארו זה האב דכתיב שאר אביך הוא אימא שארו זו,3080001753,10,10
ref-mek.7.3.3.8-ref-mek.7.3.3.30,ref-b.3.3.3.29b.2.25-ref-b.3.3.3.29b.4.12,297767,297866,ref-mek.7.3.3.8,ref-mek.7.3.3.30,3665639,3665740,ref-b.3.3.3.29b.2.25,ref-b.3.3.3.29b.4.12,למימר לימא תיהוי תיובתא דבר פדא דאמר לא פקעה קדושה בכדי אמר רב פפא אמר לך בר פדא הכי קאמר אם לא אמר,למימר לימא תיהוי תיובתא דבר פדא דאמר לא פקעה קדושה בכדי אמר רב פפא אמר לך בר פדא הכי קאמר אם לא אמר,23,23,1308,1308.0,2183,2183.0,0.0,0.0,15,למימר לימא_תיהוי_תיובתא דבר פדא דאמר לא פקעה קדושה בכדי אמר_רב_פפא_אמר לך בר פדא הכי_קאמר_אם_לא אמר,3080001754,23,23
ref-mek.7.3.3.101-ref-mek.7.3.3.116,ref-b.3.2.3.39a.6.5-ref-b.3.2.3.39a.6.13,298220,298311,ref-mek.7.3.3.101,ref-mek.7.3.3.116,3369384,3369439,ref-b.3.2.3.39a.6.5,ref-b.3.2.3.39a.6.13,ובגרות מוציאה מרשות אב ונישואין מוציאין מרשות אב מה,ובגרות מוציאה מרשות אב ונישואין מוציאין מרשות אב מה,9,9,1253,1253.0,2186,2186.0,0.0,0.0,9,ובגרות מוציאה מרשות אב ונישואין מוציאין מרשות אב מה,3080001755,9,9
ref-mek.7.3.3.101-ref-mek.7.3.3.132,ref-b.3.3.9.70b.5.3-ref-b.3.3.9.70b.5.13,298220,298409,ref-mek.7.3.3.101,ref-mek.7.3.3.132,3737657,3737721,ref-b.3.3.9.70b.5.3,ref-b.3.3.9.70b.5.13,כשהיא נערה ובגרה מכדי מיתה מוציאה ובגרות מוציאה מרשות אב מה,כשהיא נערה ובגרה מכדי מיתה מוציאה ובגרות מוציאה מרשות אב מה,11,11,1332,1332.0,2189,2189.0,0.0,0.0,11,כשהיא נערה ובגרה מכדי מיתה מוציאה ובגרות מוציאה מרשות אב מה,3080001756,11,11
ref-mek.7.3.3.101-ref-mek.7.3.3.113,ref-b.3.7.1.4a.20.14-ref-b.3.7.1.4a.20.22,298220,298296,ref-mek.7.3.3.101,ref-mek.7.3.3.113,4392107,4392166,ref-b.3.7.1.4a.20.14,ref-b.3.7.1.4a.20.22,אב מוציאין מרשות אדון בגרות שמוציאה מרשות,מוציאין מרשות אב מוציאין מרשות אדון בגרות שמוציאה מרשות,7,9,1634,1634.0,2185,2185.0,0.2545454545454545,0.0,7,אב מוציאין מרשות אדון בגרות שמוציאה מרשות,3080001757,7,9
ref-mek.7.3.3.105-ref-mek.7.3.3.113,ref-b.3.7.1.16a.14.14-ref-b.3.7.1.16a.14.30,298244,298296,ref-mek.7.3.3.105,ref-mek.7.3.3.113,4435201,4435303,ref-b.3.7.1.16a.14.14,ref-b.3.7.1.16a.14.30,האב מרשות אדון מקל וחומר ומה סימנין שאין מוציאין מרשות אב מוציאין מרשות אדון מיתה שמוציאה מרשות,האב מרשות אדון מקל וחומר ומה סימנין שאין מוציאין מרשות אב מוציאין מרשות אדון מיתה שמוציאה מרשות,17,17,1675,1675.0,2190,2190.0,0.0,0.0,15,האב מרשות אדון מקל_וחומר_ומה סימנין שאין מוציאין מרשות אב מוציאין מרשות אדון מיתה שמוציאה מרשות,3080001758,17,17
ref-mek.7.4.1.30-ref-mek.7.4.1.56,ref-b.4.4.9.78a.7.6-ref-b.4.4.9.78a.7.13,298864,298979,ref-mek.7.4.1.30,ref-mek.7.4.1.56,6238130,6238165,ref-b.4.4.9.78a.7.6,ref-b.4.4.9.78a.7.13,ואיש כי יכה כל נפש אדם להביא המכה,ואיש כי יכה כל נפש אדם להביא המכה,8,8,2451,2451.0,2193,2193.0,0.0,0.0,8,ואיש כי יכה כל נפש אדם להביא המכה,3080001759,8,8
ref-mek.7.4.1.52-ref-mek.7.4.1.75,ref-b.5.5.1.4b.18.11-ref-b.5.5.1.4b.19.6,298957,299069,ref-mek.7.4.1.52,ref-mek.7.4.1.75,8125647,8125734,ref-b.5.5.1.4b.18.11,ref-b.5.5.1.4b.19.6,נפש אדם להביא את שהכה את האשה ואת הקטן אין לי אלא איש ואשה שהרגו את האיש והאיש שהרג את האשה ואת הקטן האשה ,"אשה אשה שהעריכה איש ואשה שהעריכה אשה מנין ת""ל נפשות דבר אחר נפשות להביא מנוול ומוכה ",24,16,3170,3170.0,2195,2193.0,0.7452830188679245,0.8823529411764706,1,ואשה,3080001760,24,16
ref-mek.7.4.1.212-ref-mek.7.4.1.224,ref-b.2.5.2.24a.5.21-ref-b.2.5.2.24a.5.31,299748,299811,ref-mek.7.4.1.212,ref-mek.7.4.1.224,1748679,1748736,ref-b.2.5.2.24a.5.21,ref-b.2.5.2.24a.5.31,נאמר כאן מות יומת ונאמר במגדף מות יומת מה להלן בסקילה אף כאן ,נאמר כאן והרים ונאמר להלן והרים מה להלן בקומצו אף כאן ,1,1,620,616.0,2215,2196.0,0.360655737704918,0.5454545454545454,7,נאמר כאן ונאמר מה להלן אף כאן,3080001761,13,11
ref-mek.7.4.1.200-ref-mek.7.4.1.216,ref-b.2.5.3.37a.1.2-ref-b.2.5.3.37a.1.14,299683,299772,ref-mek.7.4.1.200,ref-mek.7.4.1.216,1783476,1783541,ref-b.2.5.3.37a.1.2,ref-b.2.5.3.37a.1.14,מה להלן בסייף אף כאן בסייף אתה מקישו למנאף ואני מקישו למגדף נאמר כאן מות יומת ונאמר ,שבאנא נאמר כאן כפרה ונאמר להלן בחורב כפרה מה להלן באנא אף כאן ,17,2,629,629.0,2203,2203.0,0.7619047619047619,0.6428571428571428,4,מה להלן אף כאן,3080001762,17,13
ref-mek.7.4.1.200-ref-mek.7.4.1.216,ref-b.2.5.3.37a.1.15-ref-b.2.5.3.37a.1.29,299683,299772,ref-mek.7.4.1.200,ref-mek.7.4.1.216,1783542,1783619,ref-b.2.5.3.37a.1.15,ref-b.2.5.3.37a.1.29,מה להלן בסייף אף כאן בסייף אתה מקישו למנאף ואני מקישו למגדף נאמר כאן מות יומת ונאמר ,באנא ומנין שבשם נאמר כאן כפרה ונאמרה בעגלה ערופה כפרה מה להלן בשם אף כאן ,17,4,636,636.0,2204,2203.0,0.7738095238095238,0.7058823529411764,4,מה להלן אף כאן,3080001763,17,15
ref-mek.7.4.1.212-ref-mek.7.4.1.224,ref-b.2.5.8.74b.11.5-ref-b.2.5.8.74b.11.16,299748,299811,ref-mek.7.4.1.212,ref-mek.7.4.1.224,1900556,1900612,ref-b.2.5.8.74b.11.5,ref-b.2.5.8.74b.11.16,נאמר כאן מות יומת ונאמר במגדף מות יומת מה להלן בסקילה אף כאן ,נאמר כאן ענוי ונאמר להלן ענוי מה להלן ענוי רעבון אף כאן ,1,1,687,684.0,2216,2196.0,0.4590163934426229,0.5454545454545454,7,נאמר כאן ונאמר מה להלן אף כאן,3080001764,13,12
ref-mek.7.4.1.212-ref-mek.7.4.1.224,ref-b.2.6.4.43a.10.26-ref-b.2.6.4.43a.10.38,299748,299811,ref-mek.7.4.1.212,ref-mek.7.4.1.224,2075502,2075564,ref-b.2.6.4.43a.10.26,ref-b.2.6.4.43a.10.38,נאמר כאן מות יומת ונאמר במגדף מות יומת מה להלן בסקילה אף כאן ,נאמר כאן ימים ונאמר בלולב ימים מה להלן ימים ולא לילות אף כאן ,1,13,780,778.0,2217,2196.0,0.4918032786885246,0.5833333333333333,7,נאמר כאן ונאמר מה להלן אף כאן,3080001765,13,13
ref-mek.7.4.1.213-ref-mek.7.4.1.224,ref-b.2.6.4.43a.11.6-ref-b.2.6.4.43a.11.17,299753,299811,ref-mek.7.4.1.213,ref-mek.7.4.1.224,2075600,2075662,ref-b.2.6.4.43a.11.6,ref-b.2.6.4.43a.11.17,כאן מות יומת ונאמר במגדף מות יומת מה להלן בסקילה אף כאן ,כאן ימים ונאמר במלואים ימים מה להלן ימים ואפילו לילות אף כאן ,12,12,784,784.0,2242,2196.0,0.5245901639344263,0.6363636363636364,6,כאן ונאמר מה להלן אף כאן,3080001766,12,12
ref-mek.7.4.1.212-ref-mek.7.4.1.224,ref-b.2.8.1.5b.3.1-ref-b.2.8.1.5b.3.15,299748,299811,ref-mek.7.4.1.212,ref-mek.7.4.1.224,2255293,2255356,ref-b.2.8.1.5b.3.1,ref-b.2.8.1.5b.3.15,נאמר כאן מות יומת ונאמר במגדף מות יומת מה להלן בסקילה אף כאן ,נאמר כאן נדר ונאמר להלן אם נדר או נדבה מה להלן נדבה עמו אף כאן ,1,1,839,835.0,2218,2196.0,0.4761904761904761,0.6153846153846154,7,נאמר כאן ונאמר מה להלן אף כאן,3080001767,13,15
ref-mek.7.4.1.212-ref-mek.7.4.1.224,ref-b.2.10.2.21a.8.20-ref-b.2.10.2.21a.8.36,299748,299811,ref-mek.7.4.1.212,ref-mek.7.4.1.224,2589988,2590075,ref-b.2.10.2.21a.8.20,ref-b.2.10.2.21a.8.36,נאמר כאן מות יומת ונאמר במגדף מות יומת מה להלן בסקילה אף כאן ,נאמר כאן בלילה הזה ונאמר להלן ועברתי בארץ מצרים בלילה הזה מה להלן עד חצות אף כאן ,1,1,998,995.0,2219,2196.0,0.5308641975308642,0.6875,7,נאמר כאן ונאמר מה להלן אף כאן,3080001768,13,17
ref-mek.7.4.1.212-ref-mek.7.4.1.224,ref-b.3.1.1.3b.7.16-ref-b.3.1.1.3b.8.6,299748,299811,ref-mek.7.4.1.212,ref-mek.7.4.1.224,2849037,2849093,ref-b.3.1.1.3b.7.16,ref-b.3.1.1.3b.8.6,נאמר כאן מות יומת ונאמר במגדף מות יומת מה להלן בסקילה אף כאן ,נאמר כאן עליה ונאמר להלן עליה מה להלן במקום מצוה אף כאן ,1,1,1103,1096.0,2220,2196.0,0.4262295081967213,0.5833333333333333,7,נאמר כאן ונאמר מה להלן אף כאן,3080001769,13,12
ref-mek.7.4.1.212-ref-mek.7.4.1.224,ref-b.3.1.12.104a.12.17-ref-b.3.1.12.104a.12.28,299748,299811,ref-mek.7.4.1.212,ref-mek.7.4.1.224,3189613,3189666,ref-b.3.1.12.104a.12.17,ref-b.3.1.12.104a.12.28,נאמר כאן מות יומת ונאמר במגדף מות יומת מה להלן בסקילה אף כאן ,נאמר כאן אזן ונאמר להלן אזן מה להלן ימין אף כאן ימין ,1,2,1193,1185.0,2221,2196.0,0.5081967213114754,0.5454545454545454,7,נאמר כאן ונאמר מה להלן אף כאן,3080001770,13,12
ref-mek.7.4.1.212-ref-mek.7.4.1.224,ref-b.3.5.6.31b.8.12-ref-b.3.5.6.31b.8.23,299748,299811,ref-mek.7.4.1.212,ref-mek.7.4.1.224,4004175,4004229,ref-b.3.5.6.31b.8.12,ref-b.3.5.6.31b.8.23,נאמר כאן מות יומת ונאמר במגדף מות יומת מה להלן בסקילה אף כאן ,נאמר כאן דבר ונאמר להלן דבר מה להלן בשני עדים אף כאן ,1,1,1457,1454.0,2222,2196.0,0.4590163934426229,0.5833333333333333,7,נאמר כאן ונאמר מה להלן אף כאן,3080001771,13,12
ref-mek.7.4.1.212-ref-mek.7.4.1.224,ref-b.3.5.7.38a.4.14-ref-b.3.5.7.38a.4.27,299748,299811,ref-mek.7.4.1.212,ref-mek.7.4.1.224,4028015,4028082,ref-b.3.5.7.38a.4.14,ref-b.3.5.7.38a.4.27,נאמר כאן מות יומת ונאמר במגדף מות יומת מה להלן בסקילה אף כאן ,נאמר כאן כה תברכו ונאמר להלן אלה יעמדו לברך מה להלן בעמידה אף כאן ,1,1,1510,1507.0,2223,2196.0,0.3939393939393939,0.6153846153846154,7,נאמר כאן ונאמר מה להלן אף כאן,3080001772,13,14
ref-mek.7.4.1.212-ref-mek.7.4.1.224,ref-b.3.5.7.38a.10.5-ref-b.3.5.7.38a.10.21,299748,299811,ref-mek.7.4.1.212,ref-mek.7.4.1.224,4028812,4028887,ref-b.3.5.7.38a.10.5,ref-b.3.5.7.38a.10.21,נאמר כאן מות יומת ונאמר במגדף מות יומת מה להלן בסקילה אף כאן ,נאמר כאן ושמו את שמי ונאמר להלן לשום את שמו שם מה להלן בית הבחירה אף כאן ,1,1,1522,1515.0,2224,2196.0,0.3972602739726027,0.4545454545454546,7,נאמר כאן ונאמר מה להלן אף כאן,3080001773,13,17
ref-mek.7.4.1.212-ref-mek.7.4.1.224,ref-b.3.5.9.46a.14.1-ref-b.3.5.9.46a.14.17,299748,299811,ref-mek.7.4.1.212,ref-mek.7.4.1.224,4060784,4060865,ref-b.3.5.9.46a.14.1,ref-b.3.5.9.46a.14.17,נאמר כאן מות יומת ונאמר במגדף מות יומת מה להלן בסקילה אף כאן ,נאמר כאן על ונאמר להלן על מה להלן שאר עבודות אף כאן שאר עבודות וממקום שבאתה מה ,1,1,1560,1551.0,2225,2196.0,0.6962025316455697,0.6428571428571428,7,נאמר כאן ונאמר מה להלן אף כאן,3080001774,13,17
ref-mek.7.4.1.212-ref-mek.7.4.1.224,ref-b.3.7.1.15a.1.16-ref-b.3.7.1.15a.1.26,299748,299811,ref-mek.7.4.1.212,ref-mek.7.4.1.224,4429454,4429502,ref-b.3.7.1.15a.1.16,ref-b.3.7.1.15a.1.26,נאמר כאן מות יומת ונאמר במגדף מות יומת מה להלן בסקילה אף כאן ,נאמר כאן אזן ונאמר להלן אזן מה להלן ימין אף כאן ,1,1,1659,1655.0,2226,2196.0,0.4262295081967213,0.5454545454545454,7,נאמר כאן ונאמר מה להלן אף כאן,3080001775,13,11
ref-mek.7.4.1.194-ref-mek.7.4.1.204,ref-b.4.2.8.94b.19.4-ref-b.4.2.8.94b.19.16,299650,299704,ref-mek.7.4.1.194,ref-mek.7.4.1.204,5419644,5419712,ref-b.4.2.8.94b.19.4,ref-b.4.2.8.94b.19.16,יומת ונאמר להלן בנואף מות יומת מה להלן בסייף אף כאן ,ומתה בשואל ונאמרה שבורה ומתה בשומר שכר מה להלן שבויה עמו אף כאן ,11,13,2082,2080.0,2199,2199.0,0.5,0.6428571428571428,4,מה להלן אף כאן,3080001776,11,13
