baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-sifre-d,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-d.162.3.1-ref-sifre-d.162.4.2,ref-y.2.4.6.1.8.131-ref-y.2.4.6.1.8.137,185991,186088,ref-sifre-d.162.3.1,ref-sifre-d.162.4.2,1550843,1550879,ref-y.2.4.6.1.8.131,ref-y.2.4.6.1.8.137,למען יאריך ימים על ממלכתו אם עושה הוא מה שכתוב בענין כדאי הוא שיאריך ימים על ממלכתו הוא ובניו ,למען יאריך ימים על ממלכתו הוא ובניו ,19,2,887,887.0,1500,1500.0,0.6170212765957447,0.5,7,למען יאריך ימים על ממלכתו הוא ובניו,6070001210,19,7
ref-sifre-d.162.3.1-ref-sifre-d.162.4.2,ref-y.3.5.8.3.5.128-ref-y.3.5.8.3.5.134,185991,186088,ref-sifre-d.162.3.1,ref-sifre-d.162.4.2,2332224,2332260,ref-y.3.5.8.3.5.128,ref-y.3.5.8.3.5.134,למען יאריך ימים על ממלכתו אם עושה הוא מה שכתוב בענין כדאי הוא שיאריך ימים על ממלכתו הוא ובניו ,למען יאריך ימים על ממלכתו הוא ובניו ,19,2,1836,1836.0,1501,1500.0,0.6170212765957447,0.5,7,למען יאריך ימים על ממלכתו הוא ובניו,6070001211,19,7
ref-sifre-d.162.3.1-ref-sifre-d.162.4.2,ref-y.4.10.3.2.23.122-ref-y.4.10.3.2.23.128,185991,186088,ref-sifre-d.162.3.1,ref-sifre-d.162.4.2,3536305,3536341,ref-y.4.10.3.2.23.122,ref-y.4.10.3.2.23.128,למען יאריך ימים על ממלכתו אם עושה הוא מה שכתוב בענין כדאי הוא שיאריך ימים על ממלכתו הוא ובניו ,למען יאריך ימים על ממלכתו הוא ובניו ,19,2,2887,2887.0,1502,1500.0,0.6170212765957447,0.5,7,למען יאריך ימים על ממלכתו הוא ובניו,6070001212,19,7
ref-sifre-d.162.4.3-ref-sifre-d.162.4.22,ref-y.4.10.3.2.31.52-ref-y.4.10.3.2.31.68,186089,186191,ref-sifre-d.162.4.3,ref-sifre-d.162.4.22,3538906,3538992,ref-y.4.10.3.2.31.52,ref-y.4.10.3.2.31.68,שאם מת בנו עומד תחתיו ואין לי אלא זה בלבד מנין לכל פרנסי ישראל שבניהם עומדים תחתיהם תלמוד לומר הוא ,בנו עומד תחתיו ואת שאינו בא אל אוהל מועד לשרת בקודש אין בנו עומד תחתיו ומניין שהוא ,20,17,2888,2888.0,1503,1503.0,0.5656565656565656,0.8181818181818181,3,בנו עומד תחתיו,6070001213,20,17
ref-sifre-d.162.5.26-ref-sifre-d.162.5.39,ref-y.1.2.8.3.1.8-ref-y.1.2.8.3.1.15,186357,186417,ref-sifre-d.162.5.26,ref-sifre-d.162.5.39,285190,285227,ref-y.1.2.8.3.1.8,ref-y.1.2.8.3.1.15,"נתתי לך על מה שהתניתי לא אתן לך אלא אם כן עשית וכה""א ואתה ",ניתן לי ועשיתי אותן קמח חטים ניתן לי ,14,8,223,223.0,1506,1504.0,0.6551724137931034,0.8461538461538461,0,,6070001214,14,8
ref-sifre-d.162.5.24-ref-sifre-d.162.5.37,ref-y.2.3.10.5.1.33-ref-y.2.3.10.5.1.49,186349,186404,ref-sifre-d.162.5.24,ref-sifre-d.162.5.37,1381452,1381526,ref-y.2.3.10.5.1.33,ref-y.2.3.10.5.1.49,ליתן לך נתתי לך על מה שהתניתי לא אתן לך אלא אם כן עשית ,נתתי לו את יצחק דבר אחר נעשיתי לו אורב אין חטא מיתן ליה ואין זכה מיתן ליה ,14,17,775,775.0,1505,1504.0,0.6351351351351351,0.75,1,נתתי,6070001215,14,17
ref-sifre-d.162.5.22-ref-sifre-d.162.5.32,ref-y.3.6.7.5.1.6-ref-y.3.6.7.5.1.14,186335,186386,ref-sifre-d.162.5.22,ref-sifre-d.162.5.32,2694948,2694985,ref-y.3.6.7.5.1.6,ref-y.3.6.7.5.1.14,התניתי בתורה ליתן לך נתתי לך על מה שהתניתי לא אתן ,על מנת שתתני לי מאתים זוז כו' תני לא ,11,9,2004,2004.0,1504,1504.0,0.68,0.8333333333333334,2,על לא,6070001216,11,9
ref-sifre-d.165.2.12-ref-sifre-d.165.2.21,ref-y.3.1.8.6.1.7-ref-y.3.1.8.6.1.19,186999,187066,ref-sifre-d.165.2.12,ref-sifre-d.165.2.21,2159882,2159958,ref-y.3.1.8.6.1.7,ref-y.3.1.8.6.1.19,שאינם חייבים בחזה ושוק חייבים במתנות קדשים שחייבים בחזה ושוק ,תני מאכילה בחזה ושוק רבי יוחנן אומר אוכלת בתרומה ואינה אוכלת בחזה ושוק ,10,13,1529,1529.0,1507,1507.0,0.5774647887323944,0.8461538461538461,4,בחזה ושוק בחזה ושוק,6070001217,10,13
ref-sifre-d.165.5.18-ref-sifre-d.165.5.25,ref-y.1.2.4.7.4.16-ref-y.1.2.4.7.4.24,187290,187333,ref-sifre-d.165.5.18,ref-sifre-d.165.5.25,254813,254860,ref-y.1.2.4.7.4.16,ref-y.1.2.4.7.4.24,עד שלא נתגייר פטור משנתגייר חייב ספק פטור ,עד שלא נתגייר פטור משנתגייר חייב ואם ספק פטור ,3,4,183,183.0,1509,1508.0,0.1304347826086956,0.5555555555555556,5,פטור משנתגייר חייב ספק פטור,6070001218,8,9
ref-sifre-d.165.5.12-ref-sifre-d.165.5.25,ref-y.1.9.3.4.3.35-ref-y.1.9.3.4.3.49,187259,187333,ref-sifre-d.165.5.12,ref-sifre-d.165.5.25,789170,789249,ref-y.1.9.3.4.3.35,ref-y.1.9.3.4.3.49,גר שנתגייר והיה לו פרה נשחטה עד שלא נתגייר פטור משנתגייר חייב ספק פטור ,גר שנתגייר והיתה לו פרה נשחטת עד שלא נתגייר פטור משנתגייר חייב ואם ספק פטור ,9,10,512,512.0,1508,1508.0,0.1052631578947368,0.5714285714285714,9,גר שנתגייר לו פרה פטור משנתגייר חייב ספק פטור,6070001219,14,15
ref-sifre-d.165.6.57-ref-sifre-d.165.7.23,ref-y.1.5.6.1.1.18-ref-y.1.5.6.1.1.30,187638,187792,ref-sifre-d.165.6.57,ref-sifre-d.165.7.23,476961,477036,ref-y.1.5.6.1.1.18,ref-y.1.5.6.1.1.30,שהן תלויות בארץ אינן נוהגות אלא בארץ יכול אפילו מצות שאינן תלויות בארץ,שהן תלויות בארץ אינן נוהגות אלא בארץ יכול אפילו מצות שאינן תלויות בארץ,13,13,308,308.0,1510,1510.0,0.0,0.0,13,שהן תלויות בארץ אינן נוהגות אלא בארץ יכול אפילו מצות שאינן תלויות בארץ,6070001220,13,13
ref-sifre-d.165.6.57-ref-sifre-d.165.7.23,ref-y.1.10.3.7.3.14-ref-y.1.10.3.7.3.30,187638,187792,ref-sifre-d.165.6.57,ref-sifre-d.165.7.23,849095,849191,ref-y.1.10.3.7.3.14,ref-y.1.10.3.7.3.30,שאינה תלויה בארץ נוהגת בארץ ובחוצה לארץ וכל שהיא תלוייה בארץ אינה נוהגת אלא בארץ חוץ מן,שאינה תלויה בארץ נוהגת בארץ ובחוצה לארץ וכל שהיא תלוייה בארץ אינה נוהגת אלא בארץ חוץ מן,17,17,529,529.0,1511,1511.0,0.0,0.0,17,שאינה תלויה בארץ נוהגת בארץ ובחוצה לארץ וכל שהיא תלוייה בארץ אינה נוהגת אלא בארץ חוץ מן,6070001221,17,17
ref-sifre-d.166.5.7-ref-sifre-d.166.5.26,ref-y.1.2.3.4.2.86-ref-y.1.2.3.4.2.99,188529,188626,ref-sifre-d.166.5.7,ref-sifre-d.166.5.26,241244,241312,ref-y.1.2.3.4.2.86,ref-y.1.2.3.4.2.99,הלוקח גז צאנו של נכרי פטור מראשית הגז גז צאנו של חברו אם שייר המוכר חייב ואם לאו הלוקח חייב ,לקח גז צאנו של חבירו אם שייר המוכר המוכר חייב ואם לאו הלוקח חייב ,20,14,171,171.0,1514,1514.0,0.4021739130434782,0.3076923076923077,11,גז צאנו של אם שייר המוכר חייב ואם לאו הלוקח חייב,6070001222,20,14
ref-sifre-d.166.5.7-ref-sifre-d.166.5.26,ref-y.1.2.3.5.2.19-ref-y.1.2.3.5.2.31,188529,188626,ref-sifre-d.166.5.7,ref-sifre-d.166.5.26,241550,241614,ref-y.1.2.3.5.2.19,ref-y.1.2.3.5.2.31,הלוקח גז צאנו של נכרי פטור מראשית הגז גז צאנו של חברו אם שייר המוכר חייב ואם לאו הלוקח חייב ,לקח גז צאן חבירו אם שייר המוכר המוכר חייב ואם לאו הלוקח חייב ,20,13,172,172.0,1515,1514.0,0.4565217391304347,0.3846153846153846,9,גז אם שייר המוכר חייב ואם לאו הלוקח חייב,6070001223,20,13
ref-sifre-d.168.1.1-ref-sifre-d.168.1.15,ref-y.1.7.2.4.4.2-ref-y.1.7.2.4.4.15,189155,189233,ref-sifre-d.168.1.1,ref-sifre-d.168.1.15,663174,663242,ref-y.1.7.2.4.4.2,ref-y.1.7.2.4.4.15,וכי יבא הלוי הוא יכול בבן לוי ודאי הכתוב מדבר תלמוד לומר מאחד שעריך משלא ,כי תבוא בקמת רעך יכול בשאר כל אדם הכתוב מדבר תלמוד לומר וחרמש לא ,15,14,359,359.0,1516,1516.0,0.3972602739726027,0.6842105263157895,5,יכול הכתוב מדבר תלמוד לומר,6070001224,15,14
ref-sifre-d.168.1.1-ref-sifre-d.168.1.15,ref-y.1.7.2.4.9.2-ref-y.1.7.2.4.9.16,189155,189233,ref-sifre-d.168.1.1,ref-sifre-d.168.1.15,664615,664687,ref-y.1.7.2.4.9.2,ref-y.1.7.2.4.9.16,וכי יבא הלוי הוא יכול בבן לוי ודאי הכתוב מדבר תלמוד לומר מאחד שעריך משלא ,כי תבא בברם רעך יכול בשאר כל האדם הכתוב מדבר תלמוד לומר ואל כליך לא ,15,15,371,371.0,1517,1516.0,0.3561643835616438,0.6842105263157895,5,יכול הכתוב מדבר תלמוד לומר,6070001225,15,15
ref-sifre-d.168.3.1-ref-sifre-d.168.3.18,ref-y.3.1.11.6.2.1-ref-y.3.1.11.6.2.14,189389,189487,ref-sifre-d.168.3.1,ref-sifre-d.168.3.18,2191463,2191542,ref-y.3.1.11.6.2.1,ref-y.3.1.11.6.2.14,מניין לכהן שהוא מקריב קרבנותיו בכל משמר שירצה תלמוד לומר ובא בכל אות נפשו,מניין לכהן שהוא מקריב קרבנותיו בכל משמר שירצה תלמוד לומר ובא בכל אות נפשו,14,14,1556,1556.0,1518,1518.0,0.0,0.0,14,מניין לכהן שהוא מקריב קרבנותיו בכל משמר שירצה תלמוד לומר ובא בכל אות נפשו,6070001226,14,14
ref-sifre-d.168.4.9-ref-sifre-d.168.4.18,ref-y.3.1.11.6.2.7-ref-y.3.1.11.6.2.15,189535,189588,ref-sifre-d.168.4.9,ref-sifre-d.168.4.18,2191501,2191548,ref-y.3.1.11.6.2.7,ref-y.3.1.11.6.2.15,במשמר שאינו שלו תלמוד לומר ובא בכל אות נפשו ושרת ,משמר שירצה תלמוד לומר ובא בכל אות נפשו ושרת ,10,9,1558,1556.0,1520,1520.0,0.1632653061224489,0.4166666666666666,7,תלמוד לומר ובא בכל אות נפשו ושרת,6070001227,10,9
ref-sifre-d.169.1.13-ref-sifre-d.169.1.28,ref-y.2.3.7.7.7.19-ref-y.2.3.7.7.7.32,189887,189953,ref-sifre-d.169.1.13,ref-sifre-d.169.1.28,1338909,1338967,ref-y.2.3.7.7.7.19,ref-y.2.3.7.7.7.32,ערל טמא יושב עומד על גבי הכלים או על גבי בהמה או על גבי חברו פסול ,ערל טמא יושב עומד על גבי כלים על גבי בהמה על גבי חבירו פסל ,16,7,764,764.0,1521,1521.0,0.1666666666666666,0.3333333333333333,8,ערל טמא יושב עומד על גבי על גבי,6070001228,16,14
ref-sifre-d.169.3.16-ref-sifre-d.169.3.27,ref-y.2.6.5.7.2.72-ref-y.2.6.5.7.2.85,190165,190223,ref-sifre-d.169.3.16,ref-sifre-d.169.3.27,1629941,1630013,ref-y.2.6.5.7.2.72,ref-y.2.6.5.7.2.85,תלמוד לומר לבד ממכריו על האבות מה מכרו האבות זה לזה אני ,תלמוד לומר לבד ממכריו על האבות חוץ ממה שמכרו אבות לבנים את שבתך ואני ,12,14,974,974.0,1523,1522.0,0.2898550724637681,0.5333333333333333,6,תלמוד לומר לבד ממכריו על האבות,6070001229,12,14
ref-sifre-d.169.3.10-ref-sifre-d.169.3.18,ref-y.2.8.1.1.6.25-ref-y.2.8.1.1.6.37,190127,190179,ref-sifre-d.169.3.10,ref-sifre-d.169.3.18,1636414,1636501,ref-y.2.8.1.1.6.25,ref-y.2.8.1.1.6.37,בקרבנות הרגל הבאים שלא מחמת הרגל תלמוד לומר לבד ,"וקרבנות הציבו' שהוקדשו ברגל שיבואו ברגל שהוקדשו לפני הרגל שיבואו ברגל ת""ל מלבד ",9,13,977,976.0,1522,1522.0,0.6075949367088608,0.8571428571428572,1,הרגל,6070001230,9,13
ref-sifre-d.171.2.2-ref-sifre-d.171.2.13,ref-y.4.3.8.1.5.1-ref-y.4.3.8.1.5.42,190510,190561,ref-sifre-d.171.2.2,ref-sifre-d.171.2.13,3108655,3108822,ref-y.4.3.8.1.5.1,ref-y.4.3.8.1.5.42,בן בת מניין תלמוד לומר בן מכל מקום בת אין לי אלא בת בן בת בת בן אין לי אלא בן בן בת מניין תלמוד לומר בן מכל מקום בת אין לי אלא בת בן בת בת בן בת בת בן בן מניין תלמוד לומר בת מכל מקום אחים אין לי אלא אחים בני אחים בנות אחים בני,בן אין לי אלא בן בן בת מניין תלמוד לומר בן מכל מקום בת אין לי אלא בת בן בת בת בן בת בת בן בן מניין תלמוד לומר בת מכל מקום אחים אין לי אלא אחים בני אחים בנות אחים בני,13,11,2294,2294.0,1525,1525.0,0.2699115044247787,0.0,32,בן אין_לי_אלא בן בן בת מניין_תלמוד_לומר בן מכל מקום בת אין_לי_אלא בת בן בת בת בן בת בת בן בן מניין_תלמוד_לומר בת מכל מקום אחים אין_לי_אלא אחים בני אחים בנות אחים בני,6070001231,58,42
ref-sifre-d.171.1.1-ref-sifre-d.171.2.4,ref-y.4.4.7.10.1.84-ref-y.4.4.7.10.1.90,190472,190524,ref-sifre-d.171.1.1,ref-sifre-d.171.2.4,3243667,3243698,ref-y.4.4.7.10.1.84,ref-y.4.4.7.10.1.90,לא ימצא בך להזהיר בית דין על כך מעביר בנו ובתו באש ,לא ימצא בך מעביר בנו ובתו באש ,12,1,2627,2627.0,1524,1524.0,0.4117647058823529,0.4,7,לא ימצא בך מעביר בנו ובתו באש,6070001232,12,7
ref-sifre-d.171.2.8-ref-sifre-d.171.2.19,ref-y.4.10.3.5.5.165-ref-y.4.10.3.5.5.172,190536,190597,ref-sifre-d.171.2.8,ref-sifre-d.171.2.19,3550017,3550059,ref-y.4.10.3.5.5.165,ref-y.4.10.3.5.5.172,בנו ובתו בן בנו ובן בתו מנין תלמוד לומר בתתו מזרעו למולך ,בא ישמעאל בן נתניה בן אלישמע מזרע המלוכה ,12,8,2889,2889.0,1527,1524.0,0.6842105263157895,0.7272727272727273,1,בן,6070001233,12,8
ref-sifre-d.171.4.10-ref-sifre-d.171.4.15,ref-y.2.10.4.10.6.18-ref-y.2.10.4.10.6.24,190960,190993,ref-sifre-d.171.4.10,ref-sifre-d.171.4.15,1918616,1918659,ref-y.2.10.4.10.6.18,ref-y.2.10.4.10.6.24,ארמית ומעמיד ממנה בן אויב למקום ,ארמית ומעמיד ממנה בנים מעמיד אויבים למקום ,6,7,1200,1200.0,1528,1528.0,0.2619047619047619,0.5555555555555556,4,ארמית ומעמיד ממנה למקום,6070001234,6,7
ref-sifre-d.171.4.19-ref-sifre-d.171.4.32,ref-y.4.4.7.10.1.84-ref-y.4.4.7.10.1.91,191011,191077,ref-sifre-d.171.4.19,ref-sifre-d.171.4.32,3243667,3243703,ref-y.4.4.7.10.1.84,ref-y.4.4.7.10.1.91,לא שמענו תלמוד לומר לא ימצא בך מעביר בנו ובתו באש זה שהוא מעביר ,לא ימצא בך מעביר בנו ובתו באש עברה ,8,2,2628,2627.0,1529,1529.0,0.484375,0.3333333333333333,7,לא ימצא בך מעביר בנו ובתו באש,6070001235,14,8
ref-sifre-d.171.12.2-ref-sifre-d.171.12.26,ref-y.4.4.7.13.6.18-ref-y.4.4.7.13.6.34,191778,191913,ref-sifre-d.171.12.2,ref-sifre-d.171.12.26,3252408,3252503,ref-y.4.4.7.13.6.18,ref-y.4.4.7.13.6.34,שני דברים שנים לוקטין קישואין אחד לוקח פטור ואחד לוקט חייב העושה מעשה חייב והאוחז את העינים,שני דברים שנים לוקטין קישואין אחד לוקח פטור ואחד לוקט חייב העושה מעשה חייב והאוחז את העינים,17,17,2650,2650.0,1530,1530.0,0.0,0.0,17,שני דברים שנים לוקטין קישואין אחד לוקח פטור ואחד לוקט חייב העושה מעשה חייב והאוחז את העינים,6070001236,17,17
ref-sifre-d.172.4.14-ref-sifre-d.172.4.34,ref-y.3.3.5.4.1.12-ref-y.3.3.5.4.1.27,192124,192254,ref-sifre-d.172.4.14,ref-sifre-d.172.4.34,2560412,2560489,ref-y.3.3.5.4.1.12,ref-y.3.3.5.4.1.27,נשאל על הראשון ואינו נשאל על השיני אית תניי תני נשאל בין על,לנשאל לו עליך נשאל על הראשון ואינו נשאל על השיני אית תניי תני נשאל בין על,13,16,1978,1978.0,1534,1534.0,0.1917808219178082,0.25,11,נשאל על הראשון ואינו נשאל על השיני אית_תניי_תני נשאל בין על,6070001237,13,16
ref-sifre-d.172.2.3-ref-sifre-d.172.5.4,ref-y.4.4.7.10.8.2-ref-y.4.4.7.10.8.53,192003,192280,ref-sifre-d.172.2.3,ref-sifre-d.172.5.4,3246546,3246867,ref-y.4.4.7.10.8.2,ref-y.4.4.7.10.8.53,בזה פיתום המדבר משיחיו וידעוני זה המדבר בפיו הרי אילו בסקילה והנשאל בהן באזהרה ודורש אל המתים אית תניי תני זה הנשאל בגולגולת אית תניי תני הנשאל בזכורו מה בין הנשאל בגולגולת למעלה בזכורו שהנשאל בגולגולת עולה כדרכו ועולה בשב' וההדיומ' מעלה את המלך והמעלה בזכורו אינו עולה כדרכו ואינו,בזה פיתום המדבר משיחיו וידעוני זה המדבר בפיו הרי אילו בסקילה והנשאל בהן באזהרה ודורש אל המתים אית תניי תני זה הנשאל בגולגולת אית תניי תני הנשאל בזכורו מה בין הנשאל בגולגולת למעלה בזכורו שהנשאל בגולגולת עולה כדרכו ועולה בשב' וההדיומ' מעלה את המלך והמעלה בזכורו אינו עולה כדרכו ואינו,50,50,2630,2630.0,1532,1532.0,0.0,0.0,46,בזה פיתום המדבר משיחיו וידעוני זה המדבר בפיו הרי אילו בסקילה והנשאל בהן באזהרה ודורש אל המתים אית_תניי_תני זה הנשאל בגולגולת אית_תניי_תני הנשאל בזכורו מה בין הנשאל בגולגולת למעלה בזכורו שהנשאל בגולגולת עולה כדרכו ועולה בשב' וההדיומ' מעלה את המלך והמעלה בזכורו אינו עולה כדרכו ואינו,6070001238,50,50
ref-sifre-d.172.5.16-ref-sifre-d.172.5.24,ref-y.3.4.4.3.2.8-ref-y.3.4.4.3.2.18,192348,192393,ref-sifre-d.172.5.16,ref-sifre-d.172.5.24,2749212,2749270,ref-y.3.4.4.3.2.8,ref-y.3.4.4.3.2.18,"וכשהיה ר""ע מגיע לפסוק זה היה אומר חבל עלינו ",כשהיה רבי יעקב מגיע לפסוק זה היה אומר מי שנתכוון שיעלה ,9,11,2033,2033.0,1537,1537.0,0.4,0.6923076923076923,5,מגיע לפסוק זה היה אומר,6070001239,9,11
