baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-t,dam-lev,jac,id
ref-t.3.7.2.4.108-ref-t.3.7.2.4.119,ref-y.2.10.2.3.1.4-ref-y.2.10.2.3.1.14,712735,712786,ref-t.3.7.2.4.108,ref-t.3.7.2.4.119,1889047,1889103,ref-y.2.10.2.3.1.4,ref-y.2.10.2.3.1.14,בן עיר והיה בן כרך ונעשה בן עיר שאיני אלא בן כרך ,בן כרך שהלך לעיר שזמנו מאוחר בן עיר שהלך לכרך ואין ,12,11,4942,4942.0,6164,6164.0,0.6470588235294118,0.7,2070004376
ref-t.3.7.2.4.108-ref-t.3.7.2.4.122,ref-y.2.10.2.3.1.95-ref-y.2.10.2.3.1.121,712735,712799,ref-t.3.7.2.4.108,ref-t.3.7.2.4.122,1889493,1889619,ref-y.2.10.2.3.1.95,ref-y.2.10.2.3.1.121,בן עיר מהו שיוציא בן כרך ידי חובתו ייכא כהדא כל שאינו חייב בדבר אינו מוציא את הרבים ידי חובתן בן כרך מהו שיוציא את בן עיר מהו שיוציא בן כרך ידי חובתו ייכא כהדא כל שאינו חייב בדבר אינו מוציא את הרבים ידי חובתן בן כרך מהו שיוציא את בן עיר,בן עיר מהו שיוציא בן כרך ידי חובתו ייכא כהדא כל שאינו חייב בדבר אינו מוציא את הרבים ידי חובתן בן כרך מהו שיוציא את בן עיר מהו שיוציא בן כרך ידי חובתו ייכא כהדא כל שאינו חייב בדבר אינו מוציא את הרבים ידי חובתן בן כרך מהו שיוציא את בן עיר,12,27,4944,4944.0,6165,6165.0,0.0,0.0,2070004377
ref-t.3.7.2.4.108-ref-t.3.7.2.4.122,ref-y.2.10.2.3.1.169-ref-y.2.10.2.3.1.181,712735,712799,ref-t.3.7.2.4.108,ref-t.3.7.2.4.122,1889851,1889919,ref-y.2.10.2.3.1.169,ref-y.2.10.2.3.1.181,בן עיר והיה בן כרך ונעשה בן עיר שאיני אלא בן כרך והיה בן עיר ,היא בן עיר שהלך לכרך מתניתה בשהיה בכרך מה צריכה ליה בשהיה בעיר ,15,13,4946,4946.0,6167,6164.0,0.6031746031746031,0.8181818181818181,2070004378
ref-t.3.7.2.5.46-ref-t.3.7.2.5.77,ref-y.3.7.1.9.4.141-ref-y.3.7.1.9.4.170,713202,713355,ref-t.3.7.2.5.46,ref-t.3.7.2.5.77,2885350,2885500,ref-y.3.7.1.9.4.141,ref-y.3.7.1.9.4.170,בדינר זה של כסף ונמצא של זהב של זהב ונמצא של כסף על מנת שאני עני ונמצא עשיר עשיר ונמצא עני אינה מקודשת רבי שמעון אומר אם הטעה לשבח הרי זו מקודשת,בדינר זה של כסף ונמצא של זהב של זהב ונמצא של כסף על מנת שאני עני ונמצא עשיר עשיר ונמצא עני אינה מקודשת רבי שמעון אומר אם הטעה לשבח הרי זו מקודשת,32,32,8131,8129.0,6168,6168.0,0.0,0.0,2070004379
ref-t.3.7.2.6.46-ref-t.3.7.2.6.79,ref-y.3.7.1.9.4.141-ref-y.3.7.1.9.4.170,713600,713765,ref-t.3.7.2.6.46,ref-t.3.7.2.6.79,2885350,2885500,ref-y.3.7.1.9.4.141,ref-y.3.7.1.9.4.170,בדינר זה של כסף ונמצא של זהב של זהב ונמצא של כסף על מנת שאני עני ונמצא עשיר עשיר ונמצא עני אינה מקודשת רבי שמעון אומר אם הטעה לשבח הרי זו מקודשת,בדינר זה של כסף ונמצא של זהב של זהב ונמצא של כסף על מנת שאני עני ונמצא עשיר עשיר ונמצא עני אינה מקודשת רבי שמעון אומר אם הטעה לשבח הרי זו מקודשת,33,32,8132,8130.0,6170,6170.0,0.0,0.0,2070004380
ref-t.3.7.2.7.1-ref-t.3.7.2.7.34,ref-y.3.7.2.1.17.1-ref-y.3.7.2.1.17.39,713890,714053,ref-t.3.7.2.7.1,ref-t.3.7.2.7.34,2894416,2894590,ref-y.3.7.2.1.17.1,ref-y.3.7.2.1.17.39,כינסי לי סלע זו ובשעת מתנה אמ' הרי את מקודשת לי הרי זו מקודשת משנטלתו מידו רוצה מקודש' רוצה אין מקודשת הילך סלע זו שאני חייב לך בשעת מתנה הרי את מקודשת לי רוצה ,כינסי לי סלע זו ובשעת מתנה אמר לה הרי את מקודשת לי הרי זו מקודשת אם משנתנה לה רצת מקודשת לא רצת אינה מקודשת הילך סלע זו שאני חייב לך ובשעת מתנה אמר לה הרי את מקודשת לי רצת ,34,39,8156,8156.0,6172,6172.0,0.20348837209302326,0.4782608695652174,2070004381
ref-t.3.7.2.7.56-ref-t.3.7.2.8.4,ref-y.3.7.2.1.17.49-ref-y.3.7.2.1.17.78,714170,714250,ref-t.3.7.2.7.56,ref-t.3.7.2.8.4,2894637,2894784,ref-y.3.7.2.1.17.49,ref-y.3.7.2.1.17.78,יעשה יטלה הימנה ויחזור ויתננו לה ויאמר לה הרי את מקודשת לי התקדשי לי בסלע זו ,אמרה לה הרי את מקודש' לי אף על פי ששניהן רוצין אינה מקודשת ביצד יעשה יטלינו ממנה ויחזור ויתנינו לה ויאמר לה הרי את מקודשת לי התקדשי לי במנה זו ,16,30,8158,8158.0,6173,6173.0,0.4965034965034965,0.5,2070004382
ref-t.3.7.2.8.47-ref-t.3.7.2.9.13,ref-y.3.7.2.1.17.75-ref-y.3.7.2.1.17.105,714466,714628,ref-t.3.7.2.8.47,ref-t.3.7.2.9.13,2894766,2894921,ref-y.3.7.2.1.17.75,ref-y.3.7.2.1.17.105,מקודשת אם לאו אינה מקודשת התקדשי לי במנה זה ונמצא מנה חסר דינר אין מקודשת היה בו דינר רע יחליף היה מונה ומשליך לתוך ידה ראשון ראשון יכולה היא שתחזור בו עד שעה ,התקדשי לי במנה זו ונמצא חסר דינר אינה מקודשת היה בו דינר רע הרי זו מקודשת והוא שיחליף היה מונה ראשון ראשון ומשליך לתוך ידה יכולת היא שתחזור בה עד שעה ,33,31,8165,8158.0,6174,6174.0,0.4779874213836478,0.2727272727272727,2070004383
ref-t.3.7.2.9.79-ref-t.3.7.2.9.94,ref-y.1.5.8.1.4.8-ref-y.1.5.8.1.4.21,714954,715035,ref-t.3.7.2.9.79,ref-t.3.7.2.9.94,499690,499773,ref-y.1.5.8.1.4.8,ref-y.1.5.8.1.4.21,המוכר תובע ללוקח יעשו כדברי הלוקח ואם הלוקח תובע למוכר יעשו כדברי המוכר,אם המוכר תובע ללוקח יעשו כדברי הלוקח ואם הלוקח תובע למוכר יעשו כדברי המוכר תובע ללוקח יעשו כדברי הלוקח ואם הלוקח תובע למוכר יעשו כדברי המוכר,16,14,1189,1189.0,6175,6175.0,0.4928571428571429,0.0,2070004384
ref-t.3.7.2.9.83-ref-t.3.7.2.9.94,ref-y.1.8.1.2.1.72-ref-y.1.8.1.2.1.88,714971,715035,ref-t.3.7.2.9.83,ref-t.3.7.2.9.94,700061,700151,ref-y.1.8.1.2.1.72,ref-y.1.8.1.2.1.88,המוכר ייעשו דברי מוכר ואם המוכר תבע את הלוקח ייעשו דברי לוקח ,המוכר אומן נעשה כמוכר זה בפני עצמו וזה בפני עצמו ודכוות' אם היה הלוקח אומן נעשה כלוקח ,12,17,1897,1897.0,6177,6175.0,0.5930232558139535,0.7142857142857143,2070004385
ref-t.3.7.3.6.6-ref-t.3.7.3.6.16,ref-y.3.7.2.1.17.5-ref-y.3.7.2.1.17.20,716638,716699,ref-t.3.7.3.6.6,ref-t.3.7.3.6.16,2894432,2894506,ref-y.3.7.2.1.17.5,ref-y.3.7.2.1.17.20,שלא רצה אביו מקודשת שמא יתרצה שעה אחרת מת האב הרי זו מקודשת ,ובשעת מתנה אמר לה הרי את מקודשת לי הרי זו מקודשת אם משנתנה לה רצת מקודשת ,13,16,8157,8156.0,6178,6178.0,0.6301369863013698,0.7647058823529411,2070004386
ref-t.3.7.3.6.11-ref-t.3.7.3.6.28,ref-y.3.7.3.3.3.118-ref-y.3.7.3.3.3.131,716663,716747,ref-t.3.7.3.6.11,ref-t.3.7.3.6.28,2916675,2916739,ref-y.3.7.3.3.3.118,ref-y.3.7.3.3.3.131,יתרצה שעה אחרת מת האב הרי זו מקודשת מת הבן זה היה מעשה ובאו ולמדו את האב שיאמר ,רוצה מת האב הרי זו מקודשת סתמו רוצה מת הבן מלמדין את האב לומר ,18,14,8220,8220.0,6179,6178.0,0.43037974683544306,0.5333333333333333,2070004387
ref-t.3.7.3.6.14-ref-t.3.7.3.6.25,ref-y.3.7.3.4.1.39-ref-y.3.7.3.4.1.48,716678,716732,ref-t.3.7.3.6.14,ref-t.3.7.3.6.25,2917227,2917274,ref-y.3.7.3.4.1.39,ref-y.3.7.3.4.1.48,מת האב הרי זו מקודשת מת הבן זה היה מעשה ובאו ולמדו ,מת האב הרי זו מקודשת כמאן דאמר מת הבן מלמדין ,12,10,8221,8221.0,6180,6178.0,0.39215686274509803,0.30000000000000004,2070004388
ref-t.3.7.3.7.12-ref-t.3.7.3.7.34,ref-y.3.7.3.3.3.91-ref-y.3.7.3.3.3.100,716813,716925,ref-t.3.7.3.7.12,ref-t.3.7.3.7.34,2916535,2916587,ref-y.3.7.3.3.3.91,ref-y.3.7.3.3.3.100,על מנת שירצה אבא אע'פ שלא רצה האב מקודשת ר' שמעון בן לעזר אומ' משם ר' מאיר רצה האב מקודשת לא רצה אינה מקודשת ,על מנת שירצה אבא רצה האב מקודשת לא רצה אינה מקודשת ,24,11,8217,8216.0,6181,6181.0,0.5321100917431193,0.5333333333333333,2070004389
ref-t.3.7.3.7.36-ref-t.3.7.3.7.52,ref-y.3.7.2.5.1.22-ref-y.3.7.2.5.1.46,716926,717016,ref-t.3.7.3.7.36,ref-t.3.7.3.7.52,2899818,2899946,ref-y.3.7.2.5.1.22,ref-y.3.7.2.5.1.46,שלא היתה בעילה אלא מחמת קידושין הראשונים כלל אמ' ר' שמעון בן לעזר כל תניי שאיפשר ליעשות ,שלא היתה בעילתו אלא לשום קידושין הראשונים אם קנו רבי חייה בשם רבי יוחנן קנו לחומרין רבי חייה בשם רבי יוחנן כל תניי שהוא מעשה ,17,25,8182,8180.0,6182,6182.0,0.536,0.72,2070004390
ref-t.3.7.3.7.55-ref-t.3.7.3.7.70,ref-y.4.2.7.7.1.22-ref-y.4.2.7.7.1.32,717029,717112,ref-t.3.7.3.7.55,ref-t.3.7.3.7.70,3063628,3063681,ref-y.4.2.7.7.1.22,ref-y.4.2.7.7.1.32,והתנה עמה תנאו קיים וכל תנאי שאי איפשר ליעשות אלא בגופה והתנה עמה תנאו בטל כיצד ,תנאי ממון תנאו קיים תנאי שאינו של ממון תנאו בטל כיצד ,16,11,8730,8730.0,6183,6183.0,0.4875,0.7142857142857143,2070004391
ref-t.3.7.3.7.73-ref-t.3.7.3.7.95,ref-y.3.7.3.3.3.91-ref-y.3.7.3.3.3.103,717125,717235,ref-t.3.7.3.7.73,ref-t.3.7.3.7.95,2916535,2916598,ref-y.3.7.3.3.3.91,ref-y.3.7.3.3.3.103,על מנת שירצה אבא רצה האב מקודשת לא רצה,על מנת שירצה אבא רצה האב מקודשת לא רצה,9,9,8216,8216.0,6184,6184.0,0.0,0.0,2070004392
ref-t.3.7.3.7.110-ref-t.3.7.3.7.127,ref-y.1.2.6.8.3.14-ref-y.1.2.6.8.3.28,717303,717384,ref-t.3.7.3.7.110,ref-t.3.7.3.7.127,271616,271688,ref-y.1.2.6.8.3.14,ref-y.1.2.6.8.3.28,שהתנה על מה שכת' בתורה וכל המתנה על מה שכת' בתורה תנאו בטל על מנת שאין ליך עלי ,שהתנה על מה שכתוב בתורה וכל המתנה על מה שכתוב בתורה תנאו בטל הדרן עלך ,18,15,549,549.0,6187,6187.0,0.24050632911392406,0.5,2070004393
ref-t.3.7.3.7.134-ref-t.3.7.3.8.13,ref-y.3.2.9.1.6.35-ref-y.3.2.9.1.6.43,717415,717484,ref-t.3.7.3.7.134,ref-t.3.7.3.8.13,2477740,2477785,ref-y.3.2.9.1.6.35,ref-y.3.2.9.1.6.43,ותנאו בטל זה הכלל כל המתנה על מה שכת' בתורה בדבר של ממון תנאו קיים ,תנאו בטל בתנאי גוף אבל בתנאי ממון תנאו קיים ,15,9,6908,6908.0,6191,6187.0,0.5373134328358209,0.7333333333333334,2070004394
ref-t.3.7.3.7.126-ref-t.3.7.3.7.134,ref-y.3.7.1.2.23.176-ref-y.3.7.1.2.23.189,717377,717421,ref-t.3.7.3.7.126,ref-t.3.7.3.7.134,2843572,2843637,ref-y.3.7.1.2.23.176,ref-y.3.7.1.2.23.189,ליך עלי שאר כסות ועונה הרי זו מקודשת ותנאו ,לה עליו לא שאר ולא כסות ולא עונה ניחא שאר וכסות ועונה לא תניי ,9,14,8046,8046.0,6189,6187.0,0.5483870967741935,0.5833333333333333,2070004395
ref-t.3.7.3.7.123-ref-t.3.7.3.8.19,ref-y.4.2.7.7.1.23-ref-y.4.2.7.7.1.47,717365,717514,ref-t.3.7.3.7.123,ref-t.3.7.3.8.19,3063633,3063758,ref-y.4.2.7.7.1.23,ref-y.4.2.7.7.1.47,קיים תנאי שאינו של ממון תנאו בטל כיצד אמר לאשה הרי את מקודשת לי על מנת שאין ליך עלי שאר כסות ועונה הרי זו מקודשת,ממון תנאו קיים תנאי שאינו של ממון תנאו בטל כיצד אמר לאשה הרי את מקודשת לי על מנת שאין ליך עלי שאר כסות ועונה הרי זו מקודשת,32,27,8731,8731.0,6188,6188.0,0.08196721311475409,0.0,2070004396
ref-t.3.7.3.10.1-ref-t.3.7.3.10.7,ref-y.3.7.1.9.4.141-ref-y.3.7.1.9.4.147,717685,717715,ref-t.3.7.3.10.1,ref-t.3.7.3.10.7,2885350,2885380,ref-y.3.7.1.9.4.141,ref-y.3.7.1.9.4.147,בדינר זה של כסף ונמצא של זהב ,בדינר זה של כסף ונמצא של זהב ,7,7,8128,8128.0,6192,6192.0,0.0,0.0,2070004397
ref-t.3.7.3.10.8-ref-t.3.7.4.1.4,ref-y.3.7.2.1.17.60-ref-y.3.7.2.1.17.76,717716,717818,ref-t.3.7.3.10.8,ref-t.3.7.4.1.4,2894685,2894775,ref-y.3.7.2.1.17.60,ref-y.3.7.2.1.17.76,אינה מקודשת ביצד יעשה יטלינו ממנה ויחזור ויתנינו לה ויאמר לה הרי את מקודשת לי התקדשי לי,אינה מקודשת ביצד יעשה יטלינו ממנה ויחזור ויתנינו לה ויאמר לה הרי את מקודשת לי התקדשי לי,11,17,8159,8159.0,6193,6193.0,0.0,0.0,2070004398
ref-t.3.7.4.2.38-ref-t.3.7.4.2.49,ref-y.3.6.6.3.1.24-ref-y.3.6.6.3.1.32,718128,718187,ref-t.3.7.4.2.38,ref-t.3.7.4.2.49,2682716,2682760,ref-y.3.6.6.3.1.24,ref-y.3.6.6.3.1.32,לי אלא במקום פל' והאומ' לחבירו צא וקדש לי במקום פל' והלך ,לי אלא במקום פלוני הרי היא במקום פלוני והלך ,12,9,7492,7492.0,6201,6195.0,0.42105263157894735,0.7,2070004399
ref-t.3.7.4.2.1-ref-t.3.7.4.2.24,ref-y.3.7.1.9.4.245-ref-y.3.7.1.9.4.280,717932,718070,ref-t.3.7.4.2.1,ref-t.3.7.4.2.24,2885821,2886031,ref-y.3.7.1.9.4.245,ref-y.3.7.1.9.4.280,"שאמרה בליםי היתה להתקדש לו אע""פכ אינה מקודשת וכן היא שהיטעתו ר' האומר לשלוחו צא וקדש לי אשה פלוני' במקום פלוני והלך וקידשה במקום אחר אינה מקודשת הרי היא במקום פלוני והלך וקידשה במקום אחר הרי זו מקודשת","שאמרה בליםי היתה להתקדש לו אע""פכ אינה מקודשת וכן היא שהיטעתו ר' האומר לשלוחו צא וקדש לי אשה פלוני' במקום פלוני והלך וקידשה במקום אחר אינה מקודשת הרי היא במקום פלוני והלך וקידשה במקום אחר הרי זו מקודשת",26,38,8134,8134.0,6196,6196.0,0.0,0.0,2070004400
ref-t.3.7.4.2.44-ref-t.3.7.4.2.50,ref-y.3.7.1.9.4.259-ref-y.3.7.1.9.4.267,718160,718194,ref-t.3.7.4.2.44,ref-t.3.7.4.2.50,2885903,2885951,ref-y.3.7.1.9.4.259,ref-y.3.7.1.9.4.267,צא וקדש לי במקום פל' והלך וקדשה ,צא וקדש לי אשה פלוני' במקום פלוני והלך וקידשה ,7,9,8136,8134.0,6202,6202.0,0.32608695652173914,0.5,2070004401
ref-t.3.7.4.2.1-ref-t.3.7.4.2.9,ref-y.3.7.2.3.1.3-ref-y.3.7.2.3.1.9,717932,717980,ref-t.3.7.4.2.1,ref-t.3.7.4.2.9,2896265,2896301,ref-y.3.7.2.3.1.3,ref-y.3.7.2.3.1.9,האומ' לשלוחו צא וקדש לי אשה פלנית ממקום פלני ,האומ' לשלוחו צא וקדש לי אשה פלוני ,9,7,8171,8171.0,6195,6195.0,0.24444444444444444,0.25,2070004402
ref-t.3.7.4.2.9-ref-t.3.7.4.2.50,ref-y.3.7.2.3.1.26-ref-y.3.7.2.3.2.5,717976,718194,ref-t.3.7.4.2.9,ref-t.3.7.4.2.50,2896376,2896447,ref-y.3.7.2.3.1.26,ref-y.3.7.2.3.2.5,תקדשינה לי אלא במקום פלוני והלך וקידשה במקום אחר הרי זו מקודשת אוף ר',תקדשינה לי אלא במקום פלוני והלך וקידשה במקום אחר הרי זו מקודשת אוף ר',31,14,8172,8172.0,6198,6198.0,0.0,0.0,2070004403
ref-t.3.7.4.4.1-ref-t.3.7.4.4.19,ref-y.3.7.1.9.4.311-ref-y.3.7.1.9.4.337,718347,718462,ref-t.3.7.4.4.1,ref-t.3.7.4.4.19,2886196,2886345,ref-y.3.7.1.9.4.311,ref-y.3.7.1.9.4.337,המקד' שתי נשים בשוה פרוטה או אשה אחת בפחות משוה פרוטה אף על פי ששילח סבלונות לאחר מיכן אינה מקודשת שמחמת קידושין הראשונים שילח וכן קטן שקידש,המקד' שתי נשים בשוה פרוטה או אשה אחת בפחות משוה פרוטה אף על פי ששילח סבלונות לאחר מיכן אינה מקודשת שמחמת קידושין הראשונים שילח וכן קטן שקידש,19,24,8139,8139.0,6203,6203.0,0.0,0.0,2070004404
ref-t.3.7.4.4.17-ref-t.3.7.4.4.41,ref-y.3.7.2.5.1.20-ref-y.3.7.2.5.1.30,718444,718571,ref-t.3.7.4.4.17,ref-t.3.7.4.4.41,2899807,2899868,ref-y.3.7.2.5.1.20,ref-y.3.7.2.5.1.30,שבעלו קנו שלא היתה בעילתו אלא לשום קידושין הראשונים אם קנו,שבעלו קנו שלא היתה בעילתו אלא לשום קידושין הראשונים אם קנו,22,11,8181,8180.0,6205,6205.0,0.0,0.0,2070004405
ref-t.3.7.4.5.20-ref-t.3.7.4.5.30,ref-y.3.7.2.1.17.60-ref-y.3.7.2.1.17.76,718673,718735,ref-t.3.7.4.5.20,ref-t.3.7.4.5.30,2894685,2894775,ref-y.3.7.2.1.17.60,ref-y.3.7.2.1.17.76,אינה מקודשת כיצד יעשה יטלנו הימנה ויחזור ויתננו לה ויאמר לה ,אינה מקודשת ביצד יעשה יטלינו ממנה ויחזור ויתנינו לה ויאמר לה הרי את מקודשת לי התקדשי לי ,11,17,8161,8158.0,6207,6207.0,0.36363636363636365,0.25,2070004406
ref-t.3.7.4.7.1-ref-t.3.7.4.7.8,ref-y.1.8.1.1.15.15-ref-y.1.8.1.1.15.21,718877,718929,ref-t.3.7.4.7.1,ref-t.3.7.4.7.8,697625,697676,ref-y.1.8.1.1.15.15,ref-y.1.8.1.1.15.21,המקדש בין בקדשי קדשים בין בקדשים קלים אינה מקודשת ,המקדש בחלקו מקדשי קדשים ובקדשים קלין אינה מקודשת ,9,8,1893,1893.0,6208,6208.0,0.2,0.2857142857142857,2070004407
ref-t.3.7.4.7.1-ref-t.3.7.4.7.14,ref-y.2.3.5.2.9.136-ref-y.2.3.5.2.9.147,718877,718959,ref-t.3.7.4.7.1,ref-t.3.7.4.7.14,1297252,1297313,ref-y.2.3.5.2.9.136,ref-y.2.3.5.2.9.147,המקדש בין בקדשי קדשים בין בקדשים קלים אינה מקודשת בהקדש במזיד קידש מפני שמעל ,"קדשים קלין ואין משנין קדשים קלים לשם קדשי קדשים א""ר יוחנן על ",14,12,3349,3345.0,6209,6208.0,0.5324675324675324,0.8461538461538461,2070004408
ref-t.3.7.4.7.1-ref-t.3.7.4.7.14,ref-y.2.4.2.4.2.156-ref-y.2.4.2.4.2.168,718877,718959,ref-t.3.7.4.7.1,ref-t.3.7.4.7.14,1509177,1509242,ref-y.2.4.2.4.2.156,ref-y.2.4.2.4.2.168,המקדש בין בקדשי קדשים בין בקדשים קלים אינה מקודשת בהקדש במזיד קידש מפני שמעל ,קדשין קלין ואין משנין קדשים קלין לשם קדשי קדשים רבי יוחנן אמר על ,14,13,4037,4033.0,6210,6208.0,0.5454545454545454,0.8571428571428572,2070004409
ref-t.3.7.4.7.1-ref-t.3.7.4.7.16,ref-y.3.7.1.9.4.380-ref-y.3.7.1.9.4.408,718877,718969,ref-t.3.7.4.7.1,ref-t.3.7.4.7.16,2886579,2886732,ref-y.3.7.1.9.4.380,ref-y.3.7.1.9.4.408,מקודשות ה' המקדש בחלקו מקדשי הקדשים ומקדשים קלים אינה מקודשת ממעשר שני בין שוגג בין מזיד לא קידש דברי רבי מאיר רבי יהודה אומר מזיד קידש שוגג לא קידש,מקודשות ה' המקדש בחלקו מקדשי הקדשים ומקדשים קלים אינה מקודשת ממעשר שני בין שוגג בין מזיד לא קידש דברי רבי מאיר רבי יהודה אומר מזיד קידש שוגג לא קידש,16,28,8142,8142.0,6211,6211.0,0.0,0.0,2070004410
ref-t.3.7.4.8.26-ref-t.3.7.4.8.34,ref-y.3.7.1.9.4.446-ref-y.3.7.1.9.4.460,719280,719335,ref-t.3.7.4.8.26,ref-t.3.7.4.8.34,2886955,2887051,ref-y.3.7.1.9.4.446,ref-y.3.7.1.9.4.460,שמכרן וקידש בדמיהן אינה מקודשת במי חטאת ובאפר חטאת ,מכרן וקידש בדמיהן הרי זו מקודשת חמקדש בתרומות ובמעשרות ובמתנות כהונה ובדמי חטאת ואפר חטאת ,9,15,8147,8147.0,6213,6213.0,0.5111111111111111,0.7058823529411764,2070004411
