baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-d,baseOrder,grp-ref-m,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-m.4.4.3.4.5-ref-m.4.4.3.4.11,ref-sifre-d.116.5.1-ref-sifre-d.116.6.1,513253,513292,ref-m.4.4.3.4.5,ref-m.4.4.3.4.11,153549,153640,ref-sifre-d.116.5.1,ref-sifre-d.116.6.1,ואחיו ואחי אביו ואחי אמו ובעל אחותו ,אחיך זה אחיך מאביך מאמך כשהוא אומר מאחד אחיך מלמד שאחיך מאביך קודם לאחיך מאמך באחת ,7,4,283,281.0,560,559.0,0.6987951807228916,0.9333333333333332,0,,1060000401,7,16
ref-m.4.4.3.4.1-ref-m.4.4.3.4.21,ref-sifre-d.280.2.7-ref-sifre-d.280.2.26,513230,513347,ref-m.4.4.3.4.1,ref-m.4.4.3.4.21,264571,264681,ref-sifre-d.280.2.7,ref-sifre-d.280.2.26,ואלו הן הקרובין אביו ואחיו ואחי אביו ואחי אמו ובעל אחותו ובעל אחות אביו ובעל אחות אמו ובעל אמו וחמיו וגיסו ,ואלו הם הקרובים אחיו ואחי אביו ואחי אמו ובעל אחותו ובעל אחות אביו ובעל אחות אמו ובעל אמו וחמיו וגיסו ,12,11,731,731.0,559,559.0,0.0747663551401869,0.2727272727272727,17,ואלו ואחי אביו ואחי אמו ובעל אחותו ובעל אחות אביו ובעל אחות אמו ובעל אמו וחמיו וגיסו,1060000402,21,20
ref-m.4.4.3.7.8-ref-m.4.4.3.7.24,ref-sifre-d.144.7.34-ref-sifre-d.144.9.7,514251,514342,ref-m.4.4.3.7.8,ref-m.4.4.3.7.24,174869,174962,ref-sifre-d.144.7.34,ref-sifre-d.144.9.7,הדיינים לא תטה משפט שלא תאמר איש פלוני נאה איש פלוני קרובי לא תכיר פנים שלא תאמר איש פלוני,הדיינים לא תטה משפט שלא תאמר איש פלוני נאה איש פלוני קרובי לא תכיר פנים שלא תאמר איש פלוני,19,19,350,350.0,561,561.0,0.0,0.0,17,הדיינים לא_תטה_משפט שלא תאמר איש פלוני נאה איש פלוני קרובי לא תכיר פנים שלא תאמר איש פלוני,1060000403,19,19
ref-m.4.4.5.2.17-ref-m.4.4.5.2.47,ref-sifre-d.93.8.8-ref-sifre-d.93.9.11,518053,518222,ref-m.4.4.5.2.17,ref-m.4.4.5.2.47,134564,134733,ref-sifre-d.93.8.8,ref-sifre-d.93.9.11,חקירות אחד אומר איני יודע עדותן בטלה בדיקות אחד אומר איני יודע ואפילו שנים אומרים אין אנו יודעין עדותן קיימת אחד חקירות ואחד בדיקות בזמן שמכחישין זה את זה עדותן בטלה ,חקירות אמר אחד איני יודע עדותן בטלה בדיקות אמר אחד איני יודע ואפילו שנים אומרים אין אנו יודעים עידותם קיימת אחד חקירות ואחד בדיקות בזמן שמכחישים זו את זו עדותם בטילה ,31,31,214,214.0,564,563.0,0.1566265060240964,0.5,15,חקירות אחד עדותן בטלה בדיקות אחד ואפילו שנים אומרים קיימת אחד חקירות ואחד בדיקות בזמן,1060000404,31,31
ref-m.4.4.5.2.13-ref-m.4.4.5.2.47,ref-sifre-d.149.2.9-ref-sifre-d.149.2.43,518028,518222,ref-m.4.4.5.2.13,ref-m.4.4.5.2.47,179173,179364,ref-sifre-d.149.2.9,ref-sifre-d.149.2.43,ומה בין חקירות לבדיקות חקירות אחד אומר איני יודע עדותן בטלה בדיקות אחד אומר איני יודע ואפילו שנים אומרים אין אנו יודעין עדותן קיימת אחד חקירות ואחד בדיקות בזמן שמכחישין זה את זה עדותן בטלה ,מה צורך בחקירות אלא שבחקירות אמר אחד איני יודע עדותם בטלה בדיקות אמר אחד איני יודע ואפילו שנים אומרים אין אנו יודעים עדותם קיימת אחד חקירות ואחד בדיקות בזמן שמכחישים זה את זה עדותם בטלה ,35,35,360,360.0,563,563.0,0.1957671957671957,0.6296296296296297,14,אחד בטלה בדיקות אחד ואפילו שנים אומרים קיימת אחד חקירות ואחד בדיקות בזמן בטלה,1060000405,35,35
ref-m.4.4.5.3.28-ref-m.4.4.5.3.40,ref-sifre-d.93.8.13-ref-sifre-d.93.9.1,518370,518438,ref-m.4.4.5.3.28,ref-m.4.4.5.3.40,134589,134676,ref-sifre-d.93.8.13,ref-sifre-d.93.9.1,עדותן בטלה אחד אומר בשתי שעות ואחד אומר בשלש שעות עדותן קיימת אחד ,עדותן בטלה בדיקות אמר אחד איני יודע ואפילו שנים אומרים אין אנו יודעים עידותם קיימת אחד ,5,16,215,214.0,565,565.0,0.5057471264367817,0.6875,5,עדותן בטלה אחד קיימת אחד,1060000406,13,16
ref-m.4.4.5.3.28-ref-m.4.4.5.3.40,ref-sifre-d.149.2.18-ref-sifre-d.149.2.33,518370,518438,ref-m.4.4.5.3.28,ref-m.4.4.5.3.40,179222,179308,ref-sifre-d.149.2.18,ref-sifre-d.149.2.33,עדותן בטלה אחד אומר בשתי שעות ואחד אומר בשלש שעות עדותן קיימת אחד ,עדותם בטלה בדיקות אמר אחד איני יודע ואפילו שנים אומרים אין אנו יודעים עדותם קיימת אחד ,5,16,361,360.0,566,565.0,0.5116279069767442,0.75,4,בטלה אחד קיימת אחד,1060000407,13,16
ref-m.4.4.6.3.11-ref-m.4.4.6.3.17,ref-sifre-d.221.9.25-ref-sifre-d.221.9.38,520897,520945,ref-m.4.4.6.3.11,ref-m.4.4.6.3.17,224173,224253,ref-sifre-d.221.9.25,ref-sifre-d.221.9.38,והאשה פניה כלפי העץ ואחוריה כלפי העם האיש מכסים אותו פרק אחד מלפניו והאשה,והאשה פניה כלפי העץ ואחוריה כלפי העם האיש מכסים אותו פרק אחד מלפניו והאשה,14,14,560,560.0,567,567.0,0.0,0.0,14,והאשה פניה כלפי העץ ואחוריה כלפי העם האיש מכסים אותו פרק אחד מלפניו והאשה,1060000408,14,14
ref-m.4.4.6.3.23-ref-m.4.4.6.3.29,ref-sifre-d.221.9.1-ref-sifre-d.221.9.7,520975,521014,ref-m.4.4.6.3.23,ref-m.4.4.6.3.29,224038,224077,ref-sifre-d.221.9.1,ref-sifre-d.221.9.7,האיש נסקל ערום ואין האשה נסקלת ערומה ,האיש נסקל ערום ואין האשה נסקלת ערומה ,1,1,555,555.0,569,569.0,0.0,0.0,7,האיש נסקל ערום ואין האשה נסקלת ערומה,1060000409,7,7
ref-m.4.4.6.4.42-ref-m.4.4.6.4.53,ref-sifre-d.89.8.1-ref-sifre-d.90.1.1,521206,521272,ref-m.4.4.6.4.42,ref-m.4.4.6.4.53,132759,132873,ref-sifre-d.89.8.1,ref-sifre-d.90.1.1,יד העדים תהיה בו בראשונה להמיתו ויד כל העם באחרונה כל הנסקלין ,"ידך תהיה בו בראשונה להמיתו מצוה ביד הניסת שימות שימיתו ואח""כ ביד כל אדם שנאמר ויד כל העם באחרונה וסקלתו ",7,20,206,206.0,572,570.0,0.5865384615384616,0.5882352941176471,8,תהיה בו בראשונה להמיתו ויד כל העם באחרונה,1060000410,12,20
ref-m.4.4.6.4.42-ref-m.4.4.6.4.51,ref-sifre-d.151.1.1-ref-sifre-d.151.1.10,521206,521260,ref-m.4.4.6.4.42,ref-m.4.4.6.4.51,180190,180244,ref-sifre-d.151.1.1,ref-sifre-d.151.1.10,יד העדים תהיה בו בראשונה להמיתו ויד כל העם באחרונה ,יד העדים תהיה בו בראשונה להמיתו ויד כל העם באחרונה ,5,5,366,366.0,570,570.0,0.0,0.0,10,יד העדים תהיה בו בראשונה להמיתו ויד כל העם באחרונה,1060000411,10,10
ref-m.4.4.6.4.42-ref-m.4.4.6.4.51,ref-sifre-d.306.9.18-ref-sifre-d.306.9.33,521206,521260,ref-m.4.4.6.4.42,ref-m.4.4.6.4.51,299958,300049,ref-sifre-d.306.9.18,ref-sifre-d.306.9.33,יד העדים תהיה בו בראשונה להמיתו ויד כל העם באחרונה ,"יד העדים תהיה בו בראשונה להמיתו ואח""כ בני אדם שמשתמשים ובאים שנא' ויד כל העם באחרונה ",5,11,904,904.0,571,570.0,0.4,0.4285714285714286,10,יד העדים תהיה בו בראשונה להמיתו ויד כל העם באחרונה,1060000412,10,16
ref-m.4.4.6.4.82-ref-m.4.4.6.4.107,ref-sifre-d.221.1.8-ref-sifre-d.221.2.21,521432,521565,ref-m.4.4.6.4.82,ref-m.4.4.6.4.107,222951,223116,ref-sifre-d.221.1.8,ref-sifre-d.221.2.21,האיש נתלה ואין האשה נתלית אמר להן רבי אליעזר והלא שמעון בן שטח תלה נשים באשקלון אמרו לו שמנים נשים תלה ואין דנין שנים ביום אחד ,האיש נתלה ואין האשה נתלית רבי אליעזר אומר אף האשה נתלית אמר להם רבי אליעזר והלא שמעון בן שטח תלה נשים באשקלון אמרו לו שמונים נשים תלה ואין דנים שנים ביום אחד ,26,32,550,549.0,575,573.0,0.2088607594936709,0.1999999999999999,23,האיש נתלה ואין האשה נתלית אמר רבי אליעזר והלא שמעון בן שטח תלה נשים באשקלון אמרו לו נשים תלה ואין שנים ביום אחד,1060000413,26,32
ref-m.4.4.6.4.67-ref-m.4.4.6.4.86,ref-sifre-d.221.9.1-ref-sifre-d.221.9.32,521348,521460,ref-m.4.4.6.4.67,ref-m.4.4.6.4.86,224038,224219,ref-sifre-d.221.9.1,ref-sifre-d.221.9.32,שהאיש תולין אותו ופניו כלפי העם ואחוריו כלפי העץ והאשה פניה כלפי העץ,האיש נסקל ערום ואין האשה נסקלת ערומה רבי יהודה אומר אחד האיש ואחד האשה אלא שהאיש תולין אותו ופניו כלפי העם ואחוריו כלפי העץ והאשה פניה כלפי העץ ואחוריה כלפי העם האיש,13,26,558,558.0,573,573.0,0.5878787878787879,0.4375,13,שהאיש תולין אותו ופניו כלפי העם ואחוריו כלפי העץ והאשה פניה כלפי העץ,1060000414,13,32
ref-m.4.4.6.4.150-ref-m.4.4.6.4.156,ref-sifre-d.221.7.2-ref-sifre-d.221.7.11,521787,521820,ref-m.4.4.6.4.150,ref-m.4.4.6.4.156,223808,223854,ref-sifre-d.221.7.2,ref-sifre-d.221.7.11,תלין נבלתו על העץ כי קבור תקברנו ,תלין נבלתו על העץ מצות לא תעשה כי קבור תקברנו ,7,10,552,552.0,577,576.0,0.2826086956521739,0.1428571428571429,7,תלין נבלתו על העץ כי קבור תקברנו,1060000415,7,10
ref-m.4.4.6.4.139-ref-m.4.4.6.4.151,ref-sifre-d.221.7.23-ref-sifre-d.221.7.34,521731,521797,ref-m.4.4.6.4.139,ref-m.4.4.6.4.151,223910,223970,ref-sifre-d.221.7.23,ref-sifre-d.221.7.34,ומתירין אותו מיד ואם לן עובר עליו בלא תעשה שנאמר לא תלין נבלתו ,ומתירין אותו ואם לאו לן עובר בלא תעשה שנאמר לא תלין נבלתו ,13,12,553,553.0,576,576.0,0.1904761904761904,0.4615384615384615,8,ומתירין אותו ואם לן שנאמר לא תלין נבלתו,1060000416,13,12
ref-m.4.4.6.4.160-ref-m.4.4.6.4.174,ref-sifre-d.221.7.33-ref-sifre-d.221.8.13,521835,521909,ref-m.4.4.6.4.160,ref-m.4.4.6.4.174,223960,224037,ref-sifre-d.221.7.33,ref-sifre-d.221.8.13,תלוי וגומר כלומר מפני מה זה תלוי מפני שבירך את השם ונמצא שם שמים מתחלל ,תלין נבלתו וגו' כלומר מפני מה זה תלוי מפני שקלל את השם ונמצא שם שמים מתחלל ,15,16,554,553.0,578,578.0,0.1733333333333333,0.4,12,כלומר מפני מה זה תלוי מפני את השם ונמצא שם שמים מתחלל,1060000417,15,16
ref-m.4.4.6.5.36-ref-m.4.4.6.5.47,ref-sifre-d.221.6.2-ref-sifre-d.221.6.20,522084,522149,ref-m.4.4.6.5.36,ref-m.4.4.6.5.47,223618,223717,ref-sifre-d.221.6.2,ref-sifre-d.221.6.20,המלין את מתו עובר בלא תעשה הלינו לכבודו להביא לו ארון ותכריכים ,למלין את מתו שעובר בלא תעשה תלמוד לומר לא תלין נבלתו על העץ הלינו לכבודו להביא לו ארון ותכריכים ,12,19,551,551.0,579,579.0,0.3541666666666667,0.4615384615384615,8,את מתו הלינו לכבודו להביא לו ארון ותכריכים,1060000418,12,19
ref-m.4.4.7.6.23-ref-m.4.4.7.6.30,ref-sifre-d.91.4.3-ref-sifre-d.91.4.9,524648,524707,ref-m.4.4.7.6.23,ref-m.4.4.7.6.30,133688,133743,ref-sifre-d.91.4.3,ref-sifre-d.91.4.9,המגפף והמנשק והמכבד והמרבץ והמרחץ הסך המלביש והמנעיל ,המגפף והמנשק והמרחיץ והמרבץ והסך והמלביש והמנעיל ,8,7,212,212.0,580,580.0,0.2075471698113207,0.125,4,המגפף והמנשק והמרבץ והמנעיל,1060000419,8,7
ref-m.4.4.7.7.30-ref-m.4.4.7.7.43,ref-sifre-d.172.2.3-ref-sifre-d.172.4.6,525001,525085,ref-m.4.4.7.7.30,ref-m.4.4.7.7.43,192003,192081,ref-sifre-d.172.2.3,ref-sifre-d.172.4.6,זה פיתום המדבר משיחיו וידעוני זה המדבר בפיו הרי אלו בסקילה והנשאל בהם באזהרה ,זה פיתום המדבר משחיו ידעוני המדבר בפיו הם עצמם בסקילה והנשאל בהם באזהרה ,14,13,413,413.0,581,581.0,0.1428571428571428,0.2307692307692307,9,זה פיתום המדבר המדבר בפיו בסקילה והנשאל בהם באזהרה,1060000420,14,13
ref-m.4.4.7.10.102-ref-m.4.4.7.10.130,ref-sifre-d.91.2.24-ref-sifre-d.91.3.23,525869,526038,ref-m.4.4.7.10.102,ref-m.4.4.7.10.130,133444,133589,ref-sifre-d.91.2.24,ref-sifre-d.91.3.23,אותו לבית דין וסוקלין אותו האומר אעבוד אלך ואעבוד נלך ונעבוד אזבח אלך ואזבח נלך ונזבח אקטיר אלך ואקטיר נלך ונקטיר אנסך אלך ואנסך נלך וננסך אשתחוה אלך ואשתחוה ,"מיתה בב""ד ומניין לאומר אעבוד אלך ואעבוד נלך ונעבוד אלך ואזבח נלך ונזבח או אלך ואקטיר נלך ונקטיר אלך ואנסך נלך וננסך אשתחוה אלך ואשתחוה ",29,25,211,210.0,582,582.0,0.2088607594936709,0.2941176470588235,20,אעבוד אלך ואעבוד נלך ונעבוד אלך ואזבח נלך ונזבח אלך ואקטיר נלך ונקטיר אלך ואנסך נלך וננסך אשתחוה אלך ואשתחוה,1060000421,29,25
ref-m.4.4.7.11.1-ref-m.4.4.7.11.30,ref-sifre-d.171.12.1-ref-sifre-d.171.12.31,526091,526257,ref-m.4.4.7.11.1,ref-m.4.4.7.11.30,191771,191941,ref-sifre-d.171.12.1,ref-sifre-d.171.12.31,ומכשף העושה מעשה חייב ולא האוחז את העינים פטור רבי עקיבא אומר משום רבי יהושע שנים מלקטים קשואים אחד לוקט פטור ואחד לוקט חייב העושה מעשה חייב האוחז את העינים פטור,ומכשף העושה מעשה חייב ולא האוחז את העינים פטור רבי עקיבא אומר משום רבי יהושע שנים מלקטים קשואים אחד לוקט פטור ואחד לוקט חייב העושה מעשה חייב האוחז את העינים פטור,31,31,411,411.0,583,583.0,0.0,0.0,29,ומכשף העושה מעשה חייב ולא האוחז את העינים פטור רבי_עקיבא_אומר משום רבי יהושע שנים מלקטים קשואים אחד לוקט פטור ואחד לוקט חייב העושה מעשה חייב האוחז את העינים פטור,1060000422,31,31
ref-m.4.4.8.1.24-ref-m.4.4.8.1.39,ref-sifre-d.218.1.1-ref-sifre-d.218.3.9,526389,526458,ref-m.4.4.8.1.24,ref-m.4.4.8.1.39,220316,220403,ref-sifre-d.218.1.1,ref-sifre-d.218.3.9,כי יהיה לאיש בן בן ולא בת בן ולא איש הקטן פטור שלא בא לכלל מצות ,כי יהיה לאיש בן ולא כשיהיה לבן בן בן ולא בת בן ולא איש קטן פטור שלא בא לכלל מצות ,16,20,531,531.0,585,585.0,0.2345679012345679,0.0999999999999999,15,כי יהיה לאיש בן בן ולא בת בן ולא איש פטור שלא בא לכלל מצות,1060000423,16,20
ref-m.4.4.8.2.3-ref-m.4.4.8.2.9,ref-sifre-d.220.3.5-ref-sifre-d.220.3.12,526472,526509,ref-m.4.4.8.2.3,ref-m.4.4.8.2.9,222575,222612,ref-sifre-d.220.3.5,ref-sifre-d.220.3.12,משיאכל טרטימר בשר וישתה חצי לוג יין ,שאכל זה תרטימר בשר ושתה חצי לוג יין ,7,8,544,544.0,586,586.0,0.1944444444444444,0.3333333333333333,4,בשר חצי לוג יין,1060000424,7,8
ref-m.4.4.8.2.54-ref-m.4.4.8.2.71,ref-sifre-d.37.9.29-ref-sifre-d.37.9.40,526747,526828,ref-m.4.4.8.2.54,ref-m.4.4.8.2.71,54983,55048,ref-sifre-d.37.9.29,ref-sifre-d.37.9.40,אכל בשר שתה כל משקה ולא שתה יין אינו נעשה בן סורר ומורה עד שיאכל בשר וישתה יין ,מאכילך בשר דגים ומשקך יין ישן ואני מאכילך בשר ודגים ואשקך יין ,13,12,55,55.0,588,587.0,0.6455696202531646,0.8666666666666667,4,בשר יין בשר יין,1060000425,18,12
ref-m.4.4.8.2.52-ref-m.4.4.8.2.61,ref-sifre-d.107.11.4-ref-sifre-d.107.12.11,526737,526779,ref-m.4.4.8.2.52,ref-m.4.4.8.2.61,147043,147135,ref-sifre-d.107.11.4,ref-sifre-d.107.12.11,מאכל ולא אכל בשר שתה כל משקה ולא שתה יין ,"אכילה שתיה מנין ת""ל ביין ובשכר אין לי אלא אכילה ושתיה מנין אף משביחי אוכלים אכילה ושתיה ",5,17,249,249.0,587,587.0,0.7159090909090909,0.7692307692307692,0,,1060000426,10,17
ref-m.4.4.8.2.69-ref-m.4.4.8.2.90,ref-sifre-d.219.4.63-ref-sifre-d.219.4.85,526814,526924,ref-m.4.4.8.2.69,ref-m.4.4.8.2.90,222221,222339,ref-sifre-d.219.4.63,ref-sifre-d.219.4.85,לדבר זכר לדבר אל תהי בסובאי יין בזוללי בשר למו ואומר זולל וסובא זולל בבשר וסובא ביין אף על פי שאין ראיה לדבר זכר לדבר אל תהי בסובאי יין בזוללי בשר למו ואומר זולל וסובא,וסובא זולל בבשר וסובא ביין אף על פי שאין ראיה לדבר זכר לדבר אל תהי בסובאי יין בזוללי בשר למו ואומר זולל וסובא,29,17,542,542.0,589,589.0,0.3473053892215569,0.0,21,וסובא זולל בבשר וסובא ביין אף_על_פי שאין ראיה לדבר זכר לדבר אל תהי בסובאי יין בזוללי בשר למו ואומר זולל וסובא,1060000427,35,23
ref-m.4.4.8.3.22-ref-m.4.4.8.3.40,ref-sifre-d.218.9.56-ref-sifre-d.218.9.61,527037,527133,ref-m.4.4.8.3.22,ref-m.4.4.8.3.40,221522,221551,ref-sifre-d.218.9.56,ref-sifre-d.218.9.61,עד שיגנוב משל אביו ויאכל ברשות אחרים רבי יוסי בר רבי יהודה אומר עד שיגנוב משל אביו ומשל אמו ,עד שיגנוב משל אביו ומשל אמו ,19,6,536,536.0,591,591.0,0.6956521739130435,0.4545454545454546,6,עד שיגנוב משל אביו ומשל אמו,1060000428,19,6
