baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.3.5.11.8.17-ref-t.3.5.11.8.28,ref-bible.0201.1.1.1-ref-bible.201.1.2.6,667370,667423,ref-t.3.5.11.8.17,ref-t.3.5.11.8.28,410886,410980,ref-bible.0201.1.1.1,ref-bible.0201.1.2.6,ויהי אחרי מות משה עבד ייי משה עבדי מת ועתה קום עבור ,ויהי אחרי מות משה עבד יהוה ויאמר יהוה אל יהושע בן נון משרת משה לאמר משה עבדי מת ועתה קום עבר ,12,21,528,528.0,540,540.0,0.4838709677419355,0.3636363636363636,9,ויהי אחרי מות משה משה עבדי מת ועתה קום,2090000462,12,21
ref-t.3.5.11.8.30-ref-t.3.5.11.8.42,ref-bible.0201.1.10.1-ref-bible.201.1.11.7,667429,667495,ref-t.3.5.11.8.30,ref-t.3.5.11.8.42,411643,411708,ref-bible.0201.1.10.1,ref-bible.0201.1.11.7,ויצו יהושע את שוטרי העם לאמר עברו בקרב המחנה וצוו את העם לאמר ,ויצו יהושע את שטרי העם לאמר עברו בקרב המחנה וצוו את העם לאמר ,13,13,529,529.0,542,541.0,0.0161290322580645,0.0,12,ויצו יהושע את העם לאמר עברו בקרב המחנה וצוו את העם לאמר,2090000463,13,13
ref-t.3.5.11.8.30-ref-t.3.5.11.8.42,ref-bible.0201.3.2.5-ref-bible.0201.3.3.4,667429,667495,ref-t.3.5.11.8.30,ref-t.3.5.11.8.42,414690,414737,ref-bible.0201.3.2.5,ref-bible.0201.3.3.4,ויעברו השטרים בקרב המחנה ויצוו את העם לאמר,ויעברו השטרים בקרב המחנה ויצוו את העם לאמר,8,8,532,532.0,541,541.0,0.0,0.0,8,ויעברו השטרים בקרב המחנה ויצוו את העם לאמר,2090000464,8,8
ref-t.3.5.11.9.1-ref-t.3.5.11.9.7,ref-bible.0201.4.19.1-ref-bible.201.4.19.7,667507,667546,ref-t.3.5.11.9.1,ref-t.3.5.11.9.7,417787,417826,ref-bible.0201.4.19.1,ref-bible.0201.4.19.7,והעם עלו מן הירדן בעשור לחדש הראשון ,והעם עלו מן הירדן בעשור לחדש הראשון ,7,7,542,542.0,544,544.0,0.0,0.0,7,והעם עלו מן הירדן בעשור לחדש הראשון,2090000465,7,7
ref-t.3.5.11.10.98-ref-t.3.5.11.10.107,ref-bible.0202.2.7.1-ref-bible.202.2.7.10,668107,668156,ref-t.3.5.11.10.98,ref-t.3.5.11.10.107,467754,467804,ref-bible.0202.2.7.1,ref-bible.0202.2.7.10,ויעבדו העם את ייי כל ימי יהושע וכל ימי הזקנים ,ויעבדו העם את יהוה כל ימי יהושע וכל ימי הזקנים ,10,10,575,575.0,545,545.0,0.1063829787234042,0.3333333333333333,7,ויעבדו העם ימי יהושע וכל ימי הזקנים,2090000466,10,10
ref-t.3.5.11.10.114-ref-t.3.5.11.10.121,ref-bible.0202.3.8.12-ref-bible.202.3.8.19,668192,668235,ref-t.3.5.11.10.114,ref-t.3.5.11.10.121,469808,469850,ref-bible.0202.3.8.12,ref-bible.0202.3.8.19,ויעבדו בני ישראל את כושן רשעתים שמונה שנים ,ויעבדו בני ישראל את כושן רשעתים שמנה שנים ,8,8,576,576.0,546,546.0,0.0697674418604651,0.4444444444444444,4,ויעבדו כושן רשעתים שנים,2090000467,8,8
ref-t.3.5.11.10.147-ref-t.3.5.11.10.155,ref-bible.0203.7.13.8-ref-bible.203.7.13.15,668374,668419,ref-t.3.5.11.10.147,ref-t.3.5.11.10.155,530130,530171,ref-bible.0203.7.13.8,ref-bible.0203.7.13.15,ישראל שנא' ותהי יד ייי בפלשתים כל ימי שמואל ,ישראל ותהי יד יהוה בפלשתים כל ימי שמואל ,9,8,605,605.0,547,547.0,0.1818181818181818,0.125,7,ישראל ותהי יד בפלשתים כל ימי שמואל,2090000468,9,8
ref-t.3.5.11.10.163-ref-t.3.5.11.10.169,ref-bible.0203.28.1.5-ref-bible.203.28.1.10,668461,668498,ref-t.3.5.11.10.163,ref-t.3.5.11.10.169,579714,579750,ref-bible.0203.28.1.5,ref-bible.0203.28.1.10,פלשתים את מחניהם לצבא להלחם עם ישראל ,פלשתים את מחניהם לצבא להלחם בישראל ,7,6,631,631.0,548,548.0,0.081081081081081,0.1428571428571429,5,פלשתים את מחניהם לצבא להלחם,2090000469,7,6
ref-t.3.5.11.10.202-ref-t.3.5.11.10.220,ref-bible.0203.24.23.9-ref-bible.203.25.1.10,668656,668750,ref-t.3.5.11.10.202,ref-t.3.5.11.10.220,572234,572318,ref-bible.0203.24.23.9,ref-bible.0203.25.1.10,איש עולה היא שלא תעלה על דעתך שלא מת שמואל אלא מת הוא ואומ' ויספדו כל ישראל ויקברוהו ברמה ,ואנשיו עלו על המצודה וימת שמואל ויקבצו כל ישראל ויספדו לו ויקברהו בביתו ברמה ,19,14,628,628.0,550,549.0,0.5666666666666667,0.6111111111111112,5,על שמואל כל ישראל ברמה,2090000470,19,14
ref-t.3.5.11.10.216-ref-t.3.5.11.10.221,ref-bible.0203.28.3.3-ref-bible.203.28.3.9,668718,668758,ref-t.3.5.11.10.216,ref-t.3.5.11.10.221,579918,579960,ref-bible.0203.28.3.3,ref-bible.0203.28.3.9,ויספדו כל ישראל ויקברוהו ברמה ובעירו ,ויספדו לו כל ישראל ויקברהו ברמה ובעירו ,6,7,632,632.0,551,549.0,0.1025641025641025,0.0,5,ויספדו כל ישראל ברמה ובעירו,2090000471,6,7
ref-t.3.5.11.10.197-ref-t.3.5.11.10.211,ref-bible.0203.28.14.1-ref-bible.203.28.14.15,668631,668700,ref-t.3.5.11.10.197,ref-t.3.5.11.10.211,580834,580905,ref-bible.0203.28.14.1,ref-bible.0203.28.14.15,ויאמר לה מה תארו ותאמר איש עולה היא שלא תעלה על דעתך שלא מת שמואל ,ויאמר לה מה תארו ותאמר איש זקן עלה והוא עטה מעיל וידע שאול כי שמואל ,15,15,633,633.0,549,549.0,0.3235294117647059,0.4615384615384615,7,ויאמר לה מה תארו ותאמר איש שמואל,2090000472,15,15
ref-t.3.5.11.11.5-ref-t.3.5.11.11.16,ref-bible.0203.10.2.1-ref-bible.203.10.2.12,668862,668936,ref-t.3.5.11.11.5,ref-t.3.5.11.11.16,534673,534740,ref-bible.0203.10.2.1,ref-bible.0203.10.2.12,בלכתך היום מעמדי וגו' בצלצח היכן מצינו שנקברה רחל בגבול בנימין בצלצח ,בלכתך היום מעמדי ומצאת שני אנשים עם קברת רחל בגבול בנימן בצלצח ,12,12,610,610.0,552,552.0,0.3188405797101449,0.5625,6,בלכתך היום מעמדי רחל בגבול בצלצח,2090000473,12,12
ref-t.3.5.11.11.27-ref-t.3.5.11.11.31,ref-bible.0101.35.19.1-ref-bible.101.35.19.5,668984,669011,ref-t.3.5.11.11.27,ref-t.3.5.11.11.31,70311,70339,ref-bible.0101.35.19.1,ref-bible.0101.35.19.5,ותמת רחל ותקבר בדרך אפרת ,ותמת רחל ותקבר בדרך אפרתה ,5,5,59,59.0,553,553.0,0.0384615384615384,0.0,4,ותמת רחל ותקבר בדרך,2090000474,5,5
ref-t.3.5.11.11.39-ref-t.3.5.11.11.46,ref-bible.0215.5.1.1-ref-bible.215.5.1.8,669045,669088,ref-t.3.5.11.11.39,ref-t.3.5.11.11.46,1117687,1117730,ref-bible.0215.5.1.1,ref-bible.0215.5.1.8,ואתה בית לחם אפרתה צעיר להיות באלפי יהודה ,ואתה בית לחם אפרתה צעיר להיות באלפי יהודה ,8,8,912,912.0,554,554.0,0.0,0.0,8,ואתה בית לחם אפרתה צעיר להיות באלפי יהודה,2090000475,8,8
ref-t.3.5.11.11.53-ref-t.3.5.11.11.67,ref-bible.0203.10.2.7-ref-bible.203.10.2.12,669116,669193,ref-t.3.5.11.11.53,ref-t.3.5.11.11.67,534709,534740,ref-bible.0203.10.2.7,ref-bible.0203.10.2.12,עמך הנם על קבורת רחל אתה הולך והן באין ומוצא אתה אותן בגבול בנימין בצלצח ,עם קברת רחל בגבול בנימן בצלצח ,15,6,611,610.0,555,555.0,0.589041095890411,0.6428571428571428,3,רחל בגבול בצלצח,2090000476,15,6
ref-t.3.5.11.12.5-ref-t.3.5.11.12.10,ref-bible.0203.14.2.1-ref-bible.203.14.2.6,669215,669249,ref-t.3.5.11.12.5,ref-t.3.5.11.12.10,542569,542604,ref-bible.0203.14.2.1,ref-bible.0203.14.2.6,ושאול יושב בגבעה תחת האשל ברמה ,ושאול יושב בקצה הגבעה תחת הרמון ,6,6,616,616.0,556,556.0,0.375,0.4285714285714286,3,ושאול יושב תחת,2090000477,6,6
ref-t.3.5.11.12.5-ref-t.3.5.11.12.12,ref-bible.0203.22.6.9-ref-bible.203.22.6.16,669215,669263,ref-t.3.5.11.12.5,ref-t.3.5.11.12.12,566370,566418,ref-bible.0203.22.6.9,ref-bible.0203.22.6.16,ושאול יושב בגבעה תחת האשל ברמה וחניתו בידו ,ושאול יושב בגבעה תחת האשל ברמה וחניתו בידו ,8,8,627,627.0,557,556.0,0.0,0.0,8,ושאול יושב בגבעה תחת האשל ברמה וחניתו בידו,2090000478,8,8
ref-t.3.5.11.13.7-ref-t.3.5.11.13.11,ref-bible.0301.122.2.1-ref-bible.301.122.2.5,669391,669423,ref-t.3.5.11.13.7,ref-t.3.5.11.13.11,1242744,1242775,ref-bible.0301.122.2.1,ref-bible.0301.122.2.5,עומדות היו רגלינו בשעריך ירושלם ,עמדות היו רגלינו בשעריך ירושלם ,5,5,976,976.0,558,558.0,0.03125,0.0,4,היו רגלינו בשעריך ירושלם,2090000479,5,5
ref-t.3.5.11.14.5-ref-t.3.5.11.14.12,ref-bible.0220.14.10.1-ref-bible.220.14.10.8,669527,669571,ref-t.3.5.11.14.5,ref-t.3.5.11.14.12,1146557,1146600,ref-bible.0220.14.10.1,ref-bible.0220.14.10.8,יסוב כל הארץ בערבה מגבע לרמון נגב ירושלם ,יסוב כל הארץ כערבה מגבע לרמון נגב ירושלם ,8,8,925,925.0,559,559.0,0.024390243902439,0.0,7,יסוב כל הארץ מגבע לרמון נגב ירושלם,2090000480,8,8
ref-t.3.5.11.15.8-ref-t.3.5.11.15.18,ref-bible.0203.18.19.9-ref-bible.203.18.20.4,669755,669818,ref-t.3.5.11.15.8,ref-t.3.5.11.15.18,557919,557971,ref-bible.0203.18.19.9,ref-bible.0203.18.20.4,מיכל בת שאול אשר ילדה לעדריאל היכן מצינו שניתנה מיכל לעדריאל ,והיא נתנה לעדריאל המחלתי לאשה ותאהב מיכל בת שאול ,11,9,626,626.0,562,560.0,0.6065573770491803,0.6923076923076923,3,מיכל בת שאול,2090000481,11,9
ref-t.3.5.11.15.5-ref-t.3.5.11.15.13,ref-bible.0204.21.8.5-ref-bible.0204.21.8.24,669741,669785,ref-t.3.5.11.15.5,ref-t.3.5.11.15.13,636017,636112,ref-bible.0204.21.8.5,ref-bible.0204.21.8.24,בני רצפה בת איה אשר ילדה לשאול את ארמני ואת מפבשת ואת חמשת בני מיכל בת שאול אשר ילדה לעדריאל,בני רצפה בת איה אשר ילדה לשאול את ארמני ואת מפבשת ואת חמשת בני מיכל בת שאול אשר ילדה לעדריאל,20,20,648,648.0,560,560.0,0.0,0.0,20,בני רצפה בת איה אשר ילדה לשאול את ארמני ואת מפבשת ואת חמשת בני מיכל בת שאול אשר ילדה לעדריאל,2090000482,20,20
ref-t.3.5.11.15.24-ref-t.3.5.11.15.42,ref-bible.0203.25.44.1-ref-bible.0203.26.1.3,669847,669933,ref-t.3.5.11.15.24,ref-t.3.5.11.15.42,576125,576196,ref-bible.0203.25.44.1,ref-bible.0203.26.1.3,ושאול נתן את מיכל בתו אשת דוד לפלטי בן ליש אשר מגלים ויבאו הזפים אל,ושאול נתן את מיכל בתו אשת דוד לפלטי בן ליש אשר מגלים ויבאו הזפים אל,15,15,629,629.0,563,563.0,0.0,0.0,15,ושאול נתן את מיכל בתו אשת דוד לפלטי בן ליש אשר מגלים ויבאו הזפים אל,2090000483,15,15
ref-t.3.5.11.18.10-ref-t.3.5.11.18.20,ref-bible.0204.6.22.10-ref-bible.204.6.23.10,670235,670280,ref-t.3.5.11.18.10,ref-t.3.5.11.18.20,599785,599841,ref-bible.0204.6.22.10,ref-bible.0204.6.23.10,או' ולמיכל בת שאול לא היה לה ולד עד יום מותה ,אמרת עמם אכבדה ולמיכל בת שאול לא היה לה ילד עד יום מותה ,11,13,640,640.0,566,565.0,0.25,0.4,9,ולמיכל בת שאול לא היה לה עד יום מותה,2090000484,11,13
ref-t.3.5.11.18.4-ref-t.3.5.11.18.13,ref-bible.0204.21.8.14-ref-bible.204.21.8.21,670206,670254,ref-t.3.5.11.18.4,ref-t.3.5.11.18.13,636057,636094,ref-bible.0204.21.8.14,ref-bible.0204.21.8.21,ואת חמשת בני מיכל וכת' אחד או' ולמיכל בת שאול ,ואת מפבשת ואת חמשת בני מיכל בת שאול ,10,8,649,648.0,565,565.0,0.4782608695652174,0.5,6,ואת חמשת בני מיכל בת שאול,2090000485,10,8
ref-t.3.5.11.18.40-ref-t.3.5.11.18.47,ref-bible.0305.4.17.1-ref-bible.305.4.17.8,670380,670422,ref-t.3.5.11.18.40,ref-t.3.5.11.18.47,1347268,1347309,ref-bible.0305.4.17.1,ref-bible.0305.4.17.8,ותקראנה לו השכנות שם לאמר יולד בן לנעמי ,ותקראנה לו השכנות שם לאמר ילד בן לנעמי ,8,8,1043,1043.0,567,567.0,0.025,0.0,7,ותקראנה לו השכנות שם לאמר בן לנעמי,2090000486,8,8
ref-t.3.5.12.1.1-ref-t.3.5.12.1.14,ref-bible.0313.15.19.5-ref-bible.0313.16.1.14,670451,670522,ref-t.3.5.12.1.1,ref-t.3.5.12.1.14,1542499,1542598,ref-bible.0313.15.19.5,ref-bible.0313.16.1.14,שנת שלשים וחמש למלכות אסא בשנת שלשים ושש למלכות אסא עלה בעשא מלך ישראל על יהודה ויבן את הרמה,שנת שלשים וחמש למלכות אסא בשנת שלשים ושש למלכות אסא עלה בעשא מלך ישראל על יהודה ויבן את הרמה,19,19,1193,1193.0,568,568.0,0.0,0.0,17,שנת שלשים וחמש למלכות אסא בשנת שלשים ושש למלכות אסא עלה בעשא_מלך_ישראל על יהודה ויבן את הרמה,2090000487,19,19
ref-t.3.5.12.2.22-ref-t.3.5.12.2.27,ref-bible.0313.15.19.5-ref-bible.313.16.1.5,670835,670867,ref-t.3.5.12.2.22,ref-t.3.5.12.2.27,1542499,1542555,ref-bible.0313.15.19.5,ref-bible.0313.16.1.5,בשנת שלשים ושש שנה למלכות אסא ,שנת שלשים וחמש למלכות אסא בשנת שלשים ושש למלכות אסא ,6,10,1192,1192.0,570,570.0,0.5,0.2857142857142857,5,בשנת שלשים ושש למלכות אסא,2090000488,6,10
ref-t.3.5.12.2.41-ref-t.3.5.12.2.53,ref-bible.0205.22.41.2-ref-bible.205.22.42.5,670940,671004,ref-t.3.5.12.2.41,ref-t.3.5.12.2.53,711899,711972,ref-bible.0205.22.41.2,ref-bible.0205.22.42.5,בן יהושפט מלך יהודה אפשר לומר כן והלא יהושפט מלך אחריו חמש שנים ,בן אסא מלך על יהודה בשנת ארבע לאחאב מלך ישראל יהושפט בן שלשים וחמש שנה ,13,15,723,722.0,573,571.0,0.5633802816901409,0.7058823529411764,4,בן מלך יהודה יהושפט,2090000489,13,15
ref-t.3.5.12.2.35-ref-t.3.5.12.2.41,ref-bible.0206.1.17.7-ref-bible.206.1.17.13,670902,670942,ref-t.3.5.12.2.35,ref-t.3.5.12.2.41,714552,714592,ref-bible.0206.1.17.7,ref-bible.0206.1.17.13,וימלך יהורם תחתיו בשנת שתים ליהורם בן ,וימלך יהורם תחתיו בשנת שתים ליהורם בן ,7,7,728,728.0,571,571.0,0.0,0.0,7,וימלך יהורם תחתיו בשנת שתים ליהורם בן,2090000490,7,7
ref-t.3.5.12.2.35-ref-t.3.5.12.2.42,ref-bible.0206.8.15.11-ref-bible.206.8.16.14,670902,670949,ref-t.3.5.12.2.35,ref-t.3.5.12.2.42,731814,731907,ref-bible.0206.8.15.11,ref-bible.0206.8.16.14,וימלך יהורם תחתיו בשנת שתים ליהורם בן יהושפט ,וימלך חזהאל תחתיו ובשנת חמש ליורם בן אחאב מלך ישראל ויהושפט מלך יהודה מלך יהורם בן יהושפט ,8,17,754,754.0,572,571.0,0.5666666666666667,0.5833333333333333,4,וימלך תחתיו בן יהושפט,2090000491,8,17
ref-t.3.5.12.2.72-ref-t.3.5.12.2.77,ref-bible.0205.22.32.1-ref-bible.205.22.32.6,671098,671130,ref-t.3.5.12.2.72,ref-t.3.5.12.2.77,711169,711201,ref-bible.0205.22.32.1,ref-bible.0205.22.32.6,ויהי כראות שרי הרכב את יהושפט ,ויהי כראות שרי הרכב את יהושפט ,6,6,720,720.0,575,574.0,0.0,0.0,6,ויהי כראות שרי הרכב את יהושפט,2090000492,6,6
ref-t.3.5.12.2.68-ref-t.3.5.12.2.75,ref-bible.0205.22.32.14-ref-bible.205.22.33.4,671078,671120,ref-t.3.5.12.2.68,ref-t.3.5.12.2.75,711237,711284,ref-bible.0205.22.32.14,ref-bible.0205.22.33.4,על יהושפט ליהרג שנ' ויהי כראות שרי הרכב ,עליו להלחם ויזעק יהושפט ויהי כראות שרי הרכב ,8,8,721,721.0,574,574.0,0.3636363636363636,0.4444444444444444,5,יהושפט ויהי כראות שרי הרכב,2090000493,8,8
ref-t.3.5.12.2.72-ref-t.3.5.12.2.77,ref-bible.0313.18.31.1-ref-bible.313.18.31.6,671098,671130,ref-t.3.5.12.2.72,ref-t.3.5.12.2.77,1547794,1547826,ref-bible.0313.18.31.1,ref-bible.0313.18.31.6,ויהי כראות שרי הרכב את יהושפט ,ויהי כראות שרי הרכב את יהושפט ,6,6,1195,1195.0,576,574.0,0.0,0.0,6,ויהי כראות שרי הרכב את יהושפט,2090000494,6,6
ref-t.3.5.12.2.95-ref-t.3.5.12.3.9,ref-bible.0204.5.4.1-ref-bible.204.5.4.8,671216,671270,ref-t.3.5.12.2.95,ref-t.3.5.12.3.9,596356,596394,ref-bible.0204.5.4.1,ref-bible.0204.5.4.8,לבנו בן שלשים ושתים שנה יורם במלכו ושמונה שנים מלך ,בן שלשים שנה דוד במלכו ארבעים שנה מלך ,10,8,639,639.0,578,577.0,0.4313725490196078,0.5833333333333333,5,בן שלשים שנה במלכו מלך,2090000495,10,8
ref-t.3.5.12.3.2-ref-t.3.5.12.3.12,ref-bible.0205.16.29.7-ref-bible.205.16.29.16,671225,671293,ref-t.3.5.12.3.2,ref-t.3.5.12.3.12,694023,694076,ref-bible.0205.16.29.7,ref-bible.0205.16.29.16,שלשים ושתים שנה יורם במלכו ושמונה שנים מלך בירושלם ובאחזיהו בנו ,בשנת שלשים ושמנה שנה לאסא מלך יהודה וימלך אחאב בן ,11,10,702,702.0,580,577.0,0.640625,0.6428571428571428,2,שלשים שנה,2090000496,11,10
ref-t.3.5.12.3.9-ref-t.3.5.12.3.22,ref-bible.0206.8.25.10-ref-bible.206.8.26.8,671267,671347,ref-t.3.5.12.3.9,ref-t.3.5.12.3.22,732555,732627,ref-bible.0206.8.25.10,ref-bible.0206.8.26.8,מלך בירושלם ובאחזיהו בנו מהו אומ' בן ארבעים ושתים שנה אחזיהו במלכו ושנה אחת ,מלך אחזיהו בן יהורם מלך יהודה בן עשרים ושתים שנה אחזיהו במלכו ושנה אחת ,14,14,755,755.0,585,577.0,0.3815789473684211,0.5714285714285714,6,מלך בן אחזיהו במלכו ושנה אחת,2090000497,14,14
ref-t.3.5.12.3.9-ref-t.3.5.12.3.20,ref-bible.0206.16.1.8-ref-bible.206.16.2.5,671267,671337,ref-t.3.5.12.3.9,ref-t.3.5.12.3.20,751129,751178,ref-bible.0206.16.1.8,ref-bible.0206.16.2.5,מלך בירושלם ובאחזיהו בנו מהו אומ' בן ארבעים ושתים שנה אחזיהו במלכו ,מלך אחז בן יותם מלך יהודה בן עשרים שנה אחז במלכו ,12,11,760,760.0,584,577.0,0.5223880597014925,0.6153846153846154,4,מלך בן שנה במלכו,2090000498,12,11
ref-t.3.5.12.2.95-ref-t.3.5.12.3.7,ref-bible.0313.21.5.1-ref-bible.313.21.5.7,671216,671261,ref-t.3.5.12.2.95,ref-t.3.5.12.3.7,1552754,1552794,ref-bible.0313.21.5.1,ref-bible.0313.21.5.7,לבנו בן שלשים ושתים שנה יורם במלכו ושמונה ,בן שלשים ושתים שנה יהורם במלכו ושמונה ,8,7,1198,1198.0,577,577.0,0.1428571428571428,0.125,6,בן שלשים ושתים שנה במלכו ושמונה,2090000499,8,7
