baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-b,baseOrder,grp-ref-sifre-d,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-d.157.5.2-ref-sifre-d.157.6.27,ref-b.3.7.4.72b.9.26-ref-b.3.7.4.72b.9.43,183289,183432,ref-sifre-d.157.5.2,ref-sifre-d.157.6.27,4643397,4643480,ref-b.3.7.4.72b.9.26,ref-b.3.7.4.72b.9.43,ולא אחרים תשים עליך מלך והלא כבר נאמר שום תשים עליך מלך ומה תלמוד לומר תשים עליך מלך שתהא אימתו עליך מכאן אמרו מלך אין רוכבים על סוסו ואין ,ולא עבד אשה אלא עבד שיש לו רשות לרבו עליו קרוי עבד עבד שאין לרבו רשות עליו אין ,25,16,2076,2076.0,1949,1947.0,0.6834532374100719,0.8695652173913043,2,ולא אין,6080001515,25,16
ref-sifre-d.157.6.15-ref-sifre-d.157.6.29,ref-b.4.4.11.95a.9.47-ref-b.4.4.11.95a.9.59,183368,183449,ref-sifre-d.157.6.15,ref-sifre-d.157.6.29,6313847,6313917,ref-b.4.4.11.95a.9.47,ref-b.4.4.11.95a.9.59,אמר תנן אין רוכבין על סוסו ואין יושבין על כסאו ואין משתמשין בשרביטו,אמר תנן אין רוכבין על סוסו ואין יושבין על כסאו ואין משתמשין בשרביטו,13,13,2967,2967.0,1951,1951.0,0.0,0.0,13,אמר תנן אין רוכבין על סוסו ואין יושבין על כסאו ואין משתמשין בשרביטו,6080001516,13,13
ref-sifre-d.157.6.38-ref-sifre-d.157.7.7,ref-b.3.1.4.45b.9.19-ref-b.3.1.4.45b.9.27,183495,183543,ref-sifre-d.157.6.38,ref-sifre-d.157.7.7,2985561,2985603,ref-b.3.1.4.45b.9.19,ref-b.3.1.4.45b.9.27,בבית המרחץ מקרב אחיך תשים כל משימות שאתה משים ,כל משימות שאתה משים אל יהו אלא מקרב אחיך ,9,9,1193,1193.0,1953,1953.0,0.6956521739130435,0.3333333333333333,4,כל משימות שאתה משים,6080001517,9,9
ref-sifre-d.157.7.1-ref-sifre-d.157.7.12,ref-b.3.7.4.76b.10.37-ref-b.3.7.4.76b.10.47,183508,183565,ref-sifre-d.157.7.1,ref-sifre-d.157.7.12,4658743,4658797,ref-b.3.7.4.76b.10.37,ref-b.3.7.4.76b.10.47,מקרב אחיך תשים כל משימות שאתה משים לא יהא אלא מקרב אחיך ,מקרב אחיך כל משימות שאתה משים לא יהיה אלא מקרב אחיך ,12,11,2082,2082.0,1954,1953.0,0.125,0.1428571428571429,10,מקרב אחיך כל משימות שאתה משים לא אלא מקרב אחיך,6080001518,12,11
ref-sifre-d.158.1.5-ref-sifre-d.158.3.6,ref-b.4.4.2.21b.7.6-ref-b.4.4.2.21b.8.7,183917,184099,ref-sifre-d.158.1.5,ref-sifre-d.158.3.6,6008007,6008236,ref-b.4.4.2.21b.7.6,ref-b.4.4.2.21b.8.7,"סוסים יכול אפילו כדי מרכבתו ופרשיו תלמוד לומר לו לו אינו מרבה אבל מרבה הוא כדי רכבו ופרשיו הא מה אני מקיים סוסים סוסים הבטלנין מניין שאפילו סוס א' והוא בטל שהוא בלא ירבה ת""ל למען הרבות סוס וכי מאחר דאפילו סוס אחד והוא בטל","סוסים יכול אפילו כדי מרכבתו ופרשיו תלמוד לומר לו לו אינו מרבה אבל מרבה הוא כדי רכבו ופרשיו הא מה אני מקיים סוסים סוסים הבטלנין מניין שאפילו סוס א' והוא בטל שהוא בלא ירבה ת""ל למען הרבות סוס וכי מאחר דאפילו סוס אחד והוא בטל",40,40,2573,2573.0,1955,1955.0,0.0,0.0,40,"סוסים יכול אפילו כדי מרכבתו ופרשיו תלמוד לומר לו לו אינו מרבה אבל מרבה הוא כדי רכבו ופרשיו הא_מה_אני_מקיים סוסים סוסים הבטלנין מניין שאפילו סוס א' והוא בטל שהוא בלא ירבה ת""ל למען הרבות סוס וכי_מאחר_דאפילו סוס אחד והוא בטל",6080001519,40,40
ref-sifre-d.159.2.1-ref-sifre-d.159.3.21,ref-b.4.2.9.115a.12.6-ref-b.4.2.9.115a.12.36,184379,184555,ref-sifre-d.159.2.1,ref-sifre-d.159.3.21,5488626,5488772,ref-b.4.2.9.115a.12.6,ref-b.4.2.9.115a.12.36,ר' יהודה אומר מרבה הוא לו ובלבד שלא יהיו מסירות את לבו שנאמר ולא יסור לבבו ר' שמעון אומר אפילו אחת והיא מסירה את לבו לא ישאנה אם כן למה נאמר לא ירבה לו נשים אפילו כאביגיל ,"ר' יהודה אומר מרבה הוא ובלבד שלא יהו מסירות את לבו ר""ש אומר אפילו אחת והיא מסירה את לבו ה""ז לא ישאנה א""כ מה ת""ל ולא ירבה לו נשים אפילו כאביגיל ",28,22,2327,2327.0,1958,1958.0,0.2748538011695906,0.6,16,ר'_יהודה_אומר מרבה הוא מסירות את לבו אפילו אחת והיא מסירה את לבו לא ישאנה אפילו כאביגיל,6080001520,28,22
ref-sifre-d.159.2.10-ref-sifre-d.159.3.11,ref-b.4.2.9.115a.14.23-ref-b.4.2.9.115a.14.38,184422,184509,ref-sifre-d.159.2.10,ref-sifre-d.159.3.11,5489009,5489081,ref-b.4.2.9.115a.14.23,ref-b.4.2.9.115a.14.38,מסירות את לבו שנאמר ולא יסור לבבו ר' שמעון אומר אפילו אחת והיא מסירה את לבו לא ישאנה ,יסור לא יסור דכתב רחמנא למה לי אפילו אחת ומסירה את לבו הרי זה לא ישאנה ,16,11,2328,2328.0,1959,1958.0,0.5294117647058824,0.5714285714285714,6,יסור אפילו אחת את לבו ישאנה,6080001521,16,11
ref-sifre-d.159.2.10-ref-sifre-d.159.3.11,ref-b.4.4.2.21a.8.26-ref-b.4.4.2.21a.8.39,184422,184509,ref-sifre-d.159.2.10,ref-sifre-d.159.3.11,6005034,6005094,ref-b.4.4.2.21a.8.26,ref-b.4.4.2.21a.8.39,מסירות את לבו שנאמר ולא יסור לבבו ר' שמעון אומר אפילו אחת והיא מסירה את לבו לא ישאנה ,יסור לא יסור למה לי אפילו אחת ומסירה את לבו הרי זו לא ישאנה ,16,12,2571,2571.0,1960,1958.0,0.5176470588235295,0.5714285714285714,6,יסור אפילו אחת את לבו ישאנה,6080001522,16,12
ref-sifre-d.159.4.11-ref-sifre-d.159.4.20,ref-b.4.4.2.21b.7.12-ref-b.4.4.2.21b.7.20,184612,184652,ref-sifre-d.159.4.11,ref-sifre-d.159.4.20,6008043,6008082,ref-b.4.4.2.21b.7.12,ref-b.4.4.2.21b.7.20,"ת""ל לא ירבה לו לו אינו מרבה אבל מרבה הוא ",תלמוד לומר לו לו אינו מרבה אבל מרבה הוא ,8,9,2575,2573.0,1962,1961.0,0.2439024390243902,0.5714285714285714,6,לו אינו מרבה אבל מרבה הוא,6080001523,8,9
ref-sifre-d.159.4.1-ref-sifre-d.159.4.21,ref-b.4.4.2.21b.10.1-ref-b.4.4.2.21b.10.30,184556,184657,ref-sifre-d.159.4.1,ref-sifre-d.159.4.21,6008370,6008508,ref-b.4.4.2.21b.10.1,ref-b.4.4.2.21b.10.30,"וכסף וזהב לא ירבה לו מאד יכול אפי' ליתן לאפסניאלצבא ת""ל לא ירבה לו לו אינו מרבה אבל מרבה הוא ליתן ","וכסף וזהב לא ירבה לו אלא כדי ליתן אספניא ת""ר וכסף וזהב לא ירבה לו יכול אפילו כדי ליתן אספניא ת""ל לו לו אינו מרבה אבל מרבה הוא כדי ליתן ",17,26,2578,2578.0,1961,1961.0,0.4592592592592592,0.375,13,"וכסף וזהב לא_ירבה_לו יכול ליתן ת""ל לו אינו מרבה אבל מרבה הוא ליתן",6080001524,17,26
ref-sifre-d.161.1.4-ref-sifre-d.161.2.2,ref-b.2.1.2.34a.2.1-ref-b.2.1.2.34a.2.29,185136,185235,ref-sifre-d.161.1.4,ref-sifre-d.161.2.2,468033,468183,ref-b.2.1.2.34a.2.1,ref-b.2.1.2.34a.2.29,אמרו המלך יוצא למלחמה והיא עמו יושב בדין והיא אצלו מיסב והיא כנגדו שנאמר והיתה עמו וקרא בו ,אמר ההוא סבא טיהר בן יוחי בית הקברות אמר ליה אילמלי לא היית עמנו ואפילו היית עמנו ולא נמנית עמנו יפה אתה אומר עכשיו שהיית עמנו ונמנית עמנו יאמרו ,18,27,193,193.0,1963,1963.0,0.6689655172413793,0.8846153846153846,0,,6080001525,18,27
ref-sifre-d.161.3.1-ref-sifre-d.161.3.5,ref-b.4.10.3.11a.20.23-ref-b.4.10.3.11a.20.27,185284,185305,ref-sifre-d.161.3.1,ref-sifre-d.161.3.5,6794996,6795017,ref-b.4.10.3.11a.20.23,ref-b.4.10.3.11a.20.27,למען ילמד ליראה את ה' ,למען ילמד ליראה את ה' ,5,5,3276,3275.0,1964,1964.0,0.0,0.0,5,למען ילמד ליראה את ה',6080001526,5,5
ref-sifre-d.161.3.8-ref-sifre-d.161.3.28,ref-b.2.10.4.27a.15.8-ref-b.2.10.4.27a.15.14,185313,185429,ref-sifre-d.161.3.8,ref-sifre-d.161.3.28,2613923,2613962,ref-b.2.10.4.27a.15.8,ref-b.2.10.4.27a.15.14,מלמד שהמורא מביא לידי מקרא מקרא מביא לידי תרגום תרגום מביא לידי משנה משנה מביא לידי תלמוד תלמוד מביא לידי מעשה ,שאני תלמוד שהתלמוד מביא לידי מעשה אשה ,21,7,932,932.0,1965,1965.0,0.7477477477477478,0.5454545454545454,4,תלמוד מביא לידי מעשה,6080001527,21,7
ref-sifre-d.161.3.10-ref-sifre-d.161.3.39,ref-b.4.8.1.20b.10.7-ref-b.4.8.1.20b.10.42,185326,185491,ref-sifre-d.161.3.10,ref-sifre-d.161.3.39,6577683,6577896,ref-b.4.8.1.20b.10.7,ref-b.4.8.1.20b.10.42,מביאה לידי טהרה טהרה מביאה לידי חסידות חסידות מביאה לידי ענוה ענוה מביאה לידי יראת חטא יראת חטא מביאה לידי זהירות זהירות מביאה לידי זריזות זריזות מביאה לידי נקיות נקיות מביאה לידי פרישות פרישות מביאה לידי טהרה טהרה מביאה לידי חסידות חסידות מביאה לידי ענוה ענוה מביאה לידי יראת חטא יראת חטא מביאה לידי,מביאה לידי זהירות זהירות מביאה לידי זריזות זריזות מביאה לידי נקיות נקיות מביאה לידי פרישות פרישות מביאה לידי טהרה טהרה מביאה לידי חסידות חסידות מביאה לידי ענוה ענוה מביאה לידי יראת חטא יראת חטא מביאה לידי טהרה טהרה מביאה לידי חסידות חסידות מביאה לידי ענוה ענוה מביאה לידי יראת חטא יראת חטא מביאה לידי,54,54,3209,3209.0,1967,1967.0,0.24,0.0,38,מביאה לידי טהרה טהרה מביאה לידי חסידות חסידות מביאה לידי ענוה ענוה מביאה לידי יראת חטא יראת חטא מביאה לידי טהרה טהרה מביאה לידי חסידות חסידות מביאה לידי ענוה ענוה מביאה לידי יראת חטא יראת חטא מביאה לידי,6080001528,54,54
ref-sifre-d.161.3.10-ref-sifre-d.161.3.32,ref-b.5.2.4.43b.9.6-ref-b.5.2.4.43b.9.14,185326,185450,ref-sifre-d.161.3.10,ref-sifre-d.161.3.32,7273369,7273422,ref-b.5.2.4.43b.9.6,ref-b.5.2.4.43b.9.14,מביא לידי מקרא מקרא מביא לידי תרגום תרגום מביא לידי משנה משנה מביא לידי תלמוד תלמוד מביא לידי מעשה מעשה מביא לידי יראה ,ועשיתם ראיה מביאה לידי זכירה זכירה מביאה לידי עשיה ,23,9,3535,3535.0,1966,1965.0,0.7142857142857143,0.6,2,לידי לידי,6080001529,23,9
ref-sifre-d.161.4.3-ref-sifre-d.161.4.12,ref-b.2.4.10.110a.11.31-ref-b.2.4.10.110a.12.5,185727,185776,ref-sifre-d.161.4.3,ref-sifre-d.161.4.12,1634565,1634629,ref-b.2.4.10.110a.11.31,ref-b.2.4.10.110a.12.5,מלך פורץ לעשות לו דרך ואין ממחים בידו להרחיב לו ,שהמלך פורץ גדר לעשות לו דרך ואין מוחין בידו אמר רב פפא אמר לי ,10,11,459,459.0,1973,1969.0,0.3387096774193548,0.5833333333333333,6,פורץ לעשות לו דרך ואין בידו,6080001530,10,11
ref-sifre-d.161.4.3-ref-sifre-d.161.4.10,ref-b.3.1.8.76b.13.13-ref-b.3.1.8.76b.13.21,185727,185766,ref-sifre-d.161.4.3,ref-sifre-d.161.4.10,3095795,3095843,ref-b.3.1.8.76b.13.13,ref-b.3.1.8.76b.13.21,מלכא הוי שהמלך פורץ לעשות דרך ואין ממחין בידו,מלכא הוי שהמלך פורץ לעשות דרך ואין ממחין בידו,9,9,1246,1246.0,1969,1969.0,0.0,0.0,9,מלכא הוי שהמלך פורץ לעשות דרך ואין ממחין בידו,6080001531,9,9
ref-sifre-d.161.4.3-ref-sifre-d.161.4.10,ref-b.4.1.6.60b.19.10-ref-b.4.1.6.60b.19.19,185727,185766,ref-sifre-d.161.4.3,ref-sifre-d.161.4.10,4877443,4877492,ref-b.4.1.6.60b.19.10,ref-b.4.1.6.60b.19.19,מלך פורץ לעשות לו דרך ואין ממחים בידו ,מלך אתה ומלך פורץ לעשות לו דרך ואין מוחין בידו ,8,10,2131,2131.0,1971,1969.0,0.2340425531914893,0.4,7,מלך פורץ לעשות לו דרך ואין בידו,6080001532,8,10
ref-sifre-d.161.4.3-ref-sifre-d.161.4.10,ref-b.4.1.6.60b.21.15-ref-b.4.1.6.60b.21.24,185727,185766,ref-sifre-d.161.4.3,ref-sifre-d.161.4.10,4877751,4877800,ref-b.4.1.6.60b.21.15,ref-b.4.1.6.60b.21.24,מלך פורץ לעשות לו דרך ואין ממחים בידו ,מלך אתה ומלך פורץ לעשות לו דרך ואין מוחין בידו ,8,10,2132,2132.0,1972,1969.0,0.2340425531914893,0.4,7,מלך פורץ לעשות לו דרך ואין בידו,6080001533,8,10
ref-sifre-d.161.4.3-ref-sifre-d.161.4.17,ref-b.4.3.6.100b.2.6-ref-b.4.3.6.100b.3.1,185727,185807,ref-sifre-d.161.4.3,ref-sifre-d.161.4.17,5762424,5762474,ref-b.4.3.6.100b.2.6,ref-b.4.3.6.100b.3.1,מלך פורץ לעשות לו דרך ואין ממחים בידו להרחיב לו אסרטיאות ואין ממחים בידו דרך ,שהמלך פורץ גדר לעשות לו דרך ואין ממחין בידו דרך ,15,10,2427,2427.0,1974,1969.0,0.5324675324675324,0.5833333333333333,7,פורץ לעשות לו דרך ואין בידו דרך,6080001534,15,10
ref-sifre-d.162.3.1-ref-sifre-d.162.3.8,ref-b.4.10.3.11b.12.15-ref-b.4.10.3.11b.12.22,185991,186028,ref-sifre-d.162.3.1,ref-sifre-d.162.3.8,6796768,6796808,ref-b.4.10.3.11b.12.15,ref-b.4.10.3.11b.12.22,למען יאריך ימים על ממלכתו אם עושה הוא ,למען יאריך ימים על ממלכתו וגו' ירושה היא ,8,8,3277,3277.0,1975,1975.0,0.1707317073170731,0.4444444444444444,5,למען יאריך ימים על ממלכתו,6080001535,8,8
ref-sifre-d.162.3.1-ref-sifre-d.162.4.2,ref-b.5.7.1.5b.6.15-ref-b.5.7.1.5b.6.21,185991,186088,ref-sifre-d.162.3.1,ref-sifre-d.162.4.2,8358888,8358924,ref-b.5.7.1.5b.6.15,ref-b.5.7.1.5b.6.21,למען יאריך ימים על ממלכתו אם עושה הוא מה שכתוב בענין כדאי הוא שיאריך ימים על ממלכתו הוא ובניו ,למען יאריך ימים על ממלכתו הוא ובניו ,19,7,3968,3968.0,1976,1975.0,0.6170212765957447,0.5,7,למען יאריך ימים על ממלכתו הוא ובניו,6080001536,19,7
ref-sifre-d.162.5.18-ref-sifre-d.162.5.33,ref-b.1.1.3.23b.13.5-ref-b.1.1.3.23b.13.17,186319,186389,ref-sifre-d.162.5.18,ref-sifre-d.162.5.33,121593,121657,ref-b.1.1.3.23b.13.5,ref-b.1.1.3.23b.13.17,תיתי לה בתורת טעמא ולא תיתי לה בקל וחומר דאי אתיא לה בתורת,תיתי לה בתורת טעמא ולא תיתי לה בקל וחומר דאי אתיא לה בתורת,13,13,77,76.0,1978,1978.0,0.0,0.0,13,תיתי לה בתורת טעמא ולא תיתי לה בקל וחומר דאי אתיא לה בתורת,6080001537,13,13
ref-sifre-d.162.5.21-ref-sifre-d.162.5.31,ref-b.2.3.5.61a.3.5-ref-b.2.3.5.61a.4.6,186330,186382,ref-sifre-d.162.5.21,ref-sifre-d.162.5.31,1133757,1133831,ref-b.2.3.5.61a.3.5,ref-b.2.3.5.61a.4.6,שלא התניתי בתורה ליתן לך נתתי לך על מה שהתניתי לא ,תני ומוקים לה בנותן אבל מודד לא תנן ולא והתנן ולמודד שאמרו נותנין לו ,11,14,323,323.0,1981,1977.0,0.6376811594202898,0.9375,1,לא,6080001538,11,14
ref-sifre-d.162.5.21-ref-sifre-d.162.5.33,ref-b.2.5.2.27b.9.26-ref-b.2.5.2.27b.10.10,186330,186389,ref-sifre-d.162.5.21,ref-sifre-d.162.5.33,1759198,1759251,ref-b.2.5.2.27b.9.26,ref-b.2.5.2.27b.10.10,לא קתני הך דלית לה תקנתא קתני הך דאית לה תקנתא לא,לא קתני הך דלית לה תקנתא קתני הך דאית לה תקנתא לא,12,12,544,544.0,1986,1986.0,0.0,0.0,12,לא קתני הך דלית לה תקנתא קתני הך דאית לה תקנתא לא,6080001539,12,12
ref-sifre-d.162.5.21-ref-sifre-d.162.5.33,ref-b.2.5.2.28a.7.25-ref-b.2.5.2.28a.8.10,186330,186389,ref-sifre-d.162.5.21,ref-sifre-d.162.5.33,1760140,1760193,ref-b.2.5.2.28a.7.25,ref-b.2.5.2.28a.8.10,לא קתני הך דלית לה תקנתא קתני הך דאית לה תקנתא לא,לא קתני הך דלית לה תקנתא קתני הך דאית לה תקנתא לא,12,12,546,546.0,1988,1988.0,0.0,0.0,12,לא קתני הך דלית לה תקנתא קתני הך דאית לה תקנתא לא,6080001540,12,12
ref-sifre-d.162.5.22-ref-sifre-d.162.5.32,ref-b.3.3.4.35a.1.46-ref-b.3.3.4.35a.3.10,186335,186386,ref-sifre-d.162.5.22,ref-sifre-d.162.5.32,3675770,3675893,ref-b.3.3.4.35a.1.46,ref-b.3.3.4.35a.3.10,התניתי בתורה ליתן לך נתתי לך על מה שהתניתי לא אתן ,שנתנה לו במתנה הרי זה מותר אמר רב אחא בריה דרב איקא שניתנה לו על ידי אחר אמר רב אשי דיקא נמי דקתני שניתנה לו ולא קתני ,11,12,1450,1450.0,1992,1977.0,0.7542372881355932,1.0,0,,6080001541,11,12
ref-sifre-d.162.5.18-ref-sifre-d.162.5.32,ref-b.4.1.8.85a.12.4-ref-b.4.1.8.85a.13.6,186319,186386,ref-sifre-d.162.5.18,ref-sifre-d.162.5.32,4957770,4957893,ref-b.4.1.8.85a.12.4,ref-b.4.1.8.85a.13.6,כבוד על מה שלא התניתי בתורה ליתן לך נתתי לך על מה שהתניתי לא אתן ,אי מכה לא ניתנה לאגד ריפוי נמי לא מיחייב אלא דכולי עלמא מכה ניתנה לאגד ולא ניתנה לאגד יתירה ר' יהודה סבר כיון דלא ניתנה ,15,17,2144,2144.0,1979,1977.0,0.7333333333333333,0.8,1,לא,6080001542,15,17
ref-sifre-d.162.5.13-ref-sifre-d.162.5.32,ref-b.4.3.9.145a.11.14-ref-b.4.3.9.145a.12.5,186300,186386,ref-sifre-d.162.5.13,ref-sifre-d.162.5.32,5860137,5860252,ref-b.4.3.9.145a.11.14,ref-b.4.3.9.145a.12.5,נתתי לך גם עושר גם כבוד על מה שלא התניתי בתורה ליתן לך נתתי לך על מה שהתניתי לא אתן ,ניתנו ורבי יהודה סבר לאו לטיבועין ניתנו ורבי יוסי מספקא ליה אי לטיבועין ניתנו אי לא והלכך קדשה בעשרים נותן לה ,20,17,2485,2485.0,1977,1977.0,0.7272727272727273,0.9473684210526316,1,לא,6080001543,20,17
