,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-b,grp-ref-sifre-n,dam-lev,jac,id
1367,1847,ref-b.2.8.1.13b.7.37-ref-b.2.8.1.13b.7.46,ref-sifre-n.120.1.81-ref-sifre-n.120.1.101,2281242,2281285,312327,314496,ref-b.2.8.1.13b.7.37,ref-b.2.8.1.13b.7.46,201154,201257,31836,31938,ref-sifre-n.120.1.81,ref-sifre-n.120.1.101,לא מן החדש על הישן ולא מן הישן על החדש לא מן החדש על הישן ולא מן הישן על החדש,שלא יתרום מן המחובר על התלוש ולא מן התלוש על המחובר ולא מן החדש על הישן ולא מן הישן על החדש ולא מן החדש על הישן ולא מן הישן על החדש,77,131,564.0,1838.0,0.4122137404580153,0.4444444444444444,3070001368
1368,1848,ref-b.2.8.1.14b.11.31-ref-b.2.8.1.14b.11.40,ref-sifre-n.120.1.81-ref-sifre-n.120.1.101,2284408,2284451,312725,314894,ref-b.2.8.1.14b.11.31,ref-b.2.8.1.14b.11.40,201154,201257,31836,31938,ref-sifre-n.120.1.81,ref-sifre-n.120.1.101,לא מן החדש על הישן ולא מן הישן על החדש לא מן החדש על הישן ולא מן הישן על החדש,שלא יתרום מן המחובר על התלוש ולא מן התלוש על המחובר ולא מן החדש על הישן ולא מן הישן על החדש ולא מן החדש על הישן ולא מן הישן על החדש,77,131,566.0,1838.0,0.4122137404580153,0.4444444444444444,3070001369
1369,1849,ref-b.5.2.3.30b.14.31-ref-b.5.2.3.30b.14.40,ref-sifre-n.120.1.81-ref-sifre-n.120.1.101,7235484,7235527,1015918,1015966,ref-b.5.2.3.30b.14.31,ref-b.5.2.3.30b.14.40,201154,201257,31836,31869,ref-sifre-n.120.1.81,ref-sifre-n.120.1.101,לא מן החדש על הישן ולא מן הישן על החדש לא מן החדש על הישן ולא מן הישן על החדש,שלא יתרום מן המחובר על התלוש ולא מן התלוש על המחובר ולא מן החדש על הישן ולא מן הישן על החדש ולא מן החדש על הישן ולא מן הישן על החדש,77,131,2302.0,1838.0,0.4122137404580153,0.4444444444444444,3070001370
1370,1850,ref-b.2.8.1.13b.6.8-ref-b.2.8.1.13b.6.18,ref-sifre-n.120.1.82-ref-sifre-n.120.1.103,2280992,2281041,312291,314461,ref-b.2.8.1.13b.6.8,ref-b.2.8.1.13b.6.18,201159,201271,31837,31940,ref-sifre-n.120.1.82,ref-sifre-n.120.1.103,תורם מן החדש שבו על החדש שבו מן הישן שבו על תורם מן החדש שבו על החדש שבו מן הישן שבו על,יתרום מן המחובר על התלוש ולא מן התלוש על המחובר ולא מן החדש על הישן ולא מן הישן על החדש יתרום מן המחובר על התלוש ולא מן התלוש על המחובר ולא מן החדש על הישן ולא מן הישן על החדש והרמותם ממנו,87,188,562.0,1838.0,0.6276595744680851,0.5454545454545454,3070001371
1371,1856,ref-b.1.1.7.47a.15.36-ref-b.1.1.7.47a.15.39,ref-sifre-n.120.1.136-ref-sifre-n.120.1.139,248885,248906,34559,34562,ref-b.1.1.7.47a.15.36,ref-b.1.1.7.47a.15.39,201445,201467,31973,31976,ref-sifre-n.120.1.136,ref-sifre-n.120.1.139,והרמתם ממנו תרומת ה' ,והרמותם ממנו תרומת ה' ,3,3,47.0,1856.0,0.045454545454545456,0.0,3070001372
1372,1857,ref-b.2.1.18.127b.17.17-ref-b.2.1.18.127b.17.20,ref-sifre-n.120.1.136-ref-sifre-n.120.1.139,806077,806099,112454,112457,ref-b.2.1.18.127b.17.17,ref-b.2.1.18.127b.17.20,201445,201467,31973,31976,ref-sifre-n.120.1.136,ref-sifre-n.120.1.139,והרמותם ממנו תרומת ה' ,והרמותם ממנו תרומת ה' ,3,3,147.0,1856.0,0.0,0.0,3070001373
1373,1858,ref-b.2.3.3.31b.4.20-ref-b.2.3.3.31b.4.23,ref-sifre-n.120.1.136-ref-sifre-n.120.1.139,1039638,1039660,143816,143819,ref-b.2.3.3.31b.4.20,ref-b.2.3.3.31b.4.23,201445,201467,31973,31976,ref-sifre-n.120.1.136,ref-sifre-n.120.1.139,והרמותם ממנו תרומת ה' ,והרמותם ממנו תרומת ה' ,3,3,188.0,1856.0,0.0,0.0,3070001374
1374,1859,ref-b.2.4.2.35b.6.17-ref-b.2.4.2.35b.6.20,ref-sifre-n.120.1.136-ref-sifre-n.120.1.139,1380535,1380556,189413,189416,ref-b.2.4.2.35b.6.17,ref-b.2.4.2.35b.6.20,201445,201467,31973,31976,ref-sifre-n.120.1.136,ref-sifre-n.120.1.139,והרמתם ממנו תרומת ה' ,והרמותם ממנו תרומת ה' ,3,3,248.0,1856.0,0.045454545454545456,0.0,3070001375
1375,1860,ref-b.2.7.1.13b.6.2-ref-b.2.7.1.13b.6.5,ref-sifre-n.120.1.136-ref-sifre-n.120.1.139,2157329,2157351,297673,297676,ref-b.2.7.1.13b.6.2,ref-b.2.7.1.13b.6.5,201445,201467,31973,31976,ref-sifre-n.120.1.136,ref-sifre-n.120.1.139,והרמותם ממנו תרומת ה' ,והרמותם ממנו תרומת ה' ,3,3,523.0,1856.0,0.0,0.0,3070001376
1376,1861,ref-b.2.7.1.13b.3.14-ref-b.2.7.1.13b.3.33,ref-sifre-n.121.1.25-ref-sifre-n.121.1.40,2156974,2157090,297638,297650,ref-b.2.7.1.13b.3.14,ref-b.2.7.1.13b.3.33,201703,201786,32019,32029,ref-sifre-n.121.1.25,ref-sifre-n.121.1.40,ונחשב לכם תרומתכם בשתי תרומות הכתוב מדבר אחת תרומה גדולה ואחת תרומת מעשר כשם שתרומה גדולה ניטלת באומד ובמחשבה כך ,נחשב לכם תרומה אבא אלעזר בן גמליאל אומר בא הכתוב ללמדך שכשם שהתרומה עולה במדה כך ,12,10,521.0,1861.0,0.5752212389380531,0.7692307692307692,3070001377
1377,1862,ref-b.3.6.3.30b.13.22-ref-b.3.6.3.31a.1.17,ref-sifre-n.121.1.25-ref-sifre-n.121.1.40,4166482,4166599,575589,575601,ref-b.3.6.3.30b.13.22,ref-b.3.6.3.31a.1.17,201703,201786,31952,31962,ref-sifre-n.121.1.25,ref-sifre-n.121.1.40,ונחשב לכם תרומתכם  בשתי תרומות הכתוב מדבר אחת תרומה גדולה ואחת תרומת מעשר כשם שתרומה גדולה ניטלת באומד ובמחשבה כך ,נחשב לכם תרומה אבא אלעזר בן גמליאל אומר בא הכתוב ללמדך שכשם שהתרומה עולה במדה כך ,12,10,1488.0,1861.0,0.5701754385964912,0.7692307692307692,3070001378
1378,1863,ref-b.5.2.5.54b.11.17-ref-b.5.2.5.54b.12.7,ref-sifre-n.121.1.25-ref-sifre-n.121.1.40,7310363,7310479,1026821,1026833,ref-b.5.2.5.54b.11.17,ref-b.5.2.5.54b.12.7,201703,201786,31950,31960,ref-sifre-n.121.1.25,ref-sifre-n.121.1.40,ונחשב לכם תרומתכם בשתי תרומות הכתוב מדבר אחת תרומה גדולה ואחת תרומת מעשר כשם שתרומה גדולה ניטלת באומד ובמחשבה כך ,נחשב לכם תרומה אבא אלעזר בן גמליאל אומר בא הכתוב ללמדך שכשם שהתרומה עולה במדה כך ,12,10,2360.0,1861.0,0.5752212389380531,0.7692307692307692,3070001379
1379,1864,ref-b.3.7.2.53a.12.5-ref-b.3.7.2.53a.12.10,ref-sifre-n.121.1.85-ref-sifre-n.121.1.90,4573621,4573645,630997,631002,ref-b.3.7.2.53a.12.5,ref-b.3.7.2.53a.12.10,202040,202064,32002,32007,ref-sifre-n.121.1.85,ref-sifre-n.121.1.90,כן תרימו גם אתם תרומת ה' ,כן תרימו גם אתם תרומת ה' ,5,5,1576.0,1864.0,0.0,0.0,3070001380
1380,1865,ref-b.5.4.1.11b.9.16-ref-b.5.4.1.11b.9.23,ref-sifre-n.121.1.89-ref-sifre-n.121.1.100,7963923,7963972,1119760,1119767,ref-b.5.4.1.11b.9.16,ref-b.5.4.1.11b.9.23,202056,202117,32004,32011,ref-sifre-n.121.1.89,ref-sifre-n.121.1.100,מתרומת מעשר שנאמר ואל הלוים תדבר ואמרת אליהם ,תרומת ה' למה נאמר לפי שהוא אומר ואל הלוים תדבר ואמרת אליהם ,7,7,2617.0,1864.0,0.3220338983050847,0.5833333333333333,3070001381
1381,1866,ref-b.3.7.2.53a.12.5-ref-b.3.7.2.53a.12.10,ref-sifre-n.121.1.123-ref-sifre-n.121.1.128,4573621,4573645,630997,631002,ref-b.3.7.2.53a.12.5,ref-b.3.7.2.53a.12.10,202247,202271,32036,32041,ref-sifre-n.121.1.123,ref-sifre-n.121.1.128,כן תרימו גם אתם תרומת ה' ,כן תרימו גם אתם תרומת ה' ,5,5,1576.0,1866.0,0.0,0.0,3070001382
1382,1867,ref-b.4.4.11.90b.2.7-ref-b.4.4.11.90b.2.15,ref-sifre-n.121.1.229-ref-sifre-n.121.1.236,6282550,6282596,875835,875842,ref-b.4.4.11.90b.2.7,ref-b.4.4.11.90b.2.15,202778,202819,32100,32107,ref-sifre-n.121.1.229,ref-sifre-n.121.1.236,ונתתם ממנו את תרומת ה' לאהרן הכהן וכי אהרן ,ונתתם ממנו תרומת ה' לאהרן הכהן מה אהרן ,7,7,1947.0,1867.0,0.13953488372093023,0.25,3070001383
1383,1868,ref-b.4.4.11.90b.3.5-ref-b.4.4.11.90b.4.12,ref-sifre-n.121.1.230-ref-sifre-n.121.1.240,6282745,6282847,875862,875876,ref-b.4.4.11.90b.3.5,ref-b.4.4.11.90b.4.12,202785,202838,32101,32111,ref-sifre-n.121.1.230,ref-sifre-n.121.1.240,לאהרן כאהרן מה אהרן חבר אף בניו חברים אר שמואל בר נחמני אמר רבי יונתן מניין שאין נותנין תרומה לכהן ,ממנו תרומת ה' לאהרן הכהן מה אהרן חבר אף כהנים חברים ,14,10,1948.0,1867.0,0.7676767676767676,0.7058823529411764,3070001384
1384,1869,ref-b.2.1.18.127b.16.17-ref-b.2.1.18.127b.18.19,ref-sifre-n.121.1.248-ref-sifre-n.121.1.283,805970,806265,111665,112469,ref-b.2.1.18.127b.16.17,ref-b.2.1.18.127b.18.19,202875,203061,32102,32210,ref-sifre-n.121.1.248,ref-sifre-n.121.1.283,הימנו תרומה גדולה וכי הא דאמר רבי אבהו אמר ריש לקיש מעשר ראשון שהקדימו בשבולין פטור תרומה גדולה ותרומת מעשר מן המעשר אמר ליה רב פפא לאביי אי הכי אפילו הקדימו בכרי נמי ליפטר אמר ליה עליך אמר קרא מכל מתנותיכם תרימו הימנו תרומה גדולה וכי הא דאמר רבי אבהו אמר ריש לקיש מעשר ראשון שהקדימו בשבולין פטור מתרומה גדולה שנאמר והרמותם ממנו תרומת ה' מעשר מן,"מכל מתנותיכם תרימו את תרומת ה' מכל חלבו את מקדשו ממנו בתרומה גדולה הכתוב מדבר או אינו מדבר אלא בתרומת מכל מתנותיכם תרימו את תרומת ה' מכל חלבו את מקדשו ממנו בתרומה גדולה הכתוב מדבר או אינו מדבר אלא בתרומת מעשר אמור הא מה ת""ל תרימו",345,229,147.0,1869.0,0.6521739130434783,0.7297297297297297,3070001385
1385,1871,ref-b.2.4.2.35b.6.30-ref-b.2.4.2.35b.7.22,ref-sifre-n.121.1.248-ref-sifre-n.121.1.283,1380598,1380735,188138,189431,ref-b.2.4.2.35b.6.30,ref-b.2.4.2.35b.7.22,202875,203061,32102,32210,ref-sifre-n.121.1.248,ref-sifre-n.121.1.283,תרומה גדולה ותרומת מעשר מן המעשר אמר ליה רב פפא לאביי אלא מעתה אפילו הקדימו בכרי נמי ליפטר אמר ליה עליך אמר קרא מכל מתנתיכם תרימו את כל תרומת ה' מתרומה גדולה שנאמר והרמתם ממנו תרומת ה' מעשר מן המעשר מעשר מן המעשר אמרתי לך ולא תרומה גדולה ותרומת מעשר מן המעשר,"מכל מתנותיכם תרימו את תרומת ה' מכל חלבו את מקדשו ממנו בתרומה גדולה הכתוב מדבר או אינו מדבר אלא בתרומת מכל מתנותיכם תרימו את תרומת ה' מכל חלבו את מקדשו ממנו בתרומה גדולה הכתוב מדבר או אינו מדבר אלא בתרומת מעשר אמור הא מה ת""ל תרימו",258,229,248.0,1869.0,0.6317829457364341,0.6363636363636364,3070001386
1386,1873,ref-b.2.7.1.13b.6.15-ref-b.2.7.1.13b.7.17,ref-sifre-n.121.1.248-ref-sifre-n.121.1.283,2157393,2157502,295636,297686,ref-b.2.7.1.13b.6.15,ref-b.2.7.1.13b.7.17,202875,203061,32102,32210,ref-sifre-n.121.1.248,ref-sifre-n.121.1.283,תרומה גדולה ותרומת מעשר מן המעשר אמר ליה רב פפא לאביי אי הכי אפילו הקדימו בכרי נמי אמר ליה עליך אמר קרא מכל תרימו את כל תרומת ה' מתרומה גדולה שנאמר והרמותם ממנו תרומת ה' מעשר מן המעשר מעשר מן המעשר אמרתי לך ולא תרומה,"מכל מתנותיכם תרימו את תרומת ה' מכל חלבו את מקדשו ממנו בתרומה גדולה הכתוב מדבר או אינו מדבר אלא בתרומת מכל מתנותיכם תרימו את תרומת ה' מכל חלבו את מקדשו ממנו בתרומה גדולה הכתוב מדבר או אינו מדבר אלא בתרומת מעשר אמור הא מה ת""ל תרימו",216,229,523.0,1869.0,0.6724890829694323,0.6451612903225806,3070001387
1387,1875,ref-b.2.3.3.31b.4.19-ref-b.2.3.3.31b.5.22,ref-sifre-n.121.1.248-ref-sifre-n.121.1.283,1039631,1039839,142840,143833,ref-b.2.3.3.31b.4.19,ref-b.2.3.3.31b.5.22,202875,203061,32102,32210,ref-sifre-n.121.1.248,ref-sifre-n.121.1.283,שנאמר והרמותם ממנו תרומת ה' מעשר מן המעשר מעשר מן המעשר אמרתי לך ולא תרומה גדולה ותרומת מעשר מן המעשר אמר ליה רב פפא לאביי אי הכי אפילו הקדימו בכרי נמי אמר ליה עליך אמר קרא מכל מעשרותיכם תרימו את כל תרומת ה' מתרומה גדולה שנאמר והרמותם ממנו תרומת ה' מעשר מן המעשר מעשר מן המעשר אמרתי לך ולא תרומה גדולה ותרומת מעשר מן,"מכל מתנותיכם תרימו את תרומת ה' מכל חלבו את מקדשו ממנו בתרומה גדולה הכתוב מדבר או אינו מדבר אלא בתרומת מעשר כשהוא אומר מכל מעשרותיכם הרי תרומת מעשר אמור הא מה ת""ל תרימו את תרומת ה' מכל מתנותיכם תרימו את תרומת ה' מכל חלבו את מקדשו ממנו בתרומה גדולה הכתוב מדבר או אינו מדבר אלא בתרומת מעשר כשהוא אומר מכל מעשרותיכם הרי",316,315,188.0,1869.0,0.6582278481012658,0.6470588235294117,3070001388
1388,1878,ref-b.1.1.7.47a.15.33-ref-b.1.1.7.47a.15.51,ref-sifre-n.121.1.250-ref-sifre-n.121.1.283,248864,248967,34556,34568,ref-b.1.1.7.47a.15.33,ref-b.1.1.7.47a.15.51,202889,203061,32187,32210,ref-sifre-n.121.1.250,ref-sifre-n.121.1.283,מתרומה גדולה שנאמר והרמתם ממנו תרומת ה' מעשר מן המעשר מעשר מן המעשר,"תרימו את תרומת ה' מכל חלבו את מקדשו ממנו בתרומה גדולה הכתוב מדבר או אינו מדבר אלא בתרומת מעשר אמור הא מה ת""ל תרימו",67,114,47.0,1869.0,0.6578947368421053,0.631578947368421,3070001389
1389,1879,ref-b.4.2.7.90a.10.29-ref-b.4.2.7.90a.12.5,ref-sifre-n.121.1.259-ref-sifre-n.121.1.275,5402382,5402477,750011,750023,ref-b.4.2.7.90a.10.29,ref-b.4.2.7.90a.12.5,202931,203028,32126,32137,ref-sifre-n.121.1.259,ref-sifre-n.121.1.275,תרומה גדולה בלבד אלא לא קשיא כאן בתרומת מעשר ודאי כאן בתרומת מעשר דמאי בעו מיניה מרב ששת היתה ,בתרומה גדולה הכתוב מדבר או אינו מדבר אלא בתרומת מעשר כשהוא אומר מכל מעשרותיכם הרי תרומת מעשר ,12,11,1680.0,1869.0,0.5851063829787234,0.7142857142857143,3070001390
1390,1880,ref-b.5.2.8.77b.19.3-ref-b.5.2.8.77b.20.2,ref-sifre-n.121.1.259-ref-sifre-n.121.1.282,7379306,7379360,1036447,1036455,ref-b.5.2.8.77b.19.3,ref-b.5.2.8.77b.20.2,202931,203058,32111,32126,ref-sifre-n.121.1.259,ref-sifre-n.121.1.282,נאמר כאן תרומה ונאמר בתרומת מעשר תרומה ונילף מתרומת ,"בתרומה גדולה הכתוב מדבר או אינו מדבר אלא בתרומת מעשר כשהוא אומר מכל מעשרותיכם הרי תרומת מעשר אמור הא מה ת""ל תרימו את תרומת ",8,15,2413.0,1869.0,0.6910569105691057,0.7058823529411764,3070001391
1391,1881,ref-b.2.7.1.13b.3.16-ref-b.2.7.1.13b.3.29,ref-sifre-n.121.1.259-ref-sifre-n.121.1.285,2156985,2157067,295596,295604,ref-b.2.7.1.13b.3.16,ref-b.2.7.1.13b.3.29,202931,203075,32111,32129,ref-sifre-n.121.1.259,ref-sifre-n.121.1.285,תרומתכם בשתי תרומות הכתוב מדבר אחת תרומה גדולה ואחת תרומת מעשר כשם שתרומה גדולה ,"בתרומה גדולה הכתוב מדבר או אינו מדבר אלא בתרומת מעשר כשהוא אומר מכל מעשרותיכם הרי תרומת מעשר אמור הא מה ת""ל תרימו את תרומת ה' בתרומה גדולה ",8,18,521.0,1869.0,0.6330935251798561,0.7142857142857143,3070001392
1392,1882,ref-b.3.6.3.30b.13.24-ref-b.3.6.3.31a.1.31,ref-sifre-n.121.1.259-ref-sifre-n.121.1.285,4166493,4166679,575419,575610,ref-b.3.6.3.30b.13.24,ref-b.3.6.3.31a.1.31,202931,203075,32111,32144,ref-sifre-n.121.1.259,ref-sifre-n.121.1.285,תרומתכם בשתי תרומות הכתוב מדבר אחת תרומה גדולה ואחת תרומת מעשר כשם שתרומה גדולה תרומתכם בשתי תרומות הכתוב מדבר אחת תרומה גדולה ואחת תרומת מעשר כשם שתרומה גדולה ניטלת באומד ובמחשבה כך תרומת מעשר,"בתרומה גדולה הכתוב מדבר או אינו מדבר אלא בתרומת מעשר כשהוא אומר מכל מעשרותיכם הרי תרומת מעשר אמור הא מה ת""ל תרימו את תרומת ה' בתרומה גדולה מכל מעשרותיכם הרי תרומת מעשר אמור הא",193,175,1488.0,1869.0,0.5492227979274611,0.76,3070001393
1393,1884,ref-b.5.2.5.54b.11.19-ref-b.5.2.5.54b.12.3,ref-sifre-n.121.1.259-ref-sifre-n.121.1.285,7310374,7310456,1026774,1026782,ref-b.5.2.5.54b.11.19,ref-b.5.2.5.54b.12.3,202931,203075,32111,32129,ref-sifre-n.121.1.259,ref-sifre-n.121.1.285,תרומתכם בשתי תרומות הכתוב מדבר אחת תרומה גדולה ואחת תרומת מעשר כשם שתרומה גדולה ,"בתרומה גדולה הכתוב מדבר או אינו מדבר אלא בתרומת מעשר כשהוא אומר מכל מעשרותיכם הרי תרומת מעשר אמור הא מה ת""ל תרימו את תרומת ה' בתרומה גדולה ",8,18,2360.0,1869.0,0.6330935251798561,0.7142857142857143,3070001394
1394,1885,ref-b.5.4.9.58b.11.21-ref-b.5.4.9.58b.12.3,ref-sifre-n.121.1.259-ref-sifre-n.121.1.285,8107822,8107905,1140126,1140134,ref-b.5.4.9.58b.11.21,ref-b.5.4.9.58b.12.3,202931,203075,32111,32129,ref-sifre-n.121.1.259,ref-sifre-n.121.1.285,תרומתכם בשתי תרומות הכתוב מדבר אחת תרומה גדולה ואחת תרומת מעשר כשם שהתרומה גדולה ,"בתרומה גדולה הכתוב מדבר או אינו מדבר אלא בתרומת מעשר כשהוא אומר מכל מעשרותיכם הרי תרומת מעשר אמור הא מה ת""ל תרימו את תרומת ה' בתרומה גדולה ",8,18,2649.0,1869.0,0.6258992805755396,0.7142857142857143,3070001395
1395,1886,ref-b.3.7.2.53a.12.1-ref-b.3.7.2.53a.12.13,ref-sifre-n.121.1.273-ref-sifre-n.121.1.284,4573599,4573666,630993,631005,ref-b.3.7.2.53a.12.1,ref-b.3.7.2.53a.12.13,203014,203069,32135,32143,ref-sifre-n.121.1.273,ref-sifre-n.121.1.284,הרי תרומת מעשר דכתיב כן תרימו גם אתם תרומת ה' ותנן המקדש בתרומה ,"הרי תרומת מעשר אמור הא מה ת""ל תרימו את תרומת ה' בתרומה ",12,8,1576.0,1869.0,0.4375,0.6428571428571428,3070001396
1396,1892,ref-b.3.7.1.21a.14.8-ref-b.3.7.1.21a.14.15,ref-sifre-n.121.1.303-ref-sifre-n.121.1.310,4456753,4456788,614958,614963,ref-b.3.7.1.21a.14.8,ref-b.3.7.1.21a.14.15,203166,203201,32158,32163,ref-sifre-n.121.1.303,ref-sifre-n.121.1.310,חובה אתה אומר חובה או אינו אלא רשות ,חובה אתה אומר חובה או אינו אלא רשות ,5,5,1540.0,1892.0,0.0,0.0,3070001397
1397,1893,ref-b.2.5.3.37a.1.16-ref-b.2.5.3.37a.1.14,ref-sifre-n.121.1.382-ref-sifre-n.121.1.396,1783548,1783541,244176,245817,ref-b.2.5.3.37a.1.16,ref-b.2.5.3.37a.1.14,203549,203619,32206,32303,ref-sifre-n.121.1.382,ref-sifre-n.121.1.396,ומנין שבשם נאמר כאן כפרה ונאמרה בעגלה ערופה כפרה מה להלן בשם אף כאן ומנין שבאנא נאמר כאן כפרה ונאמר להלן בחורב כפרה מה להלן באנא אף כאן,מנין נאמר כאן מלאה ונאמר להלן דברים כב מלאה מה להלן שהיא עולה אף כאן מנין נאמר כאן מלאה ונאמר להלן דברים כב מלאה מה להלן שהיא עולה אף כאן,135,137,399.0,1893.0,0.43795620437956206,0.7222222222222222,3070001398
