baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-sifre-n,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-n.110.2.191-ref-sifre-n.110.2.202,ref-y.1.9.1.1.2.34-ref-y.1.9.1.1.2.48,159004,159065,ref-sifre-n.110.2.191,ref-sifre-n.110.2.202,757463,757532,ref-y.1.9.1.1.2.34,ref-y.1.9.1.1.2.48,"בחלה ת""ל לחם מה לחם האמור להלן מחמשת המינים אף לחם האמור ",לחם בחלה מה לחם שנאמר בפסח דבר שהוא בא לידי מצה וחמץ אף לחם שנאמר ,12,10,184,182.0,1069,1069.0,0.6212121212121212,0.7272727272727273,5,לחם מה לחם אף לחם,5070000924,12,10
ref-sifre-n.110.2.194-ref-sifre-n.110.2.205,ref-y.1.11.1.3.1.54-ref-y.1.11.1.3.1.67,159018,159083,ref-sifre-n.110.2.194,ref-sifre-n.110.2.205,854754,854832,ref-y.1.11.1.3.1.54,ref-y.1.11.1.3.1.67,מה לחם האמור להלן מחמשת המינים אף לחם האמור כאן מתמשת המינים ,מה ארץ שנאמר להלן בשבעת המינין הכתוב מדבר אף ארץ שנאמר כאן בשבעת המינין ,12,12,254,249.0,1073,1069.0,0.4583333333333333,0.8461538461538461,3,מה להלן כאן,5070000925,12,12
ref-sifre-n.110.2.191-ref-sifre-n.110.2.202,ref-y.2.3.2.4.2.23-ref-y.2.3.2.4.2.37,159004,159065,ref-sifre-n.110.2.191,ref-sifre-n.110.2.202,1257081,1257150,ref-y.2.3.2.4.2.23,ref-y.2.3.2.4.2.37,"בחלה ת""ל לחם מה לחם האמור להלן מחמשת המינים אף לחם האמור ",לחם בחלה מה לחם שנאמר בפסח דבר שהוא בא לידי מצה וחמץ אף לחם שנאמר ,12,10,333,331.0,1070,1069.0,0.6212121212121212,0.7272727272727273,5,לחם מה לחם אף לחם,5070000926,12,10
ref-sifre-n.110.2.194-ref-sifre-n.110.2.205,ref-y.3.1.1.1.8.45-ref-y.3.1.1.1.8.59,159018,159083,ref-sifre-n.110.2.194,ref-sifre-n.110.2.205,2050208,2050284,ref-y.3.1.1.1.8.45,ref-y.3.1.1.1.8.59,מה לחם האמור להלן מחמשת המינים אף לחם האמור כאן מתמשת המינים ,מה עליה שנאמר להלן באחין מן האב הבתוב מדבר אף עליה שנאמר כאן באחין מין ,12,15,895,889.0,1074,1069.0,0.5633802816901409,0.7857142857142857,4,מה להלן אף כאן,5070000927,12,15
ref-sifre-n.110.2.193-ref-sifre-n.110.2.203,ref-y.3.1.1.1.23.12-ref-y.3.1.1.1.23.26,159014,159069,ref-sifre-n.110.2.193,ref-sifre-n.110.2.203,2056227,2056303,ref-y.3.1.1.1.23.12,ref-y.3.1.1.1.23.26,לחם מה לחם האמור להלן מחמשת המינים אף לחם האמור כאן ,אחים אנחנו מה אחים שנאמר להלן באחים מן האב הכתוב מדבר אף אחים שנאמר כאן ,11,13,928,905.0,1071,1069.0,0.5277777777777778,0.7272727272727273,3,מה להלן כאן,5070000928,11,13
ref-sifre-n.110.2.193-ref-sifre-n.110.2.203,ref-y.4.6.1.2.4.45-ref-y.4.6.1.2.4.58,159014,159069,ref-sifre-n.110.2.193,ref-sifre-n.110.2.203,3336528,3336604,ref-y.4.6.1.2.4.45,ref-y.4.6.1.2.4.58,לחם מה לחם האמור להלן מחמשת המינים אף לחם האמור כאן ,בחמה טמאה מה בהמה טמאה האמורה להלן בטומאת הקודש אף בהמה טמאה האמורה כאן ,11,14,1959,1934.0,1072,1069.0,0.5138888888888888,0.5454545454545454,4,מה להלן אף כאן,5070000929,11,14
ref-sifre-n.110.2.242-ref-sifre-n.110.2.256,ref-y.1.9.1.2.2.96-ref-y.1.9.1.2.2.107,159290,159374,ref-sifre-n.110.2.242,ref-sifre-n.110.2.256,766227,766293,ref-y.1.9.1.2.2.96,ref-y.1.9.1.2.2.107,המעשר חייבים בחלה והן יוכיחו לעיסת שביעית שאף על פי שפטורה מן המעשר שתהא חיבת ,עשרה מה ארבע עשרה חייבין בחלה ופטורין מן המעשרות אף אילו חייבין ,13,12,195,194.0,1077,1077.0,0.6538461538461539,0.8888888888888888,2,בחלה מן,5070000930,13,12
ref-sifre-n.110.2.266-ref-sifre-n.110.2.276,ref-y.1.9.1.2.2.96-ref-y.1.9.1.2.2.104,159421,159493,ref-sifre-n.110.2.266,ref-sifre-n.110.2.276,766227,766278,ref-y.1.9.1.2.2.96,ref-y.1.9.1.2.2.104,במעשרות לפיכך חייבים בחלה תאמר בעיסת שביעית שמינם פטורים מן המעשרות ,עשרה מה ארבע עשרה חייבין בחלה ופטורין מן המעשרות ,11,9,194,194.0,1079,1079.0,0.5441176470588235,0.7857142857142857,3,בחלה מן המעשרות,5070000931,11,9
ref-sifre-n.110.2.226-ref-sifre-n.110.2.266,ref-y.3.7.1.5.10.90-ref-y.3.7.1.5.10.97,159202,159429,ref-sifre-n.110.2.226,ref-sifre-n.110.2.266,2864254,2864301,ref-y.3.7.1.5.10.90,ref-y.3.7.1.5.10.97,חייב בלקט שכחה ופיאה ופטו' מן המעשרו' ואין,חייב בלקט שכחה ופיאה ופטו' מן המעשרו',8,7,1468,1467.0,1075,1075.0,0.119047619047619,0.0,7,חייב בלקט שכחה ופיאה ופטו' מן המעשרו',5070000932,8,7
ref-sifre-n.111.1.9-ref-sifre-n.111.1.25,ref-y.2.1.7.1.3.123-ref-y.2.1.7.1.3.134,159676,159784,ref-sifre-n.111.1.9,ref-sifre-n.111.1.25,985730,985791,ref-y.2.1.7.1.3.123,ref-y.2.1.7.1.3.134,המצוות שהצבור מביאים עליה פר והרי הכתוב מוציאה מכללה להחמיר עליה ולדון בקבועה שיהיה צבור מביאים עליה ,מצות שהמשיח מביא עליהן פר יצאת עבודה זרה שאינו מביא עליה פר ,17,12,303,295.0,1080,1080.0,0.594059405940594,0.9047619047619048,2,פר עליה,5070000933,17,12
ref-sifre-n.111.1.34-ref-sifre-n.111.1.41,ref-y.3.3.3.9.2.129-ref-y.3.3.3.9.2.136,159828,159866,ref-sifre-n.111.1.34,ref-sifre-n.111.1.41,2548465,2548503,ref-y.3.3.3.9.2.129,ref-y.3.3.3.9.2.136,וכי תשגו ולא תעשו את כל המצות האלה ,וכי תשגו ולא תעשו את כל המצות האלה ,8,8,1267,1267.0,1081,1081.0,0.0,0.0,8,וכי תשגו ולא תעשו את כל המצות האלה,5070000934,8,8
ref-sifre-n.111.1.107-ref-sifre-n.111.1.113,ref-y.1.2.1.1.52.40-ref-y.1.2.1.1.52.46,160196,160234,ref-sifre-n.111.1.107,ref-sifre-n.111.1.113,221852,221895,ref-y.1.2.1.1.52.40,ref-y.1.2.1.1.52.46,פורק עול ומפר ברית ומגלה פנים בתורה ,הפורק עול והמיפר ברית והמגלה פנים בתורה ,7,7,68,68.0,1082,1082.0,0.1,0.0,4,עול ברית פנים בתורה,5070000935,7,7
ref-sifre-n.111.1.119-ref-sifre-n.111.1.125,ref-y.1.2.1.1.52.40-ref-y.1.2.1.1.52.46,160259,160297,ref-sifre-n.111.1.119,ref-sifre-n.111.1.125,221852,221895,ref-y.1.2.1.1.52.40,ref-y.1.2.1.1.52.46,פורק עול ומפר ברית ומגלה פנים בתורה ,הפורק עול והמיפר ברית והמגלה פנים בתורה ,7,7,69,68.0,1089,1089.0,0.1,0.0,4,עול ברית פנים בתורה,5070000936,7,7
ref-sifre-n.111.1.129-ref-sifre-n.111.1.144,ref-y.1.2.1.1.52.40-ref-y.1.2.1.1.52.46,160312,160394,ref-sifre-n.111.1.129,ref-sifre-n.111.1.144,221852,221895,ref-y.1.2.1.1.52.40,ref-y.1.2.1.1.52.46,שפורק עול ומפר ברית אף העובר על מצוה אחת פורק עול ומפר ברית ומגלה פנים בתורה ,הפורק עול והמיפר ברית והמגלה פנים בתורה ,16,7,70,68.0,1094,1094.0,0.5324675324675324,0.4166666666666666,4,עול ברית פנים בתורה,5070000937,16,7
ref-sifre-n.111.1.107-ref-sifre-n.111.1.121,ref-y.1.2.1.1.53.51-ref-y.1.2.1.1.53.57,160196,160273,ref-sifre-n.111.1.107,ref-sifre-n.111.1.121,222444,222485,ref-y.1.2.1.1.53.51,ref-y.1.2.1.1.53.57,עליהן הפורק עול והמפר ברית והמגלה פנים,עליהן הפורק עול והמפר ברית והמגלה פנים,7,7,71,71.0,1085,1085.0,0.0,0.0,7,עליהן הפורק עול והמפר ברית והמגלה פנים,5070000938,7,7
ref-sifre-n.111.1.124-ref-sifre-n.111.1.142,ref-y.1.2.1.1.53.51-ref-y.1.2.1.1.53.57,160286,160382,ref-sifre-n.111.1.124,ref-sifre-n.111.1.142,222444,222485,ref-y.1.2.1.1.53.51,ref-y.1.2.1.1.53.57,"פנים בתורה ואיזה זה ע""ג שפורק עול ומפר ברית אף העובר על מצוה אחת פורק עול ומפר ברית ומגלה ",עליהן הפורק עול והמפר ברית והמגלה פנים ,19,7,73,71.0,1092,1092.0,0.6777777777777778,0.6,2,עול ברית,5070000939,19,7
ref-sifre-n.111.1.107-ref-sifre-n.111.1.113,ref-y.2.5.8.7.2.12-ref-y.2.5.8.7.2.18,160196,160234,ref-sifre-n.111.1.107,ref-sifre-n.111.1.113,1489389,1489432,ref-y.2.5.8.7.2.12,ref-y.2.5.8.7.2.18,פורק עול ומפר ברית ומגלה פנים בתורה ,הפורק עול והמיפר ברית והמגלה פנים בתורה ,7,7,478,478.0,1083,1083.0,0.1,0.0,4,עול ברית פנים בתורה,5070000940,7,7
ref-sifre-n.111.1.119-ref-sifre-n.111.1.125,ref-y.2.5.8.7.2.12-ref-y.2.5.8.7.2.18,160259,160297,ref-sifre-n.111.1.119,ref-sifre-n.111.1.125,1489389,1489432,ref-y.2.5.8.7.2.12,ref-y.2.5.8.7.2.18,פורק עול ומפר ברית ומגלה פנים בתורה ,הפורק עול והמיפר ברית והמגלה פנים בתורה ,7,7,479,478.0,1090,1090.0,0.1,0.0,4,עול ברית פנים בתורה,5070000941,7,7
ref-sifre-n.111.1.129-ref-sifre-n.111.1.144,ref-y.2.5.8.7.2.12-ref-y.2.5.8.7.2.18,160312,160394,ref-sifre-n.111.1.129,ref-sifre-n.111.1.144,1489389,1489432,ref-y.2.5.8.7.2.12,ref-y.2.5.8.7.2.18,שפורק עול ומפר ברית אף העובר על מצוה אחת פורק עול ומפר ברית ומגלה פנים בתורה ,הפורק עול והמיפר ברית והמגלה פנים בתורה ,16,7,480,478.0,1095,1095.0,0.5324675324675324,0.4166666666666666,4,עול ברית פנים בתורה,5070000942,16,7
ref-sifre-n.111.1.107-ref-sifre-n.111.1.121,ref-y.4.4.10.1.1.9-ref-y.4.4.10.1.1.16,160196,160273,ref-sifre-n.111.1.107,ref-sifre-n.111.1.121,3270408,3270457,ref-y.4.4.10.1.1.9,ref-y.4.4.10.1.1.16,עליהן הפורק עול והמיפר ברית והמגלה פנים בתורה,עליהן הפורק עול והמיפר ברית והמגלה פנים בתורה,8,8,1853,1853.0,1086,1086.0,0.0,0.0,8,עליהן הפורק עול והמיפר ברית והמגלה פנים בתורה,5070000943,8,8
ref-sifre-n.111.1.124-ref-sifre-n.111.1.142,ref-y.4.4.10.1.1.9-ref-y.4.4.10.1.1.16,160286,160382,ref-sifre-n.111.1.124,ref-sifre-n.111.1.142,3270408,3270457,ref-y.4.4.10.1.1.9,ref-y.4.4.10.1.1.16,"פנים בתורה ואיזה זה ע""ג שפורק עול ומפר ברית אף העובר על מצוה אחת פורק עול ומפר ברית ומגלה ",עליהן הפורק עול והמיפר ברית והמגלה פנים בתורה ,19,8,1855,1853.0,1093,1093.0,0.6444444444444445,0.5333333333333333,2,עול ברית,5070000944,19,8
ref-sifre-n.111.1.107-ref-sifre-n.111.1.113,ref-y.4.6.1.6.6.11-ref-y.4.6.1.6.6.17,160196,160234,ref-sifre-n.111.1.107,ref-sifre-n.111.1.113,3343618,3343658,ref-y.4.6.1.6.6.11,ref-y.4.6.1.6.6.17,פורק עול ומפר ברית ומגלה פנים בתורה ,מפורק עול ומיפר ברית ומגלה פני' בתורה ,7,7,1979,1979.0,1084,1084.0,0.0789473684210526,0.25,4,עול ברית ומגלה בתורה,5070000945,7,7
ref-sifre-n.111.1.119-ref-sifre-n.111.1.125,ref-y.4.6.1.6.6.11-ref-y.4.6.1.6.6.17,160259,160297,ref-sifre-n.111.1.119,ref-sifre-n.111.1.125,3343618,3343658,ref-y.4.6.1.6.6.11,ref-y.4.6.1.6.6.17,פורק עול ומפר ברית ומגלה פנים בתורה ,מפורק עול ומיפר ברית ומגלה פני' בתורה ,7,7,1980,1979.0,1091,1091.0,0.0789473684210526,0.25,4,עול ברית ומגלה בתורה,5070000946,7,7
ref-sifre-n.111.1.129-ref-sifre-n.111.1.144,ref-y.4.6.1.6.6.11-ref-y.4.6.1.6.6.17,160312,160394,ref-sifre-n.111.1.129,ref-sifre-n.111.1.144,3343618,3343658,ref-y.4.6.1.6.6.11,ref-y.4.6.1.6.6.17,שפורק עול ומפר ברית אף העובר על מצוה אחת פורק עול ומפר ברית ומגלה פנים בתורה ,מפורק עול ומיפר ברית ומגלה פני' בתורה ,16,7,1981,1979.0,1096,1096.0,0.5324675324675324,0.5384615384615384,4,עול ברית ומגלה בתורה,5070000947,16,7
ref-sifre-n.111.1.166-ref-sifre-n.111.1.179,ref-y.1.11.1.3.1.56-ref-y.1.11.1.3.1.69,160499,160581,ref-sifre-n.111.1.166,ref-sifre-n.111.1.179,854761,854844,ref-y.1.11.1.3.1.56,ref-y.1.11.1.3.1.69,האמור להלן בעבודת גלולים הכתוב מדבר אף כל האמור כאן בעבודת גלולים הכתוב מדבר ,שנאמר להלן בשבעת המינין הכתוב מדבר אף ארץ שנאמר כאן בשבעת המינין הכתוב מדבר ,12,12,257,249.0,1097,1097.0,0.3246753246753247,0.6153846153846154,5,להלן הכתוב_מדבר_אף כאן הכתוב מדבר,5070000948,12,12
ref-sifre-n.111.1.166-ref-sifre-n.111.1.179,ref-y.2.5.2.4.3.32-ref-y.2.5.2.4.3.47,160499,160581,ref-sifre-n.111.1.166,ref-sifre-n.111.1.179,1416134,1416217,ref-y.2.5.2.4.3.32,ref-y.2.5.2.4.3.47,האמור להלן בעבודת גלולים הכתוב מדבר אף כל האמור כאן בעבודת גלולים הכתוב מדבר ,שנאמר להלן בתמיד של שחר הכתוב מדבר אף עריכה שנאמר כאן בתמיד של שחר הכתוב מדבר ,12,10,442,419.0,1098,1097.0,0.3846153846153846,0.5833333333333333,5,להלן הכתוב_מדבר_אף כאן הכתוב מדבר,5070000949,12,10
ref-sifre-n.111.1.166-ref-sifre-n.111.1.181,ref-y.4.4.1.3.2.15-ref-y.4.4.1.3.2.38,160499,160589,ref-sifre-n.111.1.166,ref-sifre-n.111.1.181,3154656,3154786,ref-y.4.4.1.3.2.15,ref-y.4.4.1.3.2.38,האמור להלן בעבודת גלולים הכתוב מדבר אף כל האמור כאן בעבודת גלולים הכתוב מדבר אשר דבר ,שנאמר להלן בנביא השקר הכתוב מדבר אף זדון שנאמר כאן בנביא השקר הכתוב מדבר אמר רבי חזקיה נאמר כאג דיבר ונאמר להלן אשר ידבר ,14,20,1620,1594.0,1099,1097.0,0.5785123966942148,0.5882352941176471,6,להלן הכתוב_מדבר_אף כאן הכתוב מדבר אשר,5070000950,14,20
ref-sifre-n.111.1.210-ref-sifre-n.111.1.218,ref-y.3.3.3.2.4.84-ref-y.3.3.3.2.4.100,160729,160769,ref-sifre-n.111.1.210,ref-sifre-n.111.1.218,2542866,2542951,ref-y.3.3.3.2.4.84,ref-y.3.3.3.2.4.100,לאמר אחת דבר אלהים הלא כה דברי כאש נאם ,נאמרו וכן הוא אומר אחת דיבר אלהים בדיבור שתים זו שמענו וכתיב הלא כה דברי כאש נאם ,9,15,1265,1262.0,1100,1100.0,0.5308641975308642,0.4166666666666666,7,אחת אלהים הלא כה דברי כאש נאם,5070000951,9,15
ref-sifre-n.111.1.211-ref-sifre-n.111.1.218,ref-y.4.6.3.8.5.71-ref-y.4.6.3.8.5.82,160734,160769,ref-sifre-n.111.1.211,ref-sifre-n.111.1.218,3364167,3364222,ref-y.4.6.3.8.5.71,ref-y.4.6.3.8.5.82,אחת דבר אלהים הלא כה דברי כאש נאם ,אחת דבר אלהי' שתים זו שמענו ואומ' הלא כה דברי כאש נאם ,8,12,1992,1989.0,1101,1100.0,0.3703703703703703,0.5454545454545454,7,אחת דבר הלא כה דברי כאש נאם,5070000952,8,12
ref-sifre-n.111.2.31-ref-sifre-n.111.2.42,ref-y.2.1.7.1.3.118-ref-y.2.1.7.1.3.134,161317,161381,ref-sifre-n.111.2.31,ref-sifre-n.111.2.42,985704,985791,ref-y.2.1.7.1.3.118,ref-y.2.1.7.1.3.134,יחטא לאשמת העם והביא פר מצות שהמשיח מביא עליהן פר יצאת עבודה זרה שאינו מביא עליה פר,יחטא לאשמת העם והביא פר מצות שהמשיח מביא עליהן פר יצאת עבודה זרה שאינו מביא עליה פר,17,17,295,295.0,1102,1102.0,0.0,0.0,17,יחטא לאשמת העם והביא פר מצות שהמשיח מביא עליהן פר יצאת עבודה זרה שאינו מביא עליה פר,5070000953,17,17
ref-sifre-n.111.2.79-ref-sifre-n.111.2.91,ref-y.2.1.7.1.3.118-ref-y.2.1.7.1.3.134,161570,161639,ref-sifre-n.111.2.79,ref-sifre-n.111.2.91,985704,985791,ref-y.2.1.7.1.3.118,ref-y.2.1.7.1.3.134,יחטא לאשמת העם והביא פר מצות שהמשיח מביא עליהן פר יצאת עבודה זרה שאינו מביא עליה פר,יחטא לאשמת העם והביא פר מצות שהמשיח מביא עליהן פר יצאת עבודה זרה שאינו מביא עליה פר,17,17,296,296.0,1104,1104.0,0.0,0.0,17,יחטא לאשמת העם והביא פר מצות שהמשיח מביא עליהן פר יצאת עבודה זרה שאינו מביא עליה פר,5070000954,17,17
ref-sifre-n.111.3.72-ref-sifre-n.111.3.84,ref-y.3.1.6.1.1.8-ref-y.3.1.6.1.1.15,162064,162135,ref-sifre-n.111.3.72,ref-sifre-n.111.3.84,2119772,2119813,ref-y.3.1.6.1.1.8,ref-y.3.1.6.1.1.15,מזידים שיהיו לפניו כשגגה תלמוד לומר כי שגגה היא לכל העם בשגגה והם ,הוא שוגג והיא מזידה הוא מזיד והיא שוגגת ,11,8,964,964.0,1106,1106.0,0.7272727272727273,0.9,0,,5070000955,11,8
ref-sifre-n.111.3.286-ref-sifre-n.111.3.299,ref-y.2.1.7.1.3.121-ref-y.2.1.7.1.3.127,163151,163216,ref-sifre-n.111.3.286,ref-sifre-n.111.3.299,985720,985756,ref-y.2.1.7.1.3.121,ref-y.2.1.7.1.3.127,"מביא קרבן פר על כל המצוות מביא קרבן על עכו""ם ומשיח מביא קרבן פר ",והביא פר מצות שהמשיח מביא עליהן פר ,14,7,299,295.0,1107,1107.0,0.609375,0.8181818181818181,3,פר מביא פר,5070000956,14,7
ref-sifre-n.112.1.11-ref-sifre-n.112.1.27,ref-y.2.1.7.1.3.121-ref-y.2.1.7.1.3.136,163567,163659,ref-sifre-n.112.1.11,ref-sifre-n.112.1.27,985720,985801,ref-y.2.1.7.1.3.121,ref-y.2.1.7.1.3.136,"המצות שהיחיד מביא עליהם כשבה או שעירה נשיא מביא שעיר משיח וב""ד מביאים פר הרי הכתוב מוציאן ",והביא פר מצות שהמשיח מביא עליהן פר יצאת עבודה זרה שאינו מביא עליה פר אלא שעירה ,17,16,302,295.0,1108,1108.0,0.6555555555555556,0.8636363636363636,3,מביא מביא פר,5070000957,17,16
ref-sifre-n.112.1.12-ref-sifre-n.112.1.24,ref-y.4.10.1.1.8.15-ref-y.4.10.1.1.8.23,163574,163641,ref-sifre-n.112.1.12,ref-sifre-n.112.1.24,3509185,3509233,ref-y.4.10.1.1.8.15,ref-y.4.10.1.1.8.23,"שהיחיד מביא עליהם כשבה או שעירה נשיא מביא שעיר משיח וב""ד מביאים פר ",ובית דין מביאין פר אין היחיד מביא כשבה ושעירה ,13,9,2029,2029.0,1109,1108.0,0.6567164179104478,0.7333333333333334,2,מביא כשבה,5070000958,13,9
ref-sifre-n.112.1.12-ref-sifre-n.112.1.24,ref-y.4.10.1.1.8.31-ref-y.4.10.1.1.8.37,163574,163641,ref-sifre-n.112.1.12,ref-sifre-n.112.1.24,3509275,3509313,ref-y.4.10.1.1.8.31,ref-y.4.10.1.1.8.37,"שהיחיד מביא עליהם כשבה או שעירה נשיא מביא שעיר משיח וב""ד מביאים פר ","ב""ד מביאין פר היחיד מביא כשבה ושעירה ",13,7,2030,2030.0,1110,1108.0,0.6716417910447762,0.6923076923076923,2,מביא כשבה,5070000959,13,7
ref-sifre-n.112.1.107-ref-sifre-n.112.1.121,ref-y.4.4.4.6.4.79-ref-y.4.4.4.6.4.92,164098,164178,ref-sifre-n.112.1.107,ref-sifre-n.112.1.121,3200706,3200779,ref-y.4.4.4.6.4.79,ref-y.4.4.4.6.4.92,"מכלל ושינה את קרבנותיו מה להלן בעבודה זרה הכתוב מדבר אף כאן בע""ז הכתוב מדבר ",בכל מושבותיכם מה להלן בבית דין הכתוב מדבר אף כאן בבית דין הכתוב מדבר ,13,12,1704,1703.0,1111,1111.0,0.3815789473684211,0.6875,6,מה להלן הכתוב_מדבר_אף כאן הכתוב מדבר,5070000960,13,12
ref-sifre-n.112.1.246-ref-sifre-n.112.1.258,ref-y.2.1.7.1.3.121-ref-y.2.1.7.1.3.127,164846,164908,ref-sifre-n.112.1.246,ref-sifre-n.112.1.258,985720,985756,ref-y.2.1.7.1.3.121,ref-y.2.1.7.1.3.127,מביא קרבן פר על המצות ומשיח מביא פר על המצות ומביא קרבן על ,והביא פר מצות שהמשיח מביא עליהן פר ,13,7,300,295.0,1112,1112.0,0.559322033898305,0.8,3,פר מביא פר,5070000961,13,7
