,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-b,grp-ref-sifre-d,dam-lev,jac,id
1264,1646,ref-b.05.04.01.4b.23.9-ref-b.05.04.01.4b.23.23,ref-sifre-d.124.4.9-ref-sifre-d.124.4.23,7935400,7935479,1115695,1115708,ref-b.5.4.1.4b.23.9,ref-b.5.4.1.4b.23.23,161320,161401,27110,27121,ref-sifre-d.124.4.9,ref-sifre-d.124.4.23,"על הבכורות ליקדש ולא קדשו ובמצרים נמי לא קדוש הא קאמרי' דקדוש ה""ק מהן קדשו ",אומר תקדיש וכתוב אחד אומר לא יקדיש מקדישו אתה הקדש עילוי ואין אתה מקדישו הקדש ,13,11,3788.0,1640.0,0.7564102564102564,0.8666666666666667,3080001265
1265,1648,ref-b.5.1.12.101b.16.15-ref-b.5.1.12.101b.17.34,ref-sifre-d.124.4.9-ref-sifre-d.124.4.26,7079526,7079760,993220,993280,ref-b.5.1.12.101b.16.15,ref-b.5.1.12.101b.17.34,161320,161417,27082,27124,ref-sifre-d.124.4.9,ref-sifre-d.124.4.26,קדשים קלים ואם נאמרו קדשים קלים למה נאמר קדשי קדשים אילו לא מקדשי הקדשים ומן הקדשים יאכל אם נאמרו קדשי קדשים למה נאמר קדשים קלים ואם נאמרו קדשים קלים למה נאמר קדשי קדשים אילו לא נאמר קדשים קלים הייתי אומר קדשי קדשים הוא דאוכל שהרי הותרו לזר ולהן קדשים קלים לא יאכל ואילו לא נאמרו קדשי קדשים הייתי אומר בקדשים קלים,אומר תקדיש וכתוב אחד אומר לא יקדיש מקדישו אתה הקדש עילוי ואין אתה מקדישו הקדש מזבח הקדש יכול אף הקדש בדק הבית שאין הקדש אומר תקדיש וכתוב אחד אומר לא יקדיש מקדישו אתה הקדש עילוי ואין אתה מקדישו הקדש,61,43,3427.0,1640.0,0.6613418530351438,0.8181818181818181,3080001266
1266,1650,ref-b.05.06.01.10b.11.13-ref-b.05.06.01.10b.13.3,ref-sifre-d.124.4.9-ref-sifre-d.124.4.32,8261260,8261332,1161931,1161943,ref-b.5.6.1.10b.11.13,ref-b.5.6.1.10b.13.3,161320,161448,27082,27101,ref-sifre-d.124.4.9,ref-sifre-d.124.4.32,מימר הא מיקדש קדשי אמר ליה בולדי קדשים הוא דקדישי וקיימי אי ולד קדשים ,אומר תקדיש וכתוב אחד אומר לא יקדיש מקדישו אתה הקדש עילוי ואין אתה מקדישו הקדש מזבח הקדש יכול אף הקדש בדק הבית שאין הקדש ,12,19,3893.0,1640.0,0.6666666666666666,0.875,3080001267
1267,1651,ref-b.05.04.09.53b.10.14-ref-b.05.04.09.53b.10.20,ref-sifre-d.124.4.10-ref-sifre-d.124.4.19,8093098,8093142,1137990,1137996,ref-b.5.4.9.53b.10.14,ref-b.5.4.9.53b.10.20,161325,161378,27083,27090,ref-sifre-d.124.4.10,ref-sifre-d.124.4.19,מקדושה לקדושה אבל מקדישין אותו הקדש עילוי ,תקדיש וכתוב אחד אומר לא יקדיש מקדישו אתה הקדש עילוי ,6,7,3830.0,1640.0,0.4807692307692308,0.625,3080001268
1268,1652,ref-b.5.6.7.32a.8.2-ref-b.5.6.7.32a.8.8,ref-sifre-d.124.4.10-ref-sifre-d.124.4.22,8331833,8331869,1171980,1172164,ref-b.5.6.7.32a.8.2,ref-b.5.6.7.32a.8.8,161325,161395,27083,27120,ref-sifre-d.124.4.10,ref-sifre-d.124.4.22,מקדיש אותן הקדש עילוי מאי לאו הקדש לא קתני תנן מקדיש אותן הקדש עילוי מאי לאו הקדש,תקדיש וכתוב אחד אומר לא יקדיש מקדישו אתה הקדש עילוי לא יקדיש מקדישו אתה הקדש עילוי ואין אתה,185,38,3946.0,1640.0,0.5164835164835165,0.8,3080001269
1269,1653,ref-b.2.3.4.50a.13.18-ref-b.2.3.4.50a.14.16,ref-sifre-d.124.4.10-ref-sifre-d.124.4.22,1096045,1096196,150063,151095,ref-b.2.3.4.50a.13.18,ref-b.2.3.4.50a.14.16,161325,161395,27083,27208,ref-sifre-d.124.4.10,ref-sifre-d.124.4.22,עלה ארבעים מתוך שמונים רבי יוחנן אמר לא קדשו עלה ארבעים מתוך שמונים הא איתמר עלה אמר רבי הכל מודים היכא דאמר ליקדשו ארבעים מתוך שמונים דקדשי לא יקדשו ארבעים אלא אם כן קדשו קדשו עלה ארבעים מתוך שמונים רבי יוחנן אמר לא קדשו עלה ארבעים מתוך שמונים,תקדיש וכתוב אחד אומר לא יקדיש מקדישו אתה הקדש עילוי ואין אתה מקדישו הקדש תקדיש וכתוב אחד אומר לא יקדיש מקדישו אתה הקדש עילוי ואין,1033,126,303.0,1640.0,0.7008196721311475,0.8571428571428572,3080001270
1270,1654,ref-b.5.4.9.53b.9.12-ref-b.5.4.9.53b.9.24,ref-sifre-d.124.4.10-ref-sifre-d.124.4.23,8092950,8093024,1137967,1138127,ref-b.5.4.9.53b.9.12,ref-b.5.4.9.53b.9.24,161325,161401,27083,27121,ref-sifre-d.124.4.10,ref-sifre-d.124.4.23,קדושת מעשר עילויהו השתא קדושה חמורה אקדושה קלה לא חיילא קדושה קלה אקדושה קדושת מעשר עילויהו השתא קדושה חמורה אקדושה קלה לא חיילא קדושה קלה אקדושה,תקדיש וכתוב אחד אומר לא יקדיש מקדישו אתה הקדש עילוי ואין אתה מקדישו לא יקדיש מקדישו אתה הקדש עילוי ואין אתה מקדישו,161,39,3826.0,1640.0,0.6689655172413793,0.8461538461538461,3080001271
1271,1656,ref-b.02.04.05.63b.8.3-ref-b.02.04.05.63b.8.26,ref-sifre-d.124.4.10-ref-sifre-d.124.4.23,1480080,1480192,203018,203031,ref-b.2.4.5.63b.8.3,ref-b.2.4.5.63b.8.26,161325,161401,27198,27209,ref-sifre-d.124.4.10,ref-sifre-d.124.4.23,מקדש לחם לא קדיש אלא בפנים אימא מודה ליה לרבי שמעון בן לקיש דבעינן על בסמוך דאי איתיה גואי קדיש אי לא לא קדיש ,תקדיש וכתוב אחד אומר לא יקדיש מקדישו אתה הקדש עילוי ואין אתה מקדישו הקדש ,13,11,401.0,1640.0,0.6363636363636364,0.8421052631578947,3080001272
1272,1657,ref-b.02.11.01.9a.9.8-ref-b.02.11.01.9a.9.20,ref-sifre-d.124.4.10-ref-sifre-d.124.4.23,2663101,2663179,369396,369408,ref-b.2.11.1.9a.9.8,ref-b.2.11.1.9a.9.20,161325,161401,27198,27209,ref-sifre-d.124.4.10,ref-sifre-d.124.4.23,שאין קדושתו קדושת עולם וקרבן יחיד דוחה שבת דאיסור סקילה מקדש דקדושתו קדושת ,תקדיש וכתוב אחד אומר לא יקדיש מקדישו אתה הקדש עילוי ואין אתה מקדישו הקדש ,12,11,955.0,1640.0,0.68,0.875,3080001273
1273,1658,ref-b.03.01.08.75a.11.8-ref-b.03.01.08.75a.11.22,ref-sifre-d.124.4.10-ref-sifre-d.124.4.28,3089781,3089847,426054,426064,ref-b.3.1.8.75a.11.8,ref-b.3.1.8.75a.11.22,161325,161426,27083,27098,ref-sifre-d.124.4.10,ref-sifre-d.124.4.28,המקדש לא תבא מקיש קדש למקדש מה מקדש דבר שיש בו נטילת נשמה אף קדש ,תקדיש וכתוב אחד אומר לא יקדיש מקדישו אתה הקדש עילוי ואין אתה מקדישו הקדש מזבח הקדש יכול אף הקדש ,10,15,1240.0,1640.0,0.59375,0.8823529411764706,3080001274
1274,1659,ref-b.05.01.03.33b.8.4-ref-b.05.01.03.34a.1.10,ref-sifre-d.124.4.10-ref-sifre-d.124.4.31,6908218,6908330,968740,968756,ref-b.5.1.3.33b.8.4,ref-b.5.1.3.34a.1.10,161325,161442,27083,27100,ref-sifre-d.124.4.10,ref-sifre-d.124.4.31,קודש לא תגע ואל המקדש לא תבא מקיש קודש למקדש מה מקדש דבר שיש בו נטילת נשמה אף קודש דבר שיש בו נטילת נשמה ואי ,תקדיש וכתוב אחד אומר לא יקדיש מקדישו אתה הקדש עילוי ואין אתה מקדישו הקדש מזבח הקדש יכול אף הקדש בדק הבית שאין ,16,17,3331.0,1640.0,0.7090909090909091,0.9090909090909091,3080001275
1275,1660,ref-b.5.5.6.24a.13.12-ref-b.5.5.6.24a.14.6,ref-sifre-d.124.4.10-ref-sifre-d.124.4.31,8194191,8194257,1152469,1152633,ref-b.5.5.6.24a.13.12,ref-b.5.5.6.24a.14.6,161325,161442,27083,27128,ref-sifre-d.124.4.10,ref-sifre-d.124.4.31,לא יקדיש ואם הקדיש אינה קדושה רב ושמואל דאמרי תרוייהו אין מקדישין לא יקדיש ואם הקדיש אינה קדושה רב ושמואל דאמרי,תקדיש וכתוב אחד אומר לא יקדיש מקדישו אתה הקדש עילוי ואין אתה מקדישו הקדש מזבח הקדש יכול אף הקדש בדק הבית שאין לא יקדיש מקדישו אתה הקדש עילוי ואין אתה מקדישו הקדש מזבח הקדש יכול אף הקדש בדק,165,46,3868.0,1640.0,0.6329787234042553,0.9473684210526316,3080001276
1276,1661,ref-b.02.08.02.24a.14.20-ref-b.02.08.02.24a.15.23,ref-sifre-d.124.4.14-ref-sifre-d.124.4.22,2317501,2317638,319751,319764,ref-b.2.8.2.24a.14.20,ref-b.2.8.2.24a.15.23,161347,161395,27200,27208,ref-sifre-d.124.4.14,ref-sifre-d.124.4.22,שלא בזמנו מקדשין אותו רבי אלעזר ברבי שמעון אומר בין כך ובין כך אין מקדשין אותו שנאמר וקדשתם את שנת החמשים שנים אתה מקדש ואי אתה מקדש ,לא יקדיש מקדישו אתה הקדש עילוי ואין אתה מקדישו ,13,8,782.0,1640.0,0.7518796992481203,0.875,3080001277
1277,1665,ref-b.5.8.3.12b.9.5-ref-b.5.8.3.12b.10.12,ref-sifre-d.124.4.15-ref-sifre-d.124.4.28,8478025,8478123,1193364,1193583,ref-b.5.8.3.12b.9.5,ref-b.5.8.3.12b.10.12,161350,161426,27086,27126,ref-sifre-d.124.4.15,ref-sifre-d.124.4.28,אקדשה קדושת דמים לא אית בה מעילה אמר רב פפא חסורי מיחסרא והכי קתני במה דברים אמורים כשהקדיש קדושת הגוף לגבי מזבח מזבח כי אקדשה קדושת דמים לא אית בה מעילה אמר רב פפא חסורי מיחסרא,יקדיש מקדישו אתה הקדש עילוי ואין אתה מקדישו הקדש מזבח אתה הקדש עילוי ואין אתה מקדישו הקדש מזבח הקדש יכול אף,220,41,3994.0,1640.0,0.711864406779661,0.7894736842105263,3080001278
1278,1666,ref-b.5.6.5.25a.4.11-ref-b.5.6.5.25a.5.17,ref-sifre-d.124.4.15-ref-sifre-d.124.4.32,8308253,8308363,1168663,1168859,ref-b.5.6.5.25a.4.11,ref-b.5.6.5.25a.5.17,161350,161448,27086,27129,ref-sifre-d.124.4.15,ref-sifre-d.124.4.32,"אי אתה מקדיש אבל אתה מקדיש בבטן יכול אף ולדי כל הקדשים כן ת""ל אך חלק אלמא ס""ל ולדי קדשים ממעי אמן הן קדושין אי אתה מקדיש אבל אתה מקדיש בבטן יכול אף ולדי כל הקדשים כן ת""ל אך חלק אלמא ס""ל ולדי קדשים ממעי",יקדיש מקדישו אתה הקדש עילוי ואין אתה מקדישו הקדש מזבח הקדש יכול אף הקדש בדק הבית שאין הקדש אתה הקדש עילוי ואין אתה מקדישו הקדש מזבח הקדש יכול אף הקדש בדק הבית,197,44,3927.0,1640.0,0.6368159203980099,0.8095238095238095,3080001279
1279,1669,ref-b.05.01.12.103b.2.27-ref-b.05.01.12.103b.3.11,ref-sifre-d.124.4.22-ref-sifre-d.124.4.32,7086573,7086656,994351,994363,ref-b.5.1.12.103b.2.27,ref-b.5.1.12.103b.3.11,161389,161448,27120,27129,ref-sifre-d.124.4.22,ref-sifre-d.124.4.32,קדשי קדשים אף כל קדשי קדשים רבי ישמעאל אומר עור העולה אין לי אלא העולה עורות קדשי ,מקדישו הקדש מזבח הקדש יכול אף הקדש בדק הבית שאין הקדש ,12,9,3436.0,1640.0,0.6951219512195121,0.8461538461538461,3080001280
1280,1670,ref-b.5.4.1.9b.13.13-ref-b.5.4.1.9b.14.20,ref-sifre-d.124.5.11-ref-sifre-d.124.6.4,7955466,7955664,1118567,1118725,ref-b.5.4.1.9b.13.13,ref-b.5.4.1.9b.14.20,161914,162128,27175,27238,ref-sifre-d.124.5.11,ref-sifre-d.124.6.4,בבכור שורך אבל אתה עובד בשלך ובשל אחרים ולא תגוז בכור צאנך אבל אתה גוזז שלך ושל אחרים דברי ר' יהודה ר' שמעון אומר לא תעבד בבכור שורך אבל אתה עובד בבכור אדם לא תגוז בכור צאנך אבל אתה גוזז בכור לא תעבד בבכור שורך אבל אתה עובד בשלך ובשל אחרים ולא תגוז בכור צאנך אבל אתה גוזז שלך ושל אחרים דברי ר' יהודה ר' שמעון אומר לא תעבד בבכור שורך אבל אתה עובד בבכור,אבל אתה עובד בשל בשלך ושל אחרים בשותפות ולא תגוז בכור צאנך אבל אתה גוזז בשל בשלך ושל אחרים ר' שמעון אומר לא תעבוד בבכור שורך אבל אתה עובד בבכור אדם ולא תגוז בכור צאנך אבל אתה גוזז פטר חמור אין לי אלא בכור שור ושל אחרים ר' שמעון אומר לא תעבוד בבכור שורך אבל אתה עובד בבכור אדם ולא תגוז בכור צאנך אבל,159,64,3792.0,1670.0,0.4301994301994302,0.28,3080001281
1281,1672,ref-b.5.3.11.137a.4.3-ref-b.5.3.11.137a.5.16,ref-sifre-d.124.5.39-ref-sifre-d.124.6.15,7904262,7904427,1111030,1111169,ref-b.5.3.11.137a.4.3,ref-b.5.3.11.137a.5.16,162055,162193,27198,27249,ref-sifre-d.124.5.39,ref-sifre-d.124.6.15,גיזה מבכור דתניא לא תעבוד בבכור שורך ולא תגוז בכור צאנך אין לי אלא שור בעבודה וצאן בגיזה גיזה גיזה מבכור דתניא לא תעבוד בבכור שורך ולא תגוז בכור צאנך אין לי אלא שור בעבודה וצאן בגיזה מנין ליתן האמור של,עובד בבכור אדם ולא תגוז בכור צאנך אבל אתה גוזז פטר חמור אין לי אלא בכור שור בעבודה ובכור צאן בגיזה בכור שור בגיזה עובד בבכור אדם ולא תגוז בכור צאנך אבל אתה גוזז פטר חמור אין לי אלא בכור שור בעבודה ובכור צאן בגיזה בכור שור בגיזה,140,52,3752.0,1670.0,0.47577092511013214,0.5909090909090908,3080001282
1282,1674,ref-b.05.01.04.40b.6.10-ref-b.05.01.04.40b.6.19,ref-sifre-d.124.6.36-ref-sifre-d.124.6.53,6926427,6926485,971258,971266,ref-b.5.1.4.40b.6.10,ref-b.5.1.4.40b.6.19,162282,162368,27265,27279,ref-sifre-d.124.6.36,ref-sifre-d.124.6.53,השוה מעשים למעשים מקום שהשוה קרבן לקרבן אינו דין שישוה ,שוה לו בעבודה מקום ששוה תמים של צאן לתמים של בקר ליקרב על גבי המזבח אינו דין שישוה ,8,14,3345.0,1674.0,0.5783132530120482,0.7058823529411764,3080001283
1283,1675,ref-b.05.01.04.40b.6.10-ref-b.05.01.04.40b.6.19,ref-sifre-d.124.6.76-ref-sifre-d.124.6.93,6926427,6926485,971258,971266,ref-b.5.1.4.40b.6.10,ref-b.5.1.4.40b.6.19,162477,162562,27299,27313,ref-sifre-d.124.6.76,ref-sifre-d.124.6.93,השוה מעשים למעשים מקום שהשוה קרבן לקרבן אינו דין שישוה ,שוה לו בגיזה מקום ששוה תמים של בקר לתמים של צאן ליקרב על גבי המזבח אינו דין שישוה ,8,14,3345.0,1675.0,0.573170731707317,0.7058823529411764,3080001284
1284,1676,ref-b.5.6.3.21b.12.14-ref-b.5.6.3.21b.12.24,ref-sifre-d.125.1.5-ref-sifre-d.125.1.20,8298621,8298671,1167248,1167431,ref-b.5.6.3.21b.12.14,ref-b.5.6.3.21b.12.24,163029,163111,27365,27406,ref-sifre-d.125.1.5,ref-sifre-d.125.1.20,יום אחד משנה זו ויום אחד משנה אחרת לימד על הבכור יום אחד משנה זו ויום אחד משנה אחרת לימד,שנה בשנה מלמד שהבכור נאכל לשני ימים ולילה אחד יום אחד לשנה זו ויום אחד מלמד שהבכור נאכל לשני ימים ולילה אחד יום אחד לשנה זו ויום,184,42,3923.0,1676.0,0.625,0.6666666666666667,3080001285
1285,1678,ref-b.04.04.07.67b.3.16-ref-b.04.04.07.67b.3.21,ref-sifre-d.126.2.38-ref-sifre-d.126.2.42,6198828,6198860,863385,863390,ref-b.4.4.7.67b.3.16,ref-b.4.4.7.67b.3.21,163417,163442,27450,27454,ref-sifre-d.126.2.38,ref-sifre-d.126.2.42,בכלל מכשפים היו ולמה יצאו להקיש ,בכלל היו ולמה יצאו להקיש ,5,4,2801.0,1678.0,0.21875,0.19999999999999996,3080001286
1286,1679,ref-b.02.01.07.70a.4.36-ref-b.02.01.07.70a.4.41,ref-sifre-d.126.2.38-ref-sifre-d.126.2.43,595851,595882,83319,83324,ref-b.2.1.7.70a.4.36,ref-b.2.1.7.70a.4.41,163417,163448,27551,27556,ref-sifre-d.126.2.38,ref-sifre-d.126.2.43,בכלל היתה ולמה יצאת להקיש אליה ,בכלל היו ולמה יצאו להקיש אליהם ,5,5,209.0,1678.0,0.12903225806451613,0.5714285714285714,3080001287
1287,1680,ref-b.02.11.01.3a.8.2-ref-b.02.11.01.3a.8.7,ref-sifre-d.126.2.38-ref-sifre-d.126.2.43,2642435,2642466,366574,366579,ref-b.2.11.1.3a.8.2,ref-b.2.11.1.3a.8.7,163417,163448,27551,27556,ref-sifre-d.126.2.38,ref-sifre-d.126.2.43,בכלל היתה ולמה יצתה להקיש אליה ,בכלל היו ולמה יצאו להקיש אליהם ,5,5,939.0,1678.0,0.16129032258064516,0.5714285714285714,3080001288
1288,1681,ref-b.02.11.01.3a.21.2-ref-b.02.11.01.3a.21.7,ref-sifre-d.126.2.38-ref-sifre-d.126.2.43,2643799,2643830,366740,366745,ref-b.2.11.1.3a.21.2,ref-b.2.11.1.3a.21.7,163417,163448,27551,27556,ref-sifre-d.126.2.38,ref-sifre-d.126.2.43,בכלל היתה ולמה יצתה להקיש אליה ,בכלל היו ולמה יצאו להקיש אליהם ,5,5,946.0,1678.0,0.16129032258064516,0.5714285714285714,3080001289
1289,1682,ref-b.03.01.01.7a.10.11-ref-b.03.01.01.7a.10.17,ref-sifre-d.126.2.38-ref-sifre-d.126.2.43,2859123,2859160,394507,394513,ref-b.3.1.1.7a.10.11,ref-b.3.1.1.7a.10.17,163417,163448,27450,27455,ref-sifre-d.126.2.38,ref-sifre-d.126.2.43,בכלל קדשים היו ולמה יצאו להקיש אליהן ,בכלל היו ולמה יצאו להקיש אליהם ,6,5,1079.0,1678.0,0.1891891891891892,0.33333333333333337,3080001290
1290,1683,ref-b.03.01.01.7a.11.6-ref-b.03.01.01.7a.11.13,ref-sifre-d.126.2.38-ref-sifre-d.126.2.43,2859251,2859293,394525,394532,ref-b.3.1.1.7a.11.6,ref-b.3.1.1.7a.11.13,163417,163448,27450,27455,ref-sifre-d.126.2.38,ref-sifre-d.126.2.43,בכלל כל העריות היתה ולמה יצתה להקיש אליה ,בכלל היו ולמה יצאו להקיש אליהם ,7,5,1086.0,1678.0,0.34146341463414637,0.625,3080001291
