baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-n,baseOrder,grp-ref-m,dam-lev,jac,lcs_len_char,lcs_str_char,lcc_distance,id
ref-m.4.10.1.4.39-ref-m.4.10.1.4.56,ref-sifre-n.110.1.111-ref-sifre-n.110.1.126,623578,623669,ref-m.4.10.1.4.39,ref-m.4.10.1.4.56,156758,156836,ref-sifre-n.110.1.111,ref-sifre-n.110.1.126,כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף לחם האמור כאן ,18,16,289,289.0,375,351.0,0.47126436781609193,0.6428571428571428,52,כאן ע ונאמר להלן  מה  האמור להלן ש יי אף  האמור כאן ,0.4022988505747126,1050000273
ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.113.1.59-ref-sifre-n.113.1.73,623571,623669,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,167764,167839,ref-sifre-n.113.1.59,ref-sifre-n.113.1.73,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן מדבר ונאמר להלן מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן ,19,15,358,358.0,365,351.0,0.43010752688172044,0.6153846153846154,57,נאמר כאן ד ונאמר להלן ד מה ד האמור להלן ל אף ד האמור כאן ,0.3870967741935484,1050000274
ref-m.4.10.1.4.38-ref-m.4.10.1.4.47,ref-sifre-n.116.1.236-ref-sifre-n.116.1.251,623571,623620,ref-m.4.10.1.4.38,ref-m.4.10.1.4.47,178868,178948,ref-sifre-n.116.1.236,ref-sifre-n.116.1.251,ונאמר להלן אתך מה אתך האמור להלן כאן בלוים הכתוב_מדבר_אף אתך האמור כאן להלן,ונאמר להלן אתך מה אתך האמור להלן כאן בלוים הכתוב_מדבר_אף אתך האמור כאן להלן,14,14,369,369.0,352,352.0,0.0,0.0,75,ונאמר להלן אתך מה אתך האמור להלן כאן בלוים הכתוב_מדבר_אף אתך האמור כאן להלן,0.0,1050000275
ref-m.4.10.1.4.41-ref-m.4.10.1.4.56,ref-sifre-n.116.2.276-ref-sifre-n.116.2.287,623586,623669,ref-m.4.10.1.4.41,ref-m.4.10.1.4.56,183020,183081,ref-sifre-n.116.2.276,ref-sifre-n.116.2.287,ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,ונאמר להלן יומת מה יומת האמור להלן סקילה אף יומת האמור כאן ,16,12,373,373.0,377,351.0,0.46835443037974683,0.5833333333333333,45,ונאמר להלן  מה  האמור להלן ילה אף  האמור כאן ,0.430379746835443,1050000276
ref-m.4.10.1.4.41-ref-m.4.10.1.4.56,ref-sifre-n.116.2.297-ref-sifre-n.116.2.308,623586,623669,ref-m.4.10.1.4.41,ref-m.4.10.1.4.56,183124,183185,ref-sifre-n.116.2.297,ref-sifre-n.116.2.308,ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,ונאמר להלן יומת מה יומת האמור להלן בחנק אף יומת האמור כאן ,16,12,376,375.0,378,351.0,0.4936708860759494,0.5833333333333333,42,ונאמר להלן  מה  האמור להלן  אף  האמור כאן ,0.4683544303797469,1050000277
ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.124.1.255-ref-sifre-n.124.1.271,623571,623669,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,212021,212111,ref-sifre-n.124.1.255,ref-sifre-n.124.1.271,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמרה כאן לקיחה ונאמרה להלן שמות יב לקיחה מה לקיחה האמורה להלן שלשה אף לקיחה האמורה כאן ,19,17,435,435.0,366,351.0,0.5161290322580645,0.6666666666666667,60,נאמר כאן ה ונאמר להלן ה מה ה האמור להלן שלה אף ה האמורה כאן ,0.3548387096774194,1050000278
ref-m.4.10.1.4.41-ref-m.4.10.1.4.56,ref-sifre-n.124.1.639-ref-sifre-n.124.1.653,623586,623669,ref-m.4.10.1.4.41,ref-m.4.10.1.4.56,213993,214074,ref-sifre-n.124.1.639,ref-sifre-n.124.1.653,ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,ונאמר להלן טהור מה טהור האמור להלן טמא לתרומה וטהור לחטאת אף טהור האמור כאן ,16,15,450,448.0,379,351.0,0.43037974683544306,0.6428571428571428,54,ונאמר להלן ה מה ה האמור להלן  לרו הורא אף ה האמור כאן ,0.31645569620253167,1050000279
ref-m.4.10.1.4.38-ref-m.4.10.1.4.47,ref-sifre-n.127.5.22-ref-sifre-n.127.5.33,623571,623620,ref-m.4.10.1.4.38,ref-m.4.10.1.4.47,223948,224004,ref-sifre-n.127.5.22,ref-sifre-n.127.5.33,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן ,נאמר כאן עפר ונאמר להלן במדבר ה עפר מה עפר האמור להלן ,10,12,513,513.0,354,351.0,0.25925925925925924,0.5,41,נאמר כאן ע ונאמר להלן דה מה ע האמור להלן ,0.2407407407407407,1050000280
ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.128.2.2-ref-sifre-n.128.2.18,623571,623669,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,224593,224681,ref-sifre-n.128.2.2,ref-sifre-n.128.2.18,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמרה כאן לקיחה ונאמרה להלן שמות יב לקיחה מה לקיחה האמורה להלן ג' אף לקיחה האמורה כאן ,19,17,514,514.0,367,351.0,0.5268817204301075,0.6666666666666667,57,נאמר כאן ה ונאמר להלן ה מה ה האמורה הלן  אף ה האמורה כאן ,0.3870967741935484,1050000281
ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.142.2.71-ref-sifre-n.142.2.91,623571,623669,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,253140,253250,ref-sifre-n.142.2.71,ref-sifre-n.142.2.91,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמרה כאן שמירה ונאמר להלן שמות יב שמירה מה שמירה האמורה להלן מבקרו ד' ימים קודם שחיטתו אף שמירה האמורה כאן ,19,21,581,581.0,368,351.0,0.4537037037037037,0.736842105263158,67,נאמר כאן ה ונאמר להלן ה מה ה האמור להלן ד יי ום יו אף ה האמורה כאן ,0.37962962962962965,1050000282
ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.142.2.212-ref-sifre-n.142.3.1,623571,623669,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,253851,253960,ref-sifre-n.142.2.212,ref-sifre-n.142.3.1,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה_את_השבת אף מועדו האמור כאן דוחה_את_השבת ואמרת,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה_את_השבת אף מועדו האמור כאן דוחה_את_השבת ואמרת,17,17,582,582.0,369,369.0,0.0,0.0,103,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה_את_השבת אף מועדו האמור כאן דוחה_את_השבת ואמרת,0.0,1050000283
ref-m.4.10.1.4.39-ref-m.4.10.1.4.56,ref-sifre-n.153.3.18-ref-sifre-n.153.3.33,623578,623669,ref-m.4.10.1.4.39,ref-m.4.10.1.4.56,264584,264659,ref-sifre-n.153.3.18,ref-sifre-n.153.3.33,כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה עמו אף נדר האמור כאן ,18,16,610,610.0,376,351.0,0.3563218390804598,0.6153846153846154,56,כאן ד ונאמר להלן ד מה ד האמור להלן דר וה אף ד האמור כאן ,0.3563218390804598,1050000284
ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-n.157.8.90-ref-sifre-n.157.8.109,623571,623669,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,281101,281191,ref-sifre-n.157.8.90,ref-sifre-n.157.8.109,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן בגד ונאמר להלן בגד מה בגד האמור להלן עשה בו כל מעשה עזים כשק אף בגד האמור כאן ,19,20,669,669.0,370,351.0,0.3655913978494624,0.6875,66,נאמר כאן ד ונאמר להלן ד מה ד האמור להלן עשהו כל י  אף ד האמור כאן ,0.29032258064516125,1050000285
ref-m.4.10.1.5.73-ref-m.4.10.1.5.97,ref-sifre-n.111.2.33-ref-sifre-n.111.2.42,624193,624328,ref-m.4.10.1.5.73,ref-m.4.10.1.5.97,161330,161381,ref-sifre-n.111.2.33,ref-sifre-n.111.2.42,מביאים פר לעולה מביא פר לחטאת כאן שהצבור מביא פר,מביאים פר לעולה מביא פר לחטאת כאן שהצבור מביא פר,10,10,323,323.0,382,382.0,0.0,0.0,48,מביאים פר לעולה מביא פר לחטאת כאן שהצבור מביא פר,0.0,1050000286
ref-m.4.10.1.5.73-ref-m.4.10.1.5.91,ref-sifre-n.111.2.81-ref-sifre-n.111.2.91,624193,624296,ref-m.4.10.1.5.73,ref-m.4.10.1.5.91,161583,161639,ref-sifre-n.111.2.81,ref-sifre-n.111.2.91,מביאים פר ובעבודה זרה מביאין פר ושעיר דברי_רבי_מאיר_רבי_יהודה_אומר שבעה שבטים שחטאו מביאים שבעה פרים ,מביא פר לעולה מביא ב' שעירים לחטאת כאן שהצבור מביא פר ,14,11,325,325.0,383,382.0,0.6237623762376238,0.9444444444444444,39,מביא פר עוה מביא  שעיריאא שהבו מביא פר ,0.6138613861386139,1050000287
ref-m.4.10.1.5.87-ref-m.4.10.1.5.96,ref-sifre-n.111.3.172-ref-sifre-n.111.3.178,624267,624325,ref-m.4.10.1.5.87,ref-m.4.10.1.5.96,162562,162597,ref-sifre-n.111.3.172,ref-sifre-n.111.3.178,שבטים שחטאו מביאים שבעה פרים ושאר שבטים שלא חטאו מביאין ,שבט מביא פר ושאר כל השבטים מביאים ,10,7,328,328.0,385,382.0,0.5357142857142857,0.7692307692307692,29,שבט מביא פר ושאר שבטים מביאי ,0.4821428571428571,1050000288
ref-m.4.10.1.5.140-ref-m.4.10.1.5.147,ref-sifre-n.111.3.159-ref-sifre-n.111.3.165,624545,624588,ref-m.4.10.1.5.140,ref-m.4.10.1.5.147,162495,162532,ref-sifre-n.111.3.159,ref-sifre-n.111.3.165,אותו השבט הוא חייב ושאר כל השבטים פטורים ,אותו שבט חייב ושאר כל השבטים פטורים ,8,7,327,327.0,386,386.0,0.12195121951219512,0.0,36,אותו שבט חייב ושאר כל השבטים פטורים ,0.12195121951219512,1050000289
ref-m.4.10.2.1.10-ref-m.4.10.2.1.17,ref-sifre-n.112.1.316-ref-sifre-n.112.1.330,624758,624802,ref-m.4.10.2.1.10,ref-m.4.10.2.1.17,165198,165285,ref-sifre-n.112.1.316,ref-sifre-n.112.1.330,שוגג ועשה מזיד מזיד ועשה שוגג פטור שהוראת ,לעושה בשגגה ר'_יהודה_בן בתירא אומר הרי כל העושה בשגגה כעבודת גלולים כעושה בזדון ,8,13,338,338.0,387,387.0,0.7125,0.8461538461538461,26,וגג וה י מי עשה שגג ו שהו ,0.675,1050000290
ref-m.4.10.2.3.22-ref-m.4.10.2.4.5,ref-sifre-n.112.1.338-ref-sifre-n.112.1.352,625159,625324,ref-m.4.10.2.3.22,ref-m.4.10.2.4.5,165326,165405,ref-sifre-n.112.1.338,ref-sifre-n.112.1.352,זדונה כרת ושגגתה חטאת אף כל העושה מעשה בשגגה מעשה שחייבים,זדונה כרת ושגגתה חטאת אף כל העושה מעשה בשגגה מעשה שחייבים,11,11,349,349.0,388,388.0,0.0,0.0,57,זדונה כרת ושגגתה חטאת אף כל העושה מעשה בשגגה מעשה שחייבים,0.0,1050000291
ref-m.4.10.2.6.31-ref-m.4.10.2.6.36,ref-sifre-n.111.3.202-ref-sifre-n.111.3.208,625934,625967,ref-m.4.10.2.6.31,ref-m.4.10.2.6.36,162709,162749,ref-sifre-n.111.3.202,ref-sifre-n.111.3.208,פר ושעיר פר לעולה ושעיר לחטאת ,פר ומתחייב שעיר פר לעולה ושעיר לחטאת ,6,7,329,329.0,400,391.0,0.1891891891891892,0.19999999999999996,30,פר ושעיר פר לעולה ושעיר לחטאת ,0.18918918918918914,1050000292
ref-m.4.10.2.6.17-ref-m.4.10.2.6.34,ref-sifre-n.111.3.322-ref-sifre-n.111.3.344,625848,625953,ref-m.4.10.2.6.17,ref-m.4.10.2.6.34,163319,163424,ref-sifre-n.111.3.322,ref-sifre-n.111.3.344,ומשיח ובית דין מביאין פר ובעבודה זרה היחיד והנשיא והמשיח מביאין שעירה ובית דין פר ושעיר פר לעולה ,"משיח כשם שמביא פר על כל המצות יביא פר על עכו""ם ועוד ק""ו ומה_אם_במקום_שאין הצבור מביא פר משיח מביא פר ",18,20,330,330.0,399,391.0,0.7227722772277227,0.9090909090909091,46,משיח  מביא פר ע  הייד ו והמשאין הב י פר שי פר ,0.5445544554455446,1050000293
ref-m.4.10.2.6.1-ref-m.4.10.2.6.29,ref-sifre-n.112.1.10-ref-sifre-n.112.1.24,625754,625933,ref-m.4.10.2.6.1,ref-m.4.10.2.6.29,163564,163641,ref-sifre-n.112.1.10,ref-sifre-n.112.1.24,"כל המצות שהיחיד מביא עליהם כשבה או שעירה נשיא מביא שעיר משיח וב""ד מביאים פר","כל המצות שהיחיד מביא עליהם כשבה או שעירה נשיא מביא שעיר משיח וב""ד מביאים פר",15,15,331,331.0,391,391.0,0.0,0.0,75,"כל המצות שהיחיד מביא עליהם כשבה או שעירה נשיא מביא שעיר משיח וב""ד מביאים פר",0.0,1050000294
ref-m.4.10.2.6.17-ref-m.4.10.2.6.26,ref-sifre-n.112.1.239-ref-sifre-n.112.1.253,625848,625910,ref-m.4.10.2.6.17,ref-m.4.10.2.6.26,164799,164883,ref-sifre-n.112.1.239,ref-sifre-n.112.1.253,ומשיח ובית דין מביאין פר ובעבודה זרה היחיד והנשיא והמשיח ,ליחיד ולנשיא ולמשיח שהיה_בדין_הואיל וצבור מביא קרבן פר על המצות ומשיח מביא פר ,10,13,334,334.0,396,391.0,0.6923076923076923,0.8235294117647058,31,ושי וי דין מביאן פר ע הו ומשיח ,0.6025641025641026,1050000295
ref-m.4.10.2.6.17-ref-m.4.10.2.6.26,ref-sifre-n.112.1.294-ref-sifre-n.112.1.315,625848,625910,ref-m.4.10.2.6.17,ref-m.4.10.2.6.26,165084,165197,ref-sifre-n.112.1.294,ref-sifre-n.112.1.315,משיח מביא פר כאן שהצבור מביא פר אינו_דין_שיהא המשיח מביא פר תלמוד לומר תורה אחת יהיה לכם ליחיד ולנשיא ולמשיח,משיח מביא פר כאן שהצבור מביא פר אינו_דין_שיהא המשיח מביא פר תלמוד לומר תורה אחת יהיה לכם ליחיד ולנשיא ולמשיח,20,20,336,336.0,397,397.0,0.0,0.0,108,משיח מביא פר כאן שהצבור מביא פר אינו_דין_שיהא המשיח מביא פר תלמוד לומר תורה אחת יהיה לכם ליחיד ולנשיא ולמשיח,0.0,1050000296
ref-m.4.10.2.6.4-ref-m.4.10.2.6.10,ref-sifre-n.112.1.336-ref-sifre-n.112.1.354,625772,625809,ref-m.4.10.2.6.4,ref-m.4.10.2.6.10,165314,165416,ref-sifre-n.112.1.336,ref-sifre-n.112.1.354,שחייבין על זדונה כרת ושגגתה חטאת אף כל העושה מעשה בשגגה מעשה שחייבים על זדונה כרת ועל שגגתה חטאת,שחייבין על זדונה כרת ושגגתה חטאת אף כל העושה מעשה בשגגה מעשה שחייבים על זדונה כרת ועל שגגתה חטאת,19,19,343,343.0,393,393.0,0.0,0.0,96,שחייבין על זדונה כרת ושגגתה חטאת אף כל העושה מעשה בשגגה מעשה שחייבים על זדונה כרת ועל שגגתה חטאת,0.0,1050000297
ref-m.5.1.1.2.25-ref-m.5.1.1.2.35,ref-sifre-n.117.3.94-ref-sifre-n.117.3.106,628024,628085,ref-m.5.1.1.2.25,ref-m.5.1.1.2.35,188701,188768,ref-sifre-n.117.3.94,ref-sifre-n.117.3.106,קדשי קדשים ששחטן לשם קדשים קלים פסולין קדשים קלים ששחטן לשם ,קודש קדשים הוא לה' ר'_שמעון_אומר סתם חרמים לשמים שנאמר קודש קדשים ,11,11,396,391.0,401,401.0,0.6666666666666666,0.8333333333333334,31,קדש קדשים  לשם ים לים  קדש קשם ,0.5303030303030303,1050000298
ref-m.5.1.4.1.6-ref-m.5.1.4.1.16,ref-sifre-n.118.1.627-ref-sifre-n.118.1.637,632351,632407,ref-m.5.1.4.1.6,ref-m.5.1.4.1.16,191932,191981,ref-sifre-n.118.1.627,ref-sifre-n.118.1.637,על מזבח החיצון שאם נתנן מתנה אחת כפר ובחטאת שתי מתנות ,על המזבח מתנה אחת אתה אומר מתנה אחת או שתי מתנות ,11,11,400,399.0,402,402.0,0.46296296296296297,0.6428571428571428,35,על מזבח ה א ת מתנה אחת א שתי מתנות ,0.35185185185185186,1050000299
ref-m.5.1.5.3.50-ref-m.5.1.5.4.3,ref-sifre-n.117.2.298-ref-sifre-n.117.2.306,634567,634653,ref-m.5.1.5.3.50,ref-m.5.1.5.4.3,185447,185496,ref-sifre-n.117.2.298,ref-sifre-n.117.2.306,ונאכלין לפנים_מן_הקלעים לזכרי כהונה בכל מאכל ליום ולילה עד חצות העולה קדשי קדשים ,על קדשי הקדשים שלא יהיו נאכלים אלא לזכרי כהונה ,13,9,383,383.0,403,403.0,0.7160493827160493,0.6666666666666667,26,ל יהקים ל הו אכלים ל  הוה ,0.6790123456790124,1050000300
ref-m.5.1.5.5.4-ref-m.5.1.5.5.18,ref-sifre-n.117.2.221-ref-sifre-n.117.2.230,634777,634853,ref-m.5.1.5.5.4,ref-m.5.1.5.5.18,185040,185089,ref-sifre-n.117.2.221,ref-sifre-n.117.2.230,אשם ודאי יאשם תלוי ואשם נזיר ואשם מצורע,אשמם זו אשם ודאי יאשם תלוי ואשם נזיר ואשם מצורע,8,10,380,380.0,404,404.0,0.1702127659574468,0.2857142857142857,39,אשם ודאי יאשם תלוי ואשם נזיר ואשם מצורע,0.17021276595744683,1050000301
ref-m.5.1.5.5.31-ref-m.5.1.5.5.43,ref-sifre-n.118.1.786-ref-sifre-n.118.1.795,634920,634996,ref-m.5.1.5.5.31,ref-m.5.1.5.5.43,192767,192817,ref-sifre-n.118.1.786,ref-sifre-n.118.1.795,מתנות שהן ארבע ונאכלין לפנים_מן_הקלעים לזכרי כהונה בכל מאכל ליום ולילה ,מתנה לכהן מה חטאת נאכלת ליום ולילה אף בכור נאכל ,11,10,402,401.0,406,406.0,0.6901408450704225,0.8125,29,מתנ הן א נאכל לים ליה בכ אכל ,0.5915492957746479,1050000302
