baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-y,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-y.2.10.1.9.16.36-ref-y.2.10.1.9.16.46,ref-bible.0101.20.12.4-ref-bible.0101.20.13.7,1868488,1868543,ref-y.2.10.1.9.16.36,ref-y.2.10.1.9.16.46,34022,34096,ref-bible.0101.20.12.4,ref-bible.0101.20.13.7,בת אבי הוא אך לא בת אמי ותהי לי לאשה ויהי כאשר התעו אתי אלהים מבית אבי,בת אבי הוא אך לא בת אמי ותהי לי לאשה ויהי כאשר התעו אתי אלהים מבית אבי,17,17,97,97.0,1562,1562.0,0.0,0.0,17,בת אבי הוא אך לא בת אמי ותהי לי לאשה ויהי כאשר התעו אתי אלהים מבית אבי,7090001360,17,17
ref-y.2.10.1.9.18.90-ref-y.2.10.1.9.18.97,ref-bible.0104.33.8.15-ref-bible.0104.33.10.2,1870011,1870055,ref-y.2.10.1.9.18.90,ref-y.2.10.1.9.18.97,330038,330133,ref-bible.0104.33.8.15,ref-bible.0104.33.10.2,במרה ויסעו ממרה ויבאו אילמה ובאילם שתים עשרה עינת מים ושבעים תמרים ויחנו שם ויסעו מאילם,במרה ויסעו ממרה ויבאו אילמה ובאילם שתים עשרה עינת מים ושבעים תמרים ויחנו שם ויסעו מאילם,16,16,1067,1067.0,1565,1565.0,0.0,0.0,16,במרה ויסעו ממרה ויבאו אילמה ובאילם שתים עשרה עינת מים ושבעים תמרים ויחנו שם ויסעו מאילם,7090001361,16,16
ref-y.2.10.1.9.18.89-ref-y.2.10.1.9.18.98,ref-bible.0206.4.18.8-ref-bible.206.4.20.2,1870003,1870062,ref-y.2.10.1.9.18.89,ref-y.2.10.1.9.18.98,720645,720725,ref-bible.0206.4.18.8,ref-bible.0206.4.20.2,ואילין אמרין ברוך הבא ואילין אמרין בשם יי' ואילו ואילו ,אל הקצרים ויאמר אל אביו ראשי ראשי ויאמר אל הנער שאהו אל אמו וישאהו ויביאהו ,10,15,1913,1911.0,1564,1564.0,0.6666666666666666,0.8461538461538461,0,,7090001362,10,15
ref-y.2.10.1.9.19.105-ref-y.2.10.1.9.19.115,ref-bible.0101.29.4.7-ref-bible.101.29.6.5,1870580,1870633,ref-y.2.10.1.9.19.105,ref-y.2.10.1.9.19.115,54372,54469,ref-bible.0101.29.4.7,ref-bible.0101.29.6.5,אמירה אמרין ליה תלמידוי ר' היך מה דאמרת להן אמרת להן ,ויאמרו מחרן אנחנו ויאמר להם הידעתם את לבן בן נחור ויאמרו ידענו ויאמר להם השלום לו ויאמרו ,11,10,120,116.0,1567,1567.0,0.7078651685393258,0.8823529411764706,0,,7090001363,11,17
ref-y.2.10.1.10.5.76-ref-y.2.10.1.10.5.82,ref-bible.0301.45.14.2-ref-bible.301.45.14.8,1872619,1872656,ref-y.2.10.1.10.5.76,ref-y.2.10.1.10.5.82,1182513,1182550,ref-bible.0301.45.14.2,ref-bible.0301.45.14.8,כבודה בת מלך פנימה ממשבצות זהב לבושה ,כבודה בת מלך פנימה ממשבצות זהב לבושה ,7,7,2514,2513.0,1568,1568.0,0.0,0.0,7,כבודה בת מלך פנימה ממשבצות זהב לבושה,7090001364,7,7
ref-y.2.10.1.10.7.15-ref-y.2.10.1.10.7.24,ref-bible.0102.29.29.1-ref-bible.102.29.29.7,1873275,1873331,ref-y.2.10.1.10.7.15,ref-y.2.10.1.10.7.24,165274,165314,ref-bible.0102.29.29.1,ref-bible.0102.29.29.7,ובגדי הקודש אשר לאהרן יהיו לבניו מה תלמוד לומר אחריו ,ובגדי הקדש אשר לאהרן יהיו לבניו אחריו ,10,7,437,436.0,1569,1569.0,0.2830188679245283,0.1428571428571429,6,ובגדי אשר לאהרן יהיו לבניו אחריו,7090001365,10,7
ref-y.2.10.1.10.7.38-ref-y.2.10.1.10.7.48,ref-bible.0102.29.29.1-ref-bible.102.29.29.7,1873401,1873462,ref-y.2.10.1.10.7.38,ref-y.2.10.1.10.7.48,165274,165314,ref-bible.0102.29.29.1,ref-bible.0102.29.29.7,ובגדי הקדש אשר לאהרן הכהן יהיו לבניו מה תלמוד לומר אחריו ,ובגדי הקדש אשר לאהרן יהיו לבניו אחריו ,11,7,438,436.0,1570,1570.0,0.3333333333333333,0.25,7,ובגדי הקדש אשר לאהרן יהיו לבניו אחריו,7090001366,11,7
ref-y.2.10.1.10.7.238-ref-y.2.10.1.10.7.262,ref-bible.0103.16.32.2-ref-bible.103.16.32.10,1874444,1874570,ref-y.2.10.1.10.7.238,ref-y.2.10.1.10.7.262,227357,227399,ref-bible.0103.16.32.2,ref-bible.0103.16.32.10,כהן אחר תלמוד לומר אשר ימשח אותו אין לי אלא משוח בשמן המשחה המרובה בגדים מניין תלמוד לומר ואשר ימלא את ידו מניין לרבות כהן ,הכהן אשר ימשח אתו ואשר ימלא את ידו לכהן ,25,9,663,662.0,1571,1571.0,0.6910569105691057,0.7058823529411764,5,ימשח ואשר ימלא את ידו,7090001367,25,9
ref-y.2.10.1.11.1.69-ref-y.2.10.1.11.1.79,ref-bible.0101.27.15.1-ref-bible.101.27.15.11,1875109,1875165,ref-y.2.10.1.11.1.69,ref-y.2.10.1.11.1.79,50091,50143,ref-bible.0101.27.15.1,ref-bible.0101.27.15.11,ותקח רכק' את בגדי עשו בנה הגדול החמודות אשר אתה בבית ,ותקח רבקה את בגדי עשו בנה הגדל החמדת אשר אתה בבית ,11,11,111,111.0,1572,1572.0,0.0943396226415094,0.1818181818181817,8,ותקח את בגדי עשו בנה אשר אתה בבית,7090001368,11,11
ref-y.2.10.1.11.2.102-ref-y.2.10.1.11.2.108,ref-bible.0101.9.3.6-ref-bible.101.9.3.14,1875798,1875825,ref-y.2.10.1.11.2.102,ref-y.2.10.1.11.2.108,14244,14284,ref-bible.0101.9.3.6,ref-bible.0101.9.3.14,לי בירק עשב נתתי לכם את כל ,לכם יהיה לאכלה כירק עשב נתתי לכם את כל ,7,9,58,58.0,1573,1573.0,0.3333333333333333,0.1428571428571429,5,עשב נתתי לכם את כל,7090001369,7,9
ref-y.2.10.1.11.2.336-ref-y.2.10.1.11.2.342,ref-bible.0101.4.4.1-ref-bible.101.4.4.7,1877018,1877058,ref-y.2.10.1.11.2.336,ref-y.2.10.1.11.2.342,5964,6002,ref-bible.0101.4.4.1,ref-bible.0101.4.4.7,והבל הביא גם הוא מבכורות צאנו ומחלבהן ,והבל הביא גם הוא מבכרות צאנו ומחלבהן ,7,7,38,38.0,1574,1574.0,0.0263157894736842,0.0,6,והבל הביא גם הוא צאנו ומחלבהן,7090001370,7,7
ref-y.2.10.1.11.2.361-ref-y.2.10.1.11.2.376,ref-bible.0102.24.5.1-ref-bible.102.24.5.10,1877141,1877218,ref-y.2.10.1.11.2.361,ref-y.2.10.1.11.2.376,152549,152604,ref-bible.0102.24.5.1,ref-bible.0102.24.5.10,וישלח את נערי בני ישראל ויעלו עולות וגו' מה עבד לה רבי יוסי בן חנינה שלימין ,וישלח את נערי בני ישראל ויעלו עלת ויזבחו זבחים שלמים ,16,10,386,386.0,1575,1575.0,0.3947368421052631,0.4615384615384615,6,וישלח את נערי בני ישראל ויעלו,7090001371,16,10
ref-y.2.10.1.11.2.390-ref-y.2.10.1.11.2.396,ref-bible.0102.18.12.1-ref-bible.102.18.12.7,1877289,1877329,ref-y.2.10.1.11.2.390,ref-y.2.10.1.11.2.396,141638,141676,ref-bible.0102.18.12.1,ref-bible.0102.18.12.7,ויקח יתרו חותן משה עולה וזבחים לאלהים ,ויקח יתרו חתן משה עלה וזבחים לאלהים ,7,7,292,292.0,1576,1576.0,0.0526315789473684,0.0,5,ויקח יתרו משה וזבחים לאלהים,7090001372,7,7
ref-y.2.10.1.11.2.445-ref-y.2.10.1.11.2.450,ref-bible.0102.18.1.1-ref-bible.102.18.1.6,1877548,1877577,ref-y.2.10.1.11.2.445,ref-y.2.10.1.11.2.450,140844,140872,ref-bible.0102.18.1.1,ref-bible.0102.18.1.6,וישמע יתרו כהן מדין חותן משה ,וישמע יתרו כהן מדין חתן משה ,6,6,291,291.0,1577,1577.0,0.0344827586206896,0.0,5,וישמע יתרו כהן מדין משה,7090001373,6,6
ref-y.2.10.1.11.2.518-ref-y.2.10.1.11.2.527,ref-bible.0101.34.20.7-ref-bible.101.34.21.4,1877891,1877946,ref-y.2.10.1.11.2.518,ref-y.2.10.1.11.2.527,68089,68142,ref-bible.0101.34.20.7,ref-bible.0101.34.21.4,עורי דבר שהיה ישן ונתעורר ובואי תימן אילו שלמים שהן ,עירם וידברו אל אנשי עירם לאמר האנשים האלה שלמים הם ,10,10,152,150.0,1578,1578.0,0.6346153846153846,0.7857142857142857,1,שלמים,7090001374,10,10
ref-y.2.10.1.11.5.118-ref-y.2.10.1.11.5.125,ref-bible.0105.12.8.2-ref-bible.105.12.8.8,1878963,1879004,ref-y.2.10.1.11.5.118,ref-y.2.10.1.11.5.125,365411,365445,ref-bible.0105.12.8.2,ref-bible.0105.12.8.8,תעשו בגלגל ככל אשר אנחנו עושים פה היום ,תעשון ככל אשר אנחנו עשים פה היום ,8,7,1186,1186.0,1579,1579.0,0.1794871794871795,0.3333333333333333,5,ככל אשר אנחנו פה היום,7090001375,8,7
ref-y.2.10.1.11.5.144-ref-y.2.10.1.11.5.155,ref-bible.0105.12.8.2-ref-bible.105.12.8.12,1879087,1879148,ref-y.2.10.1.11.5.144,ref-y.2.10.1.11.5.155,365411,365466,ref-bible.0105.12.8.2,ref-bible.0105.12.8.12,איש הישר בעיניו יעשה לא תעשון ככל אשר אנחנו עושים פה היום ,תעשון ככל אשר אנחנו עשים פה היום איש כל הישר בעיניו ,12,11,1187,1186.0,1580,1580.0,0.7241379310344828,0.1818181818181817,6,תעשון ככל אשר אנחנו פה היום,7090001376,12,11
ref-y.2.10.1.11.5.145-ref-y.2.10.1.11.5.153,ref-bible.0208.18.4.5-ref-bible.208.18.4.17,1879091,1879139,ref-y.2.10.1.11.5.145,ref-y.2.10.1.11.5.153,900227,900298,ref-bible.0208.18.4.5,ref-bible.0208.18.4.17,הישר בעיניו יעשה לא תעשון ככל אשר אנחנו עושים ,עשה בחמר ביד היוצר ושב ויעשהו כלי אחר כאשר ישר בעיני היוצר לעשות ,9,13,2152,2152.0,1581,1580.0,0.6461538461538462,0.7857142857142857,0,,7090001377,9,13
ref-y.2.10.1.11.7.15-ref-y.2.10.1.11.7.21,ref-bible.0105.12.13.4-ref-bible.105.12.14.1,1880591,1880628,ref-y.2.10.1.11.7.15,ref-y.2.10.1.11.7.21,365908,365943,ref-bible.0105.12.13.4,ref-bible.0105.12.14.1,תעלה עולותיך בכל מקום אשר תראה כי אם ,תעלה עלתיך בכל מקום אשר תראה כי אם ,8,8,1190,1190.0,1582,1582.0,0.054054054054054,0.0,7,תעלה בכל מקום אשר תראה כי אם,7090001378,8,8
ref-y.2.10.1.12.1.16-ref-y.2.10.1.12.1.24,ref-bible.0201.8.30.1-ref-bible.201.8.30.9,1880793,1880838,ref-y.2.10.1.12.1.16,ref-y.2.10.1.12.1.24,427556,427602,ref-bible.0201.8.30.1,ref-bible.0201.8.30.9,אז יבנה יהושע מזבח ליי' אלהי ישראל בהר עיבל ,אז יבנה יהושע מזבח ליהוה אלהי ישראל בהר עיבל ,9,9,1447,1447.0,1583,1583.0,0.0666666666666666,0.25,6,אז יבנה יהושע מזבח בהר עיבל,7090001379,9,9
ref-y.2.10.1.12.1.32-ref-y.2.10.1.12.1.39,ref-bible.0203.7.9.1-ref-bible.203.7.9.9,1880869,1880910,ref-y.2.10.1.12.1.32,ref-y.2.10.1.12.1.39,529697,529745,ref-bible.0203.7.9.1,ref-bible.0203.7.9.9,ויקח שמואל טלה חלב אחד ויעלהו עולה כליל ,ויקח שמואל טלה חלב אחד ויעלה ויעלהו עולה כליל ,8,9,1583,1583.0,1584,1584.0,0.1304347826086956,0.0,8,ויקח שמואל טלה חלב אחד ויעלהו עולה כליל,7090001380,8,9
ref-y.2.10.1.12.1.98-ref-y.2.10.1.12.1.108,ref-bible.0203.7.17.1-ref-bible.0203.8.2.3,1881206,1881259,ref-y.2.10.1.12.1.98,ref-y.2.10.1.12.1.108,530424,530550,ref-bible.0203.7.17.1,ref-bible.0203.8.2.3,ותשבתו הרמתה כי שם ביתו ושם שפט את ישראל ויבן שם מזבח ליהוה ויהי כאשר זקן שמואל וישם את בניו שפטים לישראל ויהי שם בנו,ותשבתו הרמתה כי שם ביתו ושם שפט את ישראל ויבן שם מזבח ליהוה ויהי כאשר זקן שמואל וישם את בניו שפטים לישראל ויהי שם בנו,25,25,1584,1584.0,1585,1585.0,0.0,0.0,23,ותשבתו הרמתה כי שם ביתו ושם שפט את ישראל ויבן_שם_מזבח ליהוה ויהי כאשר זקן שמואל וישם את בניו שפטים לישראל ויהי שם בנו,7090001381,25,25
ref-y.2.10.1.12.1.112-ref-y.2.10.1.12.1.125,ref-bible.0203.9.24.1-ref-bible.203.9.24.9,1881276,1881346,ref-y.2.10.1.12.1.112,ref-y.2.10.1.12.1.125,534168,534219,ref-bible.0203.9.24.1,ref-bible.0203.9.24.9,וירם הטבח את השוק והעליה וישם לפני שאול וגו' ר' שמואל בר נחמן אמר ,וירם הטבח את השוק והעליה וישם לפני שאול ויאמר ,14,9,1593,1593.0,1587,1587.0,0.3181818181818182,0.1818181818181817,8,וירם הטבח את השוק והעליה וישם לפני שאול,7090001382,14,9
ref-y.2.10.1.12.1.194-ref-y.2.10.1.12.1.202,ref-bible.0202.13.10.4-ref-bible.202.13.10.12,1881718,1881766,ref-y.2.10.1.12.1.194,ref-y.2.10.1.12.1.202,496397,496444,ref-bible.0202.13.10.4,ref-bible.0202.13.10.12,אילי איש שורו וגו' וכתיב ויגידו לשאול לאמר הנה ,ותגד לאישה ותאמר אליו הנה נראה אלי האיש אשר ,9,9,1530,1530.0,1591,1588.0,0.7446808510638298,0.6666666666666667,1,הנה,7090001383,9,9
ref-y.2.10.1.12.1.189-ref-y.2.10.1.12.1.194,ref-bible.0203.13.8.12-ref-bible.203.13.9.4,1881690,1881722,ref-y.2.10.1.12.1.189,ref-y.2.10.1.12.1.194,541265,541302,ref-bible.0203.13.8.12,ref-bible.0203.13.9.4,פוצו בעם ואמרתם להם הגישו אילי ,ויפץ העם מעליו ויאמר שאול הגשו אלי ,6,7,1596,1596.0,1590,1588.0,0.5714285714285714,0.5555555555555556,0,,7090001384,6,7
ref-y.2.10.1.12.1.199-ref-y.2.10.1.12.1.208,ref-bible.0203.14.32.14-ref-bible.0203.14.33.9,1881744,1881798,ref-y.2.10.1.12.1.199,ref-y.2.10.1.12.1.208,545173,545241,ref-bible.0203.14.32.14,ref-bible.0203.14.33.9,ויאכל העם על הדם ויגידו לשאול לאמר הנה העם חטאים ליהוה לאכל על,ויאכל העם על הדם ויגידו לשאול לאמר הנה העם חטאים ליהוה לאכל על,13,13,1601,1601.0,1592,1592.0,0.0,0.0,13,ויאכל העם על הדם ויגידו לשאול לאמר הנה העם חטאים ליהוה לאכל על,7090001385,13,13
ref-y.2.10.1.12.1.187-ref-y.2.10.1.12.1.196,ref-bible.0203.14.34.1-ref-bible.203.14.34.10,1881678,1881731,ref-y.2.10.1.12.1.187,ref-y.2.10.1.12.1.196,545284,545335,ref-bible.0203.14.34.1,ref-bible.0203.14.34.10,ויאמר שאול פוצו בעם ואמרתם להם הגישו אילי איש שורו ,ויאמר שאול פצו בעם ואמרתם להם הגישו אלי איש שורו ,10,10,1603,1603.0,1588,1588.0,0.0392156862745098,0.0,8,ויאמר שאול בעם ואמרתם להם הגישו איש שורו,7090001386,10,10
ref-y.2.10.1.12.1.187-ref-y.2.10.1.12.1.201,ref-bible.0203.18.24.1-ref-bible.203.18.25.4,1881678,1881762,ref-y.2.10.1.12.1.187,ref-y.2.10.1.12.1.201,558307,558374,ref-bible.0203.18.24.1,ref-bible.0203.18.25.4,ויאמר שאול פוצו בעם ואמרתם להם הגישו אילי איש שורו וגו' וכתיב ויגידו לשאול לאמר ,ויגדו עבדי שאול לו לאמר כדברים האלה דבר דוד ויאמר שאול כה תאמרו ,15,13,1613,1613.0,1589,1588.0,0.675,0.7777777777777778,2,שאול לאמר,7090001387,15,13
ref-y.2.10.1.12.2.58-ref-y.2.10.1.12.2.62,ref-bible.0102.35.11.8-ref-bible.102.35.11.16,1882171,1882206,ref-y.2.10.1.12.2.58,ref-y.2.10.1.12.2.62,177755,177801,ref-bible.0102.35.11.8,ref-bible.0102.35.11.16,קרסיו קרשיו בריחיו ועמודיו ואדניו ,קרסיו ואת קרשיו את בריחו את עמדיו ואת אדניו ,5,9,505,505.0,1594,1594.0,0.3409090909090909,0.1666666666666666,2,קרסיו קרשיו,7090001388,5,9
ref-y.2.10.1.12.2.58-ref-y.2.10.1.12.2.62,ref-bible.0102.39.33.11-ref-bible.102.39.33.16,1882171,1882206,ref-y.2.10.1.12.2.58,ref-y.2.10.1.12.2.62,188610,188651,ref-bible.0102.39.33.11,ref-bible.0102.39.33.16,קרסיו קרשיו בריחיו ועמודיו ואדניו ,קרסיו קרשיו בריחו בריחיו ועמדיו ואדניו ,5,6,532,532.0,1595,1594.0,0.1794871794871795,0.0,4,קרסיו קרשיו בריחיו ואדניו,7090001389,5,6
ref-y.2.10.1.12.2.59-ref-y.2.10.1.12.2.62,ref-bible.0104.3.36.5-ref-bible.104.3.36.9,1882177,1882206,ref-y.2.10.1.12.2.59,ref-y.2.10.1.12.2.62,259342,259378,ref-bible.0104.3.36.5,ref-bible.0104.3.36.9,קרשיו בריחיו ועמודיו ואדניו ,קרשי המשכן ובריחיו ועמדיו ואדניו ,4,5,902,902.0,1596,1594.0,0.2424242424242424,0.5,1,ואדניו,7090001390,4,5
ref-y.2.10.1.12.2.59-ref-y.2.10.1.12.2.62,ref-bible.0104.4.31.8-ref-bible.104.4.31.12,1882177,1882206,ref-y.2.10.1.12.2.59,ref-y.2.10.1.12.2.62,262717,262754,ref-bible.0104.4.31.8,ref-bible.0104.4.31.12,קרשיו בריחיו ועמודיו ואדניו ,קרשי המשכן ובריחיו ועמודיו ואדניו ,4,5,908,908.0,1597,1594.0,0.2058823529411764,0.5,2,ועמודיו ואדניו,7090001391,4,5
ref-y.2.10.1.12.3.28-ref-y.2.10.1.12.3.37,ref-bible.0301.78.67.1-ref-bible.301.78.68.4,1882381,1882437,ref-y.2.10.1.12.3.28,ref-y.2.10.1.12.3.37,1207670,1207727,ref-bible.0301.78.67.1,ref-bible.0301.78.68.4,וימאס באהל יוסף וכשבם אפרים לא בחר ויבחר בשבט יהודה ,וימאס באהל יוסף ובשבט אפרים לא בחר ויבחר את שבט יהודה ,10,11,2581,2581.0,1598,1598.0,0.0925925925925925,0.2727272727272727,8,וימאס באהל יוסף אפרים לא בחר ויבחר יהודה,7090001392,10,11
ref-y.2.10.1.12.3.97-ref-y.2.10.1.12.3.101,ref-bible.0201.16.6.6-ref-bible.201.16.6.10,1882742,1882770,ref-y.2.10.1.12.3.97,ref-y.2.10.1.12.3.101,445059,445086,ref-bible.0201.16.6.6,ref-bible.0201.16.6.10,ונסב הגבול מזרחה תאנת שילה ,ונסב הגבול מזרחה תאנת שלה ,5,5,1474,1474.0,1599,1599.0,0.037037037037037,0.0,4,ונסב הגבול מזרחה תאנת,7090001393,5,5
ref-y.2.10.1.12.8.23-ref-y.2.10.1.12.8.30,ref-bible.0105.12.9.1-ref-bible.105.12.9.9,1885328,1885361,ref-y.2.10.1.12.8.23,ref-y.2.10.1.12.8.30,365467,365507,ref-bible.0105.12.9.1,ref-bible.0105.12.9.9,כי לא באתם עד עתה אל המנוחה נחלה ,כי לא באתם עד עתה אל המנוחה ואל הנחלה ,8,1,1188,1188.0,1600,1600.0,0.131578947368421,0.2857142857142857,7,כי לא באתם עד עתה אל המנוחה,7090001394,8,9
ref-y.2.10.1.12.8.34-ref-y.2.10.1.12.8.45,ref-bible.0208.12.8.1-ref-bible.208.12.9.4,1885374,1885431,ref-y.2.10.1.12.8.34,ref-y.2.10.1.12.8.45,889785,889860,ref-bible.0208.12.8.1,ref-bible.0208.12.9.4,"העיט צבוע נחלתי לי מ""ד נחלה זו שילה היתה לי נחלתי כאריה ",היתה לי נחלתי כאריה ביער נתנה עלי בקולה על כן שנאתיה העיט צבוע נחלתי לי ,12,15,2145,2145.0,1601,1601.0,0.625,0.6666666666666667,4,היתה לי נחלתי כאריה,7090001395,12,15
ref-y.2.10.1.12.8.129-ref-y.2.10.1.12.8.137,ref-bible.0309.2.15.1-ref-bible.309.2.18.3,1885910,1885968,ref-y.2.10.1.12.8.129,ref-y.2.10.1.12.8.137,1373701,1373806,ref-bible.0309.2.15.1,ref-bible.0309.2.18.3,בבניין הראשון ארבע מאות ועשר ובבניין האחרון ארבע מאות ,בני עדין ארבע מאות חמשים וארבעה בני אטר ליחזקיה תשעים ושמנה בני בצי שלש מאות עשרים ושלשה בני יורה מאה ,9,20,2911,2911.0,1602,1602.0,0.696078431372549,0.8888888888888888,3,ארבע מאות מאות,7090001396,9,20
ref-y.2.10.1.12.8.142-ref-y.2.10.1.12.8.149,ref-bible.0219.2.9.1-ref-bible.219.2.9.8,1885992,1886036,ref-y.2.10.1.12.8.142,ref-y.2.10.1.12.8.149,1129831,1129875,ref-bible.0219.2.9.1,ref-bible.0219.2.9.8,גדול יהיה כבוד הבית הזה האחרון מן הראשון ,גדול יהיה כבוד הבית הזה האחרון מן הראשון ,8,8,2400,2400.0,1603,1603.0,0.0,0.0,8,גדול יהיה כבוד הבית הזה האחרון מן הראשון,7090001397,8,8
ref-y.2.10.2.1.2.34-ref-y.2.10.2.1.2.46,ref-bible.0221.1.11.2-ref-bible.221.1.11.7,1886384,1886444,ref-y.2.10.2.1.2.34,ref-y.2.10.2.1.2.46,1148571,1148600,ref-bible.0221.1.11.2,ref-bible.0221.1.11.7,ממזרח שמש עד מבואו מחולל שם יי' מהולל שם יי' ממזרח שמש ועד ,ממזרח שמש ועד מבואו גדול שמי ,13,6,2448,2447.0,1604,1604.0,0.576271186440678,0.4444444444444444,3,ממזרח שמש ועד,7090001398,13,6
ref-y.2.10.2.4.1.33-ref-y.2.10.2.4.1.54,ref-bible.0308.9.26.10-ref-bible.308.9.26.23,1890220,1890327,ref-y.2.10.2.4.1.33,ref-y.2.10.2.4.1.54,1371110,1371171,ref-bible.0308.9.26.10,ref-bible.0308.9.26.23,"על כן על כל דברי האיגרת הזאת מ""ד מאיש יהודי ומה ראו על כבה מאן דאמ' מאחר הדברי' האלה ומה הגיע אליהם ",על כן על כל דברי האגרת הזאת ומה ראו על ככה ומה הגיע אליהם ,22,14,2903,2903.0,1605,1605.0,0.45,0.5263157894736843,9,על כן הזאת ומה ראו על ומה הגיע אליהם,7090001399,22,14
