baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-mek.5.3.2.18-ref-mek.5.3.2.29,ref-y.3.5.7.3.3.36-ref-y.3.5.7.3.3.50,220672,220729,ref-mek.5.3.2.18,ref-mek.5.3.2.29,2318253,2318328,ref-y.3.5.7.3.3.36,ref-y.3.5.7.3.3.50,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף ,נאמר כאן אלוני מורה ונאמר להלן אלוני מורה מה אלוני מורה האמור להלן שכם אף ,1,5,836,836.0,628,607.0,0.3648648648648648,0.4444444444444444,8,נאמר כאן ונאמר להלן מה האמור להלן אף,3070000509,12,15
ref-mek.5.3.2.18-ref-mek.5.3.2.30,ref-y.3.5.8.1.1.42-ref-y.3.5.8.1.1.58,220672,220733,ref-mek.5.3.2.18,ref-mek.5.3.2.30,2327493,2327584,ref-y.3.5.8.1.1.42,ref-y.3.5.8.1.1.58,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף כאן ,נאמר כאן נגישה ונאמר להלן ונגשו הכחנים בני לוי מה נגישה שנאמר להלן בלשון הקודש אף כאן ,1,2,845,842.0,642,607.0,0.4651162790697674,0.6153846153846154,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070000510,13,17
ref-mek.5.3.2.18-ref-mek.5.3.2.30,ref-y.3.5.8.1.1.82-ref-y.3.5.8.1.1.98,220672,220733,ref-mek.5.3.2.18,ref-mek.5.3.2.30,2327701,2327789,ref-y.3.5.8.1.1.82,ref-y.3.5.8.1.1.98,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף כאן ,נאמר כאן נגישה ונאמר להלן ונגש משה אל הערפל מה נגישה שנאמר להלן בלשון הקודש אף כאן ,1,2,848,846.0,643,607.0,0.4698795180722891,0.6666666666666667,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070000511,13,17
ref-mek.5.3.2.18-ref-mek.5.3.2.30,ref-y.3.2.4.4.6.91-ref-y.3.2.4.4.6.103,220672,220733,ref-mek.5.3.2.18,ref-mek.5.3.2.30,2418731,2418790,ref-y.3.2.4.4.6.91,ref-y.3.2.4.4.6.103,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף כאן ,נאמר כאן שומה ונאמר להלן שומה מה שומה שנ' להלן ממון אף כאן ,1,1,908,906.0,644,607.0,0.3,0.5,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070000512,13,13
ref-mek.5.3.2.20-ref-mek.5.3.2.30,ref-y.3.7.1.1.32.163-ref-y.3.7.1.1.32.171,220681,220733,ref-mek.5.3.2.20,ref-mek.5.3.2.30,2833889,2833931,ref-y.3.7.1.1.32.163,ref-y.3.7.1.1.32.171,שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף כאן ,שילוח שילוח מה שילוח שנ' להלן בשט' אף כאן ,11,9,1013,1013.0,649,607.0,0.4117647058823529,0.5555555555555556,5,שילוח מה להלן אף כאן,3070000513,11,9
ref-mek.5.3.2.18-ref-mek.5.3.2.30,ref-y.3.7.1.7.18.128-ref-y.3.7.1.7.18.140,220672,220733,ref-mek.5.3.2.18,ref-mek.5.3.2.30,2879134,2879199,ref-y.3.7.1.7.18.128,ref-y.3.7.1.7.18.140,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף כאן ,נאמר כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן כגרים אף כאן ,1,1,1065,1061.0,645,607.0,0.2857142857142857,0.5,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070000514,13,13
ref-mek.5.3.2.18-ref-mek.5.3.2.27,ref-y.4.1.4.4.5.133-ref-y.4.1.4.4.5.144,220672,220723,ref-mek.5.3.2.18,ref-mek.5.3.2.27,2983586,2983647,ref-y.4.1.4.4.5.133,ref-y.4.1.4.4.5.144,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן ,נאמר כאן השור יסקל ונאמר להלן השור יסקל מה שור שנאמר להלן ,1,1,1119,1117.0,616,607.0,0.3448275862068966,0.5,6,נאמר כאן ונאמר להלן מה להלן,3070000515,10,12
ref-mek.5.3.2.18-ref-mek.5.3.2.27,ref-y.4.4.1.3.2.4-ref-y.4.4.1.3.2.16,220672,220723,ref-mek.5.3.2.18,ref-mek.5.3.2.27,3154598,3154667,ref-y.4.4.1.3.2.4,ref-y.4.4.1.3.2.16,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן ,נאמר כאן זדון ונאמר להלן זדון בזדון דברו הנביא מה זדון שנאמר להלן ,1,1,1201,1200.0,617,607.0,0.4393939393939394,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,3070000516,10,13
ref-mek.5.3.2.18-ref-mek.5.3.2.27,ref-y.4.4.1.3.2.32-ref-y.4.4.1.3.2.45,220672,220723,ref-mek.5.3.2.18,ref-mek.5.3.2.27,3154751,3154821,ref-y.4.4.1.3.2.32,ref-y.4.4.1.3.2.45,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן ,נאמר כאג דיבר ונאמר להלן אשר ידבר הנביא בשם יי' מה דיבר שנאמר להלן ,1,1,1203,1203.0,618,607.0,0.4776119402985074,0.75,5,נאמר ונאמר להלן מה להלן,3070000517,10,14
ref-mek.5.3.2.18-ref-mek.5.3.2.30,ref-y.4.4.1.3.8.127-ref-y.4.4.1.3.8.147,220672,220733,ref-mek.5.3.2.18,ref-mek.5.3.2.30,3157857,3157962,ref-y.4.4.1.3.8.127,ref-y.4.4.1.3.8.147,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף כאן ,נאמר כאן בני ישראל ונאמר להלן בני ישראל ויבואו בני ישראל לשבר וגו' מה בני ישראל שנאמר להלן עשר' אף כאן ,1,2,1207,1205.0,646,607.0,0.5339805825242718,0.6153846153846154,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070000518,13,21
ref-mek.5.3.2.18-ref-mek.5.3.2.27,ref-y.4.4.6.1.1.29-ref-y.4.4.6.1.1.42,220672,220723,ref-mek.5.3.2.18,ref-mek.5.3.2.27,3211011,3211083,ref-y.4.4.6.1.1.29,ref-y.4.4.6.1.1.42,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן ,נאמ' כאן בשעריך ונאמ' להלן כי ימצא בקרבך בא' שעריך מה שעריך האמור להלן ,1,14,1261,1261.0,619,607.0,0.4647887323943662,0.7272727272727273,5,כאן להלן מה האמור להלן,3070000519,10,14
ref-mek.5.3.2.18-ref-mek.5.3.2.29,ref-y.4.4.7.1.1.26-ref-y.4.4.7.1.1.42,220672,220729,ref-mek.5.3.2.18,ref-mek.5.3.2.29,3223732,3223819,ref-y.4.4.7.1.1.26,ref-y.4.4.7.1.1.42,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף ,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה האמורה להלן חרב אף ,1,5,1271,1269.0,629,607.0,0.4823529411764706,0.6153846153846154,7,נאמר כאן ונאמר להלן מה להלן אף,3070000520,12,17
ref-mek.5.3.2.18-ref-mek.5.3.2.29,ref-y.4.4.7.3.1.37-ref-y.4.4.7.3.1.53,220672,220729,ref-mek.5.3.2.18,ref-mek.5.3.2.29,3226750,3226838,ref-y.4.4.7.3.1.37,ref-y.4.4.7.3.1.53,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף ,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה שנאמר להלן בחרב אף ,1,1,1283,1282.0,630,607.0,0.5176470588235295,0.6428571428571428,7,נאמר כאן ונאמר להלן מה להלן אף,3070000521,12,17
ref-mek.5.3.2.18-ref-mek.5.3.2.27,ref-y.4.4.7.5.3.14-ref-y.4.4.7.5.3.28,220672,220723,ref-mek.5.3.2.18,ref-mek.5.3.2.27,3229067,3229139,ref-y.4.4.7.5.3.14,ref-y.4.4.7.5.3.28,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן ,נאמר כאן דודתו ונאמר להלן או דודו או בן דודו יגאלנו מה דודו שנאמר להלן ,1,1,1302,1301.0,620,607.0,0.4929577464788732,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,3070000522,10,15
ref-mek.5.3.2.18-ref-mek.5.3.2.30,ref-y.4.5.2.1.2.56-ref-y.4.5.2.1.2.70,220672,220733,ref-mek.5.3.2.18,ref-mek.5.3.2.30,3323464,3323537,ref-y.4.5.2.1.2.56,ref-y.4.5.2.1.2.70,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף כאן ,נאמר כאן נשילה ונאמר להלן כי ישל זיתיך מה נשילה שנאמר להלן נשירה אף כאן ,1,1,1420,1416.0,647,607.0,0.3611111111111111,0.5454545454545454,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070000523,13,15
ref-mek.5.3.2.18-ref-mek.5.3.2.29,ref-y.4.6.1.2.4.39-ref-y.4.6.1.2.4.54,220672,220729,ref-mek.5.3.2.18,ref-mek.5.3.2.29,3336498,3336582,ref-y.4.6.1.2.4.39,ref-y.4.6.1.2.4.54,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף ,נאמר כאן בהמה טמאה ונאב' להלן בחמה טמאה מה בהמה טמאה האמורה להלן בטומאת הקודש אף ,1,16,1427,1427.0,631,607.0,0.5061728395061729,0.6923076923076923,6,נאמר כאן להלן מה להלן אף,3070000524,12,16
ref-mek.5.3.2.18-ref-mek.5.3.2.30,ref-y.4.6.4.1.6.11-ref-y.4.6.4.1.6.27,220672,220733,ref-mek.5.3.2.18,ref-mek.5.3.2.30,3368298,3368369,ref-y.4.6.4.1.6.11,ref-y.4.6.4.1.6.27,נאמר כאן שלוח ונאמר להלן שילוח מה שלוח האמור להלן גט אף כאן ,נאמר כאן שני ונאמר להלן על פי שנים עדים מה להלן על פי שנים עדים אף כאן ,1,1,1461,1459.0,648,607.0,0.4929577464788732,0.4444444444444444,8,נאמר כאן ונאמר להלן מה להלן אף כאן,3070000525,13,11
ref-mek.5.3.2.67-ref-mek.5.3.2.76,ref-y.2.10.1.9.13.59-ref-y.2.10.1.9.13.70,220930,220982,ref-mek.5.3.2.67,ref-mek.5.3.2.76,1867391,1867451,ref-y.2.10.1.9.13.59,ref-y.2.10.1.9.13.70,ויקח משה את אשתו ואת בניו וירכיבם על החמור וישב ,ויקח משה את אשתו ואת בניו וירכיבם על נושאי בני אדם ומושב ,10,12,620,618.0,650,650.0,0.2631578947368421,0.3636363636363636,8,ויקח משה את אשתו ואת בניו וירכיבם על,3070000526,10,12
ref-mek.5.3.3.35-ref-mek.5.3.3.54,ref-y.3.2.6.7.2.11-ref-y.3.2.6.7.2.32,221498,221589,ref-mek.5.3.3.35,ref-mek.5.3.3.54,2454376,2454483,ref-y.3.2.6.7.2.11,ref-y.3.2.6.7.2.32,שאמר משה ליתרו תן לי צפורה בתך לאשה אמר לו יתרו קבל עליך דבר זה שאומר לך ואני נותנה לך ,להן סלע אל תתנו להן אלא שקל נותנין להן שקל ולמזון האשה והבנות בין שאמר תנו בין שאמר אל תתנו נותנין להן ,20,22,930,928.0,651,651.0,0.6504854368932039,0.8,1,שאמר,3070000527,20,22
ref-mek.5.3.3.38-ref-mek.5.3.3.54,ref-y.4.4.2.3.5.3-ref-y.4.4.2.3.5.20,221515,221589,ref-mek.5.3.3.38,ref-mek.5.3.3.54,3168340,3168434,ref-y.4.4.2.3.5.3,ref-y.4.4.2.3.5.20,תן לי צפורה בתך לאשה אמר לו יתרו קבל עליך דבר זה שאומר לך ואני נותנה לך ,אומר נושא המלך אלמנת המלך שמצינו בדוד שנשא אלמנת שאול שב' ואתנה לך את בית אדניך ואת נשי ,17,18,1215,1215.0,652,651.0,0.7045454545454546,0.8181818181818181,1,לך,3070000528,17,18
ref-mek.5.3.3.74-ref-mek.5.3.3.83,ref-y.3.5.7.1.6.5-ref-y.3.5.7.1.6.14,221679,221728,ref-mek.5.3.3.74,ref-mek.5.3.3.83,2315781,2315841,ref-y.3.5.7.1.6.5,ref-y.3.5.7.1.6.14,השבע וישבע לו שנאמר ויואל משה אין אלה אלא לשון ,משביעין אותו בלשונו השביען שלא בלשונן ואמרו אמן הרי אילו ,10,10,833,833.0,653,653.0,0.6842105263157895,0.9285714285714286,0,,3070000529,10,10
ref-mek.5.3.3.104-ref-mek.5.3.3.111,ref-y.3.3.3.9.4.105-ref-y.3.3.3.9.4.114,221839,221878,ref-mek.5.3.3.104,ref-mek.5.3.3.111,2549176,2549229,ref-y.3.3.3.9.4.105,ref-y.3.3.3.9.4.114,ותקח צפורה צר ותכרות את ערלת בנה וגו' ,ותקח צפורה צר ותכרות את ערלת בנה ותגע לרגליו וגו' ,8,10,955,955.0,654,654.0,0.24,0.1999999999999999,8,ותקח צפורה צר ותכרות את ערלת בנה וגו',3070000530,8,10
ref-mek.5.3.3.203-ref-mek.5.3.3.209,ref-y.3.3.3.9.4.3-ref-y.3.3.3.9.4.8,222344,222383,ref-mek.5.3.3.203,ref-mek.5.3.3.209,2548655,2548692,ref-y.3.3.3.9.4.3,ref-y.3.3.3.9.4.8,שנתעצל במילה שעה אחת בקש המלאך להרגו ,שנתעצל משה במילה ביקש המלאך להורגו ,7,6,949,949.0,655,655.0,0.3243243243243243,0.375,3,שנתעצל במילה המלאך,3070000531,7,6
ref-mek.5.3.3.207-ref-mek.5.3.3.272,ref-y.3.3.3.9.4.20-ref-y.3.3.3.9.4.65,222367,222721,ref-mek.5.3.3.207,ref-mek.5.3.3.272,2548749,2548987,ref-y.3.3.3.9.4.20,ref-y.3.3.3.9.4.65,ויהי בדרך במלון אמר רבן שמעון בן גמליאל חס ושלום לא ביקש המלאך להרוג,"נתעצל משה במילה אלא שהיה דן בעצמו ואומ' אם למול ולצאת סכנה היא ואם לשהות הקב""ה אמר לו לך שוב מצרימה אלא על ידי שנתעצל בלינה קודם המילה הה""ד ויהי בדרך במלון אמר רבן שמעון בן גמליאל חס ושלום לא ביקש המלאך להרוג",8,35,950,950.0,656,656.0,0.6730769230769231,0.75,8,ויהי בדרך במלון אמר_רבן_שמעון_בן_גמליאל חס_ושלום_לא ביקש המלאך להרוג,3070000532,8,35
ref-mek.5.3.3.281-ref-mek.5.3.3.287,ref-y.3.3.3.9.4.67-ref-y.3.3.3.9.4.83,222756,222786,ref-mek.5.3.3.281,ref-mek.5.3.3.287,2548992,2549073,ref-y.3.3.3.9.4.67,ref-y.3.3.3.9.4.83,וראה מי קרוי חתן תינוק או משה ,וראה מי קרוי חתן משה או התינוק אית תניי תני משה קרוי חתן ואית תניי תני התינוק ,7,13,954,954.0,660,660.0,0.6282051282051282,0.1666666666666666,6,וראה מי קרוי חתן או משה,3070000533,7,13
ref-mek.5.3.4.47-ref-mek.5.3.4.59,ref-y.1.1.9.1.13.147-ref-y.1.1.9.1.13.157,223050,223114,ref-mek.5.3.4.47,ref-mek.5.3.4.59,174688,174745,ref-y.1.1.9.1.13.147,ref-y.1.1.9.1.13.157,ירד מלאך ונדמה להם בדמותו של משה תפסו את המלאך והניחו את משה ,מלאך ירד ונדמה להן כדמות משה ותפסו את המלאך וברח משה ,13,11,138,138.0,662,661.0,0.360655737704918,0.3846153846153846,6,מלאך ונדמה משה את המלאך משה,3070000534,13,11
ref-mek.5.3.4.45-ref-mek.5.3.4.51,ref-y.4.4.2.6.6.19-ref-y.4.4.2.6.6.24,223039,223077,ref-mek.5.3.4.45,ref-mek.5.3.4.51,3174884,3174917,ref-y.4.4.2.6.6.19,ref-y.4.4.2.6.6.24,באותה שעה ירד מלאך ונדמה להם בדמותו ,באותה שעה ירד מלאך ונדמה כדמות ,7,6,1218,1218.0,661,661.0,0.1666666666666666,0.1428571428571429,5,באותה שעה ירד מלאך ונדמה,3070000535,7,6
ref-mek.5.3.4.66-ref-mek.5.3.4.98,ref-y.1.1.9.1.13.172-ref-y.1.1.9.1.13.208,223149,223331,ref-mek.5.3.4.66,ref-mek.5.3.4.98,174814,175000,ref-y.1.1.9.1.13.172,ref-y.1.1.9.1.13.208,אלמים חרשים וסומים והיו אומרים לאלמים היכן הוא משה ולא היו מדברים ולחרשים ולא היו שומעים ולסומים ולא היו רואין כענין שנאמר ויאמר ה' אליו מי שםפה לאדם או מי ישום אלם וגו' ,"אילמין ומהן חרשין ומהן סומין אמר לאילמין היכן הוא משה ולא היו מדברים אמר לחרשים ולא היו שומעין אמר לסומין ולא היו רואין הוא שהקב""ה אמר לו למשה מי שם פה לאדם או מי ישום אלם וגו' ",31,37,139,139.0,663,663.0,0.288135593220339,0.6551724137931034,18,היכן הוא משה ולא היו מדברים ולא היו ולא היו רואין מי לאדם או מי ישום אלם וגו',3070000536,31,37
ref-mek.5.3.6.98-ref-mek.5.3.6.106,ref-y.4.4.10.2.25.38-ref-y.4.4.10.2.25.48,224198,224250,ref-mek.5.3.6.98,ref-mek.5.3.6.106,3300663,3300727,ref-y.4.4.10.2.25.38,ref-y.4.4.10.2.25.48,דוחה בשמאל וימין מקרב ולא כשם שעשה אלישע לגחזי ,שדוחין בשמאל ומקרבין בימין לא בשם שעשה אלישע שדחה את גיחזי ,9,11,1404,1404.0,664,664.0,0.3898305084745763,0.5384615384615384,3,בשמאל שעשה אלישע,3070000537,9,11
ref-mek.5.3.9.120-ref-mek.5.3.10.5,ref-y.1.1.5.1.21.264-ref-y.1.1.5.1.21.268,225396,225423,ref-mek.5.3.9.120,ref-mek.5.3.10.5,116854,116876,ref-y.1.1.5.1.21.264,ref-y.1.1.5.1.21.268,ה' ויאמר יתרו ברוך ה' וגו' ,ה' ויאמר ה' אלהי וגו' ,6,5,105,100.0,665,665.0,0.3703703703703703,0.5,4,ה' ויאמר ה' וגו',3070000538,6,5
ref-mek.5.3.12.5-ref-mek.5.3.12.11,ref-y.2.10.1.11.2.390-ref-y.2.10.1.11.2.396,226334,226374,ref-mek.5.3.12.5,ref-mek.5.3.12.11,1877289,1877329,ref-y.2.10.1.11.2.390,ref-y.2.10.1.11.2.396,ויקח יתרו חותן משה עולה וזבחים לאלהים ,ויקח יתרו חותן משה עולה וזבחים לאלהים ,7,7,624,624.0,666,666.0,0.0,0.0,7,ויקח יתרו חותן משה עולה וזבחים לאלהים,3070000539,7,7
ref-mek.5.3.12.31-ref-mek.5.3.12.42,ref-y.2.2.5.1.3.193-ref-y.2.2.5.1.3.204,226486,226545,ref-mek.5.3.12.31,ref-mek.5.3.12.42,1158764,1158824,ref-y.2.2.5.1.3.193,ref-y.2.2.5.1.3.204,ויבא אהרן וכל זקני ישראל לאכל לחם עם חתן משה לפני האלהים ,ויבא אהרן וכל זקני ישראל לאכול לחם עם חתן משה לפני האלהים ,12,12,335,333.0,667,667.0,0.0172413793103448,0.0,11,ויבא אהרן וכל זקני ישראל לחם עם חתן משה לפני האלהים,3070000540,12,12
ref-mek.5.3.12.205-ref-mek.5.3.12.214,ref-y.2.2.5.1.3.44-ref-y.2.2.5.1.3.56,227409,227457,ref-mek.5.3.12.205,ref-mek.5.3.12.214,1158044,1158107,ref-y.2.2.5.1.3.44,ref-y.2.2.5.1.3.56,אלא מלמד כל המקבל פני חכמים כאלו מקבל פני שכינה ,אלא שהיה מקבל פני רבו שכל המקביל פני רבו כאילו מקבל פני שכינה ,10,13,332,332.0,671,668.0,0.3709677419354839,0.5,5,אלא פני מקבל פני שכינה,3070000541,10,13
ref-mek.5.3.12.193-ref-mek.5.3.12.209,ref-y.2.2.5.1.3.176-ref-y.2.2.5.1.3.197,227344,227431,ref-mek.5.3.12.193,ref-mek.5.3.12.209,1158680,1158790,ref-y.2.2.5.1.3.176,ref-y.2.2.5.1.3.197,לפני עלי אלא מלמד שכל שירות ששרת לפני עלי רבו כילו שרת לפני שבינה תני רבי ישמעאל ויבא אהרן וכל זקני ישראל,לפני עלי אלא מלמד שכל שירות ששרת לפני עלי רבו כילו שרת לפני שבינה תני רבי ישמעאל ויבא אהרן וכל זקני ישראל,20,20,333,333.0,668,668.0,0.0,0.0,20,לפני עלי אלא מלמד שכל שירות ששרת לפני עלי רבו כילו שרת לפני שבינה תני_רבי_ישמעאל ויבא אהרן וכל זקני ישראל,3070000542,20,20
ref-mek.5.3.12.203-ref-mek.5.3.12.214,ref-y.2.2.5.1.3.206-ref-y.2.2.5.1.3.217,227396,227457,ref-mek.5.3.12.203,ref-mek.5.3.12.214,1158830,1158894,ref-y.2.2.5.1.3.206,ref-y.2.2.5.1.3.217,לפני האלהים אלא מלמד כל המקבל פני חכמים כאלו מקבל פני שכינה ,לפני האלהים אכלו אלא מיכן שהמקבל פני חבירו כילו מקבל פני שכינה ,12,12,336,336.0,670,668.0,0.2222222222222222,0.5833333333333333,7,לפני האלהים אלא פני מקבל פני שכינה,3070000543,12,12
ref-mek.5.3.12.205-ref-mek.5.3.12.214,ref-y.4.4.11.4.1.321-ref-y.4.4.11.4.1.333,227409,227457,ref-mek.5.3.12.205,ref-mek.5.3.12.214,3313330,3313395,ref-y.4.4.11.4.1.321,ref-y.4.4.11.4.1.333,אלא מלמד כל המקבל פני חכמים כאלו מקבל פני שכינה ,אלא שהיה מקביל פני רבו שכל המקביל פני רבו כאילו מקבל פני שכינה ,10,13,1410,1410.0,672,668.0,0.3809523809523809,0.5,5,אלא פני מקבל פני שכינה,3070000544,10,13
