baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifra,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len_char,lcs_str_cahr,id
ref-mek.7.4.1.178-ref-mek.7.4.1.184,ref-sifra.11.4-10.8.25-ref-sifra.11.4-10.8.31,299577,299619,ref-mek.7.4.1.178,ref-mek.7.4.1.184,514654,514695,ref-sifra.11.4-10.8.25,ref-sifra.11.4-10.8.31,מות יומת בסיף אתה אומר בסייף או_אינו_אלא ,מות יומת בחנק אתה אומר בחנק או_אינו_אלא ,7,7,528,528.0,502,502.0,0.17073170731707318,0.33333333333333337,34,מות יומת ב אתה אומר ב או_אינו_אלא ,3040000390
ref-mek.7.4.1.181-ref-mek.7.4.1.199,ref-sifra.11.4-10.8.69-ref-sifra.11.4-10.8.95,299592,299682,ref-mek.7.4.1.181,ref-mek.7.4.1.199,514878,515015,ref-sifra.11.4-10.8.69,ref-sifra.11.4-10.8.95,אתה אומר בסייף או_אינו_אלא בחנק הרי_אתה_דן_נאמר_כאן מות יומת ונאמר להלן בנואף מות יומת ,מיתה שנאמרה סתם אינה אלא חנק רבי אומר נאמרה מיתה בידי שמים ונאמרה מיתה בידי אדם מה מיתה האמורה בידי שמים מיתה שאין בה רושם אף מיתה ,13,27,535,535.0,504,502.0,0.6946564885496184,0.875,54,תה אמר ס אינאלא חנק ריאנאמר מת ימ ונאמר ה בא מות יומת ,3040000391
ref-mek.7.4.1.212-ref-mek.7.4.1.225,ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.44,299748,299819,ref-mek.7.4.1.212,ref-mek.7.4.1.225,518626,518699,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.44,נאמר כאן מות יומת ונאמר במגדף מות יומת מה להלן בסקילה אף כאן בסקילה ,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן סקילה ,14,14,582,572.0,509,501.0,0.4166666666666667,0.5454545454545454,50,נאמר כאן י ונאמר ג מ י מה להלן סקילה אף כאן סקילה ,3040000392
ref-mek.7.4.1.193-ref-mek.7.4.1.215,ref-sifra.12.3-03.11.72-ref-sifra.12.3-03.11.95,299646,299765,ref-mek.7.4.1.193,ref-mek.7.4.1.215,545706,545831,ref-sifra.12.3-03.11.72,ref-sifra.12.3-03.11.95,מות יומת ונאמר להלן בנואף מות יומת מה להלן בסייף אף כאן בסייף אתה מקישו למנאף ואני מקישו למגדף נאמר כאן מות יומת ,במיתה ר'_יהודה_אומר_נאמר_כאן חילול ונאמר להלן חילול מה חילול שנאמר להלן מיתה אף כאן מיתה וחכמים_אומרים_אין בעל מום במיתה ,23,18,642,639.0,505,501.0,0.7024793388429752,0.7,60,מת יומ ונאמר להלן ו מ יו מ להלן י אף כאן יתה ומיאמראן מו מת ,3040000393
ref-mek.7.4.1.195-ref-mek.7.4.1.224,ref-sifra.12.4-00.2.6-ref-sifra.12.4-00.2.28,299655,299811,ref-mek.7.4.1.195,ref-mek.7.4.1.224,546531,546644,ref-sifra.12.4-00.2.6,ref-sifra.12.4-00.2.28,להלן זמן אף כאן זמן ומה חילול שנאמר להלן מיתה אף כאן מיתה ומה,נאמר כאן חילול ונאמר להלן חילול מה חילול שנאמר להלן זמן אף כאן זמן ומה חילול שנאמר להלן מיתה אף כאן מיתה,10,23,659,658.0,506,506.0,0.49038461538461536,0.11111111111111116,57,להלן זמן אף כאן זמן ומה חילול שנאמר להלן מיתה אף כאן מיתה,3040000394
ref-mek.7.4.1.174-ref-mek.7.4.1.199,ref-sifra.12.14-00.5.16-ref-sifra.12.14-00.5.28,299558,299682,ref-mek.7.4.1.174,ref-mek.7.4.1.199,608306,608375,ref-sifra.12.14-00.5.16,ref-sifra.12.14-00.5.28,מיתה שנאמר מחלליה מות יומת אבל לא היו יודעין באיזה מיתה יומת שנאמר,מיתה שנאמר מחלליה מות יומת אבל לא היו יודעין באיזה מיתה יומת שנאמר,15,13,764,764.0,501,501.0,0.0,0.0,66,מיתה שנאמר מחלליה מות יומת אבל לא היו יודעין באיזה מיתה יומת שנאמר,3040000395
ref-mek.7.4.2.154-ref-mek.7.4.2.166,ref-sifra.2.4-00.4.44-ref-sifra.2.4-00.4.58,300958,301023,ref-mek.7.4.2.154,ref-mek.7.4.2.166,24807,24890,ref-sifra.2.4-00.4.44,ref-sifra.2.4-00.4.58,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,13,15,63,59.0,521,510.0,0.4025974025974026,0.5384615384615384,48,ונאמר להלן ו מה ו האמור להלן לי  אף ו האמור כאן ,3040000396
ref-mek.7.4.2.154-ref-mek.7.4.2.166,ref-sifra.2.4-00.10.7-ref-sifra.2.4-00.10.20,300958,301023,ref-mek.7.4.2.154,ref-mek.7.4.2.166,26343,26414,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,13,14,66,65.0,522,510.0,0.34782608695652173,0.5,46,ונאמר להלן  מה  האמור להלן פ אמ אף  האמור כאן ,3040000397
ref-mek.7.4.2.154-ref-mek.7.4.2.163,ref-sifra.2.7-00.5.14-ref-sifra.2.7-00.5.23,300958,301007,ref-mek.7.4.2.154,ref-mek.7.4.2.163,40882,40937,ref-sifra.2.7-00.5.14,ref-sifra.2.7-00.5.23,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף ,ונאמר להלן מליקה מה מליקה האמורה להלן ממול העורף אף ,10,10,74,73.0,514,510.0,0.36538461538461536,0.5,38,ונאמר להלן מק מה מק האמור להלן ל ה אף ,3040000398
ref-mek.7.4.2.154-ref-mek.7.4.2.166,ref-sifra.2.9-00.12.14-ref-sifra.2.9-00.12.26,300958,301023,ref-mek.7.4.2.154,ref-mek.7.4.2.166,51056,51130,ref-sifra.2.9-00.12.14,ref-sifra.2.9-00.12.26,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,ונאמר להלן אזכרה' מה אזכרה' האמורה להלן מלא הקומץ אף אזכרה' האמורה כאן ,13,13,83,80.0,523,510.0,0.38028169014084506,0.4545454545454546,45,ונאמר להלן  מה  האמור להלן לאה אף  האמור כאן ,3040000399
ref-mek.7.4.2.154-ref-mek.7.4.2.163,ref-sifra.3.3-00.5.5-ref-sifra.3.3-00.5.13,300958,301007,ref-mek.7.4.2.154,ref-mek.7.4.2.163,98094,98143,ref-sifra.3.3-00.5.5,ref-sifra.3.3-00.5.13,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף ,ונאמרה להלן לקיחה' מה לקיחה' אמורה להלן בכלי אף ,10,9,109,98.0,515,510.0,0.4166666666666667,0.4444444444444444,34,ונאמר להלן ק מה קהאמור להלן לי אף ,3040000400
ref-mek.7.4.2.154-ref-mek.7.4.2.166,ref-sifra.3.3-00.8.14-ref-sifra.3.3-00.8.27,300958,301023,ref-mek.7.4.2.154,ref-mek.7.4.2.166,98607,98688,ref-sifra.3.3-00.8.14,ref-sifra.3.3-00.8.27,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,ונאמר להלן אצבעו מה אצבעו אמורה להלן הימנית המיומנת שבימין אף אצבעו אמורה כאן ,13,14,120,114.0,524,510.0,0.47435897435897434,0.5,46,ונאמר להלן ו מה ו אמור להלן ימה אף ו אמור כאן ,3040000401
ref-mek.7.4.2.154-ref-mek.7.4.2.166,ref-sifra.3.4-06.4.11-ref-sifra.3.4-06.4.26,300958,301023,ref-mek.7.4.2.154,ref-mek.7.4.2.166,105910,105993,ref-sifra.3.4-06.4.11,ref-sifra.3.4-06.4.26,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,ונאמר להלן פני פרוכת' מה פני פרוכת' אמור להלן פרוכת הקדש אף פני פרוכת' האמור כאן ,13,16,137,133.0,525,510.0,0.4567901234567901,0.5,47,ונאמר להלן ו מה ו אמור להלן פ ה אף ו האמור כאן ,3040000402
ref-mek.7.4.2.157-ref-mek.7.4.2.168,ref-sifra.3.5-00.1.58-ref-sifra.3.5-00.1.72,300975,301033,ref-mek.7.4.2.157,ref-mek.7.4.2.168,107869,107939,ref-sifra.3.5-00.1.58,ref-sifra.3.5-00.1.72,מה מקום האמור להלן אלפים אמה אף מקום האמור כאן אלפים אמה ,מה אמור להלן נשיא שאין על גביו אלא ה' אלקיו אף נשיא האמור כאן שאין ,12,15,139,138.0,549,510.0,0.6119402985074627,0.6428571428571428,37,מה אמור להלן אלי אה אקו האמור כאן אי ,3040000403
ref-mek.7.4.2.154-ref-mek.7.4.2.166,ref-sifra.3.10-00.1.20-ref-sifra.3.10-00.1.33,300958,301023,ref-mek.7.4.2.154,ref-mek.7.4.2.166,136709,136780,ref-sifra.3.10-00.1.20,ref-sifra.3.10-00.1.33,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,ונאמר להלן וידוי מה וידוי האמור להלן וידויו על חי אף וידוי האמור כאן ,13,14,147,143.0,526,510.0,0.3188405797101449,0.4545454545454546,47,ונאמר להלן ו מה ו האמור להלן י  אף ו האמור כאן ,3040000404
ref-mek.7.4.2.154-ref-mek.7.4.2.166,ref-sifra.3.10-00.2.8-ref-sifra.3.10-00.2.20,300958,301023,ref-mek.7.4.2.154,ref-mek.7.4.2.166,136830,136898,ref-sifra.3.10-00.2.8,ref-sifra.3.10-00.2.20,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,ונאמר להלן עליה' מה עליה' האמור להלן טעון סמיכה אף עליה האמור כאן ,13,13,153,149.0,527,510.0,0.3333333333333333,0.5,45,ונאמר להלן  מה  האמור להלן  מה אף  האמור כאן ,3040000405
ref-mek.7.4.2.154-ref-mek.7.4.2.166,ref-sifra.3.10-00.3.10-ref-sifra.3.10-00.3.22,300958,301023,ref-mek.7.4.2.154,ref-mek.7.4.2.166,136957,137021,ref-sifra.3.10-00.3.10,ref-sifra.3.10-00.3.22,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,ונאמר להלן אשמו' מה אשמו' אמור להלן מותרו נדבה אף אשמו אמור כאן ,13,13,160,156.0,528,510.0,0.34375,0.5,48,ונאמר להלן מו מה מו אמור להלן מה אף מו אמור כאן ,3040000406
ref-mek.7.4.2.154-ref-mek.7.4.2.168,ref-sifra.4.4-08.4.34-ref-sifra.4.4-08.4.74,300958,301033,ref-mek.7.4.2.154,ref-mek.7.4.2.168,185540,185752,ref-sifra.4.4-08.4.34,ref-sifra.4.4-08.4.74,ונאמר להלן וכפר' מה וכפר' האמור להלן שלא כפר אף וכפר' האמור כאן שלא כפר ר'_שמעון_אומר_נאמר_כאן לכפר בקדש ונאמר להלן לכפר בקדש מה לכפר בקדש האמור להלן שכבר כפר אף לכפר בקדש האמור כאן שכבר כפר ואם,ונאמר להלן וכפר' מה וכפר' האמור להלן שלא כפר אף וכפר' האמור כאן שלא כפר ר'_שמעון_אומר_נאמר_כאן לכפר בקדש ונאמר להלן לכפר בקדש מה לכפר בקדש האמור להלן שכבר כפר אף לכפר בקדש האמור כאן שכבר כפר ואם,13,13,191,191.0,529,529.0,0.0,0.0,194,ונאמר להלן וכפר' מה וכפר' האמור להלן שלא כפר אף וכפר' האמור כאן שלא כפר ר'_שמעון_אומר_נאמר_כאן לכפר בקדש ונאמר להלן לכפר בקדש מה לכפר בקדש האמור להלן שכבר כפר אף לכפר בקדש האמור כאן שכבר כפר ואם,3040000407
ref-mek.7.4.2.154-ref-mek.7.4.2.166,ref-sifra.5.1.11.10-ref-sifra.5.1.11.22,300958,301023,ref-mek.7.4.2.154,ref-mek.7.4.2.166,240039,240109,ref-sifra.5.1.11.10,ref-sifra.5.1.11.22,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,ונאמר להלן מילוי' מה מילוי האמור להלן מלא קומצו אף מילוי' האמור כאן ,13,13,248,243.0,530,510.0,0.27941176470588236,0.4545454545454546,51,ונאמר להלן מו מה מו האמור להלן לאמ אף מו האמור כאן ,3040000408
ref-mek.7.4.2.148-ref-mek.7.4.2.166,ref-sifra.5.1.40.12-ref-sifra.5.1.40.30,300933,301023,ref-mek.7.4.2.148,ref-mek.7.4.2.166,252521,252619,ref-sifra.5.1.40.12,ref-sifra.5.1.40.30,הרי_אתה_דן_נאמר_כאן מקום ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,הרי_אתה_דן_נאמר_כאן פריעה' ונאמר להלן פריעה' מה פריעה האמורה להלן גידול שער אף פריעה האמורה כאן ,15,15,257,257.0,512,510.0,0.3333333333333333,0.46153846153846156,65,הרי_אתה_דן_נאמר_כאן  ונאמר להלן  מה  האמור להלן י  אף  האמור כאן ,3040000409
ref-mek.7.4.2.148-ref-mek.7.4.2.160,ref-sifra.5.1.41.51-ref-sifra.5.1.41.71,300933,300994,ref-mek.7.4.2.148,ref-mek.7.4.2.160,252880,252990,ref-sifra.5.1.41.51,ref-sifra.5.1.41.71,הרי_אתה_דן_נאמר_כאן מקום ונאמר להלן מקום מה מקום האמור להלן ,הרי_אתה_דן_נאמר_כאן שריפה' ונאמר להלן שריפה' מה שריפה האמורה כאן שריפת נשמה וגוף קיים אף שריפה האמורה להלן ,9,17,262,262.0,510,510.0,0.514018691588785,0.6428571428571428,52,הרי_אתה_דן_נאמר_כאן  ונאמר להלן מ מה מום האמור להלן ,3040000410
ref-mek.7.4.2.154-ref-mek.7.4.2.166,ref-sifra.5.3-05.3.7-ref-sifra.5.3-05.3.22,300958,301023,ref-mek.7.4.2.154,ref-mek.7.4.2.166,271400,271473,ref-sifra.5.3-05.3.7,ref-sifra.5.3-05.3.22,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,ונאמר להלן איה' מה איה האמור להלן עשה את הדאה מין איה אף איה האמור כאן ,13,16,273,271.0,531,510.0,0.36619718309859156,0.5384615384615384,47,ונאמר להלן  מה  האמור להלן א אמה אף  האמור כאן ,3040000411
ref-mek.7.4.2.154-ref-mek.7.4.2.166,ref-sifra.8.7-00.1.36-ref-sifra.8.7-00.1.48,300958,301023,ref-mek.7.4.2.154,ref-mek.7.4.2.166,388190,388253,ref-sifra.8.7-00.1.36,ref-sifra.8.7-00.1.48,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,ונאמר להלן נגע מה נגע האמור להלן כב' גריסין אף נגע האמור כאן ,13,13,334,330.0,532,510.0,0.3492063492063492,0.4545454545454546,43,ונאמר להלן  מה  האמור להלן   אף  האמור כאן ,3040000412
ref-mek.7.4.2.154-ref-mek.7.4.2.166,ref-sifra.10.2-03.11.19-ref-sifra.10.2-03.11.32,300958,301023,ref-mek.7.4.2.154,ref-mek.7.4.2.166,436798,436881,ref-sifra.10.2-03.11.19,ref-sifra.10.2-03.11.32,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,ונאמר להלן אצבעו מה אצבעו האמור להלן הימנית המיומנת שבימין אף אצבעו האמור כאן ,13,14,351,345.0,533,510.0,0.4230769230769231,0.5,48,ונאמר להלן ו מה ו האמור להלן ימה אף ו האמור כאן ,3040000413
ref-mek.7.4.2.154-ref-mek.7.4.2.166,ref-sifra.10.5-07.4.10-ref-sifra.10.5-07.4.22,300958,301023,ref-mek.7.4.2.154,ref-mek.7.4.2.166,451610,451684,ref-sifra.10.5-07.4.10,ref-sifra.10.5-07.4.22,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,ונאמר להלן ויענך וירעיבך מה עינוי האמור להלן רעבון אף עינוי האמור כאן ,13,13,370,366.0,534,510.0,0.4142857142857143,0.5,45,ונאמר להלן ו מה ו האמור להלן  אף ו האמור כאן ,3040000414
ref-mek.7.4.2.154-ref-mek.7.4.2.163,ref-sifra.11.2-05.6.15-ref-sifra.11.2-05.6.25,300958,301007,ref-mek.7.4.2.154,ref-mek.7.4.2.163,497942,497995,ref-sifra.11.2-05.6.15,ref-sifra.11.2-05.6.25,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף ,ונאמר להלן איל אשם מה איל האמור להלן בכסף שקלים אף ,10,11,479,461.0,516,510.0,0.39215686274509803,0.5454545454545454,35,ונאמר להלן ם מה  האמור להלן לים אף ,3040000415
ref-mek.7.4.2.154-ref-mek.7.4.2.166,ref-sifra.11.4-00.3.80-ref-sifra.11.4-00.3.91,300958,301023,ref-mek.7.4.2.154,ref-mek.7.4.2.166,509023,509092,ref-sifra.11.4-00.3.80,ref-sifra.11.4-00.3.91,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,האמורה להלן למולך ומה העברה האמורה להלן באש אף העברה האמורה כאן ,13,12,494,490.0,535,510.0,0.453125,0.5454545454545454,43,אמר להלן מו מה  האמור להלן א אף  האמור כאן ,3040000416
ref-mek.7.4.2.148-ref-mek.7.4.2.166,ref-sifra.11.4-10.9.171-ref-sifra.11.4-10.9.197,300933,301023,ref-mek.7.4.2.148,ref-mek.7.4.2.166,516088,516216,ref-sifra.11.4-10.9.171,ref-sifra.11.4-10.9.197,הרי_אתה_דן_נאמר_כאן מקום ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,הרי_אתה_דן_נאמר_כאן ערות אביו ונאמר להלן ערות אביו מה ערות אביו שנאמר להלן עשה אמו שאינה אשת אביו כאמו שהיא אשת אביו אף כאן ,15,23,545,542.0,513,510.0,0.4838709677419355,0.6470588235294117,67,הרי_אתה_דן_נאמר_כאן ו ונאמר להלן ו מה ו אור להלן  אמה א מו האו כאן ,3040000417
ref-mek.7.4.2.154-ref-mek.7.4.2.166,ref-sifra.11.4-10.10.38-ref-sifra.11.4-10.10.52,300958,301023,ref-mek.7.4.2.154,ref-mek.7.4.2.166,516498,516577,ref-sifra.11.4-10.10.38,ref-sifra.11.4-10.10.52,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,ונאמר להלן דמיהם בם מה דמיהם בם האמורים להלן בסקילה אף דמיהם בם האמורים כאן ,13,15,555,546.0,536,510.0,0.3815789473684211,0.5833333333333333,50,ונאמר להלן מם מה מם האמור להלן יה אף מם האמור כאן ,3040000418
ref-mek.7.4.2.154-ref-mek.7.4.2.166,ref-sifra.11.4-10.13.22-ref-sifra.11.4-10.13.37,300958,301023,ref-mek.7.4.2.154,ref-mek.7.4.2.166,517839,517917,ref-sifra.11.4-10.13.22,ref-sifra.11.4-10.13.37,ונאמר להלן מקום מה מקום האמור להלן אלפים אמה אף מקום האמור כאן ,ונאמר להלן זימה מה זימה האמורה להלן בתה ובת בתה ובת בנה אף זימה שנאמר כאן ,13,16,565,560.0,537,510.0,0.44594594594594594,0.5,45,ונאמר להלן מ מה מ האמור להלן  ה אף מהאמר כאן ,3040000419
