,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-y,grp-ref-sifre-d,dam-lev,jac,id
916,1219,ref-y.3.1.10.7.2.59-ref-y.3.1.10.7.2.70,ref-sifre-d.118.6.31-ref-sifre-d.118.6.51,2179206,2179271,325775,325786,ref-y.3.1.10.7.2.59,ref-y.3.1.10.7.2.70,156955,157064,26332,26350,ref-sifre-d.118.6.31,ref-sifre-d.118.6.51,בבן שהוא קם תחתיו בשדה אחוזה תאמר באחיו שאינו קם תחתיו בשדה,אני את הבן שכן קם תחת אביו ליעידה ולשדה אחוזה אני את היורש שכן אינו קם תחתיו ליעידה ולשדה,12,19,1534.0,1219.0,0.4943820224719101,0.75,4080000917
917,1220,ref-y.3.7.1.2.17.38-ref-y.3.7.1.2.17.49,ref-sifre-d.118.6.31-ref-sifre-d.118.6.51,2840592,2840657,425752,425763,ref-y.3.7.1.2.17.38,ref-y.3.7.1.2.17.49,156955,157064,26332,26350,ref-sifre-d.118.6.31,ref-sifre-d.118.6.51,בבן שהוא קם תחתיו בשדה אחוזה תאמר באחיו שאינו קם תחתיו בשדה,אני את הבן שכן קם תחת אביו ליעידה ולשדה אחוזה אני את היורש שכן אינו קם תחתיו ליעידה ולשדה,12,19,2092.0,1219.0,0.4943820224719101,0.75,4080000918
918,1223,ref-y.3.7.1.2.5.2-ref-y.3.7.1.2.5.23,ref-sifre-d.118.7.10-ref-sifre-d.118.7.24,2834928,2835035,424915,424934,ref-y.3.7.1.2.5.2,ref-y.3.7.1.2.5.23,157110,157190,26360,26373,ref-sifre-d.118.7.10,ref-sifre-d.118.7.24,שש שנים יעבד כיצד עובד יכול יוצא בסוף שש תלמוד לומר ובשביעית יצא יכול יצא בסוף שבע תלמוד לומר שש,"תלמוד לומר שש שנים יעבוד חלה ונתרפא יכול יחזיר לו שכר בטלנותו ת""ל ובשביעית",20,14,2087.0,1223.0,0.7708333333333334,0.5882352941176471,4080000919
919,1225,ref-y.3.7.1.2.6.4-ref-y.3.7.1.2.6.15,ref-sifre-d.118.7.10-ref-sifre-d.118.7.26,2835707,2835767,425034,425045,ref-y.3.7.1.2.6.4,ref-y.3.7.1.2.6.15,157110,157201,26360,26375,ref-sifre-d.118.7.10,ref-sifre-d.118.7.26,"ת""ל ובשביעית יצא לחפשי חנם יכול אפילו ברח ת""ל שש שנים יעבד ","תלמוד לומר שש שנים יעבוד חלה ונתרפא יכול יחזיר לו שכר בטלנותו ת""ל ובשביעית יצא לחפשי חנם ",11,15,2089.0,1223.0,0.6629213483146067,0.5,4080000920
920,1226,ref-y.3.7.1.2.26.141-ref-y.3.7.1.2.26.156,ref-sifre-d.119.1.18-ref-sifre-d.119.1.23,2845118,2845220,426397,426411,ref-y.3.7.1.2.26.141,ref-y.3.7.1.2.26.156,157293,157333,26393,26398,ref-sifre-d.119.1.18,ref-sifre-d.119.1.23,היוצא בשנים וביובל ואמה העבריה שהיא קונה את עצמה בסימנין אבל היוצא בגירעון כסף ובמיתת האדון ,ליוצא ביובל ובמיתת אדון ואמה העבריה ,14,5,2095.0,1226.0,0.717391304347826,0.6,4080000921
921,1227,ref-y.2.8.2.1.1.22-ref-y.2.8.2.1.1.39,ref-sifre-d.119.1.45-ref-sifre-d.119.1.55,1657555,1657649,247092,247107,ref-y.2.8.2.1.1.22,ref-y.2.8.2.1.1.39,157454,157517,26419,26429,ref-sifre-d.119.1.45,ref-sifre-d.119.1.55,אותו היו משלחין עמו אחר להעידו אמ' רבי יוסה אפילו כמתניחן אתיא היא אם אינן מכירין אותו משלחין ,שאתה משלחו ששלוחו מעמך אתה מעניק ואי אתה מעניק למי ששלוחו ,15,10,1056.0,1227.0,0.6595744680851063,0.8235294117647058,4080000922
922,1228,ref-y.1.6.2.1.1.16-ref-y.1.6.2.1.1.22,ref-sifre-d.119.3.27-ref-sifre-d.119.3.32,545481,545518,83393,83399,ref-y.1.6.2.1.1.16,ref-y.1.6.2.1.1.22,157751,157783,26468,26473,ref-sifre-d.119.3.27,ref-sifre-d.119.3.32,הגורן וכמלאה מן היקב מה גורן ויקב ,ומגרנך ומיקבך מה צאן גרן ויקב ,6,5,334.0,1228.0,0.5588235294117647,0.7142857142857143,4080000923
923,1229,ref-y.2.6.1.5.3.6-ref-y.2.6.1.5.3.10,ref-sifre-d.119.3.27-ref-sifre-d.119.3.32,1586434,1586472,236369,236373,ref-y.2.6.1.5.3.6,ref-y.2.6.1.5.3.10,157751,157783,26468,26473,ref-sifre-d.119.3.27,ref-sifre-d.119.3.32,מגרנך ומיקבך מפסולת שבגורן ושביקב ,ומגרנך ומיקבך מה צאן גרן ויקב ,4,5,941.0,1228.0,0.3235294117647059,0.8888888888888888,4080000924
924,1230,ref-y.1.5.2.5.3.7-ref-y.1.5.2.5.3.12,ref-sifre-d.119.3.27-ref-sifre-d.119.3.34,465051,465084,71452,71457,ref-y.1.5.2.5.3.7,ref-y.1.5.2.5.3.12,157751,157796,26468,26475,ref-sifre-d.119.3.27,ref-sifre-d.119.3.34,מגרנך ומיקבך מה גורן ויקב שהן ,ומגרנך ומיקבך מה צאן גרן ויקב מיוחדים שהם ,5,7,299.0,1228.0,0.35714285714285715,0.6666666666666667,4080000925
925,1231,ref-y.1.9.1.1.1.20-ref-y.1.9.1.1.1.30,ref-sifre-d.119.4.7-ref-sifre-d.119.4.36,757098,757147,114169,114178,ref-y.1.9.1.1.1.20,ref-y.1.9.1.1.1.30,157917,158061,26494,26519,ref-sifre-d.119.4.7,ref-sifre-d.119.4.36,תלמוד לומר מלחם ולא כל לחם אם מלהם ולא כל,"לו יכול נתברך הבית בגללו מעניקים לו לא נתברך הבית בגללו אין מעניקים לו ת""ל העניק תעניק לו מכל מקום א""כ למה נאמר אשר ברכך ה'",10,26,466.0,1231.0,0.7886178861788617,0.8947368421052632,4080000926
926,1233,ref-y.3.7.1.2.31.34-ref-y.3.7.1.2.31.68,ref-sifre-d.121.3.11-ref-sifre-d.121.3.61,2847649,2847818,426800,426827,ref-y.3.7.1.2.31.34,ref-y.3.7.1.2.31.68,158789,159022,26653,26695,ref-sifre-d.121.3.11,ref-sifre-d.121.3.61,אהבתי את אדוני את אשתי ואת בני מלמד שאינו נרצע עד שיהא לו אשה ובנים ולרבו אשה ובנים עד שיהא אוהב את רבו ורבו אוהבו עד שיתברכו הנכסים,היה הוא אוהב את רבו ורבו אינו אוהבו הרי זה אינו נרצע שנאמר כי טוב לו עמך עד שיהיה הוא אוהב את רבו ורבו אוהבו היה הוא אהוב על רבו והוא אינו אוהב את רבו הרי זה אינו נרצע שנאמר כי אהבך לו,28,43,2102.0,1233.0,0.6141304347826086,0.6956521739130435,4080000927
927,1235,ref-y.3.7.1.2.28.26-ref-y.3.7.1.2.28.34,ref-sifre-d.122.2.18-ref-sifre-d.122.2.27,2845990,2846033,426528,426535,ref-y.3.7.1.2.28.26,ref-y.3.7.1.2.28.34,159386,159427,26762,26770,ref-sifre-d.122.2.18,ref-sifre-d.122.2.27,אין הכתן נרצע שמא ייעשה בעל מום וייפסל מן ,"אין כהן נרצע שמא נעשה בעל מום ר""מ אומר מן ",7,8,2097.0,1235.0,0.2857142857142857,0.4,4080000928
928,1236,ref-y.3.7.1.2.30.79-ref-y.3.7.1.2.31.9,ref-sifre-d.122.2.56-ref-sifre-d.122.3.17,2847478,2847526,426766,426775,ref-y.3.7.1.2.30.79,ref-y.3.7.1.2.31.9,159562,159652,26796,26813,ref-sifre-d.122.2.56,ref-sifre-d.122.3.17,אזנו אזנו מה אזנו שנאמר להלן ימנית אף כאן ימנית,אזן אזנו נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף אזנו האמור כאן ימנית,10,18,2098.0,1236.0,0.47126436781609193,0.375,4080000929
929,1237,ref-y.3.1.12.2.4.178-ref-y.3.1.12.2.4.188,ref-sifre-d.122.2.56-ref-sifre-d.122.3.18,2201029,2201087,328959,328969,ref-y.3.1.12.2.4.178,ref-y.3.1.12.2.4.188,159562,159658,26796,26814,ref-sifre-d.122.2.56,ref-sifre-d.122.3.18,אזנו אזנו מה אזנו שנאמר להלן הימנית אף כאן הימנית ואמר,אזן אזנו נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף אזנו האמור כאן ימנית ימנית,11,19,1570.0,1236.0,0.5161290322580645,0.25,4080000930
930,1238,ref-y.2.5.2.4.3.22-ref-y.2.5.2.4.3.33,ref-sifre-d.122.3.2-ref-sifre-d.122.3.11,1416081,1416145,210478,210489,ref-y.2.5.2.4.3.22,ref-y.2.5.2.4.3.33,159571,159621,26798,26807,ref-sifre-d.122.3.2,ref-sifre-d.122.3.11,נאמר כאן עריכה ונאמר להלן וערך הכהן אותם מה עריכה שנאמר להלן ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ,11,9,779.0,1236.0,0.4262295081967213,0.5555555555555556,4080000931
931,1239,ref-y.2.4.1.1.1.117-ref-y.2.4.1.1.1.126,ref-sifre-d.122.3.2-ref-sifre-d.122.3.11,1493692,1493742,222458,222467,ref-y.2.4.1.1.1.117,ref-y.2.4.1.1.1.126,159571,159621,26798,26807,ref-sifre-d.122.3.2,ref-sifre-d.122.3.11,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ,9,9,846.0,1236.0,0.30612244897959184,0.4285714285714286,4080000932
932,1240,ref-y.2.8.1.1.12.202-ref-y.2.8.1.1.12.211,ref-sifre-d.122.3.2-ref-sifre-d.122.3.11,1641869,1641919,244676,244685,ref-y.2.8.1.1.12.202,ref-y.2.8.1.1.12.211,159571,159621,26798,26807,ref-sifre-d.122.3.2,ref-sifre-d.122.3.11,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ,9,9,991.0,1236.0,0.30612244897959184,0.4285714285714286,4080000933
933,1241,ref-y.2.8.1.1.12.263-ref-y.2.8.1.1.12.272,ref-sifre-d.122.3.2-ref-sifre-d.122.3.11,1642172,1642222,244727,244736,ref-y.2.8.1.1.12.263,ref-y.2.8.1.1.12.272,159571,159621,26798,26807,ref-sifre-d.122.3.2,ref-sifre-d.122.3.11,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמ' להלן ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ,9,9,1017.0,1236.0,0.32653061224489793,0.4285714285714286,4080000934
934,1242,ref-y.3.1.1.1.23.4-ref-y.3.1.1.1.23.55,ref-sifre-d.122.3.2-ref-sifre-d.122.3.16,2056186,2056456,307668,307715,ref-y.3.1.1.1.23.4,ref-y.3.1.1.1.23.55,159571,159646,26798,26812,ref-sifre-d.122.3.2,ref-sifre-d.122.3.16,נאמר כאן אחוה ונאמר להלן שני' עשר עבדיך אחים אנחנו מה אחים שנאמר להלן נאמ' כאן ישיבה ונאמר להלן ישיבה וירשתה וישבת בה מה ישיבה שנאמר להלן ישיבה שיש עמה ירושה אף ישיבה שנאמר כאן,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף אזנו האמור כאן,48,15,1407.0,1236.0,0.6704545454545454,0.75,4080000935
935,1243,ref-y.4.1.4.4.5.133-ref-y.4.1.4.4.5.144,ref-sifre-d.122.3.2-ref-sifre-d.122.3.11,2983586,2983647,447692,447703,ref-y.4.1.4.4.5.133,ref-y.4.1.4.4.5.144,159571,159621,26798,26807,ref-sifre-d.122.3.2,ref-sifre-d.122.3.11,נאמר כאן השור יסקל ונאמר להלן השור יסקל מה שור שנאמר להלן ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ,11,9,2220.0,1236.0,0.43103448275862066,0.5,4080000936
936,1244,ref-y.4.4.1.3.2.4-ref-y.4.4.1.3.2.16,ref-sifre-d.122.3.2-ref-sifre-d.122.3.11,3154598,3154667,474171,474183,ref-y.4.4.1.3.2.4,ref-y.4.4.1.3.2.16,159571,159621,26798,26807,ref-sifre-d.122.3.2,ref-sifre-d.122.3.11,נאמר כאן זדון ונאמר להלן זדון בזדון דברו הנביא מה זדון שנאמר להלן ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ,12,9,2326.0,1236.0,0.42424242424242425,0.5555555555555556,4080000937
937,1245,ref-y.4.4.1.3.2.32-ref-y.4.4.1.3.2.45,ref-sifre-d.122.3.2-ref-sifre-d.122.3.11,3154751,3154821,474195,474208,ref-y.4.4.1.3.2.32,ref-y.4.4.1.3.2.45,159571,159621,26798,26807,ref-sifre-d.122.3.2,ref-sifre-d.122.3.11,נאמר כאג דיבר ונאמר להלן אשר ידבר הנביא בשם יי' מה דיבר שנאמר להלן ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ,13,9,2351.0,1236.0,0.47761194029850745,0.75,4080000938
938,1246,ref-y.4.4.7.5.3.14-ref-y.4.4.7.5.3.28,ref-sifre-d.122.3.2-ref-sifre-d.122.3.11,3229067,3229139,485975,485989,ref-y.4.4.7.5.3.14,ref-y.4.4.7.5.3.28,159571,159621,26798,26807,ref-sifre-d.122.3.2,ref-sifre-d.122.3.11,נאמר כאן דודתו ונאמר להלן או דודו או בן דודו יגאלנו מה דודו שנאמר להלן ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ,14,9,2564.0,1236.0,0.4507042253521127,0.5555555555555556,4080000939
939,1247,ref-y.1.1.1.1.35.93-ref-y.1.1.1.1.35.104,ref-sifre-d.122.3.2-ref-sifre-d.122.3.13,14071,14129,2226,2237,ref-y.1.1.1.1.35.93,ref-y.1.1.1.1.35.104,159571,159630,26798,26809,ref-sifre-d.122.3.2,ref-sifre-d.122.3.13,נאמר כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן חצות אף ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף ,11,11,1.0,1236.0,0.3275862068965517,0.5,4080000940
940,1248,ref-y.1.4.8.1.2.5-ref-y.1.4.8.1.2.20,ref-sifre-d.122.3.2-ref-sifre-d.122.3.13,427265,427339,65727,65742,ref-y.1.4.8.1.2.5,ref-y.1.4.8.1.2.20,159571,159630,26798,26809,ref-sifre-d.122.3.2,ref-sifre-d.122.3.13,נאמר כאן פן תקדש ונאמר להלן פן תוקדש בו מה פן האמור להלן אסור בחנייה אף ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף ,15,11,244.0,1236.0,0.4166666666666667,0.5454545454545454,4080000941
941,1249,ref-y.1.7.2.4.9.110-ref-y.1.7.2.4.9.127,ref-sifre-d.122.3.2-ref-sifre-d.122.3.13,665158,665248,100672,100688,ref-y.1.7.2.4.9.110,ref-y.1.7.2.4.9.127,159571,159630,26798,26809,ref-sifre-d.122.3.2,ref-sifre-d.122.3.13,נאמר כאן נפשו ונאמר להלן נפשו דכתיב ואליו הוא נושא את נפשו מה נפשו האמורה להלן שכרו אף ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף ,16,11,379.0,1236.0,0.4827586206896552,0.6153846153846154,4080000942
942,1250,ref-y.1.11.2.3.5.3-ref-y.1.11.2.3.5.14,ref-sifre-d.122.3.2-ref-sifre-d.122.3.13,873523,873582,130993,131004,ref-y.1.11.2.3.5.3,ref-y.1.11.2.3.5.14,159571,159630,26798,26809,ref-sifre-d.122.3.2,ref-sifre-d.122.3.13,נאמ' כאן שמחה ונאמר להלן שמחה מה שמחה שנאמר להלן שלמים אף ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף ,11,11,585.0,1236.0,0.3448275862068966,0.6363636363636364,4080000943
943,1251,ref-y.2.4.6.4.4.5-ref-y.2.4.6.4.4.17,ref-sifre-d.122.3.2-ref-sifre-d.122.3.13,1561422,1561488,232775,232787,ref-y.2.4.6.4.4.5,ref-y.2.4.6.4.4.17,159571,159630,26798,26809,ref-sifre-d.122.3.2,ref-sifre-d.122.3.13,נאמר כאן אזכרה ונאמר להלן אזכרה מה אזכרה האמורה להלן מלא קומץ אף ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף ,12,11,891.0,1236.0,0.27692307692307694,0.5,4080000944
944,1252,ref-y.2.12.1.2.2.113-ref-y.2.12.1.2.2.124,ref-sifre-d.122.3.2-ref-sifre-d.122.3.13,1928666,1928726,288237,288248,ref-y.2.12.1.2.2.113,ref-y.2.12.1.2.2.124,159571,159630,26798,26809,ref-sifre-d.122.3.2,ref-sifre-d.122.3.13,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן שלמים אף ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף ,11,11,1215.0,1236.0,0.288135593220339,0.4444444444444444,4080000945
945,1253,ref-y.2.12.1.3.1.51-ref-y.2.12.1.3.1.111,ref-sifre-d.122.3.2-ref-sifre-d.122.3.16,1930736,1931033,288522,288578,ref-y.2.12.1.3.1.51,ref-y.2.12.1.3.1.111,159571,159646,26798,26812,ref-sifre-d.122.3.2,ref-sifre-d.122.3.16,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר שמחה מה שמחה האמורה נאמר כאן מסת ונאמר להלן ותרב משאת בנימן מה משאת שנאמר להלן אחת עיקר והשאר טפילה אף מסת שנאמר כאן",נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף אזנו האמור כאן,57,15,1257.0,1236.0,0.7330316742081447,0.7916666666666666,4080000946
946,1255,ref-y.3.1.12.6.7.63-ref-y.3.1.12.6.7.76,ref-sifre-d.122.3.2-ref-sifre-d.122.3.13,2206411,2206479,329792,329805,ref-y.3.1.12.6.7.63,ref-y.3.1.12.6.7.76,159571,159630,26798,26809,ref-sifre-d.122.3.2,ref-sifre-d.122.3.13,נאמר כאן קרייה ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן שבח אף ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף ,13,11,1588.0,1236.0,0.44776119402985076,0.5833333333333333,4080000947
947,1256,ref-y.3.5.2.1.8.8-ref-y.3.5.2.1.8.22,ref-sifre-d.122.3.2-ref-sifre-d.122.3.13,2267819,2267892,339233,339245,ref-y.3.5.2.1.8.8,ref-y.3.5.2.1.8.22,159571,159630,26798,26809,ref-sifre-d.122.3.2,ref-sifre-d.122.3.13,מה מנחת שנאמר להלן שעורין אף בן שעורין אמר רבי לעזר נאמר כאן אביב ונאמר ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף ,12,11,1658.0,1236.0,0.7083333333333334,0.6153846153846154,4080000948
948,1257,ref-y.3.5.8.1.1.42-ref-y.3.5.8.1.1.57,ref-sifre-d.122.3.2-ref-sifre-d.122.3.13,2327493,2327580,348416,348431,ref-y.3.5.8.1.1.42,ref-y.3.5.8.1.1.57,159571,159630,26798,26809,ref-sifre-d.122.3.2,ref-sifre-d.122.3.13,נאמר כאן נגישה ונאמר להלן ונגשו הכחנים בני לוי מה נגישה שנאמר להלן בלשון הקודש אף ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף ,15,11,1764.0,1236.0,0.5121951219512195,0.6153846153846154,4080000949
949,1258,ref-y.3.5.8.1.1.82-ref-y.3.5.8.1.1.97,ref-sifre-d.122.3.2-ref-sifre-d.122.3.13,2327701,2327785,348445,348460,ref-y.3.5.8.1.1.82,ref-y.3.5.8.1.1.97,159571,159630,26798,26809,ref-sifre-d.122.3.2,ref-sifre-d.122.3.13,נאמר כאן נגישה ונאמר להלן ונגש משה אל הערפל מה נגישה שנאמר להלן בלשון הקודש אף ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף ,15,11,1799.0,1236.0,0.4936708860759494,0.6666666666666667,4080000950
950,1259,ref-y.3.7.1.7.18.128-ref-y.3.7.1.7.18.139,ref-sifre-d.122.3.2-ref-sifre-d.122.3.13,2879134,2879195,431636,431647,ref-y.3.7.1.7.18.128,ref-y.3.7.1.7.18.139,159571,159630,26798,26809,ref-sifre-d.122.3.2,ref-sifre-d.122.3.13,נאמר כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן כגרים אף ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף ,11,11,2120.0,1236.0,0.288135593220339,0.5,4080000951
951,1260,ref-y.4.4.1.3.8.127-ref-y.4.4.1.3.8.146,ref-sifre-d.122.3.2-ref-sifre-d.122.3.13,3157857,3157958,474652,474667,ref-y.4.4.1.3.8.127,ref-y.4.4.1.3.8.146,159571,159630,26798,26809,ref-sifre-d.122.3.2,ref-sifre-d.122.3.13,נאמר כאן בני ישראל ונאמר להלן בני ישראל ויבואו בני ישראל לשבר וגו' מה בני ישראל שנאמר להלן עשר' אף ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף ,15,11,2381.0,1236.0,0.5959595959595959,0.6153846153846154,4080000952
952,1261,ref-y.4.4.7.3.1.37-ref-y.4.4.7.3.1.53,ref-sifre-d.122.3.2-ref-sifre-d.122.3.13,3226750,3226838,485629,485645,ref-y.4.4.7.3.1.37,ref-y.4.4.7.3.1.53,159571,159630,26798,26809,ref-sifre-d.122.3.2,ref-sifre-d.122.3.13,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה שנאמר להלן בחרב אף ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף ,16,11,2539.0,1236.0,0.5411764705882353,0.6428571428571428,4080000953
