baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifra,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.5.3.7.12.1-ref-t.5.3.7.12.12,ref-sifra.4.3-05.3.5-ref-sifra.4.3-05.3.13,1124484,1124534,ref-t.5.3.7.12.1,ref-t.5.3.7.12.12,177537,177581,ref-sifra.4.3-05.3.5,ref-sifra.4.3-05.3.13,לא מינו כהן אחר משל מי היתה קריבה ר' שמעון או' משל ,ולא מינו כהן אחר תחתיו שתהא מנחתו קרבה משל ,10,9,751,751.0,1960,1960.0,0.5098039215686274,0.6,4,מינו כהן אחר משל,2040001457,10,9
ref-t.5.3.7.13.26-ref-t.5.3.7.13.33,ref-sifra.12.7-00.5.7-ref-sifra.12.7-00.5.15,1124818,1124857,ref-t.5.3.7.13.26,ref-t.5.3.7.13.33,560974,561018,ref-sifra.12.7-00.5.7,ref-sifra.12.7-00.5.15,עובר משום ארבעה דברים משום בל תלוש ובל ,עובר משום חמשה דברים משום בל תקדיש ומשום בל ,8,9,3190,3188.0,1961,1961.0,0.2727272727272727,0.6,5,עובר משום דברים משום בל,2040001458,8,9
ref-t.5.3.7.13.38-ref-t.5.3.7.13.66,ref-sifra.2.12-00.3.11-ref-sifra.2.12-00.3.42,1124878,1125036,ref-t.5.3.7.13.38,ref-t.5.3.7.13.66,60464,60635,ref-sifra.2.12-00.3.11,ref-sifra.2.12-00.3.42,תאפה אפייה בכלל היתה ולמה יצאת להקיש אליה מה אפייה מיוחדת מעשה יחידי וחייבין עליה בעצמה אף אני מרבה את לישתה ועריכתה ואפייתה וכל מעשיה שיש בה לחוב עליו ,תאפה חמץ אפיה בכלל היתה ולמה יצאת להקיש אליה ולומר מה אפיה מיוחדת שהיא מעשה יחידי וחייבים עליה בפני עצמה אף אני ארבה לישתה ועריכתה וכל מעשה ומעשה שיש בה לחייב עליו ,23,25,181,181.0,1963,1962.0,0.2378048780487804,0.3214285714285714,19,תאפה בכלל היתה ולמה יצאת להקיש אליה מה מיוחדת מעשה יחידי עליה אני לישתה ועריכתה וכל שיש בה עליו,2040001459,29,30
ref-t.5.3.7.13.38-ref-t.5.3.7.13.63,ref-sifra.4.2-03.1.20-ref-sifra.4.2-03.1.49,1124878,1125025,ref-t.5.3.7.13.38,ref-t.5.3.7.13.63,172337,172493,ref-sifra.4.2-03.1.20,ref-sifra.4.2-03.1.49,תאפה אפייה בכלל היתה ולמה יצאת להקיש אליה מה אפייה מיוחדת מעשה יחידי וחייבין עליה בעצמה אף אני מרבה את לישתה ועריכתה ואפייתה וכל מעשיה שיש בה ,תאפה חמץ אפיה בכלל היתה ולמה יצאת להקיש אליה מה אפיה מיוחדת מעשה יחידי וחייבים עליה בפני עצמה אף אני מרבה את לישתה ואת עריכתה ואת כל מעשה ומעשה שיש בה ,21,21,720,720.0,1962,1962.0,0.1854304635761589,0.4230769230769231,15,תאפה בכלל היתה ולמה יצאת להקיש אליה מה מיוחדת מעשה יחידי עליה לישתה שיש בה,2040001460,27,27
ref-t.5.3.7.13.40-ref-t.5.3.7.13.56,ref-sifra.4.8-00.4.34-ref-sifra.4.8-00.4.47,1124889,1124979,ref-t.5.3.7.13.40,ref-t.5.3.7.13.56,202231,202300,ref-sifra.4.8-00.4.34,ref-sifra.4.8-00.4.47,בכלל היתה ולמה יצאת להקיש אליה מה אפייה מיוחדת מעשה יחידי וחייבין עליה בעצמה אף אני מרבה ,בכלל היתה למה יצאת להקיש אליה מה זריקה מיוחדת שמעכב כפרה אף אני מרבה ,11,8,1020,1018.0,1969,1962.0,0.3258426966292135,0.5263157894736843,10,בכלל היתה יצאת להקיש אליה מה מיוחדת אף אני מרבה,2040001461,17,14
ref-t.5.3.7.13.40-ref-t.5.3.7.13.45,ref-sifra.12.9-11.3.21-ref-sifra.12.9-11.3.26,1124889,1124920,ref-t.5.3.7.13.40,ref-t.5.3.7.13.45,575426,575455,ref-sifra.12.9-11.3.21,ref-sifra.12.9-11.3.26,בכלל היתה ולמה יצאת להקיש אליה ,בכלל היה ולמה יצא להקיש אליו ,1,1,3238,3238.0,1964,1962.0,0.0967741935483871,0.4285714285714286,3,בכלל ולמה להקיש,2040001462,6,6
ref-t.5.3.7.13.40-ref-t.5.3.7.13.45,ref-sifra.12.9-11.3.58-ref-sifra.12.9-11.3.63,1124889,1124920,ref-t.5.3.7.13.40,ref-t.5.3.7.13.45,575613,575642,ref-sifra.12.9-11.3.58,ref-sifra.12.9-11.3.63,בכלל היתה ולמה יצאת להקיש אליה ,בכלל היה ולמה יצא להקיש אליו ,1,1,3240,3240.0,1965,1962.0,0.0967741935483871,0.4285714285714286,3,בכלל ולמה להקיש,2040001463,6,6
ref-t.5.3.7.13.40-ref-t.5.3.7.13.45,ref-sifra.12.9-11.3.79-ref-sifra.12.9-11.3.84,1124889,1124920,ref-t.5.3.7.13.40,ref-t.5.3.7.13.45,575717,575746,ref-sifra.12.9-11.3.79,ref-sifra.12.9-11.3.84,בכלל היתה ולמה יצאת להקיש אליה ,בכלל היה ולמה יצא להקיש אליו ,1,1,3241,3241.0,1966,1962.0,0.0967741935483871,0.4285714285714286,3,בכלל ולמה להקיש,2040001464,6,6
ref-t.5.3.7.13.40-ref-t.5.3.7.13.46,ref-sifra.13.1-00.6.35-ref-sifra.13.1-00.6.41,1124889,1124923,ref-t.5.3.7.13.40,ref-t.5.3.7.13.46,613219,613251,ref-sifra.13.1-00.6.35,ref-sifra.13.1-00.6.41,בכלל היתה ולמה יצאת להקיש אליה מה ,בכלל היו ולמה יצאו להקיש להם מה ,1,7,3374,3373.0,1967,1962.0,0.1764705882352941,0.625,4,בכלל ולמה להקיש מה,2040001465,7,7
ref-t.5.3.7.13.40-ref-t.5.3.7.13.48,ref-sifra.14.3-09.4.6-ref-sifra.14.3-09.4.15,1124889,1124936,ref-t.5.3.7.13.40,ref-t.5.3.7.13.48,670449,670496,ref-sifra.14.3-09.4.6,ref-sifra.14.3-09.4.15,בכלל היתה ולמה יצאת להקיש אליה מה אפייה מיוחדת ,בכלל היה ולמה יצא להקיש אליו מה מעשר קרבן יחיד ,3,4,3547,3546.0,1968,1962.0,0.3404255319148936,0.6666666666666667,4,בכלל ולמה להקיש מה,2040001466,9,10
ref-t.5.3.7.14.4-ref-t.5.3.7.14.18,ref-sifra.2.12-14.4.129-ref-sifra.2.12-14.4.138,1125173,1125242,ref-t.5.3.7.14.4,ref-t.5.3.7.14.18,64122,64173,ref-sifra.2.12-14.4.129,ref-sifra.2.12-14.4.138,מנחת כהן גדול לבין מנחת כהן הדיוט מנחת כהן גדול באה תמיד באה תדיר באה ,מנחה והבא לבונה הבא מנחה והבא מלח הבא מנחה והבא ,15,10,204,204.0,1970,1970.0,0.6,0.9,0,,2040001467,15,10
ref-t.5.3.7.16.8-ref-t.5.3.7.16.16,ref-sifra.14.4-10.1.31-ref-sifra.14.4-10.1.44,1125590,1125632,ref-t.5.3.7.16.8,ref-t.5.3.7.16.16,675474,675557,ref-sifra.14.4-10.1.31,ref-sifra.14.4-10.1.44,אחד נותנין לה לוג אחד של ששים עשרון נותנין ,אחד הרי הוא שלי בעשרים ואחד הבעלים נותנים עשרים ושש עשרים ושנים הבעלים נותנים ,9,14,3577,3576.0,1971,1971.0,0.6282051282051282,0.8333333333333334,1,אחד,2040001468,9,14
ref-t.5.3.7.16.36-ref-t.5.3.7.16.49,ref-sifra.2.9-00.3.28-ref-sifra.2.9-00.3.44,1125725,1125794,ref-t.5.3.7.16.36,ref-t.5.3.7.16.49,49086,49171,ref-sifra.2.9-00.3.28,ref-sifra.2.9-00.3.44,לבונה ושל אזכרה קומץ אחד לכולן כך מנחה של עשרון אחד ושל ששים עשרון ,לבונה קומץ אחד לעשרון אחד קומץ אחד לששים עשרון אף קמיצה קומץ אחד לעשרון אחד קומץ אחד ,14,11,146,146.0,1972,1972.0,0.6352941176470588,0.5833333333333333,5,לבונה קומץ אחד עשרון אחד,2040001469,14,11
ref-t.5.3.7.16.46-ref-t.5.3.7.16.60,ref-sifra.4.3-04.2.7-ref-sifra.4.3-04.2.21,1125775,1125850,ref-t.5.3.7.16.46,ref-t.5.3.7.16.60,175237,175306,ref-sifra.4.3-04.2.7,ref-sifra.4.3-04.2.21,אחד ושל ששים עשרון לוג אחד לכולן שנ' למנחה ולוג שמן לכל המנחה לוג שמן ,שמן ומנחת נדבה טעונה שמן מה נדבה טעונה לוג אחד לעשרון אף זו לוג אחד ,15,15,748,748.0,1974,1972.0,0.7285714285714285,0.75,3,לוג אחד לוג,2040001470,15,15
ref-t.5.3.7.16.43-ref-t.5.3.7.16.59,ref-sifra.8.4-00.5.41-ref-sifra.8.4-00.6.1,1125761,1125846,ref-t.5.3.7.16.43,ref-t.5.3.7.16.59,380166,380230,ref-sifra.8.4-00.5.41,ref-sifra.8.4-00.6.1,מנחה של עשרון אחד ושל ששים עשרון לוג אחד לכולן שנ' למנחה ולוג שמן לכל המנחה לוג ,מנחה של ששים עשרון אין לה אלא לוגה שנאמר למנחה ולג שמן ולוג ,17,13,2146,2146.0,1973,1972.0,0.4875,0.4666666666666667,6,מנחה של ששים עשרון למנחה שמן,2040001471,17,13
ref-t.5.3.7.17.8-ref-t.5.3.7.17.14,ref-sifra.4.11-16.3.16-ref-sifra.4.11-16.3.22,1125884,1125921,ref-t.5.3.7.17.8,ref-t.5.3.7.17.14,218315,218352,ref-sifra.4.11-16.3.16,ref-sifra.4.11-16.3.22,מהן שתי כליות ויותרת הכבד ואליה מן ,מהם שתי כליות ויותרת הכבד למעלה מהם ,7,7,1214,1212.0,1975,1975.0,0.1944444444444444,0.5,4,שתי כליות ויותרת הכבד,2040001472,7,7
ref-t.5.3.7.17.24-ref-t.5.3.7.17.31,ref-sifra.4.11-00.3.27-ref-sifra.4.11-00.3.36,1125981,1126023,ref-t.5.3.7.17.24,ref-t.5.3.7.17.31,216058,216101,ref-sifra.4.11-00.3.27,ref-sifra.4.11-00.3.36,לידי בעלים וכהן מניח ידו תחת ידי הבעלים ,ידי בעלים הא כיצד כהן מניח ידו תחת יד בעלים ,8,10,1195,1195.0,1976,1976.0,0.25,0.5,4,בעלים מניח ידו תחת,2040001473,8,10
ref-t.5.3.7.18.18-ref-t.5.3.7.18.22,ref-sifra.4.11-16.3.16-ref-sifra.4.11-16.3.20,1126166,1126193,ref-t.5.3.7.18.18,ref-t.5.3.7.18.22,218315,218342,ref-sifra.4.11-16.3.16,ref-sifra.4.11-16.3.20,מהן שתי כליות ויותרת הכבד ,מהם שתי כליות ויותרת הכבד ,5,5,1212,1212.0,1977,1977.0,0.0384615384615384,0.3333333333333333,4,שתי כליות ויותרת הכבד,2040001474,5,5
ref-t.5.3.7.20.11-ref-t.5.3.7.20.16,ref-sifra.12.10-13.8.1-ref-sifra.12.10-13.8.7,1126578,1126610,ref-t.5.3.7.20.11,ref-t.5.3.7.20.16,583599,583637,ref-sifra.12.10-13.8.1,ref-sifra.12.10-13.8.7,והניף אתם על לחם הבכורים תנופה ,והניף הכהן אתם על לחם הבכורים תנופה ,6,7,3277,3277.0,1978,1978.0,0.1388888888888889,0.1428571428571429,6,והניף אתם על לחם הבכורים תנופה,2040001475,6,7
ref-t.5.3.8.2.6-ref-t.5.3.8.2.18,ref-sifra.3.12-00.10.40-ref-sifra.3.12-00.10.50,1126994,1127060,ref-t.5.3.8.2.6,ref-t.5.3.8.2.18,150094,150150,ref-sifra.3.12-00.10.40,ref-sifra.3.12-00.10.50,תודה ורקיקי נזיר שריבה מדת חלות או שחיסר מדת חלות או שהיתה מדה ,מידה מרובה מרובה מדת הטובה או מדת פורענות הוי אומר מידת ,13,11,599,599.0,1979,1979.0,0.6031746031746031,0.8461538461538461,3,מדת או מדת,2040001476,13,11
ref-t.5.3.8.3.21-ref-t.5.3.8.3.28,ref-sifra.3.10-19.11.83-ref-sifra.3.10-19.11.87,1127295,1127342,ref-t.5.3.8.3.21,ref-t.5.3.8.3.28,142467,142499,ref-sifra.3.10-19.11.83,ref-sifra.3.10-19.11.87,נקמצות ר' שמעון או' הקומץ קריב בעצמו והשירים ,נקמצת הקומץ קרב לעצמו והשירים ,6,5,561,561.0,1980,1980.0,0.3555555555555555,0.1666666666666666,2,הקומץ והשירים,2040001477,6,5
ref-t.5.3.8.5.5-ref-t.5.3.8.5.25,ref-sifra.2.10-12.1.31-ref-sifra.2.10-12.2.2,1127387,1127507,ref-t.5.3.8.5.5,ref-t.5.3.8.5.25,55196,55293,ref-sifra.2.10-12.1.31,ref-sifra.2.10-12.2.2,טעונה מתן שמן בכלי קודם לעשייתה,טעונה מתן שמן בכלי קודם לעשייתה אף קרבנך האמור כאן טעונה מתן שמן בכלי קודם לעשייתה סלת בלולה,6,18,164,164.0,1983,1983.0,0.6630434782608695,0.5,6,טעונה מתן שמן בכלי קודם לעשייתה,2040001478,6,18
ref-t.5.3.8.5.4-ref-t.5.3.8.5.29,ref-sifra.2.10-12.2.31-ref-sifra.2.10-12.2.46,1127381,1127530,ref-t.5.3.8.5.4,ref-t.5.3.8.5.29,55440,55533,ref-sifra.2.10-12.2.31,ref-sifra.2.10-12.2.46,מתן שמן בכלי קודם לעשייתן ונותן שמן עליה ובוללה ולשה ואופה ופותתה ונותן עליה שמן,נותן מתן שמן בכלי קודם לעשייתן ונותן שמן עליה ובוללה ולשה ואופה ופותתה ונותן עליה שמן,15,16,168,168.0,1982,1982.0,0.0588235294117647,0.0,15,מתן שמן בכלי קודם לעשייתן ונותן שמן עליה ובוללה ולשה ואופה ופותתה ונותן עליה שמן,2040001479,15,16
ref-t.5.3.8.5.8-ref-t.5.3.8.5.29,ref-sifra.2.10-12.2.55-ref-sifra.2.10-12.2.69,1127406,1127530,ref-t.5.3.8.5.8,ref-t.5.3.8.5.29,55580,55669,ref-sifra.2.10-12.2.55,ref-sifra.2.10-12.2.69,בשמן כיצד עושה נותן שמן בכלי קודם לעשייתן,בשמן כיצד עושה נותן שמן בכלי קודם לעשייתן,8,8,171,171.0,1985,1985.0,0.0,0.0,8,בשמן כיצד עושה נותן שמן בכלי קודם לעשייתן,2040001480,8,8
ref-t.5.3.8.5.3-ref-t.5.3.8.5.15,ref-sifra.2.10-12.7.37-ref-sifra.2.10-12.7.45,1127375,1127453,ref-t.5.3.8.5.3,ref-t.5.3.8.5.15,56701,56750,ref-sifra.2.10-12.7.37,ref-sifra.2.10-12.7.45,נעשות בכלי וטעונות שלש מתנות שמן יציקה ובלילה ומתן שמן בכלי קודם לעשייתן ,תעשה מלמד שהיא טעונה מתן שמן בכלי קודם לעשייתה ,13,9,175,175.0,1981,1981.0,0.5068493150684932,0.75,3,שמן בכלי קודם,2040001481,13,9
ref-t.5.3.8.6.15-ref-t.5.3.8.7.12,ref-sifra.2.10-12.2.9-ref-sifra.2.10-12.2.13,1127642,1127713,ref-t.5.3.8.6.15,ref-t.5.3.8.7.12,55325,55354,ref-sifra.2.10-12.2.9,ref-sifra.2.10-12.2.13,בחלות כיצד בוללן חלות בוללן דברי ר' שנ' חלות בלולות בשמן וחכמים אומ' ,חלות בוללן שנאמר חלות בלולות ,13,5,167,167.0,1990,1990.0,0.6376811594202898,0.7272727272727273,4,חלות בוללן חלות בלולות,2040001482,13,5
ref-t.5.3.8.6.15-ref-t.5.3.8.7.12,ref-sifra.2.10-12.2.50-ref-sifra.2.10-12.2.55,1127642,1127713,ref-t.5.3.8.6.15,ref-t.5.3.8.7.12,55550,55585,ref-sifra.2.10-12.2.50,ref-sifra.2.10-12.2.55,בחלות כיצד בוללן חלות בוללן דברי ר' שנ' חלות בלולות בשמן וחכמים אומ' ,חלות בוללן שנאמר חלות בלולות בשמן ,13,6,170,170.0,1991,1990.0,0.5652173913043478,0.6363636363636364,5,חלות בוללן חלות בלולות בשמן,2040001483,13,6
ref-t.5.3.8.7.8-ref-t.5.3.8.7.16,ref-sifra.4.7-00.9.46-ref-sifra.4.7-00.9.58,1127683,1127733,ref-t.5.3.8.7.8,ref-t.5.3.8.7.16,198029,198106,ref-sifra.4.7-00.9.46,ref-sifra.4.7-00.9.58,חלות בלולות בשמן וחכמים אומ' סלת שנ' בלולה בשמן ,חלות מצות בלולות בשמן ורקיקי מצות משוחים בשמן וסלת מרבכת חלות בלולת בשמן ,9,13,1001,1001.0,1992,1990.0,0.4657534246575342,0.6666666666666667,4,חלות בלולות בשמן בשמן,2040001484,9,13
ref-t.5.3.8.7.34-ref-t.5.3.8.7.46,ref-sifra.4.6-11.7.14-ref-sifra.4.6-11.7.22,1127810,1127878,ref-t.5.3.8.7.34,ref-t.5.3.8.7.46,195450,195501,ref-sifra.4.6-11.7.14,ref-sifra.4.6-11.7.22,חלות מה חלות האמורות בתודה אי איפשר לבוללן בלא סלת אף חלות האמורות ,חלות מה חלות האמורות ברבוכה סולת אף חלות האמורות ,13,9,984,984.0,1994,1993.0,0.3283582089552239,0.5555555555555556,7,חלות מה חלות האמורות אף חלות האמורות,2040001485,13,9
ref-t.5.3.8.7.29-ref-t.5.3.8.7.47,ref-sifra.4.7-00.4.33-ref-sifra.4.7-00.5.23,1127783,1127882,ref-t.5.3.8.7.29,ref-t.5.3.8.7.47,197061,197205,ref-sifra.4.7-00.4.33,ref-sifra.4.7-00.5.23,נאמ' כאן חלות ונאמ' בתודה חלות מה חלות האמורות בתודה אי איפשר לבוללן בלא סלת אף חלות האמורות כאן ,האמור כאן עשרון לחלה או כלך לדרך זה נאמרו כאן חלות' ונאמרו חלות' בלחם הפנים מה חלות האמור בלחם הפנים שני עשרונים לחלה אף חלה האמור כאן ,19,23,996,996.0,1993,1993.0,0.6074074074074074,0.8571428571428572,5,כאן מה חלות אף כאן,2040001486,19,23
ref-t.5.3.8.7.34-ref-t.5.3.8.7.46,ref-sifra.5.3-00.3.25-ref-sifra.5.3-00.3.43,1127810,1127878,ref-t.5.3.8.7.34,ref-t.5.3.8.7.46,268322,268432,ref-sifra.5.3-00.3.25,ref-sifra.5.3-00.3.43,חלות מה חלות האמורות בתודה אי איפשר לבוללן בלא סלת אף חלות האמורות ,נחלים לגזירה שוה מה ימים ונחלים האמורים לענין היתר עשה את כל המים כימים וכנחלים אף ימים ונחלים האמורים ,13,15,1352,1350.0,1995,1993.0,0.6504854368932039,0.9444444444444444,1,אף,2040001487,13,15
ref-t.5.3.8.7.34-ref-t.5.3.8.7.46,ref-sifra.5.3-00.3.51-ref-sifra.5.3-00.3.69,1127810,1127878,ref-t.5.3.8.7.34,ref-t.5.3.8.7.46,268469,268581,ref-sifra.5.3-00.3.51,ref-sifra.5.3-00.3.69,חלות מה חלות האמורות בתודה אי איפשר לבוללן בלא סלת אף חלות האמורות ,ונחלים לגזירה שוה מה ימים ונחלים האמורים לענין היתר עשה את כל המים כימים וכנחלים אף ימים ונחלים האמורים ,13,15,1353,1353.0,1996,1993.0,0.6538461538461539,0.9411764705882352,1,אף,2040001488,13,15
ref-t.5.3.8.9.1-ref-t.5.3.8.9.7,ref-sifra.2.10-00.1.17-ref-sifra.2.10-00.1.24,1128035,1128074,ref-t.5.3.8.9.1,ref-t.5.3.8.9.7,53471,53512,ref-sifra.2.10-00.1.17,ref-sifra.2.10-00.1.24,מנחה שהיתה באה מחצה חלות ומחצה רקיקין ,מנחת מאפה לא יביא מחצה חלות ומחצה רקיקין ,7,8,162,161.0,1999,1997.0,0.2439024390243902,0.5555555555555556,4,מחצה חלות ומחצה רקיקין,2040001489,7,8
ref-t.5.3.8.8.6-ref-t.5.3.8.9.24,ref-sifra.4.6-11.6.10-ref-sifra.4.6-11.6.30,1127963,1128167,ref-t.5.3.8.8.6,ref-t.5.3.8.9.24,195071,195182,ref-sifra.4.6-11.6.10,ref-sifra.4.6-11.6.30,מחצה לחלות ומחצה לרקיקים ר' שמעון בן יהודה אומר משום ר' שמעון מושח את הרקיקים כמין כי ומחזר את השאר לחלות,מחצה לחלות ומחצה לרקיקים ר' שמעון בן יהודה אומר משום ר' שמעון מושח את הרקיקים כמין כי ומחזר את השאר לחלות,14,14,980,980.0,1997,1997.0,0.0,0.0,14,מחצה לחלות ומחצה לרקיקים ר'_שמעון_בן_יהודה_אומר_משום_ר'_שמעון מושח את הרקיקים כמין כי ומחזר את השאר לחלות,2040001490,14,14
ref-t.5.3.8.10.10-ref-t.5.3.8.10.20,ref-sifra.4.6-11.6.10-ref-sifra.4.6-11.6.25,1128298,1128360,ref-t.5.3.8.10.10,ref-t.5.3.8.10.20,195071,195157,ref-sifra.4.6-11.6.10,ref-sifra.4.6-11.6.25,מחצה לחלות ומחצה לרקיקין ר' שמעון או' מושח את הרקיקין כמין ,מחצה לחלות ומחצה לרקיקים ר' שמעון בן יהודה אומר משום ר' שמעון מושח את הרקיקים כמין ,9,9,979,979.0,2000,2000.0,0.3132530120481928,0.4,6,מחצה לחלות ומחצה מושח את כמין,2040001491,9,9
