baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-n,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.4.9.1.7.126-ref-t.4.9.1.7.142,ref-sifre-n.39.1.88-ref-sifre-n.39.1.102,1008056,1008133,ref-t.4.9.1.7.126,ref-t.4.9.1.7.142,62788,62867,ref-sifre-n.39.1.88,ref-sifre-n.39.1.102,נאמר כאן דבר ולהלן נאמ' דבר מה דבר אמור להלן מקצתו לא כולו אף דבר האמור כאן ,נאמר כאן ברכה ונאמר להלן ברכה מה ברכה האמורה להלן בעמידה אף ברכה האמורה כאן ,1,1,276,273.0,580,566.0,0.4736842105263157,0.6666666666666667,6,נאמר כאן מה להלן אף כאן,2050000427,17,15
ref-t.4.9.1.7.126-ref-t.4.9.1.7.142,ref-sifre-n.73.2.58-ref-sifre-n.73.2.74,1008056,1008133,ref-t.4.9.1.7.126,ref-t.4.9.1.7.142,98021,98113,ref-sifre-n.73.2.58,ref-sifre-n.73.2.74,נאמר כאן דבר ולהלן נאמ' דבר מה דבר אמור להלן מקצתו לא כולו אף דבר האמור כאן ,נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן תקיעה לאחר תרועה אף תרועה האמורה כאן ,1,1,347,345.0,581,566.0,0.4444444444444444,0.6923076923076923,6,נאמר כאן מה להלן אף כאן,2050000428,17,17
ref-t.4.9.1.7.126-ref-t.4.9.1.7.142,ref-sifre-n.73.2.132-ref-sifre-n.73.2.152,1008056,1008133,ref-t.4.9.1.7.126,ref-t.4.9.1.7.142,98408,98526,ref-sifre-n.73.2.132,ref-sifre-n.73.2.152,במדבר בראש השנה מנין נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן תוקע ומריע ותוקע אף תרועה האמורה כאן,במדבר בראש השנה מנין נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן תוקע ומריע ותוקע אף תרועה האמורה כאן,5,5,353,352.0,582,582.0,0.0,0.0,21,במדבר בראש השנה מנין נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן תוקע ומריע ותוקע אף תרועה האמורה כאן,2050000429,21,21
ref-t.4.9.1.7.126-ref-t.4.9.1.7.144,ref-sifre-n.75.1.36-ref-sifre-n.75.1.58,1008056,1008144,ref-t.4.9.1.7.126,ref-t.4.9.1.7.144,99673,99797,ref-sifre-n.75.1.36,ref-sifre-n.75.1.58,ולא בעלי מומין נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן תמימים ולא בעלי מומין נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן תמימים ולא,ולא בעלי מומין נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן תמימים ולא בעלי מומין נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן תמימים ולא,11,11,362,362.0,574,574.0,0.0,0.0,45,ולא בעלי מומין נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן תמימים ולא בעלי מומין נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן תמימים ולא,2050000430,45,45
ref-t.4.9.1.7.132-ref-t.4.9.1.7.145,ref-sifre-n.101.1.90-ref-sifre-n.101.1.102,1008085,1008149,ref-t.4.9.1.7.132,ref-t.4.9.1.7.145,138349,138408,ref-sifre-n.101.1.90,ref-sifre-n.101.1.102,מה דבר אמור להלן מקצתו לא כולו אף דבר האמור כאן מקצתו ולא כולו ,מה מעשה האמור להלן של ספיר אף מעשה האמור כאן של ספיר מכל ,14,13,420,420.0,597,566.0,0.5079365079365079,0.6363636363636364,5,מה להלן אף האמור כאן,2050000431,14,13
ref-t.4.9.1.7.128-ref-t.4.9.1.7.140,ref-sifre-n.111.1.197-ref-sifre-n.111.1.214,1008065,1008122,ref-t.4.9.1.7.128,ref-t.4.9.1.7.140,160666,160752,ref-sifre-n.111.1.197,ref-sifre-n.111.1.214,דבר ולהלן נאמ' דבר מה דבר אמור להלן מקצתו לא כולו אף דבר ,דבר ה' אל משה ולהלן הוא אומר וידבר אלהים את כל הדברים האלה לאמר אחת דבר אלהים הלא ,13,18,494,494.0,589,566.0,0.6463414634146342,0.6923076923076923,3,דבר ולהלן דבר,2050000432,13,18
ref-t.4.9.1.7.126-ref-t.4.9.1.7.142,ref-sifre-n.113.1.59-ref-sifre-n.113.1.73,1008056,1008133,ref-t.4.9.1.7.126,ref-t.4.9.1.7.142,167764,167839,ref-sifre-n.113.1.59,ref-sifre-n.113.1.73,נאמר כאן דבר ולהלן נאמ' דבר מה דבר אמור להלן מקצתו לא כולו אף דבר האמור כאן ,נאמר כאן מדבר ונאמר להלן מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן ,1,1,532,529.0,583,566.0,0.3157894736842105,0.5454545454545454,7,נאמר כאן מה להלן אף האמור כאן,2050000433,17,15
ref-t.4.9.1.7.126-ref-t.4.9.1.7.135,ref-sifre-n.116.1.239-ref-sifre-n.116.1.254,1008056,1008101,ref-t.4.9.1.7.126,ref-t.4.9.1.7.135,178884,178967,ref-sifre-n.116.1.239,ref-sifre-n.116.1.254,נאמר כאן דבר ולהלן נאמ' דבר מה דבר אמור להלן ,מה אתך האמור להלן כאן בלוים הכתוב מדבר אף אתך האמור כאן להלן בלוים הכתוב מדבר ,1,5,547,540.0,572,566.0,0.6923076923076923,0.6,2,מה להלן,2050000434,10,16
ref-t.4.9.1.7.126-ref-t.4.9.1.7.142,ref-sifre-n.121.1.380-ref-sifre-n.121.1.392,1008056,1008133,ref-t.4.9.1.7.126,ref-t.4.9.1.7.142,203536,203601,ref-sifre-n.121.1.380,ref-sifre-n.121.1.392,וכלאי הכרם מנין נאמר כאן מלאה ונאמר להלן דברים כב מלאה מה להלן,וכלאי הכרם מנין נאמר כאן מלאה ונאמר להלן דברים כב מלאה מה להלן,13,13,635,635.0,573,573.0,0.0,0.0,13,וכלאי הכרם מנין נאמר כאן מלאה ונאמר להלן דברים כב מלאה מה להלן,2050000435,13,13
ref-t.4.9.1.7.126-ref-t.4.9.1.7.142,ref-sifre-n.124.1.255-ref-sifre-n.124.1.271,1008056,1008133,ref-t.4.9.1.7.126,ref-t.4.9.1.7.142,212021,212111,ref-sifre-n.124.1.255,ref-sifre-n.124.1.271,נאמר כאן דבר ולהלן נאמ' דבר מה דבר אמור להלן מקצתו לא כולו אף דבר האמור כאן ,נאמרה כאן לקיחה ונאמרה להלן שמות יב לקיחה מה לקיחה האמורה להלן שלשה אף לקיחה האמורה כאן ,1,1,655,651.0,584,566.0,0.5454545454545454,0.7142857142857143,5,כאן מה להלן אף כאן,2050000436,17,17
ref-t.4.9.1.7.125-ref-t.4.9.1.7.142,ref-sifre-n.127.5.19-ref-sifre-n.127.5.33,1008048,1008133,ref-t.4.9.1.7.125,ref-t.4.9.1.7.142,223935,224004,ref-sifre-n.127.5.19,ref-sifre-n.127.5.33,"לדבר אחר ד""א נאמר כאן עפר ונאמר להלן במדבר ה עפר מה עפר האמור להלן","לדבר אחר ד""א נאמר כאן עפר ונאמר להלן במדבר ה עפר מה עפר האמור להלן",4,4,767,767.0,570,570.0,0.0,0.0,15,"לדבר אחר ד""א נאמר כאן עפר ונאמר להלן במדבר ה עפר מה עפר האמור להלן",2050000437,15,15
ref-t.4.9.1.7.126-ref-t.4.9.1.7.144,ref-sifre-n.128.2.2-ref-sifre-n.128.2.21,1008056,1008144,ref-t.4.9.1.7.126,ref-t.4.9.1.7.144,224593,224692,ref-sifre-n.128.2.2,ref-sifre-n.128.2.21,נאמר כאן דבר ולהלן נאמ' דבר מה דבר אמור להלן מקצתו לא כולו אף דבר האמור כאן מקצתו ולא ,נאמרה כאן לקיחה ונאמרה להלן שמות יב לקיחה מה לקיחה האמורה להלן ג' אף לקיחה האמורה כאן ג' אזוב לא ,3,4,777,773.0,588,566.0,0.5670103092783505,0.7333333333333334,5,כאן מה להלן אף כאן,2050000438,19,20
ref-t.4.9.1.7.128-ref-t.4.9.1.7.142,ref-sifre-n.133.3.65-ref-sifre-n.133.3.85,1008065,1008133,ref-t.4.9.1.7.128,ref-t.4.9.1.7.142,238348,238454,ref-sifre-n.133.3.65,ref-sifre-n.133.3.85,מדבר ונאמר להלן במדבר טו מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן,במדבר ר' עקיבא אומר נאמר כאן מדבר ונאמר להלן במדבר טו מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן,6,12,835,835.0,590,590.0,0.2871287128712871,0.0999999999999999,15,מדבר ונאמר להלן במדבר טו מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן,2050000439,15,21
ref-t.4.9.1.7.129-ref-t.4.9.1.7.142,ref-sifre-n.133.4.14-ref-sifre-n.133.4.26,1008069,1008133,ref-t.4.9.1.7.129,ref-t.4.9.1.7.142,238701,238757,ref-sifre-n.133.4.14,ref-sifre-n.133.4.26,ולהלן נאמ' דבר מה דבר אמור להלן מקצתו לא כולו אף דבר האמור כאן ,להלן דברים כה שם מה שם האמור להלן נחלה אף שם האמור כאן ,14,5,841,838.0,593,566.0,0.4761904761904761,0.6666666666666667,5,מה להלן אף האמור כאן,2050000440,14,13
ref-t.4.9.1.7.126-ref-t.4.9.1.7.142,ref-sifre-n.142.2.71-ref-sifre-n.142.2.91,1008056,1008133,ref-t.4.9.1.7.126,ref-t.4.9.1.7.142,253140,253250,ref-sifre-n.142.2.71,ref-sifre-n.142.2.91,נאמר כאן דבר ולהלן נאמ' דבר מה דבר אמור להלן מקצתו לא כולו אף דבר האמור כאן ,נאמרה כאן שמירה ונאמר להלן שמות יב שמירה מה שמירה האמורה להלן מבקרו ד' ימים קודם שחיטתו אף שמירה האמורה כאן ,1,2,863,860.0,585,566.0,0.4629629629629629,0.7777777777777778,5,כאן מה להלן אף כאן,2050000441,17,21
ref-t.4.9.1.7.126-ref-t.4.9.1.7.142,ref-sifre-n.142.2.212-ref-sifre-n.142.2.228,1008056,1008133,ref-t.4.9.1.7.126,ref-t.4.9.1.7.142,253851,253940,ref-sifre-n.142.2.212,ref-sifre-n.142.2.228,נאמר כאן דבר ולהלן נאמ' דבר מה דבר אמור להלן מקצתו לא כולו אף דבר האמור כאן ,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה את השבת אף מועדו האמור כאן ,1,1,871,868.0,586,566.0,0.4588235294117647,0.6923076923076923,7,נאמר כאן מה להלן אף האמור כאן,2050000442,17,17
ref-t.4.9.1.7.126-ref-t.4.9.1.7.142,ref-sifre-n.157.8.90-ref-sifre-n.157.8.109,1008056,1008133,ref-t.4.9.1.7.126,ref-t.4.9.1.7.142,281101,281191,ref-sifre-n.157.8.90,ref-sifre-n.157.8.109,נאמר כאן דבר ולהלן נאמ' דבר מה דבר אמור להלן מקצתו לא כולו אף דבר האמור כאן ,נאמר כאן בגד ונאמר להלן בגד מה בגד האמור להלן עשה בו כל מעשה עזים כשק אף בגד האמור כאן ,1,1,979,976.0,587,566.0,0.4597701149425287,0.6428571428571428,7,נאמר כאן מה להלן אף האמור כאן,2050000443,17,20
ref-t.4.9.1.8.7-ref-t.4.9.1.8.23,ref-sifre-n.111.3.138-ref-sifre-n.111.3.164,1008266,1008357,ref-t.4.9.1.8.7,ref-t.4.9.1.8.23,162392,162525,ref-sifre-n.111.3.138,ref-sifre-n.111.3.164,ששאר שבטים מביאים על ידו שנאמר והם הביאו את קרבנם אשה לה' ר' יהודה אומר שבט שעשה על הוראת בית דינו אותו שבט חייב ושאר כל השבטים,ששאר שבטים מביאים על ידו שנאמר והם הביאו את קרבנם אשה לה' ר' יהודה אומר שבט שעשה על הוראת בית דינו אותו שבט חייב ושאר כל השבטים,27,27,498,498.0,598,598.0,0.0,0.0,25,ששאר שבטים מביאים על ידו שנאמר והם הביאו את קרבנם אשה לה' ר'_יהודה_אומר שבט שעשה על הוראת בית דינו אותו שבט חייב ושאר כל השבטים,2050000444,27,27
ref-t.4.9.1.8.65-ref-t.4.9.1.8.72,ref-sifre-n.112.1.336-ref-sifre-n.112.1.341,1008569,1008611,ref-t.4.9.1.8.65,ref-t.4.9.1.8.72,165314,165348,ref-sifre-n.112.1.336,ref-sifre-n.112.1.341,חייבין אלא על דבר שזדונו כרת ושגגתו חטאת ,שחייבין על זדונה כרת ושגגתה חטאת ,8,6,514,514.0,600,600.0,0.2926829268292683,0.6666666666666667,2,כרת חטאת,2050000445,8,6
ref-t.4.9.1.8.65-ref-t.4.9.1.8.72,ref-sifre-n.112.1.348-ref-sifre-n.112.1.354,1008569,1008611,ref-t.4.9.1.8.65,ref-t.4.9.1.8.72,165379,165416,ref-sifre-n.112.1.348,ref-sifre-n.112.1.354,חייבין אלא על דבר שזדונו כרת ושגגתו חטאת ,שחייבים על זדונה כרת ועל שגגתה חטאת ,8,7,524,524.0,601,600.0,0.3902439024390244,0.6666666666666667,2,כרת חטאת,2050000446,8,7
ref-t.4.9.1.10.77-ref-t.4.9.1.10.82,ref-sifre-n.111.3.202-ref-sifre-n.111.3.208,1009378,1009411,ref-t.4.9.1.10.77,ref-t.4.9.1.10.82,162709,162749,ref-sifre-n.111.3.202,ref-sifre-n.111.3.208,פר ושעיר פר לעולה ושעיר לחטאת ,פר ומתחייב שעיר פר לעולה ושעיר לחטאת ,6,7,500,500.0,605,602.0,0.1891891891891892,0.1999999999999999,5,פר פר לעולה ושעיר לחטאת,2050000447,6,7
ref-t.4.9.1.10.61-ref-t.4.9.1.10.77,ref-sifre-n.112.1.18-ref-sifre-n.112.1.24,1009283,1009380,ref-t.4.9.1.10.61,ref-t.4.9.1.10.77,163607,163641,ref-sifre-n.112.1.18,ref-sifre-n.112.1.24,"נשיא מביא שעיר משיח וב""ד מביאים פר","נשיא מביא שעיר משיח וב""ד מביאים פר",7,7,504,504.0,602,602.0,0.0,0.0,7,"נשיא מביא שעיר משיח וב""ד מביאים פר",2050000448,7,7
ref-t.4.9.1.10.69-ref-t.4.9.1.10.73,ref-sifre-n.112.1.32-ref-sifre-n.112.1.37,1009328,1009361,ref-t.4.9.1.10.69,ref-t.4.9.1.10.73,163688,163726,ref-sifre-n.112.1.32,ref-sifre-n.112.1.37,בקבועה יחיד ונשיא ומשיח מביאין ,בקבועה שיהיו יחיד נשיא ומשיח מביאים ,5,6,506,506.0,603,602.0,0.2222222222222222,0.5714285714285714,3,בקבועה יחיד ומשיח,2050000449,5,6
ref-t.4.9.2.3.14-ref-t.4.9.2.4.10,ref-sifre-n.111.3.311-ref-sifre-n.111.3.357,1010183,1010286,ref-t.4.9.2.3.14,ref-t.4.9.2.4.10,163271,163489,ref-sifre-n.111.3.311,ref-sifre-n.111.3.357,להביא פר דברי ר' מאיר וחכמים או' אינו צריך להביא פר משיח ופר העדה עומדין פר משיח קודם לפר העדה בכל ,"שמביאים פר על כל המצות כך מביא פר על עכו""ם אף משיח כשם שמביא פר על כל המצות יביא פר על עכו""ם ועוד ק""ו ומה אם במקום שאין הצבור מביא פר משיח מביא פר כאן שהצבור מביאים פר אינו דין שמשיח מביא פר תלמוד לומר כי לכל ",21,47,501,501.0,608,606.0,0.7177033492822966,0.7777777777777778,5,פר פר משיח פר משיח,2050000450,21,47
ref-t.4.9.2.3.14-ref-t.4.9.2.4.5,ref-sifre-n.112.1.276-ref-sifre-n.112.1.296,1010183,1010260,ref-t.4.9.2.3.14,ref-t.4.9.2.4.5,164996,165096,ref-sifre-n.112.1.276,ref-sifre-n.112.1.296,"שמביא פר על המצות יביא פר על עבודת גלולים ועוד ק""ו ומה אם במקום שאין הצבור מביא פר משיח מביא פר","שמביא פר על המצות יביא פר על עבודת גלולים ועוד ק""ו ומה אם במקום שאין הצבור מביא פר משיח מביא פר",21,21,510,510.0,606,606.0,0.0,0.0,18,"שמביא פר על המצות יביא פר על עבודת גלולים ועוד ק""ו ומה_אם_במקום_שאין הצבור מביא פר משיח מביא פר",2050000451,21,21
ref-t.5.1.1.1.51-ref-t.5.1.1.1.71,ref-sifre-n.124.2.18-ref-sifre-n.124.2.24,1013251,1013349,ref-t.5.1.1.1.51,ref-t.5.1.1.1.71,215573,215608,ref-sifre-n.124.2.18,ref-sifre-n.124.2.24,שלא לשמה אף אשם פסול שלא לשמו אמ' לו ר' יהושע לא אם אמרת בחטאת שדמה ניתן למעלה לפיכך אם שחטה ,שם שאם נשחטה שלא לשמה פסולה חטאת ,21,7,681,681.0,609,609.0,0.7526881720430108,0.5833333333333333,2,שלא לשמה,2050000452,21,7
ref-t.5.1.1.8.55-ref-t.5.1.1.8.69,ref-sifre-n.12.1.17-ref-sifre-n.12.1.36,1016311,1016383,ref-t.5.1.1.8.55,ref-t.5.1.1.8.69,23332,23442,ref-sifre-n.12.1.17,ref-sifre-n.12.1.36,אתם וכהנו לי מה כהן האמור להלן בכהן תמים ובכלי שרת אף כהן האמור כאן ,מה שבועה האמורה להלן היא נשבעת מאליה אף שבועה האמורה כאן היא נשבעת מאליה תלמוד לומר והשביע אותה הכהן הכהן ,4,20,115,106.0,611,610.0,0.6886792452830188,0.6428571428571428,4,מה להלן אף כאן,2050000453,15,20
ref-t.5.1.1.8.58-ref-t.5.1.1.8.72,ref-sifre-n.16.1.13-ref-sifre-n.16.1.36,1016325,1016401,ref-t.5.1.1.8.58,ref-t.5.1.1.8.72,27007,27127,ref-sifre-n.16.1.13,ref-sifre-n.16.1.36,מה כהן האמור להלן בכהן תמים ובכלי שרת אף כהן האמור כאן בכהן תמים ובכלי ,הכהן למה נאמר שהיה בדין נאמר כאן וכתב ונאמר להלן וכתב מה וכתב האמור להלן כשר בכל אדם אף וכתב האמור כאן כשר בכל ,4,8,131,129.0,620,610.0,0.6576576576576577,0.6428571428571428,6,מה האמור להלן אף האמור כאן,2050000454,15,24
ref-t.5.1.1.8.58-ref-t.5.1.1.8.69,ref-sifre-n.30.1.839-ref-sifre-n.30.1.857,1016325,1016383,ref-t.5.1.1.8.58,ref-t.5.1.1.8.69,53500,53597,ref-sifre-n.30.1.839,ref-sifre-n.30.1.857,מה כהן האמור להלן בכהן תמים ובכלי שרת אף כהן האמור כאן ,מה נזיר האמור להלן עשה בו ימים שלאחר נזירות בימים שבתוך נזירות עד הבאת קרבן אף נזיר האמור כאן ,1,19,237,231.0,613,610.0,0.5638297872340425,0.6666666666666667,6,מה האמור להלן אף האמור כאן,2050000455,12,19
ref-t.5.1.1.8.58-ref-t.5.1.1.8.69,ref-sifre-n.31.3.329-ref-sifre-n.31.3.347,1016325,1016383,ref-t.5.1.1.8.58,ref-t.5.1.1.8.69,57242,57339,ref-sifre-n.31.3.329,ref-sifre-n.31.3.347,מה כהן האמור להלן בכהן תמים ובכלי שרת אף כהן האמור כאן ,מה נזיר האמור להלן עשה בו ימים שלאחר נזירות בימים שבתוך נזירות עד הבאת קרבן אף נזיר האמור כאן ,1,19,248,243.0,614,610.0,0.5638297872340425,0.6666666666666667,6,מה האמור להלן אף האמור כאן,2050000456,12,19
ref-t.5.1.1.8.39-ref-t.5.1.1.8.91,ref-sifre-n.75.1.39-ref-sifre-n.75.1.80,1016228,1016485,ref-t.5.1.1.8.39,ref-t.5.1.1.8.91,99689,99899,ref-sifre-n.75.1.39,ref-sifre-n.75.1.80,כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן תמימים ולא בעלי מומין אמר לו ר' טרפון עד מתי אתה מגבב ומביא עלינו איני יכול לסבול אקפח את בני אם לא ראיתי שמעון,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן תמימים ולא בעלי מומין אמר לו ר' טרפון עד מתי אתה מגבב ומביא עלינו איני יכול לסבול אקפח את בני אם לא ראיתי שמעון,34,25,367,367.0,610,610.0,0.0441176470588235,0.0,40,כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן תמימים ולא בעלי מומין אמר לו ר' טרפון עד מתי אתה מגבב ומביא עלינו איני יכול לסבול אקפח את בני אם לא ראיתי שמעון,2050000457,40,42
