baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-mek,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.4.1.4.4.87-ref-t.4.1.4.4.104,ref-mek.7.3.2.171-ref-mek.7.3.2.180,740273,740366,ref-t.4.1.4.4.87,ref-t.4.1.4.4.104,296099,296149,ref-mek.7.3.2.171,ref-mek.7.3.2.180,בו והועד בבעליו בדבר שהועד בו בשעה שהועד עליו משלם נזק שלם מן העלייה וכל שלא הועד בו ,לא ייעד תלמוד לומר אם לבנו ייעדנה לבנו ייעד ולא ,16,8,414,414.0,370,369.0,0.7411764705882353,0.9285714285714286,0,,2030000283,16,8
ref-t.4.1.4.8.23-ref-t.4.1.4.8.32,ref-mek.7.7.1.140-ref-mek.7.7.1.148,741760,741817,ref-t.4.1.4.8.23,ref-t.4.1.4.8.32,311488,311538,ref-mek.7.7.1.140,ref-mek.7.7.1.148,ועבד של שני שותפין נותן לשניהם חציו עבד וחציו בן חורין ,עבד של שני שותפין ועבד שחציו עבד וחציו בן חורין ,11,10,441,441.0,372,371.0,0.2,0.3,7,של שני שותפין עבד וחציו בן חורין,2030000284,11,10
ref-t.4.1.4.8.21-ref-t.4.1.4.8.32,ref-mek.7.7.1.161-ref-mek.7.7.1.172,741752,741817,ref-t.4.1.4.8.21,ref-t.4.1.4.8.32,311594,311659,ref-mek.7.7.1.161,ref-mek.7.7.1.172,כל כופר ועבד של שני שותפין נותן לשניהם חציו עבד וחציו בן חורין ,שכולה שלה יצא עבד של שני שותפין ועבד שחציו עבד וחציו בן חורין ,13,13,444,444.0,371,371.0,0.3333333333333333,0.5,7,של שני שותפין עבד וחציו בן חורין,2030000285,13,13
ref-t.4.1.4.8.23-ref-t.4.1.4.8.32,ref-mek.7.7.1.215-ref-mek.7.7.1.223,741760,741817,ref-t.4.1.4.8.23,ref-t.4.1.4.8.32,311868,311918,ref-mek.7.7.1.215,ref-mek.7.7.1.223,ועבד של שני שותפין נותן לשניהם חציו עבד וחציו בן חורין ,עבד של שני שותפין ועבד שחציו עבד וחציו בן חורין ,11,10,451,448.0,373,371.0,0.2,0.3,7,של שני שותפין עבד וחציו בן חורין,2030000286,11,10
ref-t.4.1.5.7.23-ref-t.4.1.5.7.29,ref-mek.7.10.2.134-ref-mek.7.10.2.140,743798,743838,ref-t.4.1.5.7.23,ref-t.4.1.5.7.29,324500,324540,ref-mek.7.10.2.134,ref-mek.7.10.2.140,המוסרה ויצא והזיק תם פטור ומועד חייב ,במוסרה ויצא והזיק תם פטור ומועד חייב ,7,7,473,473.0,374,374.0,0.027027027027027,0.0,6,ויצא והזיק תם פטור ומועד חייב,2030000287,7,7
ref-t.4.1.5.7.36-ref-t.4.1.5.8.4,ref-mek.7.10.2.136-ref-mek.7.10.2.181,743866,744015,ref-t.4.1.5.7.36,ref-t.4.1.5.8.4,324514,324741,ref-mek.7.10.2.136,ref-mek.7.10.2.181,והזיק תם פטור ומועד חייב שנאמר ולא ישמרנו בעליו ולא שמור הוא זה דברי ר' מאיר ר' יהודה אומר תם חייב ומועד פטור שנאמר ולא ישמרנו בעליו ושמור הוא זה דברי ר' מאיר ר' אליעזר אומר אין לו שמירה אלא סכין ר' אליעזר בן יעקב פוטר,והזיק תם פטור ומועד חייב שנאמר ולא ישמרנו בעליו ולא שמור הוא זה דברי ר' מאיר ר' יהודה אומר תם חייב ומועד פטור שנאמר ולא ישמרנו בעליו ושמור הוא זה דברי ר' מאיר ר' אליעזר אומר אין לו שמירה אלא סכין ר' אליעזר בן יעקב פוטר,40,40,474,474.0,375,375.0,0.0,0.0,40,והזיק תם פטור ומועד חייב שנאמר ולא ישמרנו בעליו ולא שמור הוא זה דברי ר' מאיר ר'_יהודה_אומר תם חייב ומועד פטור שנאמר ולא ישמרנו בעליו ושמור הוא זה דברי ר' מאיר ר'_אליעזר_אומר אין לו שמירה אלא סכין ר'_אליעזר_בן יעקב פוטר,2030000288,40,40
ref-t.4.1.5.8.1-ref-t.4.1.5.8.10,ref-mek.7.14.2.278-ref-mek.7.14.2.287,743996,744048,ref-t.4.1.5.8.1,ref-t.4.1.5.8.10,339445,339504,ref-mek.7.14.2.278,ref-mek.7.14.2.287,הזיק פטור הוזק חייב בנוס שורך ושמרו הוזק חייב הזיק ,למזיק ולא לניזק פטור לניזק ולא למזיק חייב בכל לניזק ,10,10,540,538.0,377,375.0,0.6730769230769231,0.8,2,פטור חייב,2030000289,10,10
ref-t.4.1.6.6.17-ref-t.4.1.6.7.6,ref-mek.7.11.3.229-ref-mek.7.11.3.240,746413,746449,ref-t.4.1.6.6.17,ref-t.4.1.6.7.6,329094,329156,ref-mek.7.11.3.229,ref-mek.7.11.3.240,פטור חפר שלא כראוי וכסה שלא כראוי ,שלא כיסה כראוי מכאן אמרו כסהו כראוי פטור שלא כראוי חייב כסהו ,7,12,485,485.0,378,378.0,0.639344262295082,0.6666666666666667,4,שלא כראוי שלא כראוי,2030000290,7,12
ref-t.4.1.6.10.5-ref-t.4.1.6.10.10,ref-mek.7.11.3.240-ref-mek.7.11.3.246,746754,746786,ref-t.4.1.6.10.5,ref-t.4.1.6.10.10,329152,329195,ref-mek.7.11.3.240,ref-mek.7.11.3.246,מכסה ואחד מגלה המגלה חייב כסהו ,כסהו וגילהו אחר המגלה חייב השותפין שכסו ,6,7,486,485.0,379,379.0,0.525,0.5555555555555556,2,המגלה חייב,2030000291,6,7
ref-t.4.1.6.12.23-ref-t.4.1.6.13.12,ref-mek.7.11.3.331-ref-mek.7.11.3.346,747050,747126,ref-t.4.1.6.12.23,ref-t.4.1.6.13.12,329601,329692,ref-mek.7.11.3.331,ref-mek.7.11.3.346,נופל נפל לפניו מקול הכרייא פטור בבור ובשיח בין מלפניו בין מלאחריו חייב ,נפל לפניו מקול הכריה חייב לאחריו מקול הכרייה פטור אבל בבור בין לפניו בין לאחריו חייב ,13,16,488,488.0,380,380.0,0.388235294117647,0.3846153846153846,8,נפל לפניו מקול פטור בבור בין בין חייב,2030000292,13,16
ref-t.4.1.6.14.17-ref-t.4.1.6.14.31,ref-mek.7.11.3.267-ref-mek.7.11.3.301,747200,747287,ref-t.4.1.6.14.17,ref-t.4.1.6.14.31,329289,329453,ref-mek.7.11.3.267,ref-mek.7.11.3.301,פטור נפל לתוכו שור וכליו ונשתברו חמור וכליו ונתקרעו חייב על הבהמה ופטור על הכלים ,פטור ונפל שם שור או חמור חייב על זה בפני עצמו ועל זה בפני עצמו שור ולא שור וכליו חמור ולא חמור וכליו שהיה בדין ומה אם במקום שלא חייב על הבהמה חייב על הכלים ,15,27,487,487.0,381,381.0,0.6025641025641025,0.6,10,פטור שור וכליו חמור וכליו חייב על הבהמה על הכלים,2030000293,15,27
ref-t.4.1.6.14.33-ref-t.4.1.6.14.39,ref-mek.7.12.1.93-ref-mek.7.12.1.99,747292,747327,ref-t.4.1.6.14.33,ref-t.4.1.6.14.39,330475,330511,ref-mek.7.12.1.93,ref-mek.7.12.1.99,ומכרו את השור החי וגו' יצאו כלים ,ומכרו את השור החי וחצו וגו' יכול ,7,7,491,489.0,382,382.0,0.3333333333333333,0.4444444444444444,5,ומכרו את השור החי וגו',2030000294,7,7
ref-t.4.1.6.18.59-ref-t.4.1.6.18.87,ref-mek.7.10.1.46-ref-mek.7.10.1.64,748656,748807,ref-t.4.1.6.18.59,ref-t.4.1.6.18.87,319894,319982,ref-mek.7.10.1.46,ref-mek.7.10.1.64,מה שור האמור בסיני עשה בו כל בהמה כשור אף שור האמור כאן דין הוא שנעשה כל בהמה כשור,מה שור האמור בסיני עשה בו כל בהמה כשור אף שור האמור כאן דין הוא שנעשה כל בהמה כשור,19,19,464,463.0,383,383.0,0.0,0.0,19,מה שור האמור בסיני עשה בו כל בהמה כשור אף שור האמור כאן דין הוא שנעשה כל בהמה כשור,2030000295,19,19
ref-t.4.1.6.18.62-ref-t.4.1.6.18.68,ref-mek.7.17.2.107-ref-mek.7.17.2.116,748673,748707,ref-t.4.1.6.18.62,ref-t.4.1.6.18.68,350337,350388,ref-mek.7.17.2.107,ref-mek.7.17.2.116,בכלל היו ולמה יצאו להקיש עליהן מה ,בכלל מכשפים היו ולמה יצאו להקיש עליהם ולומר לך מה ,7,5,569,567.0,384,383.0,0.34,0.5555555555555556,6,בכלל היו ולמה יצאו להקיש מה,2030000296,7,10
ref-t.4.1.6.22.20-ref-t.4.1.6.22.42,ref-mek.7.14.2.102-ref-mek.7.14.2.125,750035,750149,ref-t.4.1.6.22.20,ref-t.4.1.6.22.42,338520,338643,ref-mek.7.14.2.102,ref-mek.7.14.2.125,שלם ישלם המבעיר את הבעירה הכל לפי הדלקה מעשה שעברה דליקה,שש עשרה אמה בדרך הרבים ר' עקיבא אומר חמשים אמה ר' שמעון אומר שלם ישלם המבעיר את הבעירה הכל לפי הדלקה מעשה שעברה דליקה,11,20,535,535.0,386,386.0,0.5213675213675214,0.4705882352941176,11,שלם ישלם המבעיר את הבעירה הכל לפי הדלקה מעשה שעברה דליקה,2030000297,11,20
ref-t.4.1.6.22.77-ref-t.4.1.6.22.101,ref-mek.7.14.2.123-ref-mek.7.14.2.141,750328,750463,ref-t.4.1.6.22.77,ref-t.4.1.6.22.101,338626,338734,ref-mek.7.14.2.123,ref-mek.7.14.2.141,מעשה שעיברה הדליקה את הירדן שהיתה קשה במי דברים אמורים בזמן שקפצה אבל אם היתה מסכסכת והולכת או שהיו עצים מצוין להר אפי' עד מיל ,מעשה שעברה דליקה הירדן והזיקה מפני שהיא מרובה אימתי בזמן שקפצה אבל אם היתה מצפצפת ומהלכת אפילו עד מיל ,20,19,537,535.0,388,388.0,0.4566929133858268,0.6896551724137931,5,מעשה הירדן שקפצה עד מיל,2030000298,20,19
ref-t.4.1.7.1.12-ref-t.4.1.7.2.44,ref-mek.7.15.1.150-ref-mek.7.15.1.198,752657,752930,ref-t.4.1.7.1.12,ref-t.4.1.7.2.44,340558,340825,ref-mek.7.15.1.150,ref-mek.7.15.1.198,הגזלנין בין כך ובין כך אין משלמין אלא קרן שאלו תלמידיו את רבן יוחנן בן זכיי וכי מה ראת תורה להחמיר בגנב יותר מבגזלן אמ' להן גזלן השוה עבד לקוניו וגנב חלק כבוד לעבד יתר על כבוד קוניו כביכול עשה גנב עין העליונה כולה אינה רואה ואת האזן שאינה שומעת שנ' הוי המעמיקים ,הגזלן אינו משלם תשלומי כפל ומה ראתה תורה להחמיר על הגנב יותר מהגזלן ר' יוחנן בן זכאי אומר הגזלן השוה כבוד העבד לכבוד קונו והגנב חלק כבוד לעבד יותר מקונו כביכול הגנב עשה את העין של מטה כאלו אינה רואה ואת האוזן כאילו אינה שומעת כענין שנאמר הוי המעמיקים ,47,47,544,541.0,389,389.0,0.5305343511450382,0.5111111111111111,15,תורה להחמיר יותר השוה חלק כבוד לעבד כביכול עשה אינה רואה ואת שומעת הוי המעמיקים,2030000299,47,47
ref-t.4.1.7.5.18-ref-t.4.1.7.5.22,ref-mek.7.2.3.85-ref-mek.7.2.3.89,753894,753920,ref-t.4.1.7.5.18,ref-t.4.1.7.5.22,291194,291221,ref-mek.7.2.3.85,ref-mek.7.2.3.89,ורצע אדניו את אזנו במרצע ,ורצע אדוניו את אזנו במרצע ,5,5,403,403.0,391,390.0,0.0384615384615384,0.0,4,ורצע את אזנו במרצע,2030000300,5,5
ref-t.4.1.7.5.17-ref-t.4.1.7.5.28,ref-mek.7.2.3.223-ref-mek.7.2.3.231,753888,753948,ref-t.4.1.7.5.17,ref-t.4.1.7.5.28,291888,291937,ref-mek.7.2.3.223,ref-mek.7.2.3.231,ואו' ורצע אדניו את אזנו במרצע וכי מה נשתנה אזן לרצע מכל ,אמרה ורצע אדוניו את אזנו במרצע והלכה אמרה בכל ,12,9,404,404.0,390,390.0,0.375,0.4545454545454546,4,ורצע את אזנו במרצע,2030000301,12,9
ref-t.4.1.7.6.52-ref-t.4.1.7.6.73,ref-mek.6.11.2.285-ref-mek.6.11.2.308,754374,754494,ref-t.4.1.7.6.52,ref-t.4.1.7.6.73,282714,282850,ref-mek.6.11.2.285,ref-mek.6.11.2.308,אבנים שאינן לא רואות ולא שומעות ולא מדברות על שמטילות כפרה בין ישראל לאביהם שבשמי' אמ' הכת' לא תניף עליהן ברזל בני ,"אבני המזבח שאינם רואות ולא שומעות ולא מדברות על שמטילות שלום בין ישראל לאביהם שבשמים אמר הקב""ה לא תניף עליהם ברזל המטיל שלום בין ",22,24,385,384.0,392,392.0,0.2635658914728682,0.5925925925925926,13,רואות ולא שומעות ולא מדברות על שמטילות בין ישראל לאביהם לא תניף ברזל,2030000302,22,24
ref-t.4.1.7.7.4-ref-t.4.1.7.7.36,ref-mek.6.11.2.273-ref-mek.6.11.2.300,754578,754757,ref-t.4.1.7.7.4,ref-t.4.1.7.7.36,282649,282809,ref-mek.6.11.2.273,ref-mek.6.11.2.300,אבנים שלמות תבנה את מזבח ייי אליך אבנים שמטילות שלום והלא דברים קל וחומר ומה אם אבנים שאינן לא רואות ולא ולא שומעות ולא מדברות על שמטילות שלום בין ישראל לאביהם שבשמים אמ' ,אבנים שלמות תבנה אבנים שמטילות שלום והרי דברים קל וחומר ומה אם אבני המזבח שאינם רואות ולא שומעות ולא מדברות על שמטילות שלום בין ישראל לאביהם שבשמים אמר ,28,23,384,384.0,393,393.0,0.1988304093567251,0.4399999999999999,18,אבנים שלמות תבנה אבנים שמטילות שלום רואות ולא שומעות ולא מדברות על שמטילות שלום בין ישראל לאביהם שבשמים,2030000303,28,23
ref-t.4.1.7.9.43-ref-t.4.1.7.9.60,ref-mek.6.1.2.231-ref-mek.6.1.2.249,755558,755655,ref-t.4.1.7.9.43,ref-t.4.1.7.9.60,237171,237271,ref-mek.6.1.2.231,ref-mek.6.1.2.249,ויפתוהו בפיהם ובלשונם יכזבו לו לו ולבם לא נכון עמו ולא נאמנו בבריתו אע'פ כן והוא רחום יכפר ,ויפתוהו בפיהם ובלשונם יכזבו לו ולבם לא נכון עמו ולא נאמנו בבריתו ואף על פי כן והוא רחום יכפר ,18,17,325,325.0,400,394.0,0.0967741935483871,0.1333333333333333,16,ויפתוהו בפיהם ובלשונם יכזבו לו ולבם לא נכון עמו ולא נאמנו בבריתו כן והוא רחום יכפר,2030000304,18,17
ref-t.4.1.7.8.1-ref-t.4.1.7.8.73,ref-mek.7.13.3.65-ref-mek.7.13.3.129,754850,755282,ref-t.4.1.7.8.1,ref-t.4.1.7.8.73,335273,335678,ref-mek.7.13.3.65,ref-mek.7.13.3.129,שבעה גנבין הן הראשון שבכולם גונב דעת הבריות והמסרב בחבירו לאורחו ואין בלבו לקרותו והמרבה לו בתקרובת ויודע לו שאינו מקבל והמפתח לו חנויות שמכורות לחנוני והמעויל במידות והמשקר במשקלות והמערב את הגידה בתלתן ואת החומץ בשמן אע'פ שאמרו אין השמן מקבל דלוס לפיכך מושחין בו את המלכים ולא עוד אלא שמעלין עליו שאילו היה יכול לגנוב דעת העליונה שכל היה גונב שכל הגונב דעת הבריות נקרא גנב שנ' ויגנב אבשלום את לב ,שבעה גנבין הם הראשון שבגנבים גונב דעת הבריות והמסרב לחבירו לארחו ואין בלבו לקרותו והמרבה בתקרובת ויודע שאינו מקבל והפותח חביותיו והן מכורות לחנוני והמעוול במדות והמשקר במשקולת והמערב את הגררה בתלתן והחול בפול והחומץ בשמן מפני שאמרו השמן אינו מקבל נכל לפיכך מושחין בו מלכים ולא עוד אלא שמעלין עליו שאם היה יכול לגנוב דעת העליונה גונבה וכן מצינו באבשלום שגנב שלש גניבות לב ,69,63,518,518.0,394,394.0,0.2613065326633166,0.4461538461538461,35,שבעה גנבין הראשון גונב דעת הבריות והמסרב ואין בלבו לקרותו והמרבה בתקרובת ויודע שאינו מקבל לחנוני והמשקר והמערב את בתלתן בשמן השמן מקבל לפיכך מושחין בו ולא_עוד_אלא שמעלין עליו היה יכול לגנוב דעת העליונה לב,2030000305,69,63
ref-t.4.1.7.8.83-ref-t.4.1.7.9.12,ref-mek.7.13.3.119-ref-mek.7.13.3.124,755324,755416,ref-t.4.1.7.8.83,ref-t.4.1.7.9.12,335614,335649,ref-mek.7.13.3.119,ref-mek.7.13.3.124,לגנוב דעת העליונה גונבה וכן מצינו,לגנוב דעת העליונה גונבה וכן מצינו,6,6,520,520.0,397,397.0,0.0,0.0,6,לגנוב דעת העליונה גונבה וכן מצינו,2030000306,6,6
ref-t.4.1.7.8.64-ref-t.4.1.7.9.71,ref-mek.7.13.3.143-ref-mek.7.13.3.220,755231,755710,ref-t.4.1.7.8.64,ref-t.4.1.7.9.71,335747,336151,ref-mek.7.13.3.143,ref-mek.7.13.3.220,גדול הגונב או הנגנב הוי אומר זה הנגנב שהוא יודע שהוא נגנב והוא מחריש וכן מצינו באבותינו כשעמדו על הר סיני בקשו לגנוב דעת העליונה שנאמר כל אשר דיבר ה' נעשה ונשמע כביכול ונגנב לב בית דין בידן שנאמר מי יתן והיה לבבם זה להם ואם תאמר שאין הכל גלוי וידוע לפניו תלמוד לומר ויפתוהו בפיהם ולבם לא נכון עמו ואף על פי כן והוא רחום יכפר עון ואומר כסף סיגים מצופה על חרש שפתים דולקים ולב רע,גדול הגונב או הנגנב הוי אומר זה הנגנב שהוא יודע שהוא נגנב והוא מחריש וכן מצינו באבותינו כשעמדו על הר סיני בקשו לגנוב דעת העליונה שנאמר כל אשר דיבר ה' נעשה ונשמע כביכול ונגנב לב בית דין בידן שנאמר מי יתן והיה לבבם זה להם ואם תאמר שאין הכל גלוי וידוע לפניו תלמוד לומר ויפתוהו בפיהם ולבם לא נכון עמו ואף על פי כן והוא רחום יכפר עון ואומר כסף סיגים מצופה על חרש שפתים דולקים ולב רע,74,74,524,524.0,395,395.0,0.0,0.0,74,גדול הגונב או הנגנב הוי אומר זה הנגנב שהוא יודע שהוא נגנב והוא מחריש וכן מצינו באבותינו כשעמדו על_הר_סיני בקשו לגנוב דעת העליונה שנאמר כל אשר דיבר ה' נעשה ונשמע כביכול ונגנב לב בית דין בידן שנאמר מי יתן והיה לבבם זה להם ואם תאמר שאין הכל גלוי וידוע לפניו תלמוד לומר ויפתוהו בפיהם ולבם לא נכון עמו ואף_על_פי כן והוא רחום יכפר עון ואומר כסף סיגים מצופה על חרש שפתים דולקים ולב רע,2030000307,74,74
ref-t.4.1.7.9.25-ref-t.4.1.7.9.33,ref-mek.7.18.3.415-ref-mek.7.18.3.421,755472,755512,ref-t.4.1.7.9.25,ref-t.4.1.7.9.33,356291,356320,ref-mek.7.18.3.415,ref-mek.7.18.3.421,מי יתן והיה לבבם זה להם ליראה אותי וגו' ,מי יתן והיה לבבם זה להם וגו' ,9,7,579,579.0,399,394.0,0.275,0.2857142857142857,7,מי יתן והיה לבבם זה להם וגו',2030000308,9,7
ref-t.4.1.7.10.5-ref-t.4.1.7.10.30,ref-mek.7.12.2.260-ref-mek.7.12.2.285,755727,755863,ref-t.4.1.7.10.5,ref-t.4.1.7.10.30,332540,332664,ref-mek.7.12.2.260,ref-mek.7.12.2.285,וראה חביבה מלאכה לפני מי שאמר והיה העולם שור מפני שבטלו ממלאכתו משלם חמשה שה מפני שאין לו מלאכה משלם ארבעה רבן יוחנן בן זכיי אומ' ,וראה כמה חביבה מלאכה לפני מי שאמר והיה העולם שור שיש לו מלאכה משלם חמשה שה שאין לו מלאכה משלם ארבעה ר' יוחנן בן זכאי אומר ,23,20,508,508.0,401,401.0,0.2076923076923077,0.5909090909090908,12,וראה חביבה מלאכה שור משלם חמשה שה שאין לו מלאכה משלם ארבעה,2030000309,23,20
